Gait Up - Physilog data export
Created on: 0000-00-00 02:58:41
Total data points: 1468

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
1.82813,0.50735,-5.84412,-4.06647,0.19055,1.00494,-0.10931,,0.64253,0.76449,-0.04513,0.02604,
1.83594,0.47302,-5.97000,-4.02832,0.18823,1.00085,-0.11353,,0.64249,0.76453,-0.04518,0.02556,
1.84375,0.79727,-6.25229,-4.07410,0.18048,1.00256,-0.11279,,0.64244,0.76459,-0.04524,0.02505,
1.85156,1.28555,-6.78253,-3.93295,0.17664,1.00293,-0.10541,,0.64235,0.76467,-0.04533,0.02453,
1.85938,1.06812,-7.27844,-3.79944,0.18469,1.00220,-0.11591,,0.64228,0.76474,-0.04545,0.02399,
1.86719,1.38855,-6.47736,-3.20053,0.19482,0.99908,-0.11108,,0.64220,0.76482,-0.04557,0.02352,
1.87500,1.55640,-6.33240,-3.18527,0.18964,0.99347,-0.11053,,0.64210,0.76491,-0.04567,0.02305,
1.88281,1.67847,-6.08826,-3.22723,0.18695,0.99695,-0.10901,,0.64200,0.76500,-0.04577,0.02260,
1.89063,1.46866,-6.12259,-3.13950,0.18811,0.99866,-0.11353,,0.64191,0.76509,-0.04587,0.02215,
1.89844,1.49918,-6.14548,-2.88391,0.18634,1.00354,-0.11255,,0.64181,0.76517,-0.04599,0.02170,
1.90625,1.68991,-5.27954,-2.44904,0.18713,1.00360,-0.11346,,0.64171,0.76526,-0.04609,0.02133,
1.91406,1.85013,-5.18417,-2.44141,0.18585,1.00519,-0.10968,,0.64160,0.76536,-0.04619,0.02095,
1.92188,1.84250,-5.00488,-2.85721,0.18073,1.01019,-0.10846,,0.64150,0.76545,-0.04625,0.02057,
1.92969,1.70517,-4.87137,-3.08609,0.17053,1.01221,-0.10693,,0.64140,0.76554,-0.04630,0.02019,
1.93750,1.64413,-5.01633,-3.00217,0.16693,1.01294,-0.10291,,0.64130,0.76563,-0.04636,0.01980,
1.94531,1.46484,-6.37817,-2.96402,0.16437,1.01373,-0.10162,,0.64121,0.76571,-0.04649,0.01934,
1.95313,1.30081,-7.19452,-2.91061,0.17249,1.01117,-0.10620,,0.64112,0.76579,-0.04665,0.01885,
1.96094,1.22452,-7.36237,-2.95639,0.17279,1.00793,-0.10345,,0.64104,0.76586,-0.04681,0.01834,
1.96875,1.00708,-7.94220,-2.97546,0.16998,1.00830,-0.09613,,0.64096,0.76593,-0.04700,0.01779,
1.97656,0.85068,-8.73184,-3.01361,0.17603,1.00580,-0.10632,,0.64089,0.76598,-0.04723,0.01721,
1.98438,0.92316,-8.68988,-3.04031,0.17780,1.00220,-0.10413,,0.64082,0.76604,-0.04745,0.01663,
1.99219,0.69046,-8.64792,-2.71225,0.17914,0.99713,-0.10126,,0.64076,0.76609,-0.04768,0.01606,
2.00000,0.35858,-8.72421,-2.75421,0.17578,0.99884,-0.10034,,0.64072,0.76613,-0.04792,0.01548,
2.00781,0.21362,-8.96454,-3.01361,0.17657,0.99860,-0.10376,,0.64068,0.76615,-0.04815,0.01488,
2.01563,0.23651,-8.00705,-2.87628,0.17731,0.99866,-0.10468,,0.64064,0.76618,-0.04835,0.01434,
2.02344,0.00000,-8.01468,-3.44849,0.17188,0.99982,-0.10858,,0.64062,0.76620,-0.04852,0.01377,
2.03125,-0.14114,-8.07953,-3.81088,0.17517,1.00000,-0.11011,,0.64060,0.76621,-0.04868,0.01318,
2.03906,-0.04578,-8.20541,-3.54004,0.17694,0.99890,-0.10858,,0.64058,0.76623,-0.04885,0.01260,
2.04688,0.05341,-8.21686,-3.30734,0.17987,0.99921,-0.10919,,0.64055,0.76625,-0.04904,0.01203,
2.05469,0.06485,-8.26645,-3.14331,0.17896,0.99854,-0.10516,,0.64053,0.76627,-0.04923,0.01146,
2.06250,0.05341,-8.33130,-3.00980,0.18140,0.99860,-0.10309,,0.64050,0.76629,-0.04944,0.01089,
2.07031,-0.14114,-8.18253,-2.89154,0.18378,1.00049,-0.10596,,0.64048,0.76630,-0.04965,0.01034,
2.07813,-0.12207,-7.41196,-2.83813,0.18365,1.00061,-0.10132,,0.64046,0.76631,-0.04982,0.00983,
2.08594,-0.14114,-7.39670,-2.91824,0.17963,0.99933,-0.10767,,0.64045,0.76632,-0.04999,0.00931,
2.09375,-0.43488,-7.28989,-3.18909,0.17438,1.00092,-0.10663,,0.64045,0.76631,-0.05014,0.00879,
2.10156,-0.26321,-7.09152,-3.25394,0.17944,1.00000,-0.11011,,0.64044,0.76632,-0.05028,0.00828,
2.10938,-0.11444,-6.96182,-3.33405,0.17883,1.00146,-0.10461,,0.64042,0.76633,-0.05041,0.00777,
2.11719,-0.33188,-7.26318,-3.65448,0.17896,1.00195,-0.11566,,0.64042,0.76633,-0.05054,0.00723,
2.12500,-0.11826,-6.58035,-3.43704,0.17572,0.99994,-0.11200,,0.64040,0.76634,-0.05065,0.00673,
2.13281,0.00763,-6.50787,-3.27682,0.17419,1.00201,-0.11511,,0.64038,0.76635,-0.05076,0.00625,
2.14063,0.08011,-6.60706,-3.24249,0.17926,1.00488,-0.11224,,0.64035,0.76637,-0.05088,0.00576,
2.14844,-0.33951,-6.69479,-3.08609,0.17914,1.00317,-0.11829,,0.64035,0.76637,-0.05101,0.00528,
2.15625,-0.42343,-6.75583,-3.01361,0.17578,1.00201,-0.11676,,0.64035,0.76636,-0.05115,0.00479,
2.16406,0.10681,-7.20215,-3.04794,0.17773,1.00134,-0.11603,,0.64032,0.76638,-0.05130,0.00428,
2.17188,0.34332,-7.33566,-3.16238,0.18365,1.00342,-0.11749,,0.64028,0.76641,-0.05146,0.00376,
2.17969,0.34714,-7.16782,-3.37601,0.18433,1.00214,-0.11987,,0.64023,0.76644,-0.05159,0.00324,
2.18750,0.43106,-6.76346,-3.08228,0.18073,1.00378,-0.12030,,0.64019,0.76647,-0.05173,0.00276,
2.19531,1.02234,-5.77545,-2.93732,0.18524,1.00403,-0.11621,,0.64012,0.76652,-0.05183,0.00233,
2.20313,1.02234,-5.63812,-2.92206,0.18652,1.00549,-0.12335,,0.64004,0.76658,-0.05192,0.00191,
2.21094,1.01471,-5.27191,-2.98309,0.18170,1.00250,-0.12042,,0.63997,0.76664,-0.05199,0.00151,
2.21875,0.97656,-4.87900,-2.88773,0.17590,1.00153,-0.11346,,0.63990,0.76669,-0.05206,0.00113,
2.22656,1.06430,-5.11551,-2.79617,0.17651,1.00098,-0.11371,,0.63983,0.76675,-0.05213,0.00075,
2.23438,1.22833,-5.43976,-2.91061,0.17914,0.99969,-0.11560,,0.63975,0.76681,-0.05222,0.00034,
2.24219,1.43433,-5.07355,-2.92587,0.18164,1.00037,-0.11597,,0.63965,0.76688,-0.05229,-0.00005,
2.25000,1.84631,-5.02014,-2.47574,0.17529,1.00330,-0.11194,,0.63954,0.76697,-0.05238,-0.00041,
2.25781,1.68991,-5.11551,-2.22397,0.17249,1.00537,-0.10944,,0.63943,0.76705,-0.05248,-0.00077,
2.26563,1.64413,-5.23376,-1.94550,0.17535,1.00690,-0.10986,,0.63933,0.76713,-0.05261,-0.00112,
2.27344,1.62506,-5.37491,-1.93405,0.17841,1.00842,-0.11499,,0.63922,0.76721,-0.05274,-0.00148,
2.28125,1.49918,-5.05066,-1.88446,0.17566,1.00995,-0.11566,,0.63913,0.76728,-0.05287,-0.00182,
2.28906,1.28555,-4.69589,-1.94931,0.17139,1.00769,-0.11011,,0.63904,0.76734,-0.05297,-0.00215,
2.29688,1.51062,-4.99725,-2.11716,0.17139,1.00586,-0.10822,,0.63894,0.76742,-0.05308,-0.00250,
2.30469,1.59454,-5.00870,-2.20108,0.17212,1.00574,-0.10748,,0.63884,0.76749,-0.05318,-0.00285,
2.31250,2.01797,-4.48990,-2.38419,0.17365,1.00665,-0.10284,,0.63872,0.76759,-0.05325,-0.00318,
2.32031,2.12479,-4.81415,-2.14386,0.17065,1.01044,-0.10144,,0.63859,0.76769,-0.05335,-0.00352,
2.32813,1.95694,-5.00870,-2.11334,0.17133,1.00922,-0.10052,,0.63847,0.76778,-0.05346,-0.00387,
2.33594,1.28174,-5.43976,-1.79291,0.17609,1.00897,-0.10016,,0.63838,0.76784,-0.05360,-0.00422,
2.34375,1.26266,-5.34821,-1.49536,0.17554,1.00720,-0.10095,,0.63830,0.76790,-0.05375,-0.00456,
2.35156,0.97656,-5.45502,-1.45721,0.17334,1.00549,-0.10822,,0.63823,0.76794,-0.05392,-0.00491,
2.35938,1.10626,-5.00107,-1.67084,0.17859,1.00293,-0.10651,,0.63815,0.76800,-0.05405,-0.00524,
2.36719,1.27411,-4.75693,-1.99890,0.17834,1.00085,-0.10596,,0.63806,0.76806,-0.05415,-0.00557,
2.37500,1.51062,-4.50134,-2.07520,0.17725,1.00159,-0.10321,,0.63797,0.76813,-0.05424,-0.00589,
2.38281,1.46484,-4.60434,-1.92642,0.17743,1.00433,-0.10303,,0.63787,0.76820,-0.05434,-0.00621,
2.39063,1.08337,-5.02014,-1.88828,0.17310,1.00385,-0.10693,,0.63780,0.76825,-0.05446,-0.00655,
2.39844,1.18637,-5.19180,-1.88446,0.17261,1.00311,-0.10449,,0.63771,0.76831,-0.05458,-0.00690,
2.40625,1.02997,-5.42831,-1.72424,0.17389,1.00476,-0.10400,,0.63764,0.76835,-0.05473,-0.00726,
2.41406,0.71716,-5.25284,-1.42670,0.17444,1.00433,-0.10236,,0.63758,0.76839,-0.05488,-0.00759,
2.42188,0.69427,-5.49316,-1.34277,0.17242,1.00299,-0.10071,,0.63752,0.76842,-0.05505,-0.00793,
2.42969,1.03760,-5.68771,-1.58310,0.17578,1.00293,-0.10712,,0.63745,0.76847,-0.05522,-0.00830,
2.43750,0.89264,-5.82123,-1.60980,0.17950,1.00098,-0.10669,,0.63738,0.76851,-0.05539,-0.00867,
2.44531,1.17111,-5.61523,-1.27029,0.17804,0.99976,-0.10986,,0.63729,0.76856,-0.05557,-0.00901,
2.45313,1.11771,-5.55420,-1.25504,0.17706,0.99994,-0.10919,,0.63721,0.76861,-0.05574,-0.00935,
2.46094,0.89645,-5.69534,-1.36185,0.17609,1.00305,-0.10986,,0.63714,0.76865,-0.05592,-0.00971,
2.46875,1.07193,-6.03867,-1.36185,0.17133,1.00140,-0.10944,,0.63706,0.76870,-0.05611,-0.01008,
2.47656,1.23596,-6.07300,-1.35040,0.16956,1.00128,-0.10608,,0.63698,0.76875,-0.05630,-0.01045,
2.48438,1.09100,-6.58035,-1.11008,0.17401,1.00562,-0.10699,,0.63689,0.76880,-0.05653,-0.01084,
