Gait Up - Physilog data export
Created on: 0000-00-00 02:59:13
Total data points: 1128

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.07031,1.54495,-7.52640,-0.28610,0.15686,1.01306,-0.09845,,0.66287,0.74176,-0.00108,0.10193,
0.07813,1.32370,-7.57599,-0.20599,0.16284,1.01105,-0.10480,,0.66281,0.74187,-0.00140,0.10154,
0.08594,1.74713,-7.01523,-0.33951,0.16162,1.00165,-0.10150,,0.66272,0.74200,-0.00169,0.10117,
0.09375,1.54495,-6.82831,-0.82016,0.15936,1.00507,-0.09778,,0.66265,0.74212,-0.00194,0.10079,
0.10156,1.41907,-6.48880,-0.93460,0.16162,1.00842,-0.10022,,0.66258,0.74223,-0.00218,0.10042,
0.10938,1.98364,-5.60760,-0.80109,0.16376,1.00604,-0.09778,,0.66248,0.74235,-0.00238,0.10010,
0.11719,1.82343,-5.48172,-1.23978,0.15924,1.00629,-0.09393,,0.66240,0.74247,-0.00255,0.09976,
0.12500,1.98746,-5.39017,-1.27792,0.15784,1.00629,-0.09436,,0.66231,0.74260,-0.00272,0.09943,
0.13281,1.92642,-5.52368,-1.11771,0.15497,1.00830,-0.09045,,0.66221,0.74273,-0.00289,0.09910,
0.14063,1.33514,-5.96619,-0.74005,0.15540,1.01025,-0.08905,,0.66215,0.74283,-0.00312,0.09877,
0.14844,1.00327,-6.37054,-0.64087,0.15472,1.00983,-0.09460,,0.66210,0.74291,-0.00337,0.09842,
0.15625,0.88882,-6.72150,-0.84686,0.15271,1.00879,-0.09686,,0.66206,0.74300,-0.00362,0.09804,
0.16406,0.88120,-6.88171,-0.75150,0.15552,1.00610,-0.10089,,0.66202,0.74309,-0.00389,0.09766,
0.17188,0.93079,-6.50024,-0.58365,0.15631,1.00714,-0.09662,,0.66198,0.74317,-0.00415,0.09730,
0.17969,0.84686,-6.25229,-0.59509,0.16125,1.00769,-0.10071,,0.66193,0.74325,-0.00439,0.09696,
0.18750,0.92316,-6.42395,-0.96130,0.16138,1.00500,-0.10034,,0.66189,0.74334,-0.00463,0.09659,
0.19531,0.76294,-6.41632,-1.23596,0.16028,1.00470,-0.10217,,0.66186,0.74341,-0.00485,0.09621,
0.20313,0.49973,-6.07681,-1.37329,0.16302,1.00226,-0.10339,,0.66184,0.74348,-0.00505,0.09584,
0.21094,0.33569,-6.11877,-1.03760,0.16119,1.00201,-0.10126,,0.66183,0.74353,-0.00527,0.09548,
0.21875,0.27466,-6.19125,-1.06049,0.16132,1.00348,-0.10309,,0.66182,0.74358,-0.00549,0.09512,
0.22656,0.25940,-6.43921,-1.08719,0.16327,1.00372,-0.09912,,0.66181,0.74364,-0.00573,0.09474,
0.23438,-0.14114,-6.77490,-0.97275,0.16541,1.00836,-0.10211,,0.66182,0.74368,-0.00599,0.09436,
0.24219,-0.83160,-7.07626,-0.82397,0.16821,1.01202,-0.10223,,0.66187,0.74368,-0.00627,0.09396,
0.25000,-1.06812,-7.17545,-0.70572,0.16864,1.01154,-0.10242,,0.66192,0.74368,-0.00656,0.09356,
0.25781,-1.45340,-6.32477,-0.59128,0.17566,1.01379,-0.09888,,0.66200,0.74366,-0.00683,0.09322,
0.26563,-1.74713,-4.62341,-0.65613,0.17780,1.00464,-0.11169,,0.66209,0.74361,-0.00701,0.09295,
0.27344,-1.02997,-4.57001,-0.98038,0.16833,1.00787,-0.11047,,0.66214,0.74359,-0.00718,0.09268,
0.28125,-0.72098,-3.98254,-1.79291,0.17657,1.01050,-0.11365,,0.66219,0.74358,-0.00727,0.09239,
0.28906,-0.59509,-1.73569,-1.93024,0.16962,1.00446,-0.11078,,0.66223,0.74357,-0.00726,0.09222,
0.29688,-0.14877,-1.18256,-2.15149,0.15979,1.00195,-0.10846,,0.66225,0.74357,-0.00720,0.09206,
0.30469,0.54169,-1.29700,-2.79617,0.15375,1.00427,-0.10486,,0.66224,0.74360,-0.00711,0.09187,
0.31250,0.40054,-1.41525,-2.10190,0.15387,1.00800,-0.10425,,0.66223,0.74363,-0.00707,0.09170,
0.32031,0.30899,-1.75476,-1.94931,0.15247,1.00513,-0.10150,,0.66223,0.74366,-0.00705,0.09152,
0.32813,0.55313,-2.45667,-2.10190,0.15106,1.00549,-0.09027,,0.66221,0.74370,-0.00705,0.09131,
0.33594,0.74768,-3.76511,-1.67465,0.15491,1.00281,-0.09711,,0.66218,0.74376,-0.00713,0.09104,
0.34375,0.66757,-3.96729,-1.48773,0.15564,0.99939,-0.09668,,0.66216,0.74381,-0.00723,0.09077,
0.35156,0.87738,-4.48990,-1.43051,0.15448,0.99725,-0.09369,,0.66212,0.74388,-0.00735,0.09048,
0.35938,1.30081,-4.39453,-1.58310,0.14935,0.99976,-0.08960,,0.66206,0.74397,-0.00746,0.09019,
0.36719,1.30081,-4.10461,-1.56403,0.15076,1.00177,-0.09058,,0.66200,0.74405,-0.00756,0.08991,
0.37500,1.39999,-4.02069,-1.40381,0.15387,0.99994,-0.08917,,0.66194,0.74414,-0.00766,0.08964,
0.38281,1.39618,-3.54385,-1.67847,0.15405,1.00177,-0.08990,,0.66187,0.74423,-0.00773,0.08939,
0.39063,1.37329,-3.10516,-1.70898,0.15491,1.00250,-0.09521,,0.66181,0.74431,-0.00777,0.08915,
0.39844,1.83868,-3.04794,-1.96457,0.14972,1.00238,-0.09271,,0.66173,0.74441,-0.00780,0.08891,
0.40625,1.99127,-3.54385,-2.05612,0.14636,1.00842,-0.08923,,0.66164,0.74452,-0.00784,0.08864,
0.41406,1.93405,-3.89481,-1.81198,0.14783,1.01239,-0.08936,,0.66155,0.74463,-0.00792,0.08836,
0.42188,1.96838,-4.92096,-1.40381,0.15094,1.01239,-0.09131,,0.66146,0.74475,-0.00806,0.08805,
0.42969,2.21252,-4.34113,-1.31989,0.15265,1.01611,-0.09290,,0.66135,0.74488,-0.00817,0.08777,
0.43750,2.38037,-4.61197,-1.12152,0.15491,1.01721,-0.08844,,0.66123,0.74502,-0.00831,0.08749,
0.44531,2.32697,-5.21088,-1.17874,0.15552,1.01776,-0.09222,,0.66112,0.74515,-0.00847,0.08717,
0.45313,1.78528,-5.53513,-1.26648,0.15887,1.01453,-0.08319,,0.66103,0.74527,-0.00864,0.08683,
0.46094,1.74332,-5.87082,-1.29700,0.16211,1.01001,-0.09338,,0.66095,0.74538,-0.00883,0.08648,
0.46875,1.77002,-5.71442,-1.22070,0.16254,1.00842,-0.09070,,0.66086,0.74549,-0.00902,0.08613,
0.47656,1.41525,-5.64194,-1.35040,0.16479,1.00616,-0.08893,,0.66079,0.74559,-0.00919,0.08579,
0.48438,1.53351,-4.97437,-1.44958,0.16589,1.00446,-0.08929,,0.66072,0.74569,-0.00934,0.08547,
0.49219,1.57928,-4.63867,-1.57547,0.16827,1.00409,-0.09192,,0.66065,0.74579,-0.00945,0.08516,
0.50000,1.91498,-3.80325,-1.64413,0.16522,1.00385,-0.08417,,0.66056,0.74590,-0.00953,0.08490,
0.50781,1.72043,-4.08936,-1.73950,0.16138,1.00311,-0.08917,,0.66048,0.74600,-0.00962,0.08461,
0.51563,1.70517,-4.20380,-1.86157,0.16052,1.00220,-0.09100,,0.66040,0.74610,-0.00970,0.08431,
0.52344,1.80817,-4.06647,-1.79291,0.15479,1.00189,-0.08557,,0.66031,0.74621,-0.00978,0.08403,
0.53125,1.27029,-4.28772,-1.51062,0.15369,1.00592,-0.08746,,0.66025,0.74629,-0.00989,0.08374,
0.53906,1.15585,-4.31061,-1.43433,0.15283,1.00726,-0.08923,,0.66020,0.74637,-0.01001,0.08346,
0.54688,1.62888,-4.38309,-1.58310,0.14752,1.00812,-0.08453,,0.66012,0.74647,-0.01011,0.08317,
0.55469,1.46866,-5.48553,-1.66321,0.14874,1.01355,-0.08508,,0.66006,0.74657,-0.01027,0.08281,
0.56250,1.35422,-5.71823,-1.59836,0.15356,1.01520,-0.08661,,0.65999,0.74666,-0.01044,0.08245,
0.57031,1.06430,-5.37109,-1.44577,0.15375,1.01196,-0.08905,,0.65994,0.74674,-0.01060,0.08211,
0.57813,0.84686,-5.63049,-1.57547,0.15204,1.00818,-0.08807,,0.65990,0.74681,-0.01077,0.08176,
0.58594,1.06812,-5.81741,-1.63651,0.15173,1.01086,-0.08887,,0.65985,0.74689,-0.01094,0.08139,
0.59375,1.01852,-6.19507,-1.46103,0.15344,1.00946,-0.08716,,0.65980,0.74697,-0.01114,0.08101,
0.60156,1.03378,-5.94330,-1.81198,0.16156,1.00989,-0.08838,,0.65976,0.74706,-0.01131,0.08062,
0.60938,1.37711,-5.48553,-2.03705,0.15631,1.00500,-0.08618,,0.65969,0.74715,-0.01144,0.08025,
0.61719,1.57166,-5.45502,-2.32315,0.15546,1.00354,-0.08380,,0.65962,0.74725,-0.01156,0.07987,
0.62500,1.60599,-5.79071,-2.28500,0.15845,1.00256,-0.08508,,0.65955,0.74736,-0.01170,0.07948,
0.63281,1.54495,-6.27136,-2.08282,0.16003,1.00317,-0.08105,,0.65948,0.74746,-0.01186,0.07906,
0.64063,1.39618,-6.40106,-1.97983,0.16156,1.00391,-0.08258,,0.65941,0.74756,-0.01204,0.07865,
0.64844,0.96893,-6.41251,-1.72424,0.16467,1.00885,-0.09088,,0.65936,0.74764,-0.01224,0.07825,
0.65625,-0.03052,-6.08826,-1.53351,0.16174,1.01208,-0.09357,,0.65937,0.74767,-0.01243,0.07787,
0.66406,-0.20599,-5.66483,-1.60599,0.15973,1.01111,-0.09735,,0.65938,0.74769,-0.01261,0.07751,
0.67188,0.40817,-5.32532,-1.39618,0.15399,1.00934,-0.09198,,0.65937,0.74774,-0.01277,0.07717,
0.67969,0.41580,-5.85556,-1.41525,0.15460,1.01270,-0.09106,,0.65935,0.74779,-0.01296,0.07681,
0.68750,0.41199,-5.78690,-1.39999,0.15747,1.01379,-0.09631,,0.65933,0.74784,-0.01315,0.07645,
0.69531,0.65613,-6.08063,-1.36185,0.15344,1.01392,-0.09131,,0.65930,0.74791,-0.01335,0.07608,
0.70313,1.10626,-6.50406,-1.69754,0.15442,1.01227,-0.08972,,0.65924,0.74799,-0.01355,0.07568,
0.71094,1.35803,-6.63376,-1.59454,0.15411,1.01288,-0.08813,,0.65918,0.74809,-0.01376,0.07527,
0.71875,1.07574,-6.96182,-1.67465,0.15771,1.01428,-0.09021,,0.65912,0.74817,-0.01398,0.07484,
0.72656,0.78964,-6.93893,-1.56021,0.16199,1.00806,-0.09406,,0.65908,0.74824,-0.01421,0.07441,
