Gait Up - Physilog data export
Created on: 0000-00-00 02:59:40
Total data points: 980

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.03125,1.13678,-2.96021,-1.57166,0.04651,1.02008,-0.06030,,0.00000,0.00000,0.00000,0.00000,
0.03906,0.76675,-2.89917,-1.46103,0.04285,1.01868,-0.06543,,0.68420,0.72860,0.00000,0.03177,
0.04688,1.55640,-2.30789,-1.52969,0.03943,1.01501,-0.06525,,0.68412,0.72868,-0.00003,0.03159,
0.05469,1.64413,-1.89209,-1.55640,0.03912,1.01556,-0.06439,,0.68405,0.72876,-0.00004,0.03142,
0.06250,1.77383,-1.14822,-1.67847,0.03711,1.01575,-0.05933,,0.68396,0.72885,-0.00000,0.03128,
0.07031,1.31607,-1.88065,-1.79291,0.03320,1.01489,-0.05634,,0.68390,0.72891,0.00000,0.03111,
0.07813,1.09482,-2.03323,-1.78528,0.03217,1.01361,-0.05353,,0.68385,0.72897,-0.00000,0.03092,
0.08594,0.88501,-3.03650,-1.72424,0.03003,1.00513,-0.05432,,0.68381,0.72902,-0.00006,0.03069,
0.09375,0.94604,-4.16183,-1.82343,0.03473,1.00781,-0.05713,,0.68377,0.72907,-0.00016,0.03040,
0.10156,1.04904,-4.33731,-1.79672,0.03925,1.01099,-0.06366,,0.68372,0.72913,-0.00027,0.03010,
0.10938,1.48392,-3.86429,-1.55258,0.03467,1.01270,-0.06433,,0.68365,0.72920,-0.00037,0.02984,
0.11719,1.29700,-3.89481,-1.74332,0.03180,1.01990,-0.05988,,0.68359,0.72927,-0.00046,0.02956,
0.12500,1.04141,-4.30679,-1.56403,0.03241,1.02167,-0.06598,,0.68354,0.72933,-0.00058,0.02927,
0.13281,1.17493,-4.15802,-1.38855,0.03357,1.02063,-0.06512,,0.68348,0.72939,-0.00070,0.02900,
0.14063,1.48010,-4.54330,-1.43433,0.03436,1.01703,-0.06409,,0.68341,0.72947,-0.00084,0.02871,
0.14844,1.48392,-4.93240,-1.78146,0.03339,1.02161,-0.06213,,0.68334,0.72955,-0.00098,0.02838,
0.15625,1.29318,-5.47028,-2.01035,0.03296,1.02246,-0.06104,,0.68328,0.72962,-0.00113,0.02802,
0.16406,1.14822,-5.76401,-1.94550,0.03992,1.02521,-0.06543,,0.68322,0.72968,-0.00130,0.02764,
0.17188,1.15585,-5.72968,-1.70135,0.04095,1.02637,-0.06464,,0.68317,0.72975,-0.00148,0.02727,
0.17969,1.09863,-5.75638,-1.62125,0.04614,1.02441,-0.06665,,0.68312,0.72981,-0.00167,0.02691,
0.18750,0.95367,-5.69534,-1.46103,0.05035,1.02124,-0.05945,,0.68307,0.72987,-0.00186,0.02656,
0.19531,0.58746,-5.67245,-1.57166,0.04510,1.01886,-0.05920,,0.68304,0.72990,-0.00204,0.02621,
0.20313,0.30899,-5.95856,-1.73187,0.04126,1.01923,-0.06451,,0.68303,0.72993,-0.00223,0.02583,
0.21094,0.20981,-5.32150,-2.06757,0.04578,1.01862,-0.06366,,0.68302,0.72995,-0.00238,0.02547,
0.21875,0.03433,-5.23376,-2.18582,0.04230,1.01404,-0.06085,,0.68302,0.72996,-0.00251,0.02511,
0.22656,0.02670,-5.32913,-2.27356,0.03876,1.01392,-0.05750,,0.68303,0.72997,-0.00265,0.02473,
0.23438,0.11444,-5.31387,-2.01797,0.04236,1.01862,-0.06537,,0.68302,0.72998,-0.00279,0.02438,
0.24219,0.46539,-4.94766,-1.74713,0.03857,1.01898,-0.06268,,0.68300,0.73001,-0.00294,0.02405,
0.25000,0.41580,-5.02396,-1.78146,0.03833,1.01855,-0.05780,,0.68298,0.73004,-0.00308,0.02372,
0.25781,0.51880,-6.03104,-1.70135,0.04199,1.02228,-0.06152,,0.68296,0.73008,-0.00328,0.02334,
0.26563,0.66376,-6.13785,-1.19781,0.04492,1.02655,-0.06763,,0.68293,0.73012,-0.00350,0.02298,
0.27344,0.50354,-5.97000,-0.89645,0.04883,1.02606,-0.06268,,0.68290,0.73015,-0.00373,0.02264,
0.28125,0.57602,-5.59235,-0.77057,0.05121,1.02515,-0.06592,,0.68287,0.73019,-0.00396,0.02232,
0.28906,0.52261,-4.76837,-1.08719,0.04883,1.02527,-0.06299,,0.68285,0.73022,-0.00412,0.02203,
0.29688,0.41199,-4.54330,-1.24359,0.04932,1.02625,-0.06818,,0.68283,0.73024,-0.00427,0.02175,
0.30469,0.42343,-3.65448,-1.48392,0.04413,1.02625,-0.06250,,0.68281,0.73027,-0.00437,0.02150,
0.31250,0.22888,-3.29590,-1.67465,0.04175,1.02527,-0.06311,,0.68280,0.73029,-0.00444,0.02126,
0.32031,0.57983,-3.35312,-1.62125,0.04376,1.02588,-0.06067,,0.68277,0.73032,-0.00451,0.02102,
0.32813,0.60272,-3.59726,-1.43051,0.04492,1.02570,-0.05035,,0.68274,0.73035,-0.00461,0.02077,
0.33594,0.22125,-3.52097,-1.31226,0.05450,1.02893,-0.06073,,0.68273,0.73037,-0.00470,0.02053,
0.34375,-0.06104,-2.97928,-1.24741,0.05573,1.02594,-0.05737,,0.68273,0.73037,-0.00478,0.02033,
0.35156,0.01907,-2.89917,-1.52206,0.05524,1.02008,-0.05927,,0.68273,0.73037,-0.00484,0.02011,
0.35938,0.11826,-2.91824,-1.68991,0.05176,1.01593,-0.05786,,0.68273,0.73038,-0.00489,0.01989,
0.36719,0.12207,-2.64359,-1.39999,0.05554,1.01605,-0.06311,,0.68272,0.73039,-0.00495,0.01969,
0.37500,0.01907,-2.51007,-1.22452,0.05646,1.01672,-0.06512,,0.68272,0.73040,-0.00500,0.01951,
0.38281,-0.65231,-2.17438,-0.56076,0.05396,1.01636,-0.06769,,0.68276,0.73037,-0.00508,0.01937,
0.39063,-0.60654,-2.30408,-0.88120,0.04761,1.01642,-0.06873,,0.68279,0.73035,-0.00514,0.01922,
0.39844,-0.40817,-2.25067,-1.19400,0.04663,1.01727,-0.06647,,0.68281,0.73033,-0.00519,0.01905,
0.40625,-0.37766,-2.28882,-1.24741,0.04486,1.01813,-0.06873,,0.68283,0.73032,-0.00523,0.01888,
0.41406,0.02670,-2.66266,-1.38092,0.04626,1.02045,-0.06781,,0.68283,0.73032,-0.00529,0.01868,
0.42188,0.10681,-2.36511,-1.31607,0.04895,1.01971,-0.07098,,0.68282,0.73033,-0.00533,0.01850,
0.42969,0.41580,-1.41907,-1.04904,0.04932,1.01575,-0.06116,,0.68280,0.73035,-0.00534,0.01838,
0.43750,0.20599,-1.68228,-1.19019,0.04578,1.01709,-0.05731,,0.68279,0.73036,-0.00536,0.01824,
0.44531,-0.12970,-1.68991,-1.28937,0.04596,1.01587,-0.06384,,0.68280,0.73036,-0.00538,0.01810,
0.45313,-0.27847,-1.17874,-1.51443,0.04407,1.01324,-0.05829,,0.68282,0.73035,-0.00536,0.01797,
0.46094,0.32806,-1.04904,-1.63651,0.04089,1.01184,-0.05103,,0.68280,0.73037,-0.00532,0.01784,
0.46875,0.46158,-0.95367,-1.85013,0.04364,1.01050,-0.05676,,0.68278,0.73039,-0.00527,0.01771,
0.47656,0.87738,-0.83923,-1.97601,0.03851,1.00836,-0.05750,,0.68274,0.73043,-0.00521,0.01758,
0.48438,0.89645,-0.58746,-2.41089,0.03229,1.00970,-0.04584,,0.68270,0.73048,-0.00512,0.01743,
0.49219,1.13678,-1.11008,-2.35367,0.02893,1.01447,-0.04254,,0.68264,0.73053,-0.00505,0.01727,
0.50000,1.23215,-1.22833,-2.35748,0.03430,1.01965,-0.04089,,0.68258,0.73059,-0.00499,0.01710,
0.50781,1.62506,-2.19345,-1.97601,0.04462,1.01855,-0.04810,,0.68250,0.73067,-0.00499,0.01690,
0.51563,1.72043,-1.60980,-1.90353,0.04376,1.01776,-0.03900,,0.68242,0.73075,-0.00497,0.01673,
0.52344,1.48010,-1.73187,-1.73187,0.03967,1.01581,-0.03625,,0.68235,0.73082,-0.00496,0.01656,
0.53125,1.35422,-2.52533,-1.75858,0.03412,1.01245,-0.03656,,0.68228,0.73089,-0.00499,0.01636,
0.53906,1.08337,-3.42941,-1.65176,0.03308,1.01538,-0.03326,,0.68223,0.73094,-0.00507,0.01611,
0.54688,0.92316,-3.81470,-1.46103,0.03632,1.01733,-0.03687,,0.68218,0.73099,-0.00517,0.01585,
0.55469,1.40381,-3.52478,-1.33514,0.04352,1.02191,-0.03351,,0.68211,0.73106,-0.00527,0.01561,
0.56250,1.06430,-2.65503,-1.79672,0.04559,1.01959,-0.04022,,0.68206,0.73111,-0.00530,0.01540,
0.57031,1.06812,-2.27737,-1.95694,0.04010,1.01862,-0.04065,,0.68201,0.73117,-0.00531,0.01520,
0.57813,1.38855,-2.31171,-2.69318,0.03735,1.01880,-0.03754,,0.68194,0.73124,-0.00528,0.01496,
0.58594,1.19400,-2.70462,-2.63596,0.03699,1.02594,-0.04492,,0.68188,0.73129,-0.00527,0.01470,
0.59375,1.34659,-2.63214,-2.28882,0.03687,1.02838,-0.04755,,0.68182,0.73136,-0.00528,0.01446,
0.60156,1.46484,-2.96783,-2.17819,0.03021,1.03015,-0.04962,,0.68175,0.73143,-0.00531,0.01421,
0.60938,1.43433,-3.02505,-2.59399,0.02887,1.02917,-0.04657,,0.68168,0.73150,-0.00532,0.01394,
0.61719,1.60599,-3.50189,-2.79999,0.03308,1.02856,-0.04932,,0.68160,0.73158,-0.00534,0.01364,
0.62500,1.97220,-3.62778,-2.60162,0.03412,1.02625,-0.04303,,0.68150,0.73168,-0.00538,0.01334,
0.63281,2.14767,-3.84140,-2.43378,0.03577,1.02295,-0.04352,,0.68139,0.73178,-0.00543,0.01303,
0.64063,2.35367,-3.87955,-2.48718,0.03638,1.02020,-0.04138,,0.68128,0.73190,-0.00549,0.01272,
0.64844,2.10953,-3.83377,-2.33841,0.03687,1.01746,-0.03705,,0.68117,0.73200,-0.00555,0.01242,
0.65625,1.65939,-4.82178,-2.25830,0.03851,1.01654,-0.04578,,0.68109,0.73208,-0.00566,0.01208,
0.66406,1.71280,-5.11169,-2.11716,0.03601,1.01398,-0.04883,,0.68100,0.73216,-0.00579,0.01173,
0.67188,2.02179,-5.79453,-2.33841,0.03418,1.00983,-0.03735,,0.68090,0.73226,-0.00594,0.01133,
0.67969,1.98746,-5.77545,-1.77765,0.03638,1.01129,-0.04193,,0.68080,0.73236,-0.00611,0.01096,
0.68750,2.02179,-5.72968,-1.57928,0.03839,1.01569,-0.03998,,0.68070,0.73246,-0.00630,0.01060,
