Gait Up - Physilog data export
Created on: 0000-00-04 07:10:55
Total data points: 881

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
5.25781,0.65231,-1.06430,-1.59073,-0.01483,-0.07159,1.01239,,0.88192,0.08355,-0.22366,-0.40646,
5.26563,0.67139,-1.50681,-1.60980,-0.01178,-0.06769,1.01318,,0.88185,0.08357,-0.22376,-0.40656,
5.27344,0.77820,-1.93787,-1.68610,-0.01190,-0.06958,1.01251,,0.88177,0.08359,-0.22389,-0.40666,
5.28125,0.68665,-2.60544,-1.99890,-0.01318,-0.06885,1.00482,,0.88167,0.08359,-0.22405,-0.40678,
5.28906,0.81253,-2.66647,-1.95694,-0.00403,-0.06055,1.00342,,0.88157,0.08359,-0.22422,-0.40691,
5.29688,0.90408,-2.73132,-2.02179,-0.00226,-0.05853,1.00610,,0.88147,0.08360,-0.22439,-0.40703,
5.30469,0.75150,-3.21960,-1.73187,0.00085,-0.05927,1.00702,,0.88137,0.08358,-0.22459,-0.40714,
5.31250,0.77438,-3.51715,-1.41907,0.00073,-0.06250,1.01434,,0.88127,0.08355,-0.22481,-0.40723,
5.32031,0.77820,-3.60870,-1.36185,-0.00116,-0.06714,1.01740,,0.88117,0.08352,-0.22504,-0.40732,
5.32813,0.61417,-4.38309,-1.12534,-0.00861,-0.07220,1.01544,,0.88107,0.08345,-0.22531,-0.40741,
5.33594,0.49973,-3.96729,-0.99564,-0.01904,-0.06531,1.00659,,0.88098,0.08338,-0.22556,-0.40748,
5.34375,0.41580,-3.85666,-1.00708,-0.03241,-0.06317,1.00159,,0.88089,0.08331,-0.22579,-0.40756,
5.35156,0.81253,-4.56238,-0.45776,-0.04767,-0.06122,1.01093,,0.88081,0.08324,-0.22608,-0.40760,
5.35938,0.79727,-5.88989,-0.40054,-0.02509,-0.05939,1.01721,,0.88070,0.08313,-0.22645,-0.40765,
5.36719,0.52261,-6.54984,-0.57220,-0.00153,-0.05786,1.01691,,0.88058,0.08299,-0.22686,-0.40771,
5.37500,0.41580,-6.24466,-0.63324,-0.00122,-0.05676,1.01160,,0.88047,0.08285,-0.22724,-0.40778,
5.38281,0.59891,-5.91660,-0.63324,0.00562,-0.06366,1.00555,,0.88035,0.08273,-0.22760,-0.40784,
5.39063,0.74005,-5.58472,-0.77820,0.01050,-0.06781,1.00531,,0.88024,0.08263,-0.22795,-0.40791,
5.39844,0.68283,-5.36346,-0.90790,0.00995,-0.06891,1.00690,,0.88013,0.08253,-0.22828,-0.40798,
5.40625,0.49591,-4.70352,-0.81253,-0.00226,-0.06995,1.00671,,0.88003,0.08244,-0.22857,-0.40805,
5.41406,0.60654,-4.74167,-0.93460,-0.01385,-0.06458,1.00842,,0.87993,0.08236,-0.22886,-0.40812,
5.42188,0.68665,-4.81415,-0.99945,-0.01263,-0.06213,1.01166,,0.87982,0.08228,-0.22916,-0.40820,
5.42969,0.62180,-5.32532,-1.20544,-0.00189,-0.05945,1.01276,,0.87970,0.08219,-0.22949,-0.40829,
5.43750,0.65231,-4.74167,-1.38474,0.00446,-0.06183,1.00977,,0.87959,0.08211,-0.22978,-0.40839,
5.44531,0.72479,-4.28772,-1.42288,-0.00067,-0.06354,1.01068,,0.87948,0.08206,-0.23005,-0.40849,
5.45313,0.56076,-3.20816,-1.47247,-0.00745,-0.06696,1.00745,,0.87938,0.08203,-0.23025,-0.40859,
5.46094,0.82397,-3.17764,-1.64795,-0.01837,-0.06689,1.01050,,0.87928,0.08201,-0.23045,-0.40869,
5.46875,0.75912,-3.53241,-1.73187,-0.02197,-0.06555,1.01025,,0.87918,0.08198,-0.23067,-0.40880,
5.47656,0.68283,-3.98636,-1.79672,-0.01733,-0.06000,1.00873,,0.87906,0.08194,-0.23091,-0.40892,
5.48438,0.78964,-4.09698,-1.97601,-0.01044,-0.06445,1.00854,,0.87894,0.08190,-0.23117,-0.40905,
5.49219,0.85831,-4.03595,-2.09045,-0.00787,-0.06641,1.00970,,0.87881,0.08187,-0.23142,-0.40919,
5.50000,0.75912,-3.81470,-1.93787,-0.00470,-0.06799,1.00867,,0.87869,0.08184,-0.23165,-0.40931,
5.50781,0.82016,-3.25012,-1.94931,-0.00232,-0.06531,1.00726,,0.87858,0.08183,-0.23186,-0.40943,
5.51563,0.74768,-3.15475,-1.88065,-0.00543,-0.06274,1.00598,,0.87848,0.08182,-0.23205,-0.40955,
5.52344,0.84686,-3.25775,-2.10953,-0.00867,-0.05988,1.00647,,0.87836,0.08181,-0.23226,-0.40968,
5.53125,0.75531,-3.49045,-1.96075,-0.00275,-0.05945,1.00964,,0.87825,0.08179,-0.23247,-0.40981,
5.53906,0.77057,-3.40271,-1.89972,-0.00311,-0.06073,1.01135,,0.87814,0.08177,-0.23269,-0.40993,
5.54688,0.70572,-3.54385,-1.90353,-0.00629,-0.06061,1.00830,,0.87803,0.08174,-0.23291,-0.41005,
5.55469,0.76675,-3.94058,-1.59836,-0.00476,-0.06488,1.00964,,0.87792,0.08170,-0.23315,-0.41016,
5.56250,1.04523,-4.47845,-1.39999,-0.01508,-0.06561,1.00995,,0.87780,0.08166,-0.23344,-0.41025,
5.57031,0.87738,-4.66537,-1.38855,-0.02087,-0.06366,1.00879,,0.87768,0.08160,-0.23373,-0.41035,
5.57813,0.91553,-5.51987,-1.18637,-0.02869,-0.06293,1.00690,,0.87756,0.08152,-0.23408,-0.41043,
5.58594,0.71335,-5.49316,-1.36566,-0.02252,-0.06152,1.00574,,0.87743,0.08143,-0.23441,-0.41053,
5.59375,0.74768,-5.57327,-1.28174,-0.02258,-0.06036,1.00745,,0.87730,0.08133,-0.23476,-0.41063,
5.60156,0.73624,-5.60379,-1.20163,-0.02533,-0.06030,1.01099,,0.87717,0.08124,-0.23510,-0.41072,
5.60938,0.60654,-5.61905,-1.17111,-0.01849,-0.05994,1.00690,,0.87705,0.08114,-0.23545,-0.41081,
5.61719,0.79346,-5.41687,-1.31607,-0.01367,-0.06122,1.00824,,0.87692,0.08105,-0.23578,-0.41091,
5.62500,0.83923,-5.70679,-1.33896,-0.00769,-0.06927,1.00928,,0.87679,0.08096,-0.23614,-0.41101,
5.63281,0.82397,-5.99289,-1.31989,-0.00421,-0.07056,1.00537,,0.87665,0.08086,-0.23651,-0.41111,
5.64063,0.71335,-5.75256,-1.27792,-0.00256,-0.06958,1.00531,,0.87652,0.08076,-0.23686,-0.41120,
5.64844,1.00708,-5.78308,-1.00327,-0.01208,-0.07111,1.00641,,0.87639,0.08068,-0.23723,-0.41128,
5.65625,0.82016,-5.54276,-1.08719,-0.00806,-0.06714,1.00549,,0.87627,0.08059,-0.23757,-0.41136,
5.66406,0.80490,-5.29861,-1.04523,-0.00659,-0.06390,1.00574,,0.87615,0.08050,-0.23790,-0.41144,
5.67188,0.99564,-5.32532,-1.30081,-0.01819,-0.06537,1.00830,,0.87602,0.08043,-0.23824,-0.41153,
5.67969,0.97656,-5.68008,-1.32751,-0.02069,-0.06458,1.01318,,0.87589,0.08035,-0.23860,-0.41163,
5.68750,0.93842,-5.84793,-1.23215,-0.01599,-0.06354,1.01202,,0.87575,0.08026,-0.23896,-0.41172,
5.69531,1.04523,-6.09207,-1.38855,-0.00739,-0.05969,1.01276,,0.87561,0.08017,-0.23934,-0.41182,
5.70313,0.88882,-6.13785,-1.09863,-0.00226,-0.05975,1.00787,,0.87547,0.08007,-0.23973,-0.41190,
5.71094,0.83160,-5.97382,-1.22452,-0.00140,-0.05981,1.00488,,0.87534,0.07997,-0.24010,-0.41199,
5.71875,0.93842,-5.88989,-1.14441,-0.00244,-0.06299,1.00470,,0.87521,0.07988,-0.24047,-0.41208,
5.72656,1.01471,-5.51987,-1.13297,-0.00037,-0.05969,1.00427,,0.87508,0.07980,-0.24081,-0.41216,
5.73438,0.95367,-5.00107,-1.09863,-0.00098,-0.06256,1.00909,,0.87496,0.07974,-0.24113,-0.41224,
5.74219,0.92316,-4.94766,-0.86975,-0.00317,-0.06287,1.00958,,0.87485,0.07967,-0.24144,-0.41230,
5.75000,0.88501,-5.45120,-0.71335,-0.02472,-0.06531,1.01050,,0.87474,0.07958,-0.24179,-0.41236,
5.75781,0.84305,-5.91660,-1.04904,-0.03680,-0.06281,1.00958,,0.87461,0.07948,-0.24216,-0.41244,
5.76563,0.88882,-6.33240,-0.99564,-0.03632,-0.06293,1.01062,,0.87447,0.07937,-0.24255,-0.41252,
5.77344,0.91171,-6.97708,-0.78583,-0.02704,-0.06543,1.01007,,0.87433,0.07924,-0.24298,-0.41259,
5.78125,0.84686,-7.23267,-0.84686,-0.00897,-0.06274,1.00800,,0.87418,0.07910,-0.24343,-0.41267,
5.78906,0.98419,-7.09534,-0.89645,-0.00311,-0.06305,1.01007,,0.87403,0.07897,-0.24387,-0.41274,
5.79688,0.98038,-6.80542,-0.96893,-0.00128,-0.06372,1.00793,,0.87389,0.07885,-0.24430,-0.41282,
5.80469,1.00708,-6.34766,-1.29700,0.00208,-0.05969,1.00531,,0.87374,0.07875,-0.24469,-0.41291,
5.81250,1.09100,-6.22940,-1.48773,0.00494,-0.06055,1.00751,,0.87359,0.07867,-0.24509,-0.41302,
5.82031,1.04904,-5.95474,-1.59454,0.00098,-0.06647,1.00793,,0.87344,0.07859,-0.24546,-0.41313,
5.82813,0.84305,-5.58090,-1.84250,0.00299,-0.06836,1.00476,,0.87329,0.07851,-0.24580,-0.41325,
5.83594,0.86212,-5.28336,-1.86539,0.00177,-0.06805,1.00421,,0.87315,0.07844,-0.24613,-0.41338,
5.84375,0.76675,-4.68826,-2.15912,-0.00702,-0.06342,1.00586,,0.87300,0.07839,-0.24641,-0.41352,
5.85156,0.82016,-4.23813,-2.18964,-0.00763,-0.06744,1.00726,,0.87287,0.07835,-0.24667,-0.41366,
5.85938,0.88120,-4.19617,-2.09808,-0.00580,-0.06610,1.00928,,0.87273,0.07832,-0.24693,-0.41379,
5.86719,1.16348,-5.10406,-1.80817,-0.00848,-0.06458,1.01306,,0.87259,0.07828,-0.24726,-0.41391,
5.87500,1.36566,-6.50787,-1.35040,-0.00269,-0.06268,1.01422,,0.87244,0.07820,-0.24767,-0.41400,
5.88281,1.33896,-7.17926,-1.19019,-0.00604,-0.06122,1.01361,,0.87228,0.07809,-0.24813,-0.41409,
5.89063,1.33133,-7.90024,-1.61743,-0.00134,-0.05890,1.01288,,0.87209,0.07797,-0.24862,-0.41420,
5.89844,1.19781,-7.79343,-1.41525,-0.00903,-0.06268,1.00836,,0.87191,0.07785,-0.24911,-0.41431,
