Gait Up - Physilog data export
Created on: 0000-00-00 01:12:23
Total data points: 1991

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.00781,1.13297,-5.47409,-1.76239,0.05371,1.02026,0.00323,,0.00000,0.00000,0.00000,0.00000,
0.01563,1.25504,-5.47409,-1.71280,0.05316,1.02094,0.00238,,0.00000,0.00000,0.00000,0.00000,
0.02344,1.11771,-5.42068,-1.78146,0.05267,1.02106,0.00159,,0.00000,0.00000,0.00000,0.00000,
0.03125,1.17111,-5.38635,-1.76620,0.05286,1.02032,0.00128,,0.00000,0.00000,0.00000,0.00000,
0.03906,1.20544,-5.43976,-1.75476,0.05341,1.02063,0.00079,,0.70515,0.70811,0.00000,0.03666,
0.04688,1.19019,-5.48553,-1.72806,0.05206,1.02045,0.00116,,0.70509,0.70818,-0.00018,0.03631,
0.05469,1.28555,-5.63812,-1.73187,0.05267,1.02081,0.00006,,0.70504,0.70826,-0.00036,0.03596,
0.06250,1.20163,-5.45120,-1.73569,0.05286,1.02063,0.00031,,0.70498,0.70833,-0.00054,0.03561,
0.07031,1.18637,-5.41306,-1.70898,0.05542,1.02100,0.00104,,0.70493,0.70840,-0.00071,0.03527,
0.07813,1.15585,-5.57709,-1.77383,0.05463,1.02222,0.00122,,0.70488,0.70847,-0.00089,0.03491,
0.08594,1.22070,-5.49316,-1.80054,0.05359,1.02063,0.00140,,0.70482,0.70854,-0.00107,0.03456,
0.09375,1.15967,-5.45502,-1.72806,0.05426,1.01984,0.00140,,0.70477,0.70861,-0.00124,0.03421,
0.10156,1.20544,-5.41306,-1.77002,0.05469,1.02039,0.00134,,0.70471,0.70868,-0.00141,0.03387,
0.10938,1.12534,-5.53131,-1.81580,0.05237,1.02002,0.00201,,0.70466,0.70875,-0.00159,0.03351,
0.11719,1.13678,-5.41687,-1.67847,0.05139,1.01929,0.00171,,0.70461,0.70882,-0.00176,0.03317,
0.12500,1.17493,-5.59616,-1.78146,0.05237,1.02032,0.00153,,0.70456,0.70888,-0.00194,0.03282,
0.13281,1.15967,-5.47791,-1.75858,0.05292,1.02142,0.00128,,0.70451,0.70895,-0.00212,0.03247,
0.14063,1.30081,-5.50461,-1.84631,0.05328,1.02008,0.00146,,0.70445,0.70903,-0.00229,0.03211,
0.14844,1.22452,-5.52368,-1.70135,0.05310,1.01947,0.00128,,0.70439,0.70910,-0.00247,0.03176,
0.15625,1.25504,-5.51224,-1.69373,0.05249,1.02167,0.00110,,0.70433,0.70917,-0.00265,0.03142,
0.16406,1.03760,-5.45502,-1.74713,0.05212,1.02136,0.00000,,0.70428,0.70923,-0.00283,0.03107,
0.17188,1.17111,-5.57709,-1.70898,0.05389,1.01978,0.00128,,0.70423,0.70930,-0.00301,0.03072,
0.17969,1.18256,-5.45502,-1.68228,0.05444,1.01984,0.00128,,0.70417,0.70937,-0.00319,0.03037,
0.18750,1.22833,-5.56946,-1.78909,0.05438,1.02112,0.00116,,0.70412,0.70944,-0.00337,0.03002,
0.19531,1.19019,-5.66483,-1.83487,0.05469,1.02020,0.00159,,0.70406,0.70951,-0.00355,0.02966,
0.20313,1.15967,-5.65720,-1.84250,0.05493,1.02069,0.00128,,0.70401,0.70958,-0.00373,0.02929,
0.21094,1.15967,-5.51605,-1.77765,0.05194,1.02020,0.00226,,0.70395,0.70964,-0.00390,0.02894,
0.21875,1.17493,-5.49316,-1.82724,0.05420,1.02203,0.00128,,0.70390,0.70971,-0.00408,0.02859,
0.22656,1.13678,-5.38254,-1.68610,0.05188,1.02081,0.00165,,0.70385,0.70978,-0.00425,0.02825,
0.23438,1.10245,-5.46265,-1.67847,0.05225,1.02075,0.00128,,0.70379,0.70984,-0.00443,0.02790,
0.24219,1.08719,-5.42831,-1.81961,0.05182,1.02075,0.00250,,0.70374,0.70990,-0.00460,0.02755,
0.25000,1.22833,-5.51987,-1.68610,0.05286,1.02075,0.00140,,0.70369,0.70997,-0.00478,0.02721,
0.25781,1.22070,-5.50079,-1.84250,0.05334,1.02161,0.00140,,0.70363,0.71004,-0.00495,0.02685,
0.26563,1.15585,-5.51224,-1.82343,0.05383,1.02203,0.00128,,0.70357,0.71011,-0.00513,0.02650,
0.27344,1.25885,-5.48172,-1.77002,0.05273,1.02142,0.00177,,0.70351,0.71018,-0.00530,0.02615,
0.28125,1.06430,-5.49698,-1.75095,0.05261,1.01953,0.00140,,0.70346,0.71024,-0.00548,0.02580,
0.28906,1.08719,-5.45883,-1.78909,0.05444,1.02002,0.00122,,0.70341,0.71030,-0.00565,0.02545,
0.29688,1.15204,-5.39780,-1.81198,0.05255,1.02026,0.00238,,0.70336,0.71037,-0.00582,0.02510,
0.30469,1.11389,-5.56564,-1.80054,0.05328,1.02045,0.00195,,0.70330,0.71043,-0.00600,0.02475,
0.31250,1.21307,-5.53894,-1.72424,0.05280,1.01978,0.00140,,0.70325,0.71050,-0.00618,0.02439,
0.32031,1.12915,-5.46646,-1.70898,0.05280,1.02008,0.00140,,0.70319,0.71057,-0.00636,0.02405,
0.32813,1.27029,-5.44357,-1.74713,0.05316,1.02069,0.00146,,0.70313,0.71064,-0.00653,0.02370,
0.33594,1.16730,-5.42831,-1.73187,0.05261,1.02264,0.00256,,0.70307,0.71070,-0.00671,0.02336,
0.34375,1.20544,-5.55420,-1.75858,0.05225,1.01984,0.00232,,0.70302,0.71077,-0.00689,0.02300,
0.35156,1.18256,-5.53131,-1.76239,0.05109,1.02087,0.00287,,0.70296,0.71083,-0.00706,0.02265,
0.35938,1.11771,-5.64194,-1.65939,0.05206,1.02142,0.00293,,0.70290,0.71090,-0.00725,0.02230,
0.36719,1.19400,-5.45883,-1.69373,0.05432,1.02216,0.00232,,0.70285,0.71096,-0.00743,0.02195,
0.37500,1.15585,-5.48935,-1.77765,0.05298,1.02075,0.00146,,0.70279,0.71103,-0.00761,0.02160,
0.38281,1.17493,-5.53894,-1.81961,0.05353,1.02142,0.00177,,0.70273,0.71109,-0.00778,0.02125,
0.39063,1.13297,-5.45502,-1.80435,0.05396,1.02136,0.00122,,0.70268,0.71116,-0.00795,0.02090,
0.39844,1.07574,-5.52368,-1.75858,0.05481,1.02228,0.00146,,0.70263,0.71122,-0.00813,0.02055,
0.40625,1.12534,-5.45120,-1.72806,0.05261,1.02209,0.00189,,0.70257,0.71128,-0.00831,0.02020,
0.41406,1.11008,-5.40543,-1.70135,0.05322,1.02094,0.00305,,0.70252,0.71134,-0.00848,0.01986,
0.42188,1.21307,-5.61142,-1.79672,0.05280,1.02161,0.00165,,0.70246,0.71141,-0.00866,0.01950,
0.42969,1.12534,-5.50842,-1.76239,0.05334,1.02087,0.00208,,0.70240,0.71147,-0.00884,0.01915,
0.43750,1.19400,-5.41306,-1.76620,0.05237,1.02289,0.00220,,0.70234,0.71154,-0.00901,0.01880,
0.44531,1.16348,-5.37109,-1.70135,0.05225,1.01990,0.00275,,0.70228,0.71160,-0.00918,0.01846,
0.45313,1.14822,-5.55038,-1.77383,0.05237,1.01947,0.00287,,0.70223,0.71166,-0.00936,0.01811,
0.46094,1.24359,-5.47409,-1.83868,0.05090,1.02130,0.00232,,0.70216,0.71173,-0.00953,0.01775,
0.46875,1.20544,-5.49316,-1.73187,0.05261,1.02191,0.00195,,0.70210,0.71179,-0.00971,0.01741,
0.47656,1.11771,-5.43594,-1.72806,0.05103,1.02051,0.00214,,0.70205,0.71186,-0.00989,0.01706,
0.48438,1.20544,-5.47791,-1.81198,0.05304,1.02094,0.00183,,0.70199,0.71192,-0.01006,0.01671,
0.49219,1.11389,-5.49698,-1.72043,0.05145,1.02069,0.00201,,0.70193,0.71198,-0.01024,0.01636,
0.50000,1.10626,-5.42831,-1.72806,0.05249,1.02167,0.00262,,0.70188,0.71204,-0.01041,0.01601,
0.50781,1.13297,-5.49698,-1.78146,0.05377,1.02155,0.00177,,0.70182,0.71210,-0.01059,0.01566,
0.51563,1.18256,-5.47028,-1.75095,0.05457,1.02020,0.00146,,0.70176,0.71217,-0.01076,0.01531,
0.52344,1.14441,-5.54657,-1.68228,0.05322,1.02069,0.00201,,0.70170,0.71223,-0.01094,0.01497,
0.53125,1.18256,-5.33295,-1.68991,0.05231,1.02008,0.00287,,0.70164,0.71229,-0.01112,0.01463,
0.53906,1.27411,-5.62668,-1.78909,0.05341,1.02045,0.00336,,0.70158,0.71236,-0.01130,0.01427,
0.54688,1.15585,-5.51987,-1.80054,0.05243,1.02075,0.00250,,0.70152,0.71242,-0.01147,0.01392,
0.55469,1.19400,-5.45502,-1.81580,0.05243,1.01990,0.00348,,0.70146,0.71249,-0.01164,0.01356,
0.56250,1.14822,-5.44739,-1.68991,0.05231,1.02069,0.00214,,0.70140,0.71255,-0.01182,0.01322,
0.57031,1.20163,-5.53513,-1.77383,0.05096,1.02167,0.00195,,0.70134,0.71261,-0.01200,0.01287,
0.57813,1.20544,-5.56564,-1.78909,0.05322,1.02075,0.00281,,0.70128,0.71267,-0.01218,0.01251,
0.58594,1.23978,-5.44357,-1.72043,0.05371,1.02069,0.00195,,0.70121,0.71274,-0.01235,0.01217,
0.59375,1.25504,-5.50079,-1.80054,0.05408,1.02185,0.00140,,0.70115,0.71281,-0.01253,0.01181,
0.60156,1.25122,-5.55801,-1.80817,0.05334,1.02051,0.00177,,0.70109,0.71287,-0.01270,0.01146,
0.60938,1.10245,-5.43213,-1.89972,0.05377,1.01984,0.00287,,0.70103,0.71293,-0.01287,0.01111,
0.61719,1.15585,-5.55420,-1.87683,0.05267,1.02081,0.00287,,0.70097,0.71299,-0.01304,0.01075,
0.62500,1.14441,-5.53894,-1.76239,0.05139,1.02124,0.00262,,0.70091,0.71305,-0.01322,0.01039,
0.63281,1.04904,-5.50079,-1.77002,0.05347,1.02118,0.00330,,0.70086,0.71311,-0.01340,0.01004,
0.64063,1.19019,-5.34821,-1.78909,0.05280,1.02094,0.00317,,0.70079,0.71317,-0.01357,0.00970,
0.64844,1.14441,-5.40543,-1.73569,0.05426,1.02020,0.00421,,0.70073,0.71323,-0.01374,0.00935,
0.65625,1.05286,-5.45883,-1.74713,0.05322,1.02106,0.00378,,0.70068,0.71328,-0.01391,0.00901,
0.66406,1.10245,-5.50842,-1.80817,0.05249,1.02167,0.00244,,0.70062,0.71334,-0.01409,0.00865,
0.67188,1.11389,-5.46265,-1.73187,0.05237,1.02148,0.00330,,0.70056,0.71340,-0.01426,0.00831,
0.67969,1.20544,-5.50461,-1.79291,0.05170,1.02087,0.00348,,0.70050,0.71346,-0.01444,0.00795,
