Gait Up - Physilog data export
Created on: 0000-00-04 07:10:55
Total data points: 920

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
23.95313,1.07956,-9.56726,-1.88065,-0.05945,-0.04938,1.01056,,0.37660,0.16102,-0.45582,-0.79023,
23.96094,1.02615,-10.54764,-1.64032,-0.05426,-0.04163,1.00922,,0.37618,0.16053,-0.45611,-0.79037,
23.96875,0.99945,-10.81467,-1.63269,-0.06116,-0.04633,1.00757,,0.37575,0.16001,-0.45640,-0.79051,
23.97656,1.05286,-10.89478,-1.57928,-0.06079,-0.04681,1.00806,,0.37532,0.15950,-0.45670,-0.79065,
23.98438,1.04523,-11.26099,-1.46103,-0.05219,-0.04688,1.00885,,0.37488,0.15896,-0.45701,-0.79079,
23.99219,1.00327,-11.90567,-1.54114,-0.05157,-0.06018,1.00836,,0.37442,0.15838,-0.45733,-0.79093,
24.00000,0.93460,-12.25662,-1.59073,-0.04761,-0.06769,1.00677,,0.37395,0.15779,-0.45765,-0.79109,
24.00781,1.04904,-12.88986,-1.27792,-0.04852,-0.06445,1.01178,,0.37347,0.15715,-0.45800,-0.79124,
24.01563,0.86975,-13.53455,-1.30844,-0.05048,-0.05530,1.00793,,0.37297,0.15648,-0.45836,-0.79140,
24.02344,0.91171,-13.61084,-1.27792,-0.04883,-0.05450,1.00659,,0.37247,0.15580,-0.45872,-0.79156,
24.03125,0.87738,-13.62228,-1.30844,-0.04492,-0.05316,1.00745,,0.37197,0.15513,-0.45908,-0.79172,
24.03906,0.94604,-13.66806,-1.37329,-0.04535,-0.05414,1.01068,,0.37146,0.15445,-0.45944,-0.79188,
24.04688,0.91553,-13.76343,-1.37329,-0.04822,-0.05841,1.01031,,0.37095,0.15377,-0.45980,-0.79204,
24.05469,0.82016,-14.29367,-1.67465,-0.04742,-0.06628,1.01379,,0.37041,0.15306,-0.46017,-0.79222,
24.06250,0.64850,-14.59503,-1.44196,-0.01447,-0.03625,0.99982,,0.36987,0.15233,-0.46054,-0.79240,
24.07031,0.73624,-13.94653,-0.99564,-0.02783,-0.03851,1.00354,,0.36938,0.15162,-0.46090,-0.79256,
24.07813,0.80872,-14.07242,-1.21689,-0.04041,-0.04419,1.01184,,0.36886,0.15091,-0.46126,-0.79272,
24.08594,0.80872,-14.01138,-0.97656,-0.03735,-0.04974,1.01361,,0.36837,0.15020,-0.46163,-0.79287,
24.09375,0.85068,-13.92746,-1.15585,-0.03271,-0.05646,1.00452,,0.36786,0.14950,-0.46199,-0.79303,
24.10156,0.82397,-13.12256,-1.60217,-0.03168,-0.05847,1.00409,,0.36736,0.14885,-0.46233,-0.79319,
24.10938,0.90408,-13.03864,-1.85776,-0.02759,-0.05566,1.00580,,0.36684,0.14822,-0.46266,-0.79335,
24.11719,0.97656,-12.66861,-2.00272,-0.02539,-0.05243,1.00592,,0.36633,0.14762,-0.46299,-0.79351,
24.12500,1.05286,-11.79504,-2.01797,-0.02570,-0.04651,1.00201,,0.36584,0.14706,-0.46330,-0.79365,
24.13281,1.01089,-10.53238,-2.00653,-0.03137,-0.04529,1.00385,,0.36539,0.14658,-0.46358,-0.79379,
24.14063,1.03378,-10.12421,-2.15149,-0.03046,-0.04620,1.00763,,0.36495,0.14612,-0.46384,-0.79392,
24.14844,1.01471,-9.63593,-2.28500,-0.03003,-0.05487,1.00507,,0.36452,0.14569,-0.46410,-0.79405,
24.15625,0.92697,-9.30405,-2.23541,-0.02191,-0.05878,1.00586,,0.36410,0.14527,-0.46433,-0.79418,
24.16406,0.93842,-8.76617,-2.01416,-0.01898,-0.06647,1.00372,,0.36371,0.14488,-0.46456,-0.79430,
24.17188,1.12152,-8.64792,-2.03705,-0.01813,-0.06848,1.00610,,0.36332,0.14449,-0.46480,-0.79441,
24.17969,0.98801,-8.34656,-2.06375,-0.02124,-0.07068,1.00610,,0.36294,0.14413,-0.46502,-0.79452,
24.18750,0.87738,-8.13293,-2.06757,-0.01880,-0.06384,1.00171,,0.36256,0.14377,-0.46522,-0.79464,
24.19531,1.07574,-7.62558,-2.16675,-0.01379,-0.05707,1.00287,,0.36220,0.14344,-0.46543,-0.79474,
24.20313,0.98419,-7.03812,-2.25449,-0.01605,-0.04810,1.00519,,0.36185,0.14315,-0.46561,-0.79485,
24.21094,1.00327,-6.39725,-2.47574,-0.01575,-0.04498,1.00995,,0.36150,0.14290,-0.46578,-0.79495,
24.21875,0.90790,-6.18744,-2.47192,-0.01526,-0.04431,1.00940,,0.36117,0.14266,-0.46594,-0.79505,
24.22656,1.02615,-5.88226,-2.15149,-0.01215,-0.04529,1.01129,,0.36086,0.14243,-0.46610,-0.79514,
24.23438,1.00708,-5.76401,-2.22778,-0.01752,-0.04688,1.01123,,0.36055,0.14221,-0.46625,-0.79523,
24.24219,1.01852,-5.80215,-2.21252,-0.02032,-0.05115,1.01013,,0.36024,0.14198,-0.46641,-0.79532,
24.25000,0.90408,-5.78308,-2.16675,-0.01923,-0.05530,1.00458,,0.35994,0.14175,-0.46655,-0.79541,
24.25781,0.99564,-5.59235,-2.16293,-0.01355,-0.05078,1.00800,,0.35964,0.14154,-0.46670,-0.79550,
24.26563,0.95367,-5.62668,-2.10571,-0.01770,-0.05005,1.00977,,0.35934,0.14132,-0.46685,-0.79558,
24.27344,1.02615,-5.66101,-1.87683,-0.01819,-0.05170,1.01050,,0.35905,0.14109,-0.46701,-0.79566,
24.28125,0.88501,-5.59616,-1.60980,-0.01849,-0.05408,1.00879,,0.35878,0.14085,-0.46716,-0.79574,
24.28906,0.93842,-5.71060,-1.53351,-0.01959,-0.05481,1.00732,,0.35851,0.14061,-0.46731,-0.79581,
24.29688,0.91171,-5.63431,-1.46103,-0.01801,-0.05780,1.00806,,0.35825,0.14036,-0.46746,-0.79588,
24.30469,0.94223,-5.77927,-1.23596,-0.01196,-0.05542,1.00958,,0.35800,0.14011,-0.46762,-0.79595,
24.31250,0.90027,-5.82504,-1.20926,-0.00854,-0.05298,1.00891,,0.35774,0.13985,-0.46778,-0.79602,
24.32031,0.83923,-5.82123,-1.18637,-0.01080,-0.05292,1.00952,,0.35749,0.13958,-0.46794,-0.79609,
24.32813,0.80109,-5.53131,-1.18256,-0.01196,-0.05206,1.00958,,0.35724,0.13933,-0.46808,-0.79615,
24.33594,0.82016,-5.38254,-1.18256,-0.01721,-0.04865,1.00842,,0.35701,0.13909,-0.46823,-0.79622,
24.34375,0.89264,-5.20706,-1.19400,-0.01666,-0.05035,1.00787,,0.35677,0.13886,-0.46837,-0.79628,
24.35156,0.80490,-5.31387,-1.15204,-0.02045,-0.05573,1.00922,,0.35654,0.13863,-0.46851,-0.79634,
24.35938,0.80490,-5.10788,-1.16730,-0.02399,-0.06006,1.00934,,0.35631,0.13840,-0.46865,-0.79640,
24.36719,0.92697,-5.01633,-1.19400,-0.02716,-0.06079,1.00836,,0.35608,0.13818,-0.46879,-0.79646,
24.37500,0.83160,-4.93622,-1.12152,-0.02600,-0.06238,1.00610,,0.35586,0.13796,-0.46892,-0.79652,
24.38281,0.91934,-4.74548,-1.28937,-0.02930,-0.06104,1.00507,,0.35563,0.13777,-0.46905,-0.79658,
24.39063,0.98038,-4.73785,-1.23215,-0.03284,-0.05927,1.00598,,0.35541,0.13757,-0.46919,-0.79663,
24.39844,0.83923,-4.61197,-1.20544,-0.03564,-0.05963,1.00800,,0.35519,0.13737,-0.46931,-0.79669,
24.40625,0.88882,-4.60434,-1.30081,-0.03387,-0.05786,1.00873,,0.35497,0.13718,-0.46944,-0.79675,
24.41406,0.75150,-4.67300,-1.36566,-0.03558,-0.05737,1.00995,,0.35474,0.13698,-0.46956,-0.79681,
24.42188,0.86594,-5.11551,-1.41907,-0.03418,-0.05811,1.01038,,0.35450,0.13676,-0.46970,-0.79688,
24.42969,0.93842,-5.31387,-1.64032,-0.02643,-0.05713,1.00793,,0.35424,0.13654,-0.46984,-0.79695,
24.43750,0.96893,-5.66864,-1.73950,-0.02319,-0.05591,1.00708,,0.35395,0.13631,-0.46999,-0.79702,
24.44531,0.93460,-5.76401,-1.87683,-0.01855,-0.05457,1.01038,,0.35366,0.13607,-0.47014,-0.79710,
24.45313,1.01852,-5.83267,-1.94168,-0.01550,-0.05786,1.01111,,0.35337,0.13584,-0.47030,-0.79718,
24.46094,1.00708,-5.71060,-2.12479,-0.01331,-0.06030,1.00873,,0.35306,0.13561,-0.47045,-0.79726,
24.46875,0.98801,-5.42831,-2.41852,-0.01398,-0.06006,1.00659,,0.35275,0.13541,-0.47059,-0.79735,
24.47656,0.87738,-5.04303,-2.57492,-0.02039,-0.05475,1.00323,,0.35245,0.13524,-0.47072,-0.79744,
24.48438,0.87357,-4.94766,-2.54440,-0.02258,-0.05389,1.00586,,0.35215,0.13506,-0.47084,-0.79753,
24.49219,0.98038,-4.65012,-2.49863,-0.02277,-0.04938,1.00732,,0.35186,0.13491,-0.47096,-0.79761,
24.50000,0.88501,-4.40216,-2.32315,-0.02576,-0.04755,1.01184,,0.35159,0.13476,-0.47107,-0.79769,
24.50781,0.91934,-4.53186,-2.20490,-0.02893,-0.04962,1.01263,,0.35132,0.13460,-0.47119,-0.79777,
24.51563,0.94604,-4.76074,-2.23923,-0.02740,-0.05133,1.01404,,0.35104,0.13443,-0.47132,-0.79785,
24.52344,0.83160,-5.50079,-2.33841,-0.01965,-0.04834,1.01361,,0.35073,0.13422,-0.47145,-0.79794,
24.53125,1.02997,-5.77164,-2.31171,-0.01764,-0.05060,1.00983,,0.35042,0.13400,-0.47160,-0.79803,
24.53906,1.04523,-5.85175,-2.44141,-0.01587,-0.05298,1.00769,,0.35009,0.13378,-0.47176,-0.79811,
24.54688,0.99564,-5.51987,-2.20108,-0.01111,-0.05255,1.00586,,0.34979,0.13357,-0.47190,-0.79820,
24.55469,0.90790,-5.20706,-2.25830,-0.00574,-0.04828,1.00739,,0.34950,0.13337,-0.47203,-0.79828,
24.56250,0.89264,-5.05066,-2.23541,-0.00989,-0.05029,1.00867,,0.34921,0.13319,-0.47216,-0.79836,
24.57031,0.98419,-4.93622,-2.14005,-0.02167,-0.06293,1.01349,,0.34893,0.13300,-0.47229,-0.79844,
24.57813,0.94604,-5.03922,-2.51770,-0.01941,-0.06519,1.01282,,0.34863,0.13283,-0.47242,-0.79852,
24.58594,0.93079,-5.09262,-2.65121,-0.01892,-0.06213,1.01141,,0.34831,0.13265,-0.47254,-0.79861,
24.59375,1.06049,-5.29099,-2.97546,-0.02393,-0.06030,1.00903,,0.34798,0.13248,-0.47268,-0.79871,
