Gait Up - Physilog data export
Created on: 0000-00-04 07:10:55
Total data points: 920

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
33.65625,0.61417,-5.01633,-1.76620,0.00446,-0.04803,1.00964,,-0.00297,0.13711,-0.49899,-0.85569,
33.66406,0.64850,-5.00107,-1.85394,0.00476,-0.05005,1.00952,,-0.00325,0.13688,-0.49898,-0.85573,
33.67188,0.53406,-4.79126,-1.72806,-0.00598,-0.05493,1.01007,,-0.00352,0.13665,-0.49897,-0.85577,
33.67969,0.81253,-5.01251,-1.63651,-0.01019,-0.05615,1.00763,,-0.00380,0.13641,-0.49897,-0.85581,
33.68750,0.85068,-5.03922,-1.74713,-0.00775,-0.05414,1.00885,,-0.00408,0.13616,-0.49897,-0.85584,
33.69531,0.75531,-5.08499,-1.72806,-0.00964,-0.06030,1.00861,,-0.00436,0.13592,-0.49897,-0.85588,
33.70313,0.80872,-5.15747,-1.47629,-0.00323,-0.06152,1.00702,,-0.00463,0.13566,-0.49898,-0.85592,
33.71094,0.83923,-5.00488,-1.36185,-0.00116,-0.05542,1.00824,,-0.00489,0.13541,-0.49898,-0.85595,
33.71875,0.78964,-5.00870,-1.43814,-0.00067,-0.05255,1.00806,,-0.00515,0.13516,-0.49899,-0.85599,
33.72656,0.88120,-4.76074,-1.41525,-0.00098,-0.05652,1.01044,,-0.00540,0.13492,-0.49900,-0.85602,
33.73438,0.85831,-4.60815,-1.44196,0.00104,-0.05536,1.01154,,-0.00565,0.13469,-0.49900,-0.85605,
33.74219,0.75531,-4.60434,-1.42288,0.00000,-0.05383,1.00903,,-0.00590,0.13447,-0.49900,-0.85608,
33.75000,0.82779,-4.47464,-1.48010,-0.00458,-0.05365,1.00891,,-0.00614,0.13425,-0.49901,-0.85611,
33.75781,0.80872,-4.65393,-1.65558,-0.00995,-0.04889,1.01050,,-0.00641,0.13403,-0.49901,-0.85614,
33.76563,0.81635,-4.76074,-1.72806,-0.00696,-0.04755,1.00854,,-0.00668,0.13380,-0.49901,-0.85618,
33.77344,0.81253,-4.68826,-1.59836,-0.00793,-0.05011,1.00842,,-0.00694,0.13357,-0.49902,-0.85621,
33.78125,0.94604,-5.13077,-1.44958,-0.01361,-0.05286,1.01373,,-0.00721,0.13332,-0.49903,-0.85624,
33.78906,0.87738,-5.27573,-1.47629,-0.00952,-0.05145,1.01208,,-0.00748,0.13305,-0.49904,-0.85627,
33.79688,0.76294,-5.37872,-1.49536,-0.00262,-0.05255,1.00897,,-0.00776,0.13278,-0.49904,-0.85631,
33.80469,0.88120,-5.19562,-1.49918,-0.00421,-0.05872,1.00775,,-0.00803,0.13252,-0.49904,-0.85635,
33.81250,0.79727,-5.14603,-1.49536,-0.00580,-0.06207,1.01038,,-0.00830,0.13227,-0.49905,-0.85638,
33.82031,0.82016,-5.16510,-1.41907,-0.00452,-0.06421,1.00775,,-0.00857,0.13200,-0.49905,-0.85642,
33.82813,0.73624,-4.92477,-1.65558,-0.00177,-0.06006,1.00793,,-0.00884,0.13177,-0.49905,-0.85645,
33.83594,0.74387,-4.95529,-1.69754,-0.00177,-0.05615,1.00879,,-0.00911,0.13153,-0.49904,-0.85649,
33.84375,0.86212,-5.17654,-1.59454,-0.00659,-0.05475,1.01099,,-0.00939,0.13127,-0.49905,-0.85652,
33.85156,0.94986,-5.38635,-1.63269,-0.00647,-0.05212,1.01196,,-0.00968,0.13101,-0.49906,-0.85655,
33.85938,0.91171,-5.40924,-1.66702,-0.00562,-0.05066,1.01093,,-0.00997,0.13074,-0.49907,-0.85659,
33.86719,0.91171,-5.64575,-1.61362,-0.00702,-0.05743,1.00964,,-0.01026,0.13046,-0.49907,-0.85662,
33.87500,0.85068,-5.39017,-1.58691,-0.00146,-0.05347,1.00775,,-0.01055,0.13019,-0.49908,-0.85666,
33.88281,0.82016,-5.58472,-1.51443,-0.00153,-0.05054,1.00824,,-0.01083,0.12991,-0.49908,-0.85669,
33.89063,0.81635,-5.67627,-1.54495,-0.00580,-0.05206,1.00928,,-0.01113,0.12962,-0.49908,-0.85673,
33.89844,0.83542,-5.39017,-1.35040,-0.00177,-0.05688,1.01099,,-0.01140,0.12934,-0.49909,-0.85677,
33.90625,0.67520,-5.21469,-1.54495,-0.00330,-0.05725,1.00995,,-0.01167,0.12909,-0.49908,-0.85681,
33.91406,0.83160,-4.83322,-1.64795,-0.00568,-0.05524,1.00812,,-0.01194,0.12885,-0.49908,-0.85684,
33.92188,0.74768,-4.82941,-1.76239,-0.00531,-0.05682,1.00897,,-0.01221,0.12862,-0.49908,-0.85687,
33.92969,0.87738,-4.78363,-1.71280,-0.01117,-0.06140,1.00787,,-0.01248,0.12839,-0.49908,-0.85690,
33.93750,0.91553,-4.79126,-1.87302,-0.01086,-0.06085,1.00879,,-0.01277,0.12817,-0.49909,-0.85692,
33.94531,0.90027,-5.01633,-1.86157,-0.00659,-0.05804,1.00952,,-0.01305,0.12793,-0.49909,-0.85695,
33.95313,0.83923,-5.26428,-1.77765,-0.00189,-0.05225,1.01038,,-0.01334,0.12768,-0.49909,-0.85699,
33.96094,0.80872,-5.10406,-1.67847,-0.00208,-0.05176,1.01093,,-0.01362,0.12743,-0.49909,-0.85702,
33.96875,0.96130,-5.26047,-1.65939,-0.00470,-0.05762,1.00989,,-0.01391,0.12717,-0.49910,-0.85705,
33.97656,0.85068,-5.20325,-1.53351,-0.00238,-0.05554,1.01166,,-0.01418,0.12691,-0.49911,-0.85708,
33.98438,0.80872,-5.11932,-1.54495,-0.00165,-0.05359,1.00983,,-0.01446,0.12666,-0.49911,-0.85711,
33.99219,0.86975,-5.14221,-1.68228,-0.00177,-0.05072,1.00952,,-0.01474,0.12641,-0.49911,-0.85714,
34.00000,0.77057,-4.98962,-1.73569,-0.00098,-0.05371,1.01074,,-0.01502,0.12617,-0.49911,-0.85717,
34.00781,0.83542,-5.00870,-1.64795,-0.00189,-0.05939,1.00891,,-0.01529,0.12593,-0.49911,-0.85720,
34.01563,1.02615,-5.08499,-1.81580,-0.00452,-0.06866,1.00903,,-0.01558,0.12568,-0.49912,-0.85723,
34.02344,0.79346,-5.26047,-1.82724,-0.00873,-0.05994,1.00708,,-0.01587,0.12543,-0.49912,-0.85726,
34.03125,0.83160,-5.35965,-1.89590,-0.00739,-0.05316,1.00879,,-0.01617,0.12517,-0.49912,-0.85729,
34.03906,0.92697,-5.15747,-1.90735,-0.00513,-0.04919,1.01062,,-0.01647,0.12493,-0.49912,-0.85732,
34.04688,0.89645,-5.01633,-1.95313,-0.00531,-0.04858,1.01074,,-0.01676,0.12470,-0.49912,-0.85735,
34.05469,0.78201,-4.91714,-1.82724,-0.00134,-0.04730,1.00970,,-0.01704,0.12446,-0.49912,-0.85738,
34.06250,0.91171,-4.99344,-1.68228,-0.00641,-0.05774,1.01013,,-0.01732,0.12422,-0.49912,-0.85741,
34.07031,0.78201,-5.14984,-1.66321,-0.00549,-0.06238,1.00952,,-0.01760,0.12397,-0.49912,-0.85744,
34.07813,0.83542,-5.28717,-1.70135,-0.00122,-0.05792,1.00891,,-0.01789,0.12371,-0.49912,-0.85747,
34.08594,0.86594,-5.25284,-1.73569,0.00037,-0.05005,1.00854,,-0.01817,0.12346,-0.49912,-0.85750,
34.09375,0.82779,-5.00107,-1.67465,-0.00195,-0.05066,1.01160,,-0.01845,0.12321,-0.49912,-0.85753,
34.10156,0.87738,-4.65393,-1.59836,-0.00433,-0.05151,1.00879,,-0.01871,0.12299,-0.49913,-0.85755,
34.10938,0.82016,-4.61197,-1.67465,-0.00262,-0.05286,1.00677,,-0.01897,0.12277,-0.49913,-0.85758,
34.11719,0.95367,-4.69971,-1.78146,-0.01007,-0.06348,1.01056,,-0.01925,0.12255,-0.49914,-0.85760,
34.12500,0.82016,-5.03540,-1.81198,-0.01361,-0.06903,1.01086,,-0.01953,0.12231,-0.49913,-0.85763,
34.13281,0.85449,-5.20325,-1.78909,-0.00806,-0.06305,1.00763,,-0.01982,0.12206,-0.49913,-0.85766,
34.14063,0.82779,-5.21088,-1.77383,-0.00153,-0.04877,1.00916,,-0.02011,0.12181,-0.49913,-0.85769,
34.14844,0.95367,-5.10025,-1.84250,-0.00195,-0.04846,1.01074,,-0.02040,0.12156,-0.49914,-0.85771,
34.15625,0.91171,-4.98581,-1.83105,-0.00104,-0.04822,1.01318,,-0.02068,0.12133,-0.49914,-0.85774,
34.16406,1.09482,-5.00107,-1.91116,0.00085,-0.04730,1.00574,,-0.02098,0.12109,-0.49915,-0.85775,
34.17188,0.93842,-4.94003,-1.74332,-0.00244,-0.05811,1.00714,,-0.02125,0.12085,-0.49916,-0.85778,
34.17969,1.00327,-4.80270,-1.94168,-0.00525,-0.06464,1.00787,,-0.02154,0.12063,-0.49917,-0.85780,
34.18750,0.96130,-4.83322,-1.84631,-0.00708,-0.06329,1.00836,,-0.02182,0.12040,-0.49917,-0.85782,
34.19531,0.87357,-4.80270,-1.83105,-0.00665,-0.05560,1.00885,,-0.02210,0.12018,-0.49917,-0.85784,
34.20313,0.89645,-4.73022,-1.88828,-0.00714,-0.05292,1.01044,,-0.02238,0.11996,-0.49918,-0.85786,
34.21094,0.96512,-4.48990,-1.96075,-0.00970,-0.05121,1.01062,,-0.02266,0.11975,-0.49918,-0.85788,
34.21875,0.98038,-4.58527,-2.24686,-0.01617,-0.05164,1.01031,,-0.02295,0.11956,-0.49919,-0.85790,
34.22656,0.94986,-4.66919,-2.25449,-0.01385,-0.05261,1.01093,,-0.02325,0.11935,-0.49919,-0.85792,
34.23438,0.99945,-4.99725,-2.01035,-0.00623,-0.05688,1.01062,,-0.02355,0.11912,-0.49919,-0.85794,
34.24219,0.86975,-5.24139,-1.91498,-0.00586,-0.05756,1.01141,,-0.02385,0.11887,-0.49919,-0.85797,
34.25000,0.85449,-5.33295,-1.79291,-0.00488,-0.06042,1.01031,,-0.02414,0.11861,-0.49919,-0.85800,
34.25781,0.86975,-5.26428,-1.77765,0.00385,-0.06451,1.00647,,-0.02443,0.11836,-0.49919,-0.85802,
34.26563,0.86212,-5.12314,-1.80054,0.00604,-0.05939,1.00671,,-0.02472,0.11811,-0.49919,-0.85805,
34.27344,0.92316,-5.06210,-1.73950,0.00476,-0.05585,1.00903,,-0.02500,0.11787,-0.49919,-0.85807,
34.28125,0.92316,-4.96292,-1.59454,0.00098,-0.05261,1.00916,,-0.02527,0.11762,-0.49920,-0.85809,
34.28906,0.83160,-4.83322,-1.75476,-0.00244,-0.05426,1.01019,,-0.02555,0.11739,-0.49920,-0.85812,
