Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1076

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
5.42188,1.64795,-4.15039,-1.89209,-0.08447,1.02832,0.00635,,,,0.71200,0.65971,0.22147,0.09375,
5.42969,1.34277,-4.57764,-1.89209,-0.08472,1.02905,0.00537,962.341,26.5,,0.71202,0.65977,0.22134,0.09344,
5.43750,1.34277,-4.39453,-1.89209,-0.08423,1.02881,0.00366,,,,0.71204,0.65984,0.22122,0.09313,
5.44531,1.46484,-4.39453,-1.83105,-0.08325,1.03052,0.00244,962.304,26.5,,0.71205,0.65991,0.22110,0.09282,
5.45313,1.46484,-4.63867,-2.07520,-0.08057,1.03442,0.00464,,,,0.71207,0.65998,0.22097,0.09249,
5.46094,1.40381,-4.45557,-2.07520,-0.07861,1.03589,0.00488,962.304,26.6,,0.71209,0.66004,0.22086,0.09216,
5.46875,1.28174,-4.21143,-1.89209,-0.08374,1.03760,0.00366,,,,0.71211,0.66010,0.22075,0.09186,
5.47656,1.28174,-4.27246,-2.13623,-0.07739,1.03394,0.00098,962.318,26.6,,0.71213,0.66016,0.22064,0.09155,
5.48438,1.09863,-4.08936,-2.13623,-0.07642,1.04077,0.00098,,,,0.71215,0.66021,0.22055,0.09124,
5.49219,1.22070,-3.78418,-1.95313,-0.07935,1.04004,0.00488,962.343,26.6,,0.71216,0.66026,0.22046,0.09096,
5.50000,1.40381,-3.78418,-1.89209,-0.08105,1.03613,0.00488,,,,0.71217,0.66032,0.22037,0.09068,
5.50781,1.46484,-3.78418,-2.13623,-0.08081,1.03687,0.00537,962.318,26.6,,0.71217,0.66039,0.22029,0.09038,
5.51563,1.58691,-3.78418,-2.01416,-0.09351,1.03979,0.00244,,,,0.71217,0.66046,0.22021,0.09009,
5.52344,1.58691,-4.51660,-1.58691,-0.09790,1.03491,0.00635,962.349,26.6,,0.71218,0.66054,0.22007,0.08979,
5.53125,1.64795,-4.94385,-1.64795,-0.09985,1.03931,0.00879,,,,0.71219,0.66062,0.21991,0.08946,
5.53906,1.52588,-5.55420,-1.64795,-0.09595,1.03735,0.01001,962.326,26.6,,0.71221,0.66071,0.21973,0.08911,
5.54688,1.40381,-5.43213,-1.52588,-0.09302,1.03833,0.00610,,,,0.71224,0.66079,0.21954,0.08877,
5.55469,1.46484,-5.79834,-1.89209,-0.08911,1.03418,0.00708,962.290,26.6,,0.71227,0.66086,0.21935,0.08839,
5.56250,1.40381,-5.92041,-2.25830,-0.08789,1.03540,0.00513,,,,0.71231,0.66093,0.21917,0.08800,
5.57031,1.58691,-5.79834,-2.50244,-0.08862,1.03394,0.00684,962.305,26.5,,0.71234,0.66101,0.21901,0.08759,
5.57813,1.46484,-5.85938,-2.38037,-0.08472,1.03394,0.00537,,,,0.71238,0.66108,0.21885,0.08719,
5.58594,1.52588,-5.73730,-2.38037,-0.08203,1.03296,0.00098,962.321,26.5,,0.71241,0.66115,0.21868,0.08679,
5.59375,1.58691,-5.31006,-2.44141,-0.08179,1.03418,0.00439,,,,0.71243,0.66122,0.21854,0.08641,
5.60156,1.64795,-5.12695,-2.62451,-0.07813,1.03247,-0.00024,962.323,26.6,,0.71245,0.66130,0.21842,0.08603,
5.60938,1.58691,-4.76074,-2.80762,-0.08057,1.02612,-0.00342,,,,0.71246,0.66136,0.21833,0.08565,
5.61719,1.70898,-4.08936,-2.80762,-0.08398,1.02856,-0.00122,962.324,26.6,,0.71246,0.66142,0.21827,0.08531,
5.62500,1.95313,-3.78418,-2.74658,-0.08911,1.02710,0.00049,,,,0.71245,0.66150,0.21822,0.08497,
5.63281,2.07520,-4.02832,-2.86865,-0.09082,1.02710,0.00391,962.327,26.6,,0.71243,0.66158,0.21816,0.08462,
5.64063,2.13623,-4.57764,-2.62451,-0.09302,1.03027,0.00171,,,,0.71242,0.66167,0.21807,0.08426,
5.64844,2.07520,-4.57764,-2.74658,-0.08716,1.03491,-0.00024,962.359,26.6,,0.71241,0.66176,0.21798,0.08389,
5.65625,2.25830,-4.82178,-2.68555,-0.08691,1.03369,-0.00488,,,,0.71239,0.66186,0.21788,0.08350,
5.66406,2.74658,-5.00488,-2.74658,-0.08398,1.03516,0.00098,962.326,26.6,,0.71236,0.66198,0.21778,0.08310,
5.67188,2.56348,-4.69971,-3.11279,-0.08081,1.03589,0.00024,,,,0.71233,0.66208,0.21771,0.08270,
5.67969,2.56348,-4.51660,-3.23486,-0.08252,1.03516,0.00439,962.314,26.6,,0.71230,0.66218,0.21765,0.08230,
5.68750,2.50244,-4.39453,-3.41797,-0.08545,1.03760,-0.00220,,,,0.71227,0.66228,0.21760,0.08190,
5.69531,2.80762,-4.21143,-3.35693,-0.08032,1.04077,0.00024,962.323,26.6,,0.71222,0.66239,0.21756,0.08151,
5.70313,2.80762,-4.27246,-3.35693,-0.08130,1.03931,0.00293,,,,0.71218,0.66250,0.21752,0.08111,
5.71094,2.80762,-4.27246,-3.35693,-0.08350,1.03809,-0.00171,962.321,26.6,,0.71213,0.66261,0.21748,0.08071,
5.71875,3.05176,-3.90625,-3.23486,-0.08618,1.03442,0.00098,,,,0.71207,0.66273,0.21746,0.08034,
5.72656,2.92969,-3.96729,-3.05176,-0.09131,1.03052,0.00024,962.360,26.6,,0.71201,0.66285,0.21742,0.07997,
5.73438,3.05176,-4.39453,-3.05176,-0.08545,1.02930,-0.00635,,,,0.71196,0.66298,0.21736,0.07957,
5.74219,3.17383,-4.27246,-3.23486,-0.08228,1.02417,-0.00513,962.313,26.6,,0.71189,0.66311,0.21731,0.07918,
5.75000,3.05176,-3.90625,-3.23486,-0.08325,1.02441,-0.00098,,,,0.71183,0.66323,0.21729,0.07880,
5.75781,2.62451,-3.72314,-3.41797,-0.08862,1.03516,-0.01001,962.345,26.6,,0.71179,0.66333,0.21727,0.07843,
5.76563,2.86865,-3.60107,-3.41797,-0.08228,1.03467,-0.00732,,,,0.71173,0.66343,0.21727,0.07805,
5.77344,2.99072,-3.60107,-3.29590,-0.08252,1.03271,-0.00854,962.324,26.6,,0.71166,0.66355,0.21726,0.07769,
5.78125,3.17383,-3.41797,-3.35693,-0.08521,1.02661,-0.01025,,,,0.71159,0.66367,0.21726,0.07732,
5.78906,2.92969,-2.74658,-3.60107,-0.08813,1.02661,-0.00952,962.317,26.6,,0.71152,0.66378,0.21731,0.07698,
5.79688,2.92969,-2.68555,-3.47900,-0.09546,1.02441,-0.00781,,,,0.71144,0.66388,0.21735,0.07665,
5.80469,2.86865,-3.05176,-3.41797,-0.10425,1.02319,-0.00488,962.343,26.6,,0.71137,0.66399,0.21737,0.07630,
5.81250,3.11279,-3.78418,-2.80762,-0.10718,1.02905,-0.00757,,,,0.71130,0.66411,0.21733,0.07595,
5.82031,3.29590,-4.21143,-2.44141,-0.10229,1.02881,-0.00757,962.313,26.6,,0.71123,0.66426,0.21725,0.07559,
5.82813,3.60107,-5.37109,-2.44141,-0.09448,1.02344,-0.00513,,,,0.71116,0.66443,0.21712,0.07518,
5.83594,3.60107,-5.31006,-2.74658,-0.08667,1.02051,-0.01050,962.329,26.6,,0.71109,0.66459,0.21701,0.07475,
5.84375,3.41797,-4.94385,-2.86865,-0.08081,1.02490,-0.00830,,,,0.71102,0.66474,0.21691,0.07434,
5.85156,3.60107,-3.90625,-2.86865,-0.08228,1.02588,-0.00439,962.339,26.6,,0.71093,0.66489,0.21687,0.07397,
5.85938,3.47900,-3.29590,-3.66211,-0.08032,1.02759,-0.00635,,,,0.71084,0.66502,0.21690,0.07359,
5.86719,3.54004,-3.05176,-4.39453,-0.07764,1.02954,-0.00977,962.330,26.6,,0.71074,0.66514,0.21696,0.07318,
5.87500,3.54004,-2.19727,-4.69971,-0.08105,1.03247,-0.00977,,,,0.71064,0.66525,0.21709,0.07281,
5.88281,3.60107,-1.89209,-4.33350,-0.08569,1.03369,-0.00952,962.321,26.6,,0.71053,0.66537,0.21721,0.07246,
5.89063,3.66211,-1.83105,-4.27246,-0.08984,1.03638,-0.00903,,,,0.71041,0.66550,0.21733,0.07211,
5.89844,3.72314,-2.38037,-4.08936,-0.08716,1.03687,-0.00928,962.321,26.6,,0.71029,0.66563,0.21742,0.07175,
5.90625,3.17383,-2.74658,-3.66211,-0.08496,1.03687,-0.01294,,,,0.71021,0.66574,0.21747,0.07140,
5.91406,3.17383,-2.74658,-3.11279,-0.08862,1.03735,-0.00879,962.337,26.6,,0.71012,0.66586,0.21749,0.07108,
5.92188,3.29590,-3.47900,-2.50244,-0.08740,1.03369,-0.00317,,,,0.71003,0.66600,0.21745,0.07075,
5.92969,3.29590,-3.54004,-1.77002,-0.08398,1.03809,-0.00659,962.367,26.6,,0.70995,0.66615,0.21738,0.07046,
5.93750,3.11279,-3.47900,-1.70898,-0.08276,1.03589,-0.00781,,,,0.70986,0.66629,0.21730,0.07017,
5.94531,2.86865,-2.92969,-1.83105,-0.08276,1.03589,-0.00806,962.335,26.6,,0.70979,0.66642,0.21726,0.06991,
5.95313,2.56348,-2.25830,-2.07520,-0.08179,1.03125,-0.00562,,,,0.70971,0.66652,0.21725,0.06967,
5.96094,2.38037,-1.89209,-2.07520,-0.08228,1.03247,-0.00732,962.297,26.6,,0.70964,0.66662,0.21727,0.06945,
5.96875,2.25830,-1.40381,-2.13623,-0.09302,1.03442,-0.00781,,,,0.70957,0.66670,0.21731,0.06925,
5.97656,2.19727,-1.70898,-2.07520,-0.10474,1.03369,-0.00366,962.317,26.6,,0.70951,0.66679,0.21733,0.06904,
5.98438,1.89209,-2.31934,-2.19727,-0.10474,1.03516,-0.00464,,,,0.70946,0.66686,0.21733,0.06880,
5.99219,1.89209,-2.50244,-2.01416,-0.10596,1.03857,-0.00879,962.341,26.6,,0.70942,0.66693,0.21731,0.06856,
6.00000,1.46484,-3.05176,-1.46484,-0.10522,1.03760,-0.00293,,,,0.70941,0.66699,0.21723,0.06833,
6.00781,1.46484,-3.72314,-0.97656,-0.10620,1.03345,-0.00317,962.378,26.6,,0.70940,0.66707,0.21710,0.06809,
6.01563,1.40381,-4.02832,-0.91553,-0.10400,1.02930,-0.00635,,,,0.70940,0.66714,0.21696,0.06784,
6.02344,0.97656,-4.21143,-1.15967,-0.09180,1.03589,-0.01025,962.349,26.6,,0.70943,0.66719,0.21681,0.06758,
6.03125,0.73242,-3.41797,-0.79346,-0.09229,1.04785,-0.01074,,,,0.70945,0.66723,0.21668,0.06737,
6.03906,0.61035,-3.17383,-0.73242,-0.09546,1.04614,-0.01074,962.310,26.6,,0.70947,0.66726,0.21656,0.06718,
6.04688,0.30518,-2.92969,-0.85449,-0.10596,1.04028,-0.00854,,,,0.70950,0.66728,0.21646,0.06701,
6.05469,0.24414,-3.41797,-0.67139,-0.10840,1.03662,-0.00684,962.306,26.6,,0.70954,0.66730,0.21633,0.06681,
6.06250,0.24414,-4.02832,-0.54932,-0.10986,1.03491,-0.00952,,,,0.70959,0.66732,0.21616,0.06660,
6.07031,0.12207,-4.76074,-0.12207,-0.10889,1.03345,-0.00757,962.325,26.6,,0.70966,0.66734,0.21594,0.06638,
6.07813,0.06104,-5.31006,0.36621,-0.10156,1.03564,-0.01538,,,,0.70973,0.66738,0.21566,0.06615,
6.08594,-0.12207,-5.67627,0.30518,-0.10034,1.03662,-0.01392,962.343,26.6,,0.70982,0.66740,0.21537,0.06591,
6.09375,0.00000,-5.49316,-0.06104,-0.09473,1.03394,-0.01563,,,,0.70990,0.66743,0.21511,0.06566,
6.10156,-0.18311,-5.31006,-0.24414,-0.09766,1.03418,-0.01831,962.346,26.6,,0.70999,0.66744,0.21486,0.06541,
6.10938,-0.12207,-5.49316,-0.36621,-0.09619,1.03174,-0.02246,,,,0.71008,0.66745,0.21461,0.06514,
6.11719,0.06104,-5.49316,-0.48828,-0.09766,1.03467,-0.01758,962.302,26.6,,0.71016,0.66747,0.21437,0.06487,
6.12500,-0.06104,-4.76074,-0.61035,-0.09570,1.03052,-0.02197,,,,0.71023,0.66748,0.21417,0.06462,
6.13281,0.00000,-4.76074,-0.67139,-0.09717,1.02856,-0.01709,962.333,26.6,,0.71030,0.66749,0.21397,0.06437,
6.14063,0.24414,-5.31006,-0.67139,-0.09790,1.02612,-0.01685,,,,0.71037,0.66752,0.21374,0.06410,
6.14844,0.48828,-5.61523,-0.48828,-0.09668,1.03101,-0.02002,962.308,26.6,,0.71043,0.66756,0.21349,0.06381,
6.15625,0.42725,-5.73730,-0.48828,-0.09741,1.02954,-0.02124,,,,0.71050,0.66760,0.21324,0.06352,
6.16406,0.73242,-5.85938,-0.48828,-0.09766,1.03247,-0.01782,962.319,26.6,,0.71055,0.66765,0.21298,0.06322,
6.17188,0.97656,-6.04248,-0.97656,-0.09106,1.03052,-0.01685,,,,0.71060,0.66771,0.21273,0.06288,
6.17969,0.97656,-5.85938,-0.79346,-0.08984,1.03149,-0.01440,962.364,26.6,,0.71064,0.66777,0.21249,0.06256,
6.18750,1.15967,-6.22559,-0.61035,-0.08496,1.03540,-0.01416,,,,0.71068,0.66784,0.21222,0.06224,
6.19531,1.46484,-5.92041,-1.09863,-0.07788,1.03613,-0.01367,962.343,26.6,,0.71071,0.66792,0.21199,0.06189,
6.20313,1.46484,-5.31006,-1.28174,-0.07593,1.03760,-0.01318,,,,0.71072,0.66800,0.21180,0.06157,
6.21094,1.09863,-4.08936,-1.58691,-0.07788,1.03491,-0.01343,962.344,26.6,,0.71074,0.66805,0.21168,0.06129,
6.21875,1.09863,-3.23486,-1.70898,-0.08691,1.03149,-0.00610,,,,0.71074,0.66809,0.21160,0.06104,
6.22656,1.22070,-3.23486,-1.77002,-0.09131,1.03516,-0.00586,962.340,26.6,,0.71074,0.66814,0.21153,0.06079,
6.23438,1.34277,-3.41797,-1.64795,-0.09912,1.03882,-0.01050,,,,0.71074,0.66819,0.21144,0.06054,
6.24219,1.03760,-3.96729,-1.28174,-0.09644,1.04395,-0.00903,962.345,26.6,,0.71075,0.66824,0.21131,0.06028,
6.25000,0.85449,-4.39453,-1.28174,-0.09644,1.04224,-0.01099,,,,0.71078,0.66828,0.21116,0.06001,
6.25781,0.73242,-4.45557,-1.03760,-0.08960,1.04126,-0.01489,962.304,26.6,,0.71082,0.66832,0.21100,0.05974,
6.26563,0.54932,-4.21143,-0.91553,-0.09058,1.03931,-0.00928,,,,0.71085,0.66835,0.21084,0.05950,
6.27344,0.48828,-4.02832,-0.85449,-0.09229,1.03613,-0.00977,962.346,26.6,,0.71089,0.66838,0.21068,0.05927,
6.28125,0.73242,-4.08936,-1.15967,-0.09985,1.03882,-0.01099,,,,0.71092,0.66841,0.21054,0.05901,
6.28906,0.73242,-4.39453,-1.34277,-0.10181,1.03076,-0.00757,962.304,26.6,,0.71096,0.66845,0.21039,0.05874,
6.29688,0.67139,-4.33350,-1.34277,-0.10107,1.03027,-0.00977,,,,0.71100,0.66848,0.21024,0.05847,
6.30469,0.61035,-4.27246,-1.34277,-0.10205,1.03125,-0.00928,962.331,26.6,,0.71103,0.66851,0.21010,0.05820,
6.31250,0.24414,-4.45557,-1.22070,-0.09912,1.03223,-0.01318,,,,0.71109,0.66852,0.20994,0.05793,
6.32031,0.06104,-4.63867,-1.46484,-0.09497,1.03223,-0.01343,962.312,26.6,,0.71116,0.66852,0.20978,0.05765,
6.32813,0.00000,-4.15039,-1.64795,-0.09351,1.03589,-0.01538,,,,0.71123,0.66851,0.20966,0.05738,
6.33594,-0.18311,-4.21143,-1.70898,-0.09570,1.03418,-0.01611,962.315,26.6,,0.71130,0.66850,0.20953,0.05711,
6.34375,-0.06104,-4.15039,-1.77002,-0.09521,1.03589,-0.01782,,,,0.71137,0.66848,0.20941,0.05683,
6.35156,-0.12207,-3.96729,-1.77002,-0.09497,1.03394,-0.01709,962.299,26.6,,0.71144,0.66847,0.20929,0.05657,
6.35938,-0.24414,-4.15039,-1.83105,-0.09448,1.03247,-0.01343,,,,0.71152,0.66845,0.20918,0.05630,
6.36719,-0.06104,-4.39453,-1.64795,-0.09619,1.02856,-0.01318,962.312,26.6,,0.71159,0.66844,0.20904,0.05602,
6.37500,0.12207,-4.63867,-1.40381,-0.09424,1.03369,-0.01123,,,,0.71165,0.66844,0.20888,0.05574,
6.38281,-0.06104,-4.39453,-1.46484,-0.09106,1.03564,-0.01489,962.328,26.6,,0.71172,0.66843,0.20873,0.05547,
6.39063,-0.24414,-4.39453,-1.58691,-0.09619,1.03198,-0.01392,,,,0.71180,0.66842,0.20859,0.05519,
6.39844,-0.30518,-4.45557,-1.46484,-0.09521,1.02930,-0.01465,962.315,26.6,,0.71189,0.66840,0.20844,0.05492,
6.40625,-0.48828,-4.33350,-1.70898,-0.09302,1.03174,-0.01611,,,,0.71198,0.66837,0.20830,0.05465,
6.41406,-0.73242,-4.08936,-1.58691,-0.08667,1.03589,-0.01733,962.342,26.6,,0.71207,0.66832,0.20817,0.05440,
6.42188,-0.73242,-4.08936,-1.64795,-0.08350,1.03345,-0.01587,,,,0.71217,0.66828,0.20805,0.05414,
6.42969,-0.67139,-3.29590,-1.83105,-0.08252,1.02881,-0.01709,962.325,26.6,,0.71226,0.66823,0.20797,0.05391,
6.43750,-0.73242,-2.68555,-1.95313,-0.09277,1.02930,-0.01318,,,,0.71233,0.66818,0.20792,0.05371,
6.44531,-0.73242,-2.56348,-1.83105,-0.09058,1.02979,-0.01733,962.319,26.6,,0.71241,0.66813,0.20788,0.05351,
6.45313,-0.54932,-2.31934,-1.40381,-0.09644,1.02661,-0.01221,,,,0.71247,0.66809,0.20783,0.05335,
6.46094,-0.42725,-2.99072,-1.15967,-0.09961,1.02612,-0.01050,962.330,26.6,,0.71254,0.66806,0.20773,0.05316,
