Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1076

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
6.46875,-0.42725,-3.23486,-1.22070,-0.09521,1.02319,-0.00684,,,,0.71261,0.66804,0.20763,0.05296,
6.47656,-0.42725,-3.47900,-1.03760,-0.09229,1.02881,-0.00537,962.313,26.6,,0.71268,0.66802,0.20751,0.05276,
6.48438,-0.48828,-3.47900,-0.79346,-0.09277,1.02930,-0.00781,,,,0.71275,0.66799,0.20737,0.05257,
6.49219,-0.48828,-3.72314,-0.73242,-0.08936,1.02832,-0.01392,962.312,26.6,,0.71283,0.66797,0.20722,0.05237,
6.50000,-0.42725,-3.35693,-0.85449,-0.08252,1.03027,-0.01563,,,,0.71290,0.66795,0.20709,0.05218,
6.50781,-0.42725,-2.38037,-1.15967,-0.08398,1.03223,-0.01074,962.302,26.6,,0.71296,0.66792,0.20703,0.05202,
6.51563,-0.36621,-2.13623,-1.15967,-0.08667,1.03320,-0.00854,,,,0.71301,0.66790,0.20698,0.05187,
6.52344,-0.12207,-2.31934,-1.09863,-0.09155,1.03320,-0.01196,962.339,26.6,,0.71305,0.66788,0.20691,0.05172,
6.53125,0.18311,-2.25830,-1.15967,-0.08936,1.03687,-0.01123,,,,0.71308,0.66788,0.20686,0.05156,
6.53906,0.36621,-2.19727,-1.09863,-0.09082,1.03760,-0.00708,962.329,26.6,,0.71310,0.66789,0.20680,0.05140,
6.54688,0.30518,-2.19727,-1.03760,-0.10010,1.03979,-0.00635,,,,0.71312,0.66790,0.20674,0.05124,
6.55469,0.48828,-2.62451,-1.09863,-0.10059,1.03931,-0.00513,962.330,26.6,,0.71314,0.66792,0.20667,0.05106,
6.56250,0.54932,-2.86865,-1.15967,-0.10156,1.03174,0.00073,,,,0.71316,0.66794,0.20658,0.05087,
6.57031,0.30518,-3.23486,-1.34277,-0.09888,1.03491,-0.00171,962.323,26.6,,0.71319,0.66795,0.20649,0.05065,
6.57813,-0.12207,-2.80762,-1.03760,-0.10107,1.02905,-0.00879,,,,0.71324,0.66794,0.20640,0.05048,
6.58594,-0.06104,-2.99072,-0.91553,-0.10132,1.02930,-0.00928,962.315,26.6,,0.71329,0.66793,0.20629,0.05030,
6.59375,0.06104,-3.84521,-0.97656,-0.09644,1.02466,-0.00952,,,,0.71334,0.66793,0.20615,0.05007,
6.60156,0.18311,-3.84521,-1.28174,-0.08838,1.02490,-0.01489,962.301,26.6,,0.71339,0.66794,0.20602,0.04983,
6.60938,0.00000,-3.72314,-1.34277,-0.09106,1.02808,-0.01782,,,,0.71345,0.66793,0.20590,0.04960,
6.61719,0.12207,-3.66211,-1.40381,-0.08838,1.03125,-0.01465,962.335,26.6,,0.71350,0.66793,0.20579,0.04936,
6.62500,0.18311,-3.66211,-1.77002,-0.08643,1.03174,-0.01294,,,,0.71355,0.66793,0.20569,0.04911,
6.63281,0.36621,-3.54004,-1.64795,-0.09082,1.03052,-0.01123,962.351,26.6,,0.71359,0.66793,0.20559,0.04886,
6.64063,0.42725,-3.47900,-1.34277,-0.09326,1.03076,-0.01270,,,,0.71362,0.66795,0.20549,0.04863,
6.64844,0.54932,-3.66211,-1.52588,-0.09009,1.03540,-0.01416,962.316,26.6,,0.71365,0.66797,0.20538,0.04838,
6.65625,0.48828,-3.41797,-1.64795,-0.08789,1.03516,-0.01709,,,,0.71368,0.66798,0.20529,0.04814,
6.66406,-0.12207,-2.68555,-1.40381,-0.08521,1.03662,-0.01782,962.331,26.6,,0.71373,0.66796,0.20522,0.04795,
6.67188,0.12207,-2.68555,-1.09863,-0.09058,1.03320,-0.01758,,,,0.71377,0.66796,0.20514,0.04778,
6.67969,0.24414,-2.86865,-1.03760,-0.09375,1.03247,-0.01440,962.336,26.6,,0.71380,0.66797,0.20505,0.04759,
6.68750,0.24414,-3.41797,-0.97656,-0.09424,1.03271,-0.01440,,,,0.71384,0.66798,0.20493,0.04739,
6.69531,0.24414,-3.84521,-1.03760,-0.09692,1.03662,-0.01074,962.341,26.6,,0.71388,0.66799,0.20479,0.04716,
6.70313,0.24414,-4.08936,-1.03760,-0.09473,1.03906,-0.01025,,,,0.71393,0.66800,0.20464,0.04692,
6.71094,0.48828,-4.51660,-0.97656,-0.09448,1.03857,-0.01294,962.345,26.6,,0.71398,0.66802,0.20446,0.04666,
6.71875,0.48828,-4.51660,-0.97656,-0.08740,1.03418,-0.01953,,,,0.71402,0.66805,0.20429,0.04640,
6.72656,0.42725,-4.08936,-1.03760,-0.08691,1.03467,-0.01270,962.302,26.6,,0.71406,0.66807,0.20414,0.04615,
6.73438,0.06104,-3.84521,-0.97656,-0.08765,1.03711,-0.01172,,,,0.71412,0.66807,0.20400,0.04593,
6.74219,0.18311,-3.78418,-0.85449,-0.08765,1.03394,-0.01172,962.316,26.6,,0.71416,0.66808,0.20385,0.04572,
6.75000,0.30518,-3.84521,-0.61035,-0.08813,1.03149,-0.01123,,,,0.71420,0.66810,0.20369,0.04551,
6.75781,0.54932,-4.02832,-0.67139,-0.09180,1.03198,-0.00854,962.313,26.6,,0.71424,0.66813,0.20353,0.04528,
6.76563,0.61035,-4.15039,-0.97656,-0.09131,1.03296,-0.01416,,,,0.71427,0.66816,0.20337,0.04504,
6.77344,0.73242,-3.84521,-1.03760,-0.09033,1.03540,-0.01196,962.342,26.6,,0.71429,0.66819,0.20323,0.04480,
6.78125,0.85449,-3.78418,-1.28174,-0.09326,1.03882,-0.00757,,,,0.71431,0.66822,0.20311,0.04456,
6.78906,0.97656,-3.96729,-0.91553,-0.09521,1.03442,-0.00879,962.318,26.6,,0.71432,0.66827,0.20296,0.04432,
6.79688,0.97656,-4.02832,-1.03760,-0.09741,1.03174,-0.00977,,,,0.71434,0.66832,0.20281,0.04407,
6.80469,0.97656,-4.08936,-1.03760,-0.09253,1.03174,-0.00488,962.297,26.6,,0.71435,0.66836,0.20266,0.04382,
6.81250,0.79346,-3.78418,-0.73242,-0.09131,1.02979,-0.00146,,,,0.71437,0.66840,0.20252,0.04360,
6.82031,0.67139,-3.84521,-1.03760,-0.08960,1.03076,-0.00391,962.328,26.6,,0.71440,0.66843,0.20238,0.04337,
6.82813,0.73242,-3.72314,-1.03760,-0.08691,1.03101,-0.00537,,,,0.71442,0.66847,0.20225,0.04314,
6.83594,0.61035,-3.11279,-1.52588,-0.08569,1.03198,-0.00513,962.297,26.6,,0.71444,0.66848,0.20216,0.04291,
6.84375,0.48828,-2.92969,-1.64795,-0.08911,1.03760,-0.01025,,,,0.71446,0.66849,0.20210,0.04269,
6.85156,0.42725,-2.99072,-1.77002,-0.09619,1.03516,-0.01147,962.295,26.6,,0.71449,0.66850,0.20203,0.04247,
6.85938,0.48828,-3.23486,-1.40381,-0.09741,1.03687,-0.01196,,,,0.71451,0.66851,0.20194,0.04224,
6.86719,0.54932,-3.78418,-1.15967,-0.09717,1.03857,-0.01489,962.311,26.6,,0.71454,0.66853,0.20181,0.04201,
6.87500,0.73242,-4.02832,-0.85449,-0.09619,1.03467,-0.01318,,,,0.71457,0.66857,0.20166,0.04177,
6.88281,0.91553,-4.69971,-0.97656,-0.09399,1.03296,-0.01294,962.303,26.6,,0.71459,0.66861,0.20147,0.04150,
6.89063,0.97656,-4.94385,-1.03760,-0.08936,1.02979,-0.01001,,,,0.71462,0.66866,0.20128,0.04121,
6.89844,0.91553,-5.06592,-0.97656,-0.09131,1.02710,-0.01025,962.350,26.6,,0.71465,0.66871,0.20108,0.04092,
6.90625,0.48828,-4.82178,-1.09863,-0.09180,1.03198,-0.01074,,,,0.71469,0.66873,0.20090,0.04064,
6.91406,0.48828,-4.39453,-1.34277,-0.08374,1.03589,-0.01343,962.315,26.6,,0.71474,0.66875,0.20075,0.04037,
6.92188,0.36621,-4.02832,-1.28174,-0.08350,1.03223,-0.01294,,,,0.71478,0.66876,0.20061,0.04012,
6.92969,0.36621,-3.78418,-1.22070,-0.08813,1.03101,-0.01343,962.332,26.6,,0.71482,0.66877,0.20048,0.03988,
6.93750,0.24414,-3.29590,-1.77002,-0.08936,1.03174,-0.01685,,,,0.71485,0.66877,0.20040,0.03964,
6.94531,0.30518,-3.41797,-1.70898,-0.09326,1.03491,-0.01294,962.313,26.6,,0.71489,0.66877,0.20031,0.03940,
6.95313,0.24414,-3.35693,-1.40381,-0.09082,1.04053,-0.01440,,,,0.71493,0.66877,0.20021,0.03917,
6.96094,0.79346,-3.78418,-1.03760,-0.09106,1.03882,-0.01782,962.322,26.6,,0.71495,0.66881,0.20008,0.03894,
6.96875,0.91553,-3.66211,-0.85449,-0.08911,1.03662,-0.01270,,,,0.71496,0.66885,0.19994,0.03872,
6.97656,0.97656,-3.35693,-1.28174,-0.08643,1.03491,-0.01025,962.314,26.6,,0.71496,0.66889,0.19984,0.03849,
6.98438,1.95313,-2.68555,-0.91553,-0.09448,1.04028,-0.00708,,,,0.71491,0.66898,0.19975,0.03830,
6.99219,2.44141,-2.13623,-0.79346,-0.09790,1.04395,-0.00024,962.318,26.6,,0.71483,0.66909,0.19969,0.03813,
7.00000,3.11279,-2.62451,-0.85449,-0.08154,1.03418,-0.00464,,,,0.71473,0.66924,0.19961,0.03792,
7.00781,2.86865,-2.92969,-0.24414,-0.08496,1.03223,-0.01123,962.335,26.6,,0.71464,0.66938,0.19949,0.03774,
7.01563,2.62451,-3.05176,-0.06104,-0.08716,1.03345,-0.00879,,,,0.71456,0.66952,0.19935,0.03756,
7.02344,1.89209,-3.47900,-0.30518,-0.08691,1.03833,-0.01099,962.306,26.6,,0.71452,0.66961,0.19920,0.03736,
7.03125,1.58691,-3.78418,-0.73242,-0.08447,1.03345,-0.01099,,,,0.71450,0.66969,0.19905,0.03713,
7.03906,1.64795,-3.78418,-0.79346,-0.08496,1.02808,-0.01147,962.306,26.6,,0.71448,0.66977,0.19890,0.03690,
7.04688,1.46484,-3.29590,-0.97656,-0.09009,1.02588,-0.00708,,,,0.71446,0.66984,0.19879,0.03668,
7.05469,1.40381,-3.17383,-0.79346,-0.09399,1.03271,-0.00952,962.327,26.6,,0.71444,0.66990,0.19868,0.03648,
7.06250,1.40381,-3.60107,-0.48828,-0.09644,1.03345,-0.00928,,,,0.71443,0.66997,0.19853,0.03627,
7.07031,1.15967,-4.51660,-0.61035,-0.08984,1.02979,-0.01196,962.317,26.6,,0.71444,0.67003,0.19834,0.03602,
7.07813,0.67139,-4.27246,-0.91553,-0.08032,1.03271,-0.01709,,,,0.71447,0.67006,0.19817,0.03577,
7.08594,0.85449,-4.27246,-0.85449,-0.08154,1.03589,-0.01514,962.319,26.6,,0.71449,0.67011,0.19800,0.03553,
7.09375,1.28174,-3.96729,-0.79346,-0.08398,1.03613,-0.01147,,,,0.71448,0.67017,0.19785,0.03529,
7.10156,1.22070,-3.84521,-0.79346,-0.08765,1.03125,-0.01489,962.337,26.6,,0.71448,0.67023,0.19770,0.03506,
7.10938,1.03760,-3.72314,-0.79346,-0.09033,1.03589,-0.01440,,,,0.71449,0.67027,0.19756,0.03484,
7.11719,0.97656,-4.02832,-1.03760,-0.09595,1.03345,-0.01221,962.302,26.6,,0.71450,0.67032,0.19741,0.03459,
7.12500,0.67139,-4.15039,-1.28174,-0.09302,1.03662,-0.01709,,,,0.71453,0.67034,0.19727,0.03433,
7.13281,0.54932,-4.15039,-1.28174,-0.09204,1.03247,-0.01538,962.291,26.6,,0.71456,0.67036,0.19713,0.03407,
7.14063,0.54932,-4.51660,-1.09863,-0.08643,1.02832,-0.01709,,,,0.71460,0.67039,0.19696,0.03380,
7.14844,0.48828,-4.63867,-1.22070,-0.09033,1.02832,-0.01807,962.330,26.6,,0.71464,0.67040,0.19679,0.03352,
7.15625,0.36621,-4.69971,-1.28174,-0.08887,1.02856,-0.01904,,,,0.71469,0.67041,0.19662,0.03324,
7.16406,0.00000,-4.33350,-0.91553,-0.08765,1.03394,-0.01611,962.323,26.6,,0.71475,0.67041,0.19645,0.03300,
7.17188,0.06104,-4.51660,-1.15967,-0.08545,1.03198,-0.01611,,,,0.71481,0.67041,0.19628,0.03274,
7.17969,0.00000,-4.39453,-1.46484,-0.08398,1.03149,-0.01709,962.306,26.6,,0.71487,0.67040,0.19613,0.03246,
7.18750,-0.12207,-4.08936,-1.58691,-0.08691,1.03052,-0.01489,,,,0.71493,0.67038,0.19601,0.03220,
7.19531,0.12207,-4.57764,-1.34277,-0.08521,1.02954,-0.01758,962.323,26.6,,0.71499,0.67038,0.19584,0.03193,
7.20313,0.12207,-4.69971,-1.40381,-0.08325,1.03174,-0.01587,,,,0.71505,0.67038,0.19568,0.03164,
7.21094,-0.18311,-4.45557,-1.28174,-0.08228,1.03491,-0.01782,962.306,26.6,,0.71512,0.67036,0.19552,0.03138,
7.21875,-0.24414,-4.15039,-1.28174,-0.08984,1.03662,-0.01538,,,,0.71519,0.67034,0.19538,0.03113,
7.22656,-0.24414,-4.39453,-1.34277,-0.08984,1.03516,-0.01318,962.333,26.6,,0.71527,0.67032,0.19522,0.03087,
7.23438,0.06104,-4.51660,-1.03760,-0.09155,1.03687,-0.01465,,,,0.71532,0.67032,0.19505,0.03061,
7.24219,0.61035,-4.82178,-0.73242,-0.08594,1.03174,-0.01538,962.323,26.6,,0.71536,0.67035,0.19485,0.03035,
7.25000,0.48828,-4.45557,-0.67139,-0.08301,1.02783,-0.01245,,,,0.71540,0.67038,0.19466,0.03010,
7.25781,0.18311,-4.33350,-0.91553,-0.08521,1.02930,-0.01221,962.299,26.6,,0.71545,0.67038,0.19449,0.02986,
7.26563,0.42725,-4.45557,-0.54932,-0.09204,1.03125,-0.01685,,,,0.71549,0.67040,0.19430,0.02962,
7.27344,0.97656,-4.39453,-0.61035,-0.08691,1.03247,-0.01074,962.310,26.6,,0.71551,0.67045,0.19412,0.02938,
7.28125,1.03760,-4.57764,-0.61035,-0.08838,1.03247,-0.01294,,,,0.71552,0.67050,0.19392,0.02913,
7.28906,0.91553,-4.57764,-0.54932,-0.09033,1.02539,-0.01196,962.281,26.6,,0.71554,0.67055,0.19373,0.02888,
7.29688,0.91553,-5.00488,-0.48828,-0.08276,1.02271,-0.00879,,,,0.71557,0.67060,0.19351,0.02862,
7.30469,1.03760,-5.12695,-0.79346,-0.07910,1.02515,-0.01074,962.315,26.6,,0.71559,0.67065,0.19329,0.02833,
7.31250,0.91553,-4.63867,-0.67139,-0.07935,1.02905,-0.01636,,,,0.71561,0.67069,0.19310,0.02807,
7.32031,0.85449,-4.08936,-0.48828,-0.08154,1.02954,-0.01074,962.336,26.6,,0.71562,0.67074,0.19292,0.02785,
7.32813,0.79346,-4.02832,-0.79346,-0.08740,1.02905,-0.01270,,,,0.71564,0.67077,0.19276,0.02762,
7.33594,0.24414,-4.21143,-1.22070,-0.09033,1.02881,-0.01099,962.312,26.6,,0.71569,0.67078,0.19261,0.02736,
7.34375,0.24414,-4.27246,-1.22070,-0.08960,1.03320,-0.01245,,,,0.71573,0.67078,0.19246,0.02711,
7.35156,0.30518,-4.45557,-1.03760,-0.09082,1.03320,-0.01270,962.323,26.6,,0.71578,0.67079,0.19229,0.02685,
7.35938,0.42725,-5.24902,-1.03760,-0.08398,1.03442,-0.01514,,,,0.71583,0.67081,0.19208,0.02655,
7.36719,0.48828,-5.49316,-0.97656,-0.08130,1.03442,-0.01563,962.303,26.6,,0.71588,0.67083,0.19186,0.02625,
7.37500,0.54932,-5.31006,-0.85449,-0.08325,1.03711,-0.01270,,,,0.71593,0.67085,0.19164,0.02596,
7.38281,0.61035,-5.18799,-0.73242,-0.08350,1.04053,-0.01465,962.306,26.6,,0.71597,0.67088,0.19142,0.02567,
7.39063,0.67139,-5.00488,-0.91553,-0.07690,1.03979,-0.01392,,,,0.71601,0.67091,0.19122,0.02539,
7.39844,0.48828,-4.88281,-1.15967,-0.07300,1.04126,-0.01782,962.314,26.6,,0.71605,0.67093,0.19104,0.02511,
7.40625,0.61035,-4.45557,-1.15967,-0.07397,1.03882,-0.01440,,,,0.71608,0.67095,0.19087,0.02484,
7.41406,0.73242,-4.02832,-1.28174,-0.08691,1.03613,-0.01343,962.317,26.6,,0.71610,0.67098,0.19073,0.02458,
7.42188,0.79346,-3.90625,-1.15967,-0.09131,1.04199,-0.01025,,,,0.71612,0.67101,0.19060,0.02434,
7.42969,0.61035,-4.45557,-0.85449,-0.09106,1.04248,-0.00684,962.314,26.6,,0.71615,0.67104,0.19042,0.02408,
7.43750,0.42725,-4.57764,-0.48828,-0.08301,1.04053,-0.01270,,,,0.71619,0.67106,0.19022,0.02385,
7.44531,0.30518,-4.82178,-0.36621,-0.07959,1.04126,-0.01392,962.314,26.6,,0.71624,0.67108,0.19000,0.02360,
7.45313,0.42725,-4.51660,-0.79346,-0.07739,1.03882,-0.01099,,,,0.71628,0.67110,0.18982,0.02335,
7.46094,0.24414,-4.15039,-1.28174,-0.08472,1.03784,-0.00635,962.309,26.6,,0.71632,0.67110,0.18967,0.02310,
7.46875,0.42725,-4.39453,-1.09863,-0.09131,1.03857,-0.00610,,,,0.71636,0.67111,0.18951,0.02284,
7.47656,0.67139,-4.63867,-0.73242,-0.08838,1.02588,-0.01270,962.300,26.6,,0.71639,0.67114,0.18932,0.02258,
7.48438,0.30518,-4.76074,-0.79346,-0.08740,1.02808,-0.01099,,,,0.71644,0.67115,0.18912,0.02232,
7.49219,0.18311,-4.57764,-0.97656,-0.08350,1.03345,-0.01440,962.307,26.6,,0.71649,0.67116,0.18894,0.02206,
7.50000,0.30518,-4.57764,-1.03760,-0.08008,1.03540,-0.01514,,,,0.71654,0.67117,0.18876,0.02180,
7.50781,0.42725,-4.63867,-0.85449,-0.08325,1.03345,-0.01196,962.338,26.6,,0.71658,0.67118,0.18858,0.02154,
7.51563,0.36621,-4.63867,-0.61035,-0.08472,1.03442,-0.01123,,,,0.71662,0.67120,0.18838,0.02129,
7.52344,0.30518,-4.45557,-0.30518,-0.07959,1.03271,-0.01196,962.305,26.6,,0.71667,0.67122,0.18818,0.02107,
7.53125,0.48828,-3.96729,-0.54932,-0.08130,1.03198,-0.01123,,,,0.71670,0.67124,0.18801,0.02086,
7.53906,0.54932,-3.96729,-0.85449,-0.08496,1.03223,-0.01318,962.314,26.6,,0.71672,0.67126,0.18785,0.02063,
7.54688,0.61035,-3.54004,-1.28174,-0.08765,1.03491,-0.01880,,,,0.71674,0.67128,0.18774,0.02040,
7.55469,0.61035,-4.76074,-1.83105,-0.09814,1.03857,-0.01343,962.318,26.6,,0.71678,0.67129,0.18759,0.02008,
7.56250,0.36621,-5.73730,-2.13623,-0.10352,1.04004,-0.01465,,,,0.71684,0.67129,0.18741,0.01971,
7.57031,0.73242,-8.05664,-2.50244,-0.09644,1.03662,-0.01367,962.307,26.6,,0.71691,0.67131,0.18713,0.01921,
7.57813,-0.54932,-9.46045,-2.50244,-0.10596,1.04492,-0.02100,,,,0.71706,0.67126,0.18678,0.01866,
7.58594,-1.77002,-9.27734,-2.80762,-0.11084,1.05615,-0.01099,962.299,26.6,,0.71726,0.67115,0.18645,0.01812,
7.59375,-3.78418,-10.74219,-2.38037,-0.10547,1.04517,0.00513,,,,0.71757,0.67095,0.18603,0.01756,
7.60156,-4.21143,-12.32910,-1.52588,-0.10571,1.02686,0.01147,962.317,26.6,,0.71792,0.67074,0.18549,0.01698,
7.60938,-4.15039,-12.14600,-1.46484,-0.10229,1.02612,0.00830,,,,0.71827,0.67053,0.18496,0.01640,
7.61719,-4.82178,-9.64355,-1.52588,-0.10693,1.03882,0.02148,962.316,26.6,,0.71861,0.67029,0.18455,0.01595,
7.62500,-5.49316,-10.68115,-2.62451,-0.12598,1.02808,0.03003,,,,0.71900,0.67000,0.18414,0.01540,
7.63281,-5.73730,-11.35254,-3.23486,-0.13135,1.02490,0.02441,962.302,26.6,,0.71941,0.66969,0.18373,0.01480,
7.64063,-6.10352,-11.71875,-4.08936,-0.11548,1.02148,0.00488,,,,0.71984,0.66935,0.18333,0.01414,
7.64844,-6.53076,-12.32910,-4.82178,-0.08887,1.01587,-0.01587,962.300,26.6,,0.72029,0.66898,0.18294,0.01342,
7.65625,-6.83594,-9.52148,-5.73730,-0.07422,1.02734,-0.04810,,,,0.72073,0.66858,0.18273,0.01279,
7.66406,-7.81250,-7.14111,-5.85938,-0.08081,1.03320,-0.05078,962.322,26.6,,0.72118,0.66813,0.18264,0.01228,
7.67188,-9.33838,-5.67627,-5.79834,-0.10205,1.02612,-0.05664,,,,0.72168,0.66760,0.18261,0.01185,
7.67969,-9.21631,-4.76074,-5.24902,-0.09766,1.02295,-0.06665,962.281,26.6,,0.72216,0.66709,0.18261,0.01149,
7.68750,-8.48389,-4.33350,-5.00488,-0.10156,1.02148,-0.06152,,,,0.72260,0.66661,0.18262,0.01115,
7.69531,-6.34766,-5.31006,-5.49316,-0.11670,1.02148,-0.04492,962.321,26.6,,0.72296,0.66623,0.18260,0.01072,
7.70313,-5.00488,-6.16455,-7.56836,-0.12866,1.03345,-0.03223,,,,0.72327,0.66590,0.18264,0.01013,
7.71094,-4.82178,-6.71387,-8.66699,-0.12915,1.03467,-0.02124,962.296,26.6,,0.72358,0.66556,0.18269,0.00946,
7.71875,-3.90625,-6.59180,-9.64355,-0.13184,1.05469,-0.01367,,,,0.72385,0.66525,0.18280,0.00873,
7.72656,-3.66211,-6.40869,-10.37598,-0.14307,1.06934,0.00659,962.315,26.6,,0.72410,0.66494,0.18296,0.00797,
7.73438,-3.84521,-7.81250,-10.98633,-0.14600,1.06665,0.00830,,,,0.72437,0.66462,0.18307,0.00713,
7.74219,-3.96729,-8.36182,-11.53564,-0.15820,1.06787,0.02393,962.330,26.6,,0.72466,0.66428,0.18317,0.00623,
7.75000,-4.08936,-9.58252,-11.35254,-0.17529,1.05981,0.04956,,,,0.72497,0.66394,0.18321,0.00528,
7.75781,-3.54004,-10.62012,-11.16943,-0.18188,1.05322,0.05200,962.334,26.6,,0.72527,0.66363,0.18319,0.00429,
7.76563,-3.78418,-12.57324,-12.20703,-0.18286,1.04028,0.05518,,,,0.72560,0.66330,0.18312,0.00317,
7.77344,-4.15039,-13.73291,-12.75635,-0.17407,1.04321,0.03906,962.327,26.6,,0.72596,0.66293,0.18302,0.00197,
7.78125,-4.15039,-14.16016,-13.00049,-0.16504,1.04590,0.03564,,,,0.72633,0.66257,0.18290,0.00074,
7.78906,-4.02832,-13.67188,-14.58740,-0.14502,1.03735,0.03784,962.328,26.6,,0.72668,0.66219,0.18288,-0.00055,
7.79688,-4.88281,-13.36670,-16.41846,-0.16040,1.04370,0.03540,,,,0.72707,0.66174,0.18296,-0.00191,
7.80469,-4.76074,-13.12256,-16.96777,-0.17188,1.04541,0.03223,962.308,26.6,,0.72744,0.66129,0.18308,-0.00328,
7.81250,-4.39453,-13.36670,-18.37158,-0.17041,1.03223,0.03589,,,,0.72780,0.66084,0.18324,-0.00474,
7.82031,-4.45557,-13.36670,-19.59229,-0.14722,1.02637,0.03784,962.295,26.6,,0.72816,0.66037,0.18346,-0.00626,
7.82813,-4.45557,-12.87842,-19.89746,-0.14478,1.02563,0.03613,,,,0.72851,0.65989,0.18372,-0.00777,
7.83594,-5.37109,-12.51221,-21.05713,-0.14990,1.03052,0.02612,962.324,26.6,,0.72890,0.65935,0.18405,-0.00931,
7.84375,-6.34766,-11.35254,-22.21680,-0.14307,1.02271,0.03442,,,,0.72931,0.65875,0.18449,-0.01084,
7.85156,-6.71387,-10.37598,-22.39990,-0.13770,1.02490,0.04077,962.291,26.6,,0.72973,0.65813,0.18498,-0.01234,
7.85938,-8.42285,-8.30078,-23.25439,-0.14526,1.04004,0.05225,,,,0.73019,0.65741,0.18562,-0.01376,
7.86719,-10.25391,-6.59180,-24.47510,-0.16235,1.04126,0.05615,962.313,26.6,,0.73071,0.65658,0.18640,-0.01514,
7.87500,-10.19287,-6.04248,-25.39063,-0.15942,1.04150,0.05884,,,,0.73121,0.65574,0.18724,-0.01655,
7.88281,-9.94873,-5.55420,-26.36719,-0.18091,1.04834,0.06250,962.272,26.6,,0.73170,0.65490,0.18815,-0.01799,
7.89063,-10.62012,-6.83594,-27.77100,-0.21460,1.04712,0.07397,,,,0.73222,0.65401,0.18906,-0.01954,
7.89844,-10.98633,-7.26318,-28.25928,-0.22217,1.04736,0.07837,962.303,26.6,,0.73277,0.65308,0.18998,-0.02113,
7.90625,-10.49805,-9.82666,-28.80859,-0.22803,1.05933,0.07764,,,,0.73332,0.65217,0.19078,-0.02287,
7.91406,-11.90186,-10.74219,-29.41895,-0.21655,1.05762,0.07886,962.266,26.6,,0.73394,0.65117,0.19157,-0.02467,
7.92188,-12.45117,-11.10840,-29.35791,-0.20874,1.06006,0.07593,,,,0.73459,0.65015,0.19234,-0.02647,
7.92969,-13.18359,-10.31494,-28.68652,-0.20288,1.06763,0.08154,962.293,26.6,,0.73525,0.64909,0.19312,-0.02819,
7.93750,-13.61084,-10.55908,-28.80859,-0.21631,1.08130,0.08765,,,,0.73594,0.64801,0.19389,-0.02992,
7.94531,-13.85498,-10.37598,-29.47998,-0.21973,1.07837,0.09180,962.318,26.6,,0.73662,0.64690,0.19470,-0.03167,
7.95313,-14.40430,-9.64355,-31.12793,-0.21313,1.07446,0.09082,,,,0.73732,0.64574,0.19561,-0.03347,
7.96094,-15.44189,-7.14111,-32.04346,-0.20215,1.08032,0.09888,962.282,26.6,,0.73802,0.64452,0.19670,-0.03519,
7.96875,-15.99121,-5.98145,-31.92139,-0.21509,1.07642,0.10156,,,,0.73872,0.64327,0.19784,-0.03684,
7.97656,-16.84570,-4.69971,-32.53174,-0.24146,1.06543,0.10425,962.313,26.6,,0.73944,0.64197,0.19907,-0.03846,
7.98438,-17.33398,-3.90625,-34.05762,-0.25415,1.04883,0.11133,,,,0.74016,0.64062,0.20041,-0.04011,
7.99219,-17.45605,-4.45557,-34.24072,-0.25952,1.04883,0.10449,962.297,26.6,,0.74089,0.63926,0.20173,-0.04179,
8.00000,-17.63916,-5.67627,-33.93555,-0.26636,1.04541,0.10522,,,,0.74163,0.63788,0.20297,-0.04351,
8.00781,-18.24951,-6.95801,-33.81348,-0.25171,1.03394,0.10718,962.306,26.6,,0.74242,0.63647,0.20414,-0.04527,
8.01563,-18.61572,-6.59180,-34.05762,-0.24683,1.03784,0.10278,,,,0.74321,0.63503,0.20534,-0.04702,
8.02344,-18.73779,-6.71387,-33.87451,-0.24902,1.02856,0.09180,962.295,26.6,,0.74401,0.63358,0.20652,-0.04876,
8.03125,-18.92090,-6.28662,-34.42383,-0.24341,1.00806,0.10229,,,,0.74479,0.63211,0.20775,-0.05052,
8.03906,-19.22607,-5.61523,-34.66797,-0.23682,1.00293,0.10669,962.304,26.6,,0.74558,0.63062,0.20903,-0.05224,
8.04688,-20.01953,-4.76074,-35.58350,-0.24023,1.01367,0.09326,,,,0.74638,0.62908,0.21039,-0.05397,
8.05469,-19.89746,-4.15039,-36.25488,-0.24805,1.00903,0.08960,962.326,26.6,,0.74716,0.62753,0.21180,-0.05571,
8.06250,-19.83643,-3.54004,-36.62109,-0.24219,1.00342,0.09570,,,,0.74791,0.62598,0.21326,-0.05744,
8.07031,-20.62988,-2.99072,-36.74316,-0.24097,0.99829,0.09546,962.295,26.6,,0.74869,0.62438,0.21476,-0.05914,
8.07813,-20.62988,-1.64795,-36.68213,-0.23804,0.99780,0.09668,,,,0.74944,0.62278,0.21632,-0.06078,
8.08594,-20.87402,0.91553,-36.56006,-0.22754,0.99561,0.10059,962.301,26.6,,0.75016,0.62117,0.21800,-0.06230,
8.09375,-21.17920,2.50244,-36.80420,-0.22461,0.99902,0.10791,,,,0.75086,0.61955,0.21978,-0.06376,
