Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 963

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
17.01563,0.73242,-3.41797,0.06104,-0.05615,1.03809,0.05127,,,,0.89740,0.42485,0.11903,0.00177,
17.02344,1.03760,-3.60107,0.00000,-0.05371,1.03784,0.05347,962.277,26.8,,0.89740,0.42492,0.11881,0.00166,
17.03125,1.09863,-3.47900,-0.12207,-0.05908,1.04028,0.05200,,,,0.89739,0.42500,0.11860,0.00154,
17.03906,1.09863,-3.78418,-0.54932,-0.07104,1.03516,0.04980,962.302,26.8,,0.89738,0.42507,0.11838,0.00139,
17.04688,1.34277,-3.54004,-0.48828,-0.07471,1.03198,0.04199,,,,0.89737,0.42516,0.11818,0.00125,
17.05469,1.22070,-4.02832,-0.67139,-0.07446,1.03198,0.04150,962.307,26.8,,0.89736,0.42524,0.11795,0.00108,
17.06250,1.34277,-3.17383,-0.06104,-0.07861,1.02954,0.03735,,,,0.89734,0.42533,0.11776,0.00098,
17.07031,1.34277,-3.60107,0.00000,-0.07520,1.02661,0.04150,962.293,26.8,,0.89733,0.42542,0.11754,0.00086,
17.07813,1.34277,-3.60107,0.06104,-0.07397,1.02466,0.03979,,,,0.89731,0.42552,0.11732,0.00075,
17.08594,1.58691,-3.78418,0.30518,-0.07275,1.02832,0.04956,962.303,26.8,,0.89729,0.42563,0.11708,0.00065,
17.09375,1.22070,-3.84521,0.30518,-0.07202,1.03467,0.04614,,,,0.89728,0.42571,0.11683,0.00055,
17.10156,0.61035,-4.51660,0.36621,-0.07886,1.03345,0.04395,962.326,26.8,,0.89730,0.42576,0.11654,0.00044,
17.10938,0.97656,-4.76074,-0.30518,-0.07520,1.02124,0.05078,,,,0.89730,0.42583,0.11626,0.00028,
17.11719,0.79346,-5.00488,-0.18311,-0.07837,1.01953,0.04736,962.289,26.8,,0.89731,0.42589,0.11596,0.00011,
17.12500,0.48828,-4.88281,-0.24414,-0.08423,1.02808,0.04639,,,,0.89733,0.42592,0.11567,-0.00004,
17.13281,0.06104,-4.69971,-0.48828,-0.07861,1.03711,0.05078,962.297,26.8,,0.89737,0.42593,0.11539,-0.00021,
17.14063,0.48828,-4.88281,-0.42725,-0.07715,1.03174,0.05005,,,,0.89739,0.42597,0.11511,-0.00038,
17.14844,1.22070,-5.18799,-0.54932,-0.07788,1.03271,0.04297,962.304,26.8,,0.89739,0.42605,0.11480,-0.00057,
17.15625,1.22070,-4.94385,-0.79346,-0.07202,1.03320,0.04834,,,,0.89738,0.42613,0.11452,-0.00077,
17.16406,0.85449,-4.76074,-0.91553,-0.07495,1.03857,0.04419,962.342,26.8,,0.89739,0.42618,0.11426,-0.00097,
17.17188,0.42725,-5.61523,-1.46484,-0.07837,1.04126,0.04663,,,,0.89742,0.42621,0.11396,-0.00123,
17.17969,0.67139,-6.04248,-1.89209,-0.07202,1.03979,0.04297,962.282,26.8,,0.89744,0.42624,0.11364,-0.00152,
17.18750,0.73242,-5.49316,-1.70898,-0.06348,1.03979,0.04443,,,,0.89746,0.42628,0.11335,-0.00179,
17.19531,0.06104,-4.33350,-1.77002,-0.06519,1.03833,0.03711,962.334,26.8,,0.89749,0.42628,0.11314,-0.00202,
17.20313,-0.30518,-3.54004,-1.89209,-0.05811,1.03638,0.04590,,,,0.89752,0.42626,0.11298,-0.00224,
17.21094,-0.06104,-3.72314,-1.64795,-0.06641,1.03516,0.04370,962.288,26.8,,0.89754,0.42625,0.11280,-0.00245,
17.21875,0.00000,-3.54004,-1.46484,-0.06860,1.03613,0.04321,,,,0.89756,0.42625,0.11262,-0.00264,
17.22656,0.18311,-3.72314,-1.28174,-0.07007,1.03271,0.05078,962.320,26.8,,0.89758,0.42626,0.11243,-0.00282,
17.23438,0.30518,-4.02832,-1.22070,-0.07227,1.02881,0.04736,,,,0.89760,0.42628,0.11222,-0.00302,
17.24219,0.30518,-4.63867,-1.09863,-0.06055,1.03198,0.03882,962.275,26.8,,0.89762,0.42629,0.11197,-0.00322,
17.25000,0.67139,-3.96729,-0.61035,-0.06543,1.03198,0.03345,,,,0.89763,0.42634,0.11174,-0.00337,
17.25781,0.67139,-3.90625,-0.73242,-0.06128,1.03149,0.03540,962.299,26.9,,0.89763,0.42638,0.11152,-0.00354,
17.26563,0.85449,-4.33350,-0.85449,-0.06226,1.02734,0.04077,,,,0.89764,0.42644,0.11128,-0.00372,
17.27344,1.22070,-4.45557,-0.73242,-0.06128,1.03223,0.04443,962.330,26.8,,0.89763,0.42652,0.11103,-0.00390,
17.28125,1.03760,-4.63867,-0.61035,-0.06055,1.03052,0.04395,,,,0.89763,0.42658,0.11076,-0.00408,
17.28906,1.28174,-4.63867,-0.54932,-0.06396,1.02881,0.05469,962.286,26.8,,0.89762,0.42667,0.11049,-0.00426,
17.29688,1.15967,-4.88281,-0.91553,-0.05884,1.02856,0.04736,,,,0.89762,0.42674,0.11022,-0.00446,
17.30469,1.03760,-4.27246,-0.91553,-0.05322,1.03174,0.04321,962.295,26.9,,0.89762,0.42680,0.10998,-0.00465,
17.31250,0.91553,-2.50244,-0.48828,-0.05469,1.04077,0.04370,,,,0.89761,0.42686,0.10984,-0.00476,
17.32031,0.24414,-1.83105,-0.79346,-0.06567,1.04053,0.03589,962.291,26.8,,0.89761,0.42688,0.10975,-0.00486,
17.32813,0.06104,-1.46484,-1.03760,-0.07178,1.03027,0.04297,,,,0.89761,0.42689,0.10969,-0.00496,
17.33594,0.42725,-1.89209,-0.91553,-0.07080,1.02856,0.04395,962.285,26.8,,0.89761,0.42692,0.10960,-0.00508,
17.34375,0.54932,-3.17383,-0.42725,-0.07715,1.03271,0.04858,,,,0.89761,0.42696,0.10942,-0.00520,
17.35156,0.73242,-3.54004,-0.42725,-0.07520,1.03564,0.04834,962.336,26.8,,0.89761,0.42701,0.10921,-0.00533,
17.35938,1.03760,-3.41797,-0.18311,-0.07227,1.03540,0.05127,,,,0.89760,0.42708,0.10901,-0.00545,
17.36719,1.40381,-3.90625,-0.12207,-0.07593,1.03101,0.04492,962.298,26.8,,0.89759,0.42717,0.10877,-0.00558,
17.37500,1.09863,-3.47900,-0.54932,-0.06738,1.03564,0.05005,,,,0.89758,0.42724,0.10857,-0.00572,
17.38281,0.97656,-3.72314,-0.48828,-0.06665,1.03711,0.04492,962.327,26.8,,0.89757,0.42730,0.10836,-0.00586,
17.39063,-0.06104,-2.68555,-0.67139,-0.06592,1.04736,0.04370,,,,0.89759,0.42730,0.10821,-0.00598,
17.39844,-0.18311,-3.35693,-0.54932,-0.07227,1.04150,0.03613,962.276,26.9,,0.89761,0.42730,0.10802,-0.00611,
17.40625,-0.24414,-3.47900,-0.67139,-0.07471,1.03540,0.04077,,,,0.89764,0.42729,0.10783,-0.00625,
17.41406,-0.06104,-3.72314,-0.73242,-0.06592,1.03296,0.03979,962.326,26.9,,0.89767,0.42728,0.10762,-0.00640,
17.42188,-0.12207,-4.94385,-0.24414,-0.06934,1.04028,0.04150,,,,0.89770,0.42728,0.10733,-0.00656,
17.42969,-0.12207,-5.43213,-0.30518,-0.07349,1.04004,0.04199,962.322,26.9,,0.89774,0.42728,0.10700,-0.00673,
17.43750,0.42725,-5.98145,-0.42725,-0.06494,1.03394,0.04150,,,,0.89777,0.42731,0.10665,-0.00693,
17.44531,0.00000,-5.79834,-0.30518,-0.05347,1.03638,0.03979,962.285,26.8,,0.89780,0.42732,0.10630,-0.00712,
17.45313,-0.42725,-5.73730,-0.24414,-0.05322,1.04004,0.04053,,,,0.89785,0.42729,0.10596,-0.00730,
17.46094,-0.24414,-5.24902,-0.30518,-0.05176,1.03833,0.04297,962.311,26.9,,0.89789,0.42728,0.10564,-0.00746,
17.46875,0.06104,-4.27246,-0.12207,-0.05640,1.04102,0.03711,,,,0.89792,0.42729,0.10538,-0.00759,
17.47656,0.00000,-3.41797,-0.24414,-0.05981,1.04443,0.03491,962.259,26.9,,0.89794,0.42730,0.10518,-0.00771,
17.48438,-0.18311,-3.41797,-0.61035,-0.05542,1.03369,0.03760,,,,0.89796,0.42729,0.10499,-0.00784,
17.49219,0.24414,-3.35693,-0.36621,-0.05884,1.02954,0.03662,962.318,26.9,,0.89797,0.42731,0.10479,-0.00796,
17.50000,0.30518,-4.02832,-0.30518,-0.05640,1.03076,0.03662,,,,0.89799,0.42734,0.10456,-0.00810,
17.50781,0.85449,-4.57764,-0.12207,-0.05933,1.03223,0.03540,962.282,26.8,,0.89799,0.42740,0.10428,-0.00824,
17.51563,0.85449,-4.33350,0.18311,-0.06104,1.02783,0.03711,,,,0.89799,0.42746,0.10401,-0.00836,
17.52344,0.79346,-4.69971,-0.12207,-0.06616,1.03052,0.03833,962.299,26.9,,0.89800,0.42751,0.10372,-0.00851,
17.53125,0.85449,-5.00488,-0.30518,-0.06445,1.03296,0.04468,,,,0.89801,0.42757,0.10342,-0.00868,
17.53906,0.79346,-4.51660,-0.06104,-0.05908,1.03687,0.04224,962.271,26.9,,0.89801,0.42762,0.10315,-0.00882,
17.54688,0.85449,-4.02832,-0.12207,-0.06152,1.03931,0.04150,,,,0.89801,0.42768,0.10290,-0.00895,
17.55469,0.67139,-3.54004,-0.73242,-0.06201,1.02905,0.03809,962.311,26.9,,0.89801,0.42773,0.10270,-0.00910,
17.56250,0.73242,-2.38037,-0.67139,-0.05859,1.03052,0.03516,,,,0.89800,0.42778,0.10258,-0.00922,
17.57031,0.73242,-2.25830,-0.36621,-0.06519,1.03223,0.03467,962.335,26.9,,0.89799,0.42783,0.10245,-0.00931,
17.57813,0.79346,-3.84521,-0.42725,-0.07007,1.02856,0.03882,,,,0.89799,0.42788,0.10222,-0.00945,
17.58594,1.03760,-5.43213,-0.30518,-0.06909,1.03418,0.04199,962.283,26.9,,0.89799,0.42795,0.10190,-0.00963,
17.59375,1.15967,-5.85938,-0.30518,-0.06372,1.03516,0.03955,,,,0.89799,0.42802,0.10155,-0.00983,
17.60156,0.91553,-5.85938,-0.36621,-0.06079,1.03833,0.03955,962.273,26.9,,0.89800,0.42808,0.10120,-0.01003,
17.60938,0.85449,-5.73730,-0.30518,-0.05396,1.04126,0.04224,,,,0.89801,0.42814,0.10085,-0.01022,
17.61719,1.03760,-5.61523,-0.42725,-0.05347,1.04077,0.04272,962.307,26.9,,0.89801,0.42820,0.10052,-0.01041,
17.62500,1.40381,-5.24902,-0.61035,-0.05225,1.03516,0.04785,,,,0.89800,0.42829,0.10022,-0.01061,
17.63281,0.97656,-3.96729,-0.67139,-0.05420,1.04370,0.04761,962.313,26.9,,0.89800,0.42835,0.09999,-0.01077,
17.64063,0.54932,-2.68555,-0.73242,-0.05420,1.05005,0.04346,,,,0.89799,0.42839,0.09985,-0.01090,
17.64844,0.36621,-2.99072,-0.24414,-0.06616,1.04126,0.03784,962.294,26.9,,0.89800,0.42842,0.09967,-0.01100,
17.65625,0.73242,-4.45557,-0.48828,-0.06055,1.02295,0.04297,,,,0.89800,0.42846,0.09941,-0.01117,
17.66406,1.15967,-4.94385,-0.30518,-0.05566,1.02783,0.04297,962.278,26.9,,0.89800,0.42854,0.09911,-0.01134,
17.67188,1.09863,-5.00488,0.12207,-0.04883,1.03467,0.04370,,,,0.89800,0.42861,0.09880,-0.01148,
17.67969,1.28174,-4.76074,0.00000,-0.05225,1.02954,0.04639,962.285,26.9,,0.89799,0.42870,0.09851,-0.01163,
17.68750,1.40381,-4.76074,-0.12207,-0.04858,1.02734,0.04541,,,,0.89797,0.42879,0.09822,-0.01178,
17.69531,1.22070,-4.21143,-0.30518,-0.04932,1.01953,0.05078,962.294,26.9,,0.89796,0.42887,0.09797,-0.01193,
17.70313,1.03760,-3.35693,-0.24414,-0.05444,1.03149,0.04810,,,,0.89795,0.42894,0.09777,-0.01205,
17.71094,0.79346,-2.56348,-0.36621,-0.05640,1.03101,0.04297,962.292,26.9,,0.89794,0.42899,0.09762,-0.01215,
17.71875,0.61035,-1.89209,-0.67139,-0.05884,1.02881,0.04199,,,,0.89793,0.42903,0.09752,-0.01225,
17.72656,-0.24414,-1.95313,-0.91553,-0.07080,1.02271,0.03906,962.306,26.9,,0.89794,0.42902,0.09743,-0.01236,
17.73438,-0.24414,-2.25830,-0.85449,-0.07373,1.02295,0.03687,,,,0.89796,0.42900,0.09732,-0.01247,
17.74219,0.42725,-3.78418,-0.54932,-0.06958,1.01978,0.03491,962.298,26.9,,0.89797,0.42903,0.09710,-0.01262,
17.75000,-0.48828,-1.95313,-0.73242,-0.07690,1.03491,0.07886,,,,0.89799,0.42901,0.09700,-0.01272,
17.75781,-3.11279,-1.34277,-2.13623,-0.10718,1.03052,0.10815,962.292,26.9,,0.89808,0.42881,0.09698,-0.01287,
17.76563,-3.41797,-2.44141,-2.74658,-0.10278,1.01929,0.10864,,,,0.89819,0.42859,0.09692,-0.01308,
17.77344,-5.24902,-1.77002,-4.69971,-0.08301,1.01904,0.11157,962.283,26.9,,0.89835,0.42824,0.09695,-0.01338,
17.78125,-8.30078,0.06104,-6.71387,-0.08521,1.03687,0.07031,,,,0.89858,0.42770,0.09716,-0.01374,
17.78906,-8.17871,0.79346,-7.75146,-0.09692,1.02710,0.05933,962.313,26.9,,0.89880,0.42716,0.09744,-0.01413,
17.79688,-8.30078,1.22070,-9.03320,-0.11182,1.01465,0.03662,,,,0.89902,0.42660,0.09779,-0.01460,
17.80469,-9.03320,0.91553,-8.36182,-0.11768,1.02148,0.03467,962.274,26.9,,0.89926,0.42600,0.09809,-0.01502,
17.81250,-8.72803,0.30518,-8.17871,-0.11353,1.03271,0.02588,,,,0.89950,0.42542,0.09836,-0.01545,
17.82031,-6.89697,-2.25830,-8.05664,-0.11279,1.03955,0.02271,962.311,26.9,,0.89970,0.42495,0.09846,-0.01597,
17.82813,-5.85938,-4.45557,-8.97217,-0.09814,1.02197,0.04541,,,,0.89989,0.42454,0.09845,-0.01660,
17.83594,-5.73730,-5.61523,-9.52148,-0.09937,1.02539,0.04956,962.297,26.9,,0.90008,0.42412,0.09839,-0.01731,
17.84375,-5.73730,-6.83594,-10.07080,-0.09741,1.04614,0.05420,,,,0.90027,0.42371,0.09827,-0.01809,
17.85156,-5.55420,-7.20215,-10.43701,-0.09033,1.06201,0.06519,962.298,26.9,,0.90046,0.42330,0.09814,-0.01890,
17.85938,-5.18799,-7.69043,-10.43701,-0.08838,1.06372,0.07129,,,,0.90065,0.42291,0.09797,-0.01972,
17.86719,-4.63867,-8.30078,-9.94873,-0.07153,1.06665,0.07275,962.312,26.9,,0.90082,0.42255,0.09775,-0.02054,
17.87500,-4.15039,-7.32422,-8.54492,-0.04492,1.06543,0.06860,,,,0.90097,0.42224,0.09755,-0.02125,
17.88281,-4.02832,-6.40869,-7.87354,-0.03467,1.06836,0.06226,962.283,26.9,,0.90111,0.42194,0.09739,-0.02189,
17.89063,-3.29590,-5.24902,-7.38525,-0.02783,1.06323,0.06055,,,,0.90122,0.42169,0.09729,-0.02247,
17.89844,-3.35693,-2.19727,-6.95801,-0.03027,1.05737,0.06250,962.307,26.9,,0.90132,0.42145,0.09735,-0.02293,
17.90625,-3.35693,-1.22070,-6.77490,-0.03564,1.05469,0.06299,,,,0.90141,0.42120,0.09748,-0.02336,
17.91406,-3.47900,0.85449,-7.20215,-0.04907,1.04932,0.06860,962.276,26.9,,0.90149,0.42095,0.09774,-0.02376,
17.92188,-3.35693,1.58691,-7.26318,-0.04883,1.04639,0.06567,,,,0.90156,0.42071,0.09805,-0.02413,
17.92969,-3.11279,2.07520,-7.26318,-0.06177,1.04858,0.06909,962.303,26.9,,0.90162,0.42048,0.09839,-0.02450,
17.93750,-2.80762,1.28174,-7.20215,-0.07202,1.02832,0.07422,,,,0.90167,0.42028,0.09868,-0.02488,
17.94531,-2.25830,1.15967,-6.89697,-0.06177,1.01978,0.07056,962.259,26.9,,0.90171,0.42010,0.09895,-0.02526,
17.95313,-2.50244,1.15967,-6.65283,-0.06055,1.02490,0.06177,,,,0.90176,0.41991,0.09922,-0.02561,
17.96094,-3.54004,0.30518,-6.77490,-0.06689,1.03271,0.04639,962.307,26.9,,0.90184,0.41966,0.09943,-0.02600,
17.96875,-3.23486,-1.46484,-6.65283,-0.06909,1.01636,0.03613,,,,0.90193,0.41942,0.09954,-0.02642,
17.97656,-2.80762,-2.07520,-5.92041,-0.06323,1.00317,0.03345,962.290,26.9,,0.90201,0.41922,0.09959,-0.02683,
17.98438,-1.70898,-4.21143,-5.18799,-0.05884,1.00366,0.02295,,,,0.90207,0.41908,0.09948,-0.02725,
17.99219,-0.61035,-3.35693,-4.63867,-0.05420,1.01514,0.01270,962.305,26.9,,0.90210,0.41901,0.09940,-0.02763,
18.00000,-0.48828,-3.41797,-4.39453,-0.05518,1.01807,0.01733,,,,0.90212,0.41896,0.09932,-0.02799,
18.00781,0.06104,-4.33350,-4.21143,-0.05981,1.01831,0.03223,962.288,26.9,,0.90214,0.41894,0.09917,-0.02837,
18.01563,0.97656,-4.08936,-3.35693,-0.05249,1.03198,0.04321,,,,0.90213,0.41898,0.09901,-0.02870,
18.02344,0.97656,-3.90625,-2.68555,-0.05469,1.04517,0.04077,962.301,26.9,,0.90212,0.41902,0.09885,-0.02898,
18.03125,1.09863,-4.82178,-1.52588,-0.05591,1.04565,0.04224,,,,0.90211,0.41908,0.09859,-0.02922,
18.03906,1.70898,-5.61523,-0.54932,-0.05029,1.03784,0.04248,962.284,26.9,,0.90209,0.41918,0.09826,-0.02942,
18.04688,1.70898,-5.79834,-0.06104,-0.05640,1.03906,0.04688,,,,0.90208,0.41928,0.09790,-0.02960,
18.05469,1.89209,-5.06592,0.54932,-0.06030,1.03589,0.05005,962.310,26.9,,0.90205,0.41940,0.09756,-0.02972,
