Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 963

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
18.06250,2.25830,-4.21143,0.79346,-0.06958,1.03076,0.06030,,,,0.90201,0.41955,0.09728,-0.02981,
18.07031,2.31934,-3.78418,1.09863,-0.07397,1.03076,0.06445,962.311,26.9,,0.90197,0.41970,0.09701,-0.02986,
18.07813,2.31934,-1.77002,1.95313,-0.08032,1.04028,0.05591,,,,0.90192,0.41986,0.09684,-0.02981,
18.08594,2.44141,-3.78418,2.31934,-0.09399,1.02222,0.05347,962.302,26.9,,0.90187,0.42003,0.09653,-0.02979,
18.09375,2.92969,-5.12695,2.25830,-0.09204,1.01489,0.05518,,,,0.90182,0.42022,0.09615,-0.02981,
18.10156,2.99072,-6.53076,2.56348,-0.08691,1.01758,0.05762,962.278,26.9,,0.90178,0.42042,0.09566,-0.02986,
18.10938,1.70898,-6.46973,2.25830,-0.08643,1.03101,0.06860,,,,0.90177,0.42054,0.09520,-0.02992,
18.11719,0.97656,-6.04248,1.83105,-0.09497,1.03052,0.07300,962.301,26.9,,0.90178,0.42060,0.09477,-0.02998,
18.12500,1.15967,-7.14111,1.34277,-0.09644,1.01953,0.07788,,,,0.90179,0.42068,0.09429,-0.03011,
18.13281,0.18311,-5.37109,1.15967,-0.09912,1.02222,0.08276,962.277,26.9,,0.90182,0.42070,0.09393,-0.03019,
18.14063,-0.12207,-5.61523,1.09863,-0.10645,1.02490,0.08521,,,,0.90186,0.42069,0.09355,-0.03028,
18.14844,-0.18311,-7.32422,0.06104,-0.11035,1.01489,0.09106,962.313,26.9,,0.90191,0.42068,0.09310,-0.03049,
18.15625,-0.61035,-6.34766,-1.15967,-0.10303,1.01294,0.09131,,,,0.90196,0.42063,0.09274,-0.03074,
18.16406,-0.73242,-5.31006,-1.95313,-0.09863,1.01294,0.09302,962.280,26.9,,0.90200,0.42057,0.09247,-0.03100,
18.17188,-0.85449,-4.15039,-2.80762,-0.09375,1.01855,0.08545,,,,0.90204,0.42050,0.09230,-0.03129,
18.17969,-2.01416,-1.28174,-4.76074,-0.09863,1.02612,0.08179,962.324,26.9,,0.90209,0.42035,0.09236,-0.03160,
18.18750,-3.41797,1.22070,-7.38525,-0.11646,1.03418,0.07129,,,,0.90216,0.42011,0.09265,-0.03200,
18.19531,-3.72314,2.07520,-8.60596,-0.12939,1.03442,0.06738,962.312,26.9,,0.90223,0.41984,0.09304,-0.03245,
18.20313,-3.72314,2.92969,-10.31494,-0.14331,1.03809,0.07617,,,,0.90230,0.41956,0.09352,-0.03297,
18.21094,-3.54004,3.72314,-11.77979,-0.14771,1.04541,0.08008,962.280,26.9,,0.90234,0.41928,0.09409,-0.03357,
18.21875,-3.54004,4.08936,-12.39014,-0.15210,1.04980,0.08228,,,,0.90238,0.41901,0.09471,-0.03419,
18.22656,-3.66211,5.24902,-13.48877,-0.15991,1.05957,0.09985,962.319,26.9,,0.90242,0.41872,0.09542,-0.03484,
18.23438,-4.57764,5.98145,-14.95361,-0.17041,1.06934,0.11328,,,,0.90247,0.41836,0.09623,-0.03556,
18.24219,-4.94385,5.92041,-15.62500,-0.17383,1.06519,0.11646,962.298,26.9,,0.90253,0.41798,0.09705,-0.03632,
18.25000,-6.28662,5.55420,-17.88330,-0.16919,1.07446,0.11646,,,,0.90262,0.41750,0.09792,-0.03722,
18.25781,-7.44629,6.28662,-19.77539,-0.17261,1.08350,0.11499,962.302,26.9,,0.90274,0.41693,0.09889,-0.03821,
18.26563,-7.81250,6.22559,-20.38574,-0.17334,1.07739,0.11938,,,,0.90286,0.41634,0.09987,-0.03923,
18.27344,-8.42285,6.77490,-22.15576,-0.17383,1.07373,0.11938,962.318,26.9,,0.90298,0.41570,0.10094,-0.04034,
18.28125,-9.15527,8.30078,-23.37646,-0.18530,1.06396,0.12085,,,,0.90312,0.41500,0.10214,-0.04148,
18.28906,-9.27734,8.48389,-23.98682,-0.18726,1.05713,0.11694,962.298,26.9,,0.90325,0.41430,0.10337,-0.04265,
18.29688,-9.94873,9.70459,-25.63477,-0.18604,1.06152,0.11230,,,,0.90338,0.41354,0.10472,-0.04389,
18.30469,-10.49805,9.76563,-27.09961,-0.18994,1.04810,0.11133,962.300,26.9,,0.90352,0.41274,0.10611,-0.04520,
18.31250,-10.86426,10.13184,-28.01514,-0.18213,1.04248,0.11377,,,,0.90366,0.41191,0.10756,-0.04656,
18.32031,-11.90186,9.58252,-29.35791,-0.17676,1.04321,0.10278,962.279,26.9,,0.90382,0.41100,0.10901,-0.04802,
18.32813,-12.75635,11.23047,-30.27344,-0.18213,1.04468,0.10449,,,,0.90399,0.41003,0.11059,-0.04947,
18.33594,-12.51221,10.62012,-30.51758,-0.18335,1.03662,0.10620,962.294,26.9,,0.90415,0.40908,0.11214,-0.05096,
18.34375,-13.12256,9.70459,-31.67725,-0.17847,1.01807,0.11230,,,,0.90432,0.40807,0.11367,-0.05254,
18.35156,-13.67188,10.13184,-32.65381,-0.17529,1.02417,0.11768,962.302,26.9,,0.90450,0.40701,0.11525,-0.05416,
18.35938,-13.97705,10.68115,-33.14209,-0.17944,1.03320,0.12085,,,,0.90468,0.40594,0.11688,-0.05580,
18.36719,-14.64844,11.84082,-32.89795,-0.18335,1.04199,0.13867,962.290,26.9,,0.90485,0.40483,0.11858,-0.05738,
18.37500,-15.93018,12.81738,-32.53174,-0.17700,1.06152,0.12646,,,,0.90506,0.40364,0.12033,-0.05890,
18.38281,-16.41846,12.51221,-32.53174,-0.17847,1.05908,0.12280,962.268,26.9,,0.90527,0.40242,0.12206,-0.06043,
18.39063,-16.17432,11.53564,-33.08105,-0.17651,1.02930,0.11816,,,,0.90547,0.40120,0.12374,-0.06202,
18.39844,-15.80811,11.41357,-32.34863,-0.16797,1.02271,0.11597,962.292,26.9,,0.90566,0.40001,0.12540,-0.06357,
18.40625,-16.11328,12.20703,-32.47070,-0.16382,1.02246,0.11890,,,,0.90585,0.39880,0.12711,-0.06510,
18.41406,-16.29639,14.03809,-32.77588,-0.16479,1.02734,0.11963,962.295,26.9,,0.90602,0.39758,0.12894,-0.06660,
18.42188,-16.84570,16.23535,-33.20313,-0.17017,1.02173,0.12207,,,,0.90617,0.39633,0.13091,-0.06806,
18.42969,-17.15088,17.63916,-33.32520,-0.17725,1.02368,0.12988,962.285,26.9,,0.90632,0.39506,0.13298,-0.06948,
18.43750,-18.49365,20.56885,-33.56934,-0.19653,1.03784,0.14063,,,,0.90646,0.39372,0.13525,-0.07083,
18.44531,-18.67676,18.31055,-34.05762,-0.24268,1.02954,0.12573,962.294,26.9,,0.90662,0.39235,0.13738,-0.07227,
18.45313,-18.24951,16.47949,-34.30176,-0.24927,1.01587,0.12183,,,,0.90678,0.39099,0.13941,-0.07378,
18.46094,-17.82227,13.61084,-34.60693,-0.24438,0.99268,0.12939,962.295,26.9,,0.90694,0.38964,0.14126,-0.07539,
18.46875,-17.63916,11.84082,-34.54590,-0.23877,0.99902,0.12524,,,,0.90711,0.38828,0.14300,-0.07703,
18.47656,-17.57813,11.41357,-34.11865,-0.23804,1.00684,0.12158,962.297,26.9,,0.90728,0.38693,0.14470,-0.07867,
18.48438,-17.70020,11.47461,-33.32520,-0.24072,1.01514,0.12622,,,,0.90745,0.38558,0.14638,-0.08025,
18.49219,-17.70020,11.47461,-32.77588,-0.25073,1.01440,0.12476,962.286,26.9,,0.90761,0.38423,0.14805,-0.08180,
18.50000,-17.08984,10.68115,-32.59277,-0.25024,1.01416,0.12061,,,,0.90776,0.38291,0.14966,-0.08336,
18.50781,-16.78467,9.15527,-31.86035,-0.24902,1.00732,0.13867,962.280,26.9,,0.90792,0.38161,0.15115,-0.08492,
18.51563,-17.39502,10.00977,-31.73828,-0.24487,1.01978,0.15820,,,,0.90808,0.38027,0.15270,-0.08644,
18.52344,-18.00537,10.68115,-31.67725,-0.23950,1.02881,0.16431,962.271,26.9,,0.90824,0.37890,0.15429,-0.08794,
18.53125,-17.76123,12.26807,-31.61621,-0.23608,1.02222,0.14819,,,,0.90837,0.37755,0.15597,-0.08939,
18.53906,-18.00537,16.41846,-32.89795,-0.25073,1.00806,0.15088,962.286,26.9,,0.90845,0.37619,0.15794,-0.09081,
18.54688,-18.06641,18.55469,-33.44727,-0.26221,1.00171,0.15625,,,,0.90850,0.37484,0.16006,-0.09221,
18.55469,-17.63916,21.36230,-34.79004,-0.32471,0.99365,0.14868,962.277,26.9,,0.90849,0.37351,0.16238,-0.09362,
18.56250,-17.27295,21.91162,-36.49902,-0.37183,0.99365,0.16309,,,,0.90845,0.37218,0.16478,-0.09513,
18.57031,-17.27295,20.87402,-36.74316,-0.38525,0.98804,0.16479,962.295,26.9,,0.90841,0.37084,0.16712,-0.09668,
18.57813,-16.47949,16.72363,-36.49902,-0.38770,0.99072,0.15625,,,,0.90838,0.36953,0.16918,-0.09833,
18.58594,-15.68604,13.00049,-35.70557,-0.36816,0.98022,0.14307,962.293,26.9,,0.90838,0.36824,0.17100,-0.10003,
18.59375,-14.95361,12.20703,-36.19385,-0.33350,0.96680,0.13501,,,,0.90836,0.36698,0.17276,-0.10179,
18.60156,-14.89258,12.87842,-36.31592,-0.31641,0.96362,0.13403,962.316,26.9,,0.90832,0.36573,0.17457,-0.10353,
18.60938,-14.40430,15.74707,-36.74316,-0.30957,0.95459,0.12207,,,,0.90823,0.36452,0.17656,-0.10524,
18.61719,-14.28223,18.92090,-38.69629,-0.31982,0.95435,0.11548,962.308,26.9,,0.90807,0.36332,0.17880,-0.10699,
18.62500,-14.34326,20.69092,-39.79492,-0.32715,0.96118,0.11475,,,,0.90787,0.36210,0.18117,-0.10877,
18.63281,-13.97705,23.25439,-41.80908,-0.35449,0.95923,0.13281,962.287,26.9,,0.90761,0.36090,0.18374,-0.11060,
18.64063,-14.46533,24.96338,-44.61670,-0.41650,0.95190,0.15259,,,,0.90731,0.35964,0.18650,-0.11257,
18.64844,-13.91602,25.14648,-45.95947,-0.43823,0.95532,0.15576,962.292,26.9,,0.90696,0.35840,0.18929,-0.11461,
18.65625,-13.18359,22.39990,-47.42432,-0.44946,0.96655,0.14673,,,,0.90662,0.35715,0.19193,-0.11683,
18.66406,-12.57324,19.53125,-46.69189,-0.43384,0.96533,0.16016,962.286,26.9,,0.90629,0.35593,0.19438,-0.11907,
18.67188,-12.14600,18.92090,-46.50879,-0.43091,0.96973,0.15283,,,,0.90594,0.35473,0.19677,-0.12132,
18.67969,-11.71875,18.43262,-46.87500,-0.43286,0.98291,0.16113,962.281,26.9,,0.90558,0.35353,0.19914,-0.12361,
18.68750,-11.84082,17.39502,-46.50879,-0.43018,0.97974,0.16479,,,,0.90523,0.35233,0.20144,-0.12590,
18.69531,-11.84082,17.82227,-46.44775,-0.42578,0.97900,0.16650,962.288,26.9,,0.90486,0.35112,0.20375,-0.12817,
18.70313,-11.77979,18.55469,-47.18018,-0.44897,0.97705,0.16357,,,,0.90446,0.34991,0.20613,-0.13047,
18.71094,-11.96289,18.85986,-48.46191,-0.46216,0.97534,0.15796,962.267,26.9,,0.90404,0.34867,0.20856,-0.13284,
18.71875,-12.02393,18.92090,-48.64502,-0.45630,0.96948,0.15112,,,,0.90361,0.34741,0.21099,-0.13521,
18.72656,-11.59668,18.67676,-49.13330,-0.42480,0.95728,0.14844,962.289,26.9,,0.90315,0.34617,0.21341,-0.13762,
18.73438,-11.71875,20.75195,-49.86572,-0.39478,0.94385,0.15161,,,,0.90265,0.34493,0.21597,-0.14003,
18.74219,-11.84082,22.70508,-50.10986,-0.39038,0.94019,0.15674,962.286,26.9,,0.90210,0.34369,0.21866,-0.14240,
18.75000,-12.26807,26.48926,-50.96436,-0.42944,0.93359,0.14917,,,,0.90149,0.34244,0.22160,-0.14473,
18.75781,-12.51221,29.35791,-52.18506,-0.46704,0.91846,0.15454,962.281,26.9,,0.90081,0.34118,0.22475,-0.14706,
18.76563,-12.51221,30.45654,-52.49023,-0.48120,0.91577,0.16235,,,,0.90010,0.33992,0.22796,-0.14938,
18.77344,-12.08496,29.47998,-52.55127,-0.53638,0.91504,0.15723,962.301,26.9,,0.89937,0.33867,0.23111,-0.15173,
18.78125,-11.47461,25.14648,-54.50439,-0.62402,0.91333,0.16504,,,,0.89867,0.33737,0.23403,-0.15430,
18.78906,-10.86426,21.11816,-54.62646,-0.64502,0.91016,0.16260,962.302,26.9,,0.89799,0.33606,0.23670,-0.15699,
18.79688,-9.82666,12.08496,-52.97852,-0.60059,0.90698,0.15576,,,,0.89744,0.33475,0.23876,-0.15979,
18.80469,-8.72803,6.16455,-50.10986,-0.51123,0.91553,0.14746,962.295,26.9,,0.89699,0.33347,0.24037,-0.16257,
18.81250,-8.66699,5.79834,-49.37744,-0.48340,0.91748,0.15405,,,,0.89653,0.33221,0.24195,-0.16531,
18.82031,-9.27734,8.05664,-49.13330,-0.46582,0.91992,0.15161,962.300,26.9,,0.89605,0.33093,0.24366,-0.16797,
18.82813,-9.94873,11.35254,-49.43848,-0.47314,0.91602,0.15405,,,,0.89551,0.32964,0.24558,-0.17057,
18.83594,-10.55908,13.24463,-50.04883,-0.47656,0.90479,0.14697,962.267,26.9,,0.89493,0.32832,0.24763,-0.17315,
18.84375,-11.29150,17.02881,-51.26953,-0.48462,0.89111,0.14160,,,,0.89428,0.32697,0.24995,-0.17570,
18.85156,-11.59668,20.32471,-52.73438,-0.50684,0.88501,0.13013,962.287,26.9,,0.89355,0.32562,0.25250,-0.17826,
18.85938,-11.47461,21.60645,-53.28369,-0.51733,0.88037,0.12988,,,,0.89278,0.32427,0.25514,-0.18082,
18.86719,-11.29150,23.37646,-53.58887,-0.52588,0.85596,0.13281,962.273,26.9,,0.89195,0.32295,0.25789,-0.18336,
18.87500,-10.37598,25.93994,-53.16162,-0.51416,0.84595,0.14282,,,,0.89105,0.32172,0.26076,-0.18584,
18.88281,-10.07080,26.48926,-53.03955,-0.51782,0.84619,0.14136,962.282,26.9,,0.89011,0.32051,0.26366,-0.18830,
18.89063,-9.33838,28.07617,-53.22266,-0.55566,0.84570,0.15405,,,,0.88912,0.31935,0.26665,-0.19074,
18.89844,-8.54492,28.68652,-53.71094,-0.61157,0.84180,0.15796,962.275,26.9,,0.88807,0.31824,0.26967,-0.19321,
18.90625,-8.66699,28.07617,-53.52783,-0.61597,0.84229,0.15674,,,,0.88703,0.31711,0.27264,-0.19568,
18.91406,-8.42285,26.42822,-53.03955,-0.59521,0.84448,0.14941,962.308,26.9,,0.88600,0.31597,0.27550,-0.19815,
18.92188,-8.30078,26.06201,-52.79541,-0.62622,0.83398,0.14258,,,,0.88497,0.31484,0.27832,-0.20062,
18.92969,-8.17871,25.69580,-52.85645,-0.64233,0.82422,0.13892,962.288,26.9,,0.88392,0.31370,0.28112,-0.20310,
18.93750,-6.77490,24.35303,-52.73438,-0.64233,0.79883,0.14038,,,,0.88286,0.31263,0.28381,-0.20562,
18.94531,-6.16455,23.49854,-52.12402,-0.64380,0.78955,0.13306,962.330,26.9,,0.88179,0.31159,0.28642,-0.20813,
18.95313,-5.92041,23.43750,-52.42920,-0.64868,0.79126,0.14209,,,,0.88071,0.31055,0.28903,-0.21066,
18.96094,-5.55420,23.68164,-52.79541,-0.64404,0.78735,0.14380,962.275,26.9,,0.87959,0.30952,0.29165,-0.21322,
18.96875,-5.31006,24.41406,-53.58887,-0.62329,0.78662,0.14673,,,,0.87843,0.30850,0.29432,-0.21581,
18.97656,-6.04248,25.32959,-53.89404,-0.61816,0.79028,0.14453,962.276,26.9,,0.87724,0.30744,0.29706,-0.21837,
18.98438,-6.22559,27.95410,-54.68750,-0.63477,0.79053,0.13574,,,,0.87598,0.30638,0.29997,-0.22093,
18.99219,-6.04248,29.47998,-55.41992,-0.67456,0.78027,0.12720,962.288,26.9,,0.87466,0.30534,0.30298,-0.22349,
19.00000,-5.67627,29.66309,-55.72510,-0.71216,0.77368,0.12451,,,,0.87330,0.30431,0.30599,-0.22607,
19.00781,-5.24902,29.23584,-56.51855,-0.73047,0.76123,0.13037,962.266,26.9,,0.87192,0.30327,0.30899,-0.22872,
19.01563,-5.67627,26.36719,-57.00684,-0.74341,0.75049,0.11694,,,,0.87058,0.30215,0.31182,-0.23144,
19.02344,-5.12695,23.31543,-56.27441,-0.73682,0.73096,0.12085,962.269,26.9,,0.86929,0.30103,0.31445,-0.23418,
19.03125,-4.76074,22.03369,-55.90820,-0.73535,0.72803,0.11768,,,,0.86801,0.29991,0.31698,-0.23693,
19.03906,-4.51660,20.75195,-55.54199,-0.72339,0.72461,0.11401,962.289,26.9,,0.86675,0.29878,0.31941,-0.23969,
19.04688,-3.54004,20.20264,-55.29785,-0.69849,0.72583,0.09155,,,,0.86547,0.29771,0.32179,-0.24247,
19.05469,-3.17383,20.75195,-55.48096,-0.68848,0.72119,0.08521,962.269,26.9,,0.86415,0.29665,0.32419,-0.24524,
19.06250,-2.68555,23.37646,-55.90820,-0.70142,0.73071,0.08472,,,,0.86274,0.29566,0.32675,-0.24800,
19.07031,-2.50244,25.14648,-56.33545,-0.70996,0.72876,0.07593,962.303,26.9,,0.86127,0.29469,0.32940,-0.25074,
19.07813,-2.13623,26.00098,-56.21338,-0.72119,0.71484,0.07593,,,,0.85975,0.29375,0.33210,-0.25347,
19.08594,-1.95313,27.16064,-57.43408,-0.78687,0.69604,0.08838,962.267,26.9,,0.85817,0.29282,0.33487,-0.25624,
19.09375,-1.34277,25.32959,-58.71582,-0.82544,0.68579,0.09814,,,,0.85658,0.29185,0.33755,-0.25913,
19.10156,-1.03760,23.19336,-58.53271,-0.81885,0.68311,0.09741,962.282,26.9,,0.85502,0.29086,0.34009,-0.26206,
19.10938,-0.36621,19.40918,-56.70166,-0.79565,0.68213,0.09106,,,,0.85356,0.28988,0.34235,-0.26496,
19.11719,-0.54932,17.21191,-55.60303,-0.78296,0.68188,0.08105,962.312,26.9,,0.85215,0.28887,0.34446,-0.26784,
19.12500,-0.24414,16.29639,-55.48096,-0.77148,0.67896,0.06641,,,,0.85075,0.28785,0.34651,-0.27073,
19.13281,0.30518,16.35742,-55.23682,-0.74731,0.67114,0.05078,962.276,26.9,,0.84933,0.28688,0.34853,-0.27361,
19.14063,0.61035,17.70020,-54.38232,-0.74194,0.65649,0.02930,,,,0.84787,0.28596,0.35061,-0.27643,
19.14844,0.91553,19.04297,-54.26025,-0.75000,0.65527,0.03223,962.297,26.9,,0.84637,0.28508,0.35275,-0.27921,
19.15625,1.40381,21.24023,-54.68750,-0.76563,0.64307,0.04565,,,,0.84478,0.28426,0.35502,-0.28198,
19.16406,1.77002,22.27783,-55.05371,-0.77441,0.62793,0.04956,962.326,26.9,,0.84314,0.28347,0.35733,-0.28475,
19.17188,2.19727,22.09473,-55.29785,-0.78540,0.62476,0.04663,,,,0.84147,0.28268,0.35963,-0.28755,
19.17969,2.07520,22.27783,-56.64063,-0.81860,0.60352,0.04541,962.281,26.9,,0.83976,0.28186,0.36196,-0.29041,
19.18750,2.19727,21.48438,-56.76270,-0.82959,0.58301,0.06348,,,,0.83806,0.28101,0.36424,-0.29330,
19.19531,2.38037,20.44678,-56.33545,-0.83032,0.58545,0.06055,962.300,26.9,,0.83637,0.28017,0.36644,-0.29618,
19.20313,2.38037,18.24951,-56.15234,-0.80127,0.59570,0.04150,,,,0.83472,0.27928,0.36850,-0.29908,
19.21094,2.68555,18.24951,-55.60303,-0.78662,0.59399,0.03223,962.283,26.9,,0.83307,0.27841,0.37055,-0.30196,
19.21875,2.68555,19.34814,-54.87061,-0.79077,0.58740,0.03271,,,,0.83139,0.27758,0.37263,-0.30477,
19.22656,2.99072,20.75195,-53.52783,-0.81787,0.60010,0.01489,962.282,26.9,,0.82968,0.27683,0.37476,-0.30748,
19.23438,3.11279,20.56885,-53.10059,-0.82617,0.59790,0.01318,,,,0.82798,0.27609,0.37686,-0.31017,
19.24219,3.05176,20.32471,-52.55127,-0.83008,0.58154,0.01953,962.276,26.9,,0.82627,0.27535,0.37894,-0.31282,
19.25000,2.92969,19.83643,-52.00195,-0.84521,0.55786,0.02197,,,,0.82459,0.27461,0.38097,-0.31545,
19.25781,2.99072,19.34814,-53.10059,-0.86426,0.54468,0.00684,962.267,26.9,,0.82288,0.27382,0.38299,-0.31814,
19.26563,2.99072,18.73779,-53.28369,-0.86816,0.53564,0.01416,,,,0.82117,0.27301,0.38497,-0.32085,
19.27344,3.47900,17.39502,-52.18506,-0.84766,0.51196,0.02124,962.281,26.9,,0.81950,0.27222,0.38684,-0.32354,
19.28125,3.17383,17.70020,-51.20850,-0.83936,0.50854,0.01221,,,,0.81783,0.27145,0.38871,-0.32615,
19.28906,2.92969,17.94434,-51.45264,-0.83618,0.51636,0.00781,962.263,26.9,,0.81615,0.27065,0.39060,-0.32875,
19.29688,2.19727,19.83643,-52.42920,-0.81787,0.53125,-0.00659,,,,0.81440,0.26983,0.39262,-0.33136,
19.30469,2.01416,22.27783,-51.87988,-0.81543,0.51660,-0.01880,962.271,26.9,,0.81258,0.26907,0.39477,-0.33387,
19.31250,1.83105,23.43750,-51.63574,-0.83984,0.50391,-0.02075,,,,0.81073,0.26832,0.39698,-0.33635,
19.32031,2.01416,24.65820,-52.18506,-0.88477,0.49414,-0.01245,962.280,26.9,,0.80882,0.26759,0.39925,-0.33883,
19.32813,2.13623,21.72852,-51.20850,-0.90625,0.48901,-0.02002,,,,0.80700,0.26683,0.40133,-0.34130,
19.33594,2.92969,20.01953,-50.41504,-0.91553,0.47949,-0.01978,962.281,26.9,,0.80521,0.26608,0.40329,-0.34379,
19.34375,3.54004,16.96777,-49.13330,-0.90723,0.46045,-0.00757,,,,0.80352,0.26533,0.40503,-0.34627,
19.35156,3.47900,15.25879,-47.97363,-0.86401,0.45068,-0.00879,962.279,26.9,,0.80190,0.26457,0.40665,-0.34871,
19.35938,3.54004,15.19775,-47.79053,-0.84839,0.44995,-0.01074,,,,0.80027,0.26380,0.40826,-0.35114,
19.36719,3.41797,17.02881,-48.09570,-0.84448,0.45093,-0.01514,962.267,26.9,,0.79857,0.26307,0.40998,-0.35354,
19.37500,3.05176,19.83643,-48.52295,-0.85107,0.44434,-0.01880,,,,0.79679,0.26236,0.41186,-0.35591,
19.38281,2.86865,20.99609,-48.82813,-0.84497,0.44141,-0.02759,962.252,26.9,,0.79495,0.26166,0.41380,-0.35826,
19.39063,2.80762,22.70508,-48.58398,-0.86133,0.43726,-0.04736,,,,0.79307,0.26101,0.41583,-0.36056,
19.39844,3.05176,23.55957,-48.64502,-0.90234,0.42676,-0.05811,962.263,26.9,,0.79114,0.26038,0.41790,-0.36285,
19.40625,3.60107,23.13232,-48.52295,-0.91113,0.41382,-0.06152,,,,0.78921,0.25977,0.41992,-0.36515,
19.41406,4.27246,21.54541,-47.18018,-0.90259,0.38843,-0.05811,962.294,26.9,,0.78733,0.25920,0.42181,-0.36742,
19.42188,4.51660,20.75195,-46.20361,-0.90625,0.38550,-0.05884,,,,0.78549,0.25864,0.42363,-0.36966,
19.42969,4.33350,20.14160,-46.02051,-0.92505,0.39380,-0.05249,962.266,26.9,,0.78366,0.25806,0.42542,-0.37189,
19.43750,4.88281,19.10400,-45.71533,-0.91357,0.39355,-0.05396,,,,0.78186,0.25748,0.42712,-0.37413,
19.44531,5.73730,18.67676,-44.67773,-0.88184,0.39160,-0.05933,962.263,26.9,,0.78006,0.25697,0.42876,-0.37634,
19.45313,5.37109,20.38574,-44.55566,-0.88892,0.39355,-0.06616,,,,0.77822,0.25649,0.43049,-0.37850,
19.46094,5.18799,21.54541,-45.10498,-0.90161,0.38647,-0.06201,962.283,26.9,,0.77633,0.25600,0.43229,-0.38066,
19.46875,5.06592,22.15576,-44.73877,-0.94141,0.36304,-0.05640,,,,0.77442,0.25554,0.43411,-0.38279,
19.47656,5.00488,20.56885,-45.47119,-0.97095,0.33691,-0.06665,962.281,26.9,,0.77253,0.25500,0.43586,-0.38497,
19.48438,5.00488,19.47021,-46.14258,-0.98511,0.33862,-0.07178,,,,0.77064,0.25441,0.43756,-0.38720,
19.49219,5.37109,16.05225,-45.71533,-0.99707,0.33569,-0.07007,962.270,26.9,,0.76886,0.25376,0.43906,-0.38948,
19.50000,5.79834,12.39014,-44.12842,-0.95923,0.32690,-0.08423,,,,0.76720,0.25308,0.44032,-0.39174,
19.50781,5.85938,11.23047,-43.27393,-0.93677,0.32593,-0.09180,962.251,26.9,,0.76560,0.25239,0.44150,-0.39398,
19.51563,5.79834,11.23047,-43.51807,-0.91919,0.32764,-0.10083,,,,0.76399,0.25170,0.44269,-0.39623,
19.52344,5.55420,12.14600,-43.51807,-0.91650,0.33008,-0.11401,962.256,26.9,,0.76234,0.25101,0.44392,-0.39845,
19.53125,5.31006,12.69531,-43.27393,-0.90771,0.32129,-0.12305,,,,0.76069,0.25033,0.44518,-0.40063,
19.53906,5.18799,14.09912,-42.66357,-0.89819,0.30542,-0.12451,962.290,26.9,,0.75900,0.24970,0.44650,-0.40275,
19.54688,4.94385,16.17432,-42.41943,-0.91211,0.30078,-0.12451,,,,0.75725,0.24911,0.44793,-0.40482,
19.55469,5.00488,16.47949,-42.54150,-0.90601,0.30664,-0.12305,962.279,26.9,,0.75548,0.24853,0.44937,-0.40688,
19.56250,5.00488,17.63916,-41.68701,-0.87695,0.31128,-0.12524,,,,0.75369,0.24801,0.45085,-0.40887,
19.57031,4.69971,20.26367,-41.13770,-0.86890,0.28613,-0.13135,962.295,26.9,,0.75183,0.24756,0.45246,-0.41078,
19.57813,4.39453,22.21680,-41.93115,-0.88965,0.27222,-0.12891,,,,0.74989,0.24712,0.45418,-0.41268,
19.58594,4.27246,23.98682,-43.39600,-0.94434,0.25122,-0.12402,962.269,26.9,,0.74785,0.24668,0.45602,-0.41462,
19.59375,4.63867,22.46094,-42.35840,-0.94287,0.23682,-0.12720,,,,0.74587,0.24624,0.45775,-0.41654,
19.60156,4.88281,21.54541,-41.38184,-0.92700,0.23511,-0.13306,962.263,26.9,,0.74393,0.24582,0.45941,-0.41843,
19.60938,5.00488,21.48438,-40.34424,-0.93506,0.25220,-0.13965,,,,0.74202,0.24543,0.46104,-0.42026,
19.61719,4.45557,21.11816,-40.28320,-0.95142,0.27173,-0.13892,962.273,26.9,,0.74012,0.24500,0.46266,-0.42208,
19.62500,4.94385,20.20264,-39.55078,-0.94214,0.26709,-0.15405,,,,0.73825,0.24459,0.46420,-0.42389,
19.63281,5.37109,20.01953,-38.33008,-0.93750,0.24609,-0.16040,962.281,26.9,,0.73641,0.24424,0.46569,-0.42564,
19.64063,5.92041,19.77539,-38.20801,-0.94751,0.22925,-0.15723,,,,0.73457,0.24390,0.46716,-0.42741,
19.64844,5.67627,19.83643,-37.90283,-0.94067,0.22290,-0.15063,962.260,26.9,,0.73273,0.24357,0.46862,-0.42915,
19.65625,5.37109,19.22607,-37.17041,-0.93774,0.20776,-0.16260,,,,0.73094,0.24322,0.47004,-0.43086,
19.66406,5.00488,19.89746,-37.47559,-0.93652,0.19019,-0.17041,962.243,26.9,,0.72911,0.24286,0.47151,-0.43255,
19.67188,4.94385,20.08057,-37.59766,-0.93018,0.18335,-0.17334,,,,0.72726,0.24249,0.47299,-0.43424,
19.67969,5.31006,19.65332,-36.68213,-0.91211,0.17700,-0.17505,962.311,26.9,,0.72545,0.24216,0.47442,-0.43589,
19.68750,4.39453,20.32471,-36.43799,-0.89111,0.19409,-0.19629,,,,0.72363,0.24181,0.47590,-0.43749,
19.69531,4.33350,21.48438,-36.74316,-0.89551,0.20605,-0.19702,962.294,26.9,,0.72176,0.24148,0.47744,-0.43909,
19.70313,4.08936,23.43750,-36.62109,-0.92236,0.21094,-0.19238,,,,0.71983,0.24120,0.47908,-0.44063,
