Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1132

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
29.05469,0.24414,-5.85938,-2.13623,-0.04785,1.04321,-0.04980,962.281,27.1,,0.97443,0.21311,-0.01853,-0.06870,
29.06250,0.85449,-5.31006,-2.19727,-0.04883,1.03711,-0.04517,,,,0.97440,0.21317,-0.01885,-0.06892,
29.07031,0.97656,-5.49316,-1.95313,-0.04004,1.04077,-0.04834,962.255,27.1,,0.97436,0.21324,-0.01920,-0.06913,
29.07813,1.09863,-4.82178,-1.70898,-0.04004,1.03906,-0.04541,,,,0.97432,0.21332,-0.01950,-0.06931,
29.08594,0.67139,-3.66211,-1.58691,-0.04736,1.04468,-0.04956,962.290,27.1,,0.97430,0.21338,-0.01972,-0.06947,
29.09375,0.85449,-3.23486,-1.77002,-0.05469,1.03882,-0.04126,,,,0.97426,0.21346,-0.01991,-0.06963,
29.10156,0.79346,-3.29590,-1.52588,-0.05396,1.02979,-0.03931,962.299,27.1,,0.97423,0.21353,-0.02012,-0.06978,
29.10938,0.73242,-3.47900,-1.28174,-0.04932,1.02783,-0.03491,,,,0.97421,0.21359,-0.02033,-0.06991,
29.11719,0.24414,-3.78418,-1.22070,-0.05225,1.03809,-0.04004,962.299,27.1,,0.97419,0.21362,-0.02057,-0.07005,
29.12500,-0.12207,-4.39453,-1.28174,-0.05469,1.03589,-0.04639,,,,0.97417,0.21362,-0.02084,-0.07020,
29.13281,0.00000,-4.45557,-1.40381,-0.05591,1.03662,-0.04688,962.347,27.1,,0.97415,0.21363,-0.02112,-0.07036,
29.14063,0.18311,-5.12695,-1.28174,-0.06079,1.03809,-0.04565,,,,0.97413,0.21365,-0.02144,-0.07052,
29.14844,0.79346,-6.10352,-1.22070,-0.06470,1.03369,-0.05420,962.317,27.1,,0.97409,0.21370,-0.02183,-0.07068,
29.15625,0.73242,-6.22559,-1.03760,-0.06128,1.03540,-0.05151,,,,0.97406,0.21375,-0.02223,-0.07084,
29.16406,0.61035,-5.98145,-0.67139,-0.04736,1.03125,-0.04883,962.318,27.1,,0.97403,0.21379,-0.02262,-0.07097,
29.17188,0.91553,-5.92041,-0.85449,-0.04102,1.03149,-0.04590,,,,0.97400,0.21386,-0.02301,-0.07112,
29.17969,0.91553,-5.67627,-0.91553,-0.04688,1.03369,-0.04053,962.293,27.1,,0.97397,0.21392,-0.02338,-0.07126,
29.18750,0.85449,-5.18799,-0.79346,-0.04297,1.03271,-0.04297,,,,0.97394,0.21398,-0.02372,-0.07139,
29.19531,0.42725,-4.82178,-1.28174,-0.04883,1.03442,-0.04199,962.274,27.1,,0.97391,0.21402,-0.02402,-0.07154,
29.20313,0.18311,-4.45557,-1.40381,-0.05054,1.03735,-0.03979,,,,0.97389,0.21404,-0.02430,-0.07170,
29.21094,0.12207,-4.27246,-1.40381,-0.06030,1.04053,-0.04248,962.307,27.1,,0.97386,0.21406,-0.02456,-0.07185,
29.21875,0.42725,-4.82178,-1.52588,-0.06592,1.03882,-0.04321,,,,0.97384,0.21410,-0.02486,-0.07203,
29.22656,0.61035,-5.24902,-1.40381,-0.06152,1.03784,-0.04443,962.313,27.1,,0.97381,0.21414,-0.02519,-0.07219,
29.23438,0.67139,-5.55420,-1.28174,-0.05664,1.04077,-0.05054,,,,0.97377,0.21419,-0.02555,-0.07236,
29.24219,0.79346,-5.79834,-0.91553,-0.05811,1.03564,-0.05225,962.297,27.1,,0.97374,0.21425,-0.02592,-0.07250,
29.25000,0.91553,-6.10352,-0.97656,-0.04932,1.03345,-0.05396,,,,0.97370,0.21431,-0.02632,-0.07266,
29.25781,0.97656,-5.79834,-0.97656,-0.04468,1.02856,-0.05005,962.317,27.1,,0.97367,0.21437,-0.02669,-0.07280,
29.26563,0.91553,-5.55420,-1.09863,-0.04785,1.03052,-0.04736,,,,0.97363,0.21444,-0.02705,-0.07296,
29.27344,0.85449,-5.37109,-1.22070,-0.04932,1.03149,-0.04712,962.299,27.1,,0.97360,0.21450,-0.02740,-0.07311,
29.28125,0.30518,-5.61523,-1.28174,-0.05273,1.02905,-0.03906,,,,0.97357,0.21452,-0.02775,-0.07328,
29.28906,0.48828,-6.22559,-1.34277,-0.05542,1.03052,-0.04370,962.295,27.1,,0.97354,0.21456,-0.02815,-0.07346,
29.29688,0.61035,-6.28662,-1.34277,-0.05957,1.03467,-0.04248,,,,0.97350,0.21460,-0.02855,-0.07364,
29.30469,0.61035,-7.14111,-1.40381,-0.06152,1.03687,-0.04712,962.252,27.1,,0.97347,0.21463,-0.02900,-0.07384,
29.31250,1.03760,-7.44629,-1.58691,-0.05981,1.03662,-0.05078,,,,0.97342,0.21470,-0.02948,-0.07405,
29.32031,0.97656,-7.69043,-1.40381,-0.05981,1.03833,-0.04590,962.313,27.1,,0.97338,0.21476,-0.02998,-0.07425,
29.32813,1.09863,-7.20215,-1.09863,-0.05298,1.03613,-0.05273,,,,0.97334,0.21482,-0.03044,-0.07443,
29.33594,1.28174,-7.01904,-1.22070,-0.05688,1.03369,-0.04907,962.293,27.1,,0.97329,0.21490,-0.03090,-0.07461,
29.34375,1.46484,-7.01904,-1.28174,-0.05591,1.03345,-0.04541,,,,0.97324,0.21500,-0.03135,-0.07480,
29.35156,1.22070,-7.01904,-1.34277,-0.04663,1.03052,-0.04395,962.254,27.1,,0.97319,0.21508,-0.03181,-0.07499,
29.35938,1.46484,-6.65283,-1.34277,-0.03906,1.04102,-0.04224,,,,0.97315,0.21517,-0.03224,-0.07517,
29.36719,1.34277,-6.16455,-1.22070,-0.03979,1.04297,-0.04395,962.305,27.1,,0.97310,0.21526,-0.03264,-0.07534,
29.37500,0.85449,-5.24902,-1.34277,-0.04297,1.04419,-0.04297,,,,0.97306,0.21532,-0.03297,-0.07550,
29.38281,0.18311,-5.24902,-1.58691,-0.05151,1.03687,-0.04468,962.302,27.1,,0.97303,0.21534,-0.03330,-0.07569,
29.39063,0.30518,-5.31006,-1.77002,-0.05713,1.03589,-0.04614,,,,0.97300,0.21537,-0.03362,-0.07588,
29.39844,0.30518,-5.61523,-1.95313,-0.05518,1.03638,-0.05371,962.298,27.1,,0.97297,0.21539,-0.03397,-0.07609,
29.40625,-0.06104,-5.55420,-1.52588,-0.05688,1.03442,-0.04810,,,,0.97294,0.21539,-0.03432,-0.07628,
29.41406,0.36621,-5.61523,-1.40381,-0.05591,1.03369,-0.05176,962.286,27.1,,0.97291,0.21542,-0.03467,-0.07645,
29.42188,0.79346,-5.98145,-1.22070,-0.05518,1.03003,-0.04980,,,,0.97287,0.21547,-0.03505,-0.07662,
29.42969,1.03760,-6.65283,-1.15967,-0.05298,1.02344,-0.04370,962.273,27.1,,0.97282,0.21554,-0.03548,-0.07679,
29.43750,0.97656,-6.71387,-1.09863,-0.05005,1.02441,-0.04346,,,,0.97278,0.21560,-0.03592,-0.07696,
29.44531,1.15967,-5.85938,-1.03760,-0.04346,1.03369,-0.04395,962.303,27.1,,0.97274,0.21568,-0.03630,-0.07711,
29.45313,0.91553,-5.18799,-0.97656,-0.03931,1.03735,-0.04590,,,,0.97270,0.21574,-0.03663,-0.07725,
29.46094,0.73242,-4.57764,-1.15967,-0.04199,1.03857,-0.04297,962.309,27.1,,0.97267,0.21580,-0.03693,-0.07740,
29.46875,0.85449,-4.08936,-1.28174,-0.05005,1.03418,-0.04321,,,,0.97263,0.21587,-0.03718,-0.07754,
29.47656,0.12207,-4.21143,-1.46484,-0.05249,1.04102,-0.04810,962.287,27.1,,0.97260,0.21588,-0.03744,-0.07770,
29.48438,0.00000,-4.63867,-1.64795,-0.05176,1.04517,-0.05347,,,,0.97257,0.21589,-0.03773,-0.07788,
29.49219,0.00000,-5.00488,-1.58691,-0.05566,1.04468,-0.05493,962.274,27.1,,0.97255,0.21590,-0.03803,-0.07806,
29.50000,0.30518,-5.31006,-1.22070,-0.05737,1.03418,-0.04541,,,,0.97252,0.21592,-0.03837,-0.07822,
29.50781,0.48828,-5.43213,-1.15967,-0.05957,1.03345,-0.04590,962.304,27.1,,0.97248,0.21596,-0.03872,-0.07837,
29.51563,0.79346,-5.31006,-1.03760,-0.05005,1.03857,-0.04346,,,,0.97244,0.21602,-0.03906,-0.07852,
29.52344,1.03760,-5.43213,-0.79346,-0.04761,1.03247,-0.04053,962.290,27.1,,0.97240,0.21609,-0.03941,-0.07865,
29.53125,1.09863,-5.37109,-0.79346,-0.04639,1.03174,-0.03662,,,,0.97236,0.21616,-0.03976,-0.07878,
29.53906,0.79346,-5.06592,-0.79346,-0.04907,1.03491,-0.03784,962.308,27.1,,0.97233,0.21622,-0.04009,-0.07890,
29.54688,0.30518,-4.39453,-1.15967,-0.05273,1.03906,-0.04175,,,,0.97230,0.21625,-0.04037,-0.07904,
29.55469,-0.06104,-4.63867,-1.03760,-0.05786,1.03906,-0.05347,962.271,27.1,,0.97227,0.21625,-0.04066,-0.07918,
29.56250,-0.18311,-4.63867,-1.15967,-0.05713,1.03711,-0.04834,,,,0.97225,0.21625,-0.04095,-0.07933,
29.57031,-0.18311,-5.18799,-1.22070,-0.05225,1.02832,-0.05249,962.308,27.1,,0.97222,0.21624,-0.04128,-0.07949,
29.57813,-0.12207,-5.43213,-0.85449,-0.05933,1.02808,-0.04639,,,,0.97220,0.21623,-0.04162,-0.07962,
29.58594,0.00000,-5.79834,-0.85449,-0.05981,1.03247,-0.04492,962.309,27.1,,0.97217,0.21623,-0.04200,-0.07977,
29.59375,0.30518,-6.22559,-1.09863,-0.05347,1.03540,-0.04175,,,,0.97214,0.21625,-0.04239,-0.07993,
29.60156,0.48828,-6.65283,-1.28174,-0.04614,1.03638,-0.03979,962.301,27.1,,0.97210,0.21628,-0.04282,-0.08011,
29.60938,0.42725,-6.28662,-1.40381,-0.04883,1.03662,-0.03906,,,,0.97206,0.21631,-0.04322,-0.08030,
29.61719,0.18311,-4.45557,-1.64795,-0.05029,1.03613,-0.03516,962.295,27.1,,0.97203,0.21633,-0.04349,-0.08047,
29.62500,0.48828,-4.21143,-1.58691,-0.05200,1.03369,-0.03662,,,,0.97199,0.21637,-0.04375,-0.08064,
29.63281,0.48828,-4.33350,-1.77002,-0.05591,1.03540,-0.03979,962.277,27.1,,0.97195,0.21641,-0.04401,-0.08082,
29.64063,0.48828,-5.85938,-2.01416,-0.05688,1.03662,-0.04858,,,,0.97191,0.21645,-0.04438,-0.08104,
29.64844,0.06104,-5.61523,-1.89209,-0.04980,1.04004,-0.05493,962.254,27.1,,0.97188,0.21646,-0.04472,-0.08125,
29.65625,0.24414,-4.94385,-1.70898,-0.04639,1.03906,-0.05640,,,,0.97184,0.21648,-0.04503,-0.08143,
29.66406,0.30518,-4.02832,-1.52588,-0.04883,1.03638,-0.05371,962.307,27.1,,0.97181,0.21651,-0.04527,-0.08159,
29.67188,0.67139,-4.08936,-1.83105,-0.05127,1.03174,-0.04980,,,,0.97177,0.21657,-0.04552,-0.08177,
29.67969,0.67139,-3.90625,-1.83105,-0.04492,1.03345,-0.04297,962.299,27.1,,0.97173,0.21663,-0.04576,-0.08195,
29.68750,0.73242,-3.66211,-1.70898,-0.04248,1.04028,-0.04053,,,,0.97169,0.21669,-0.04598,-0.08212,
29.69531,0.79346,-2.80762,-1.77002,-0.04688,1.04395,-0.04370,962.284,27.1,,0.97166,0.21676,-0.04614,-0.08227,
29.70313,0.67139,-2.86865,-1.89209,-0.05591,1.04053,-0.04199,,,,0.97162,0.21682,-0.04631,-0.08244,
29.71094,0.24414,-3.47900,-2.31934,-0.05933,1.03979,-0.04614,962.293,27.1,,0.97159,0.21686,-0.04651,-0.08265,
29.71875,0.24414,-3.60107,-2.01416,-0.05249,1.03589,-0.04858,,,,0.97155,0.21689,-0.04672,-0.08283,
29.72656,0.18311,-3.54004,-1.83105,-0.05298,1.04028,-0.04785,962.292,27.1,,0.97152,0.21692,-0.04693,-0.08301,
29.73438,0.30518,-2.80762,-1.70898,-0.05273,1.04541,-0.04883,,,,0.97149,0.21696,-0.04709,-0.08316,
29.74219,0.48828,-3.05176,-1.58691,-0.05298,1.03125,-0.04297,962.287,27.1,,0.97146,0.21701,-0.04727,-0.08331,
29.75000,0.67139,-3.29590,-1.83105,-0.05566,1.02734,-0.04126,,,,0.97142,0.21707,-0.04747,-0.08348,
29.75781,0.67139,-3.05176,-1.83105,-0.04883,1.03394,-0.04004,962.315,27.1,,0.97139,0.21713,-0.04765,-0.08364,
29.76563,0.48828,-2.01416,-1.83105,-0.05273,1.04126,-0.03564,,,,0.97135,0.21718,-0.04776,-0.08379,
29.77344,0.42725,-2.01416,-2.07520,-0.05615,1.03491,-0.03784,962.266,27.1,,0.97132,0.21724,-0.04786,-0.08396,
29.78125,0.67139,-2.38037,-2.13623,-0.06226,1.02441,-0.03223,,,,0.97129,0.21730,-0.04799,-0.08414,
29.78906,0.79346,-3.29590,-1.95313,-0.05908,1.02686,-0.03491,962.321,27.1,,0.97125,0.21737,-0.04819,-0.08431,
29.79688,0.30518,-3.17383,-1.89209,-0.05811,1.03345,-0.04199,,,,0.97121,0.21741,-0.04837,-0.08448,
29.80469,-0.18311,-3.29590,-2.07520,-0.05835,1.03247,-0.04443,962.311,27.1,,0.97119,0.21741,-0.04856,-0.08467,
29.81250,-0.06104,-3.47900,-2.07520,-0.05688,1.02808,-0.03540,,,,0.97116,0.21742,-0.04876,-0.08486,
29.82031,-0.12207,-3.41797,-1.95313,-0.05542,1.03174,-0.04297,962.273,27.1,,0.97113,0.21743,-0.04896,-0.08504,
29.82813,-0.12207,-2.31934,-2.07520,-0.05176,1.04468,-0.04858,,,,0.97111,0.21745,-0.04908,-0.08522,
29.83594,-0.24414,-2.19727,-2.56348,-0.05078,1.03955,-0.04761,962.280,27.1,,0.97108,0.21746,-0.04918,-0.08542,
29.84375,-0.42725,-2.44141,-2.62451,-0.05396,1.03418,-0.04419,,,,0.97106,0.21745,-0.04931,-0.08563,
29.85156,-0.24414,-2.86865,-2.19727,-0.06274,1.03223,-0.04321,962.297,27.1,,0.97103,0.21745,-0.04946,-0.08582,
29.85938,-0.18311,-2.68555,-1.89209,-0.05762,1.03223,-0.04517,,,,0.97101,0.21746,-0.04961,-0.08599,
29.86719,0.06104,-2.56348,-1.95313,-0.05518,1.03149,-0.03784,962.285,27.1,,0.97098,0.21749,-0.04975,-0.08616,
29.87500,0.12207,-2.62451,-2.13623,-0.05859,1.02686,-0.03540,,,,0.97095,0.21752,-0.04990,-0.08634,
29.88281,0.06104,-2.38037,-2.38037,-0.06592,1.02954,-0.03296,962.265,27.1,,0.97092,0.21754,-0.05002,-0.08653,
29.89063,-0.24414,-2.86865,-2.56348,-0.06885,1.02612,-0.03198,,,,0.97089,0.21755,-0.05017,-0.08674,
29.89844,-0.48828,-2.92969,-2.86865,-0.06226,1.03101,-0.03394,962.296,27.1,,0.97087,0.21754,-0.05032,-0.08698,
29.90625,-0.79346,-3.66211,-2.92969,-0.06885,1.03027,-0.03491,,,,0.97084,0.21750,-0.05051,-0.08723,
29.91406,-0.61035,-3.54004,-3.05176,-0.07007,1.03394,-0.04150,962.276,27.1,,0.97081,0.21748,-0.05070,-0.08749,
29.92188,-0.54932,-3.47900,-3.29590,-0.06079,1.03271,-0.04590,,,,0.97078,0.21746,-0.05088,-0.08776,
29.92969,-0.54932,-3.72314,-3.47900,-0.05762,1.02832,-0.04663,962.285,27.1,,0.97075,0.21744,-0.05107,-0.08805,
29.93750,-0.67139,-3.66211,-3.35693,-0.05493,1.02637,-0.04980,,,,0.97072,0.21742,-0.05126,-0.08833,
29.94531,-0.79346,-3.84521,-3.35693,-0.05762,1.02539,-0.05518,962.289,27.1,,0.97069,0.21738,-0.05146,-0.08861,
29.95313,-0.97656,-2.92969,-3.54004,-0.04639,1.02051,-0.05103,,,,0.97067,0.21734,-0.05159,-0.08889,
29.96094,-1.46484,-1.77002,-3.60107,-0.04175,1.02563,-0.05103,962.281,27.1,,0.97066,0.21728,-0.05165,-0.08916,
29.96875,-1.52588,-1.22070,-3.72314,-0.04541,1.03882,-0.05615,,,,0.97065,0.21721,-0.05167,-0.08943,
29.97656,-1.34277,-0.42725,-4.33350,-0.05444,1.03809,-0.04419,962.295,27.1,,0.97063,0.21716,-0.05162,-0.08973,
29.98438,-1.40381,0.00000,-4.45557,-0.06030,1.03735,-0.03101,,,,0.97062,0.21711,-0.05155,-0.09003,
29.99219,-1.28174,0.24414,-4.08936,-0.06396,1.04614,-0.02686,962.275,27.1,,0.97061,0.21707,-0.05147,-0.09031,
30.00000,-1.52588,-0.54932,-3.78418,-0.07178,1.05469,-0.01758,,,,0.97060,0.21701,-0.05144,-0.09057,
30.00781,-2.01416,-1.22070,-4.15039,-0.06738,1.05591,-0.02344,962.287,27.1,,0.97059,0.21692,-0.05144,-0.09087,
30.01563,-2.19727,-1.77002,-3.78418,-0.07080,1.05078,-0.02661,,,,0.97059,0.21680,-0.05149,-0.09116,
30.02344,-2.25830,-2.01416,-3.41797,-0.06860,1.04346,-0.02319,962.308,27.1,,0.97058,0.21668,-0.05156,-0.09142,
30.03125,-2.80762,-2.13623,-3.96729,-0.06372,1.04443,-0.02539,,,,0.97059,0.21653,-0.05163,-0.09173,
30.03906,-2.86865,-1.70898,-4.21143,-0.06226,1.04590,-0.02710,962.280,27.1,,0.97059,0.21637,-0.05166,-0.09204,
30.04688,-3.23486,-0.18311,-4.82178,-0.06958,1.04272,-0.02588,,,,0.97060,0.21620,-0.05158,-0.09238,
30.05469,-3.29590,1.15967,-5.24902,-0.07397,1.04541,-0.02002,962.282,27.1,,0.97061,0.21604,-0.05141,-0.09272,
30.06250,-3.60107,1.15967,-5.55420,-0.08130,1.04590,-0.02710,,,,0.97063,0.21585,-0.05122,-0.09308,
30.07031,-3.66211,-0.12207,-6.10352,-0.08911,1.03662,-0.02954,962.335,27.1,,0.97064,0.21566,-0.05112,-0.09350,
30.07813,-3.60107,-0.85449,-6.71387,-0.08301,1.02368,-0.02930,,,,0.97064,0.21547,-0.05105,-0.09397,
30.08594,-3.78418,-0.42725,-7.14111,-0.08032,1.02539,-0.02417,962.296,27.1,,0.97064,0.21527,-0.05095,-0.09446,
30.09375,-4.27246,0.42725,-7.38525,-0.08154,1.03320,-0.02368,,,,0.97065,0.21504,-0.05079,-0.09496,
30.10156,-4.45557,0.67139,-8.23975,-0.08569,1.02905,-0.02466,962.293,27.1,,0.97066,0.21481,-0.05059,-0.09551,
30.10938,-4.69971,1.15967,-8.66699,-0.08398,1.03540,-0.02173,,,,0.97067,0.21457,-0.05036,-0.09609,
30.11719,-5.37109,1.89209,-8.97217,-0.08862,1.04077,-0.02148,962.320,27.1,,0.97069,0.21428,-0.05007,-0.09667,
30.12500,-5.61523,1.83105,-9.64355,-0.09839,1.04443,-0.01343,,,,0.97070,0.21399,-0.04977,-0.09730,
30.13281,-5.61523,1.46484,-10.07080,-0.10425,1.04126,-0.01758,962.297,27.1,,0.97072,0.21369,-0.04949,-0.09797,
30.14063,-6.04248,1.40381,-10.37598,-0.10352,1.04688,-0.01343,,,,0.97073,0.21336,-0.04920,-0.09866,
30.14844,-6.65283,1.15967,-11.29150,-0.09277,1.04443,-0.01025,962.279,27.1,,0.97075,0.21300,-0.04892,-0.09941,
30.15625,-6.77490,1.28174,-11.71875,-0.09009,1.04810,-0.01050,,,,0.97077,0.21262,-0.04862,-0.10019,
30.16406,-6.89697,1.70898,-12.02393,-0.09497,1.04272,-0.00391,962.290,27.1,,0.97078,0.21225,-0.04828,-0.10099,
30.17188,-7.50732,2.92969,-12.69531,-0.09375,1.05029,-0.00684,,,,0.97081,0.21184,-0.04785,-0.10181,
30.17969,-7.81250,3.47900,-13.24463,-0.09155,1.05420,-0.01172,962.260,27.1,,0.97083,0.21142,-0.04738,-0.10266,
30.18750,-8.17871,4.76074,-13.85498,-0.09204,1.04883,-0.01440,,,,0.97086,0.21099,-0.04680,-0.10354,
30.19531,-7.87354,4.94385,-14.28223,-0.10425,1.03491,-0.01123,962.298,27.1,,0.97088,0.21058,-0.04621,-0.10444,
30.20313,-7.75146,4.69971,-14.40430,-0.10132,1.04102,-0.01172,,,,0.97090,0.21017,-0.04564,-0.10535,
30.21094,-7.50732,4.51660,-14.40430,-0.10791,1.04712,-0.00879,962.292,27.1,,0.97091,0.20978,-0.04508,-0.10626,
30.21875,-7.75146,5.06592,-15.31982,-0.10767,1.05200,-0.00952,,,,0.97092,0.20938,-0.04447,-0.10723,
30.22656,-8.42285,4.94385,-15.68604,-0.10767,1.04907,-0.00635,962.292,27.1,,0.97093,0.20894,-0.04386,-0.10822,
30.23438,-8.30078,4.82178,-16.11328,-0.10229,1.03833,-0.00122,,,,0.97094,0.20850,-0.04325,-0.10924,
30.24219,-8.85010,5.85938,-16.54053,-0.09424,1.05078,-0.00537,962.274,27.1,,0.97095,0.20804,-0.04256,-0.11028,
30.25000,-9.15527,6.34766,-16.54053,-0.09619,1.05298,-0.00122,,,,0.97097,0.20756,-0.04184,-0.11131,
30.25781,-9.15527,7.56836,-16.84570,-0.09351,1.04297,-0.00488,962.300,27.1,,0.97098,0.20708,-0.04103,-0.11235,
30.26563,-9.09424,9.70459,-16.90674,-0.09814,1.03345,-0.00220,,,,0.97100,0.20663,-0.04008,-0.11336,
30.27344,-9.15527,10.55908,-17.15088,-0.10620,1.03394,0.00049,962.323,27.1,,0.97102,0.20618,-0.03906,-0.11437,
30.28125,-9.76563,11.65771,-17.88330,-0.12769,1.03882,0.00293,,,,0.97104,0.20571,-0.03796,-0.11542,
30.28906,-10.13184,11.29150,-18.61572,-0.13330,1.02979,0.00586,962.292,27.1,,0.97106,0.20520,-0.03688,-0.11652,
30.29688,-10.13184,10.92529,-18.92090,-0.13647,1.02563,0.00684,,,,0.97107,0.20469,-0.03581,-0.11764,
30.30469,-10.43701,10.37598,-19.34814,-0.14014,1.03076,0.00879,962.288,27.1,,0.97108,0.20416,-0.03476,-0.11880,
30.31250,-10.43701,9.94873,-19.95850,-0.13965,1.03467,0.01440,,,,0.97108,0.20363,-0.03374,-0.12001,
30.32031,-10.37598,10.25391,-20.20264,-0.13989,1.03638,0.01685,962.291,27.1,,0.97107,0.20310,-0.03270,-0.12123,
30.32813,-10.43701,11.47461,-20.62988,-0.14087,1.03491,0.02563,,,,0.97107,0.20258,-0.03157,-0.12246,
30.33594,-10.55908,12.75635,-21.24023,-0.14111,1.03882,0.02441,962.293,27.1,,0.97105,0.20206,-0.03034,-0.12371,
30.34375,-10.74219,13.42773,-21.60645,-0.14502,1.04370,0.01953,,,,0.97104,0.20154,-0.02906,-0.12498,
30.35156,-10.92529,13.73291,-22.15576,-0.15527,1.04272,0.01099,962.290,27.1,,0.97102,0.20100,-0.02775,-0.12628,
30.35938,-11.35254,14.16016,-22.27783,-0.15601,1.02905,0.00903,,,,0.97100,0.20045,-0.02641,-0.12758,
30.36719,-11.47461,13.97705,-22.58301,-0.15625,1.02417,0.00635,962.321,27.1,,0.97098,0.19988,-0.02508,-0.12891,
30.37500,-10.98633,13.54980,-22.94922,-0.16479,1.02563,0.00659,,,,0.97094,0.19934,-0.02377,-0.13026,
30.38281,-10.98633,13.73291,-23.07129,-0.16528,1.03125,0.00806,962.304,27.1,,0.97090,0.19880,-0.02245,-0.13162,
30.39063,-11.04736,14.34326,-23.37646,-0.16357,1.03613,0.01172,,,,0.97086,0.19826,-0.02108,-0.13299,
30.39844,-11.47461,15.25879,-23.68164,-0.17041,1.03882,0.01855,962.281,27.1,,0.97081,0.19770,-0.01965,-0.13437,
30.40625,-11.96289,15.68604,-24.47510,-0.17773,1.02661,0.02515,,,,0.97076,0.19712,-0.01817,-0.13579,
30.41406,-11.65771,16.78467,-25.02441,-0.16968,1.03052,0.02393,962.297,27.1,,0.97070,0.19656,-0.01661,-0.13724,
30.42188,-11.53564,17.33398,-25.02441,-0.16333,1.03003,0.02222,,,,0.97063,0.19602,-0.01502,-0.13867,
30.42969,-11.84082,18.43262,-25.20752,-0.17261,1.02930,0.01636,962.310,27.1,,0.97056,0.19546,-0.01335,-0.14010,
30.43750,-11.90186,18.67676,-26.12305,-0.21338,1.02441,0.02417,,,,0.97048,0.19491,-0.01165,-0.14159,
30.44531,-11.65771,18.18848,-26.67236,-0.21973,1.02734,0.02686,962.301,27.1,,0.97038,0.19436,-0.00998,-0.14313,
30.45313,-11.59668,16.29639,-26.79443,-0.21289,1.03247,0.03027,,,,0.97028,0.19380,-0.00843,-0.14469,
30.46094,-11.59668,15.25879,-26.48926,-0.20361,1.03882,0.03467,962.295,27.1,,0.97017,0.19323,-0.00695,-0.14625,
30.46875,-11.47461,15.07568,-26.48926,-0.19775,1.03979,0.03589,,,,0.97005,0.19267,-0.00549,-0.14781,
30.47656,-11.71875,15.19775,-26.42822,-0.19775,1.03467,0.04150,962.269,27.1,,0.96994,0.19208,-0.00402,-0.14936,
30.48438,-11.53564,15.80811,-26.42822,-0.19629,1.02930,0.03784,,,,0.96982,0.19152,-0.00251,-0.15090,
30.49219,-11.65771,16.41846,-26.55029,-0.19385,1.02783,0.03760,962.293,27.1,,0.96969,0.19095,-0.00096,-0.15244,
30.50000,-11.71875,17.70020,-26.79443,-0.19019,1.02783,0.03149,,,,0.96956,0.19039,0.00068,-0.15398,
30.50781,-12.26807,19.65332,-26.97754,-0.18848,1.02441,0.03101,962.272,27.1,,0.96942,0.18981,0.00246,-0.15551,
30.51563,-12.51221,20.69092,-27.16064,-0.19678,1.02515,0.02246,,,,0.96929,0.18923,0.00432,-0.15703,
30.52344,-12.81738,21.17920,-27.77100,-0.21680,1.02783,0.01636,962.312,27.1,,0.96914,0.18863,0.00621,-0.15859,
30.53125,-12.39014,21.36230,-27.83203,-0.22754,1.01953,0.02051,,,,0.96898,0.18806,0.00812,-0.16015,
30.53906,-12.26807,21.42334,-27.70996,-0.23853,1.01855,0.02271,962.266,27.1,,0.96881,0.18750,0.01002,-0.16169,
30.54688,-12.51221,21.30127,-28.50342,-0.28003,1.02905,0.02661,,,,0.96863,0.18692,0.01194,-0.16329,
30.55469,-11.77979,18.73779,-28.74756,-0.28271,1.02466,0.02783,962.285,27.1,,0.96844,0.18636,0.01367,-0.16494,
30.56250,-11.16943,17.63916,-28.13721,-0.26709,1.01685,0.02417,,,,0.96824,0.18582,0.01532,-0.16657,
30.57031,-10.55908,16.60156,-26.73340,-0.24146,1.00854,0.02734,962.311,27.1,,0.96805,0.18532,0.01688,-0.16811,
30.57813,-10.86426,16.60156,-26.85547,-0.26147,1.00879,0.04053,,,,0.96785,0.18479,0.01844,-0.16966,
30.58594,-10.98633,16.60156,-27.09961,-0.27417,1.00708,0.04907,962.272,27.1,,0.96764,0.18425,0.02001,-0.17122,
30.59375,-11.04736,15.07568,-27.89307,-0.29590,1.01099,0.04883,,,,0.96743,0.18369,0.02149,-0.17285,
30.60156,-10.86426,13.54980,-28.50342,-0.28394,1.00854,0.04761,962.291,27.1,,0.96720,0.18312,0.02287,-0.17455,
30.60938,-10.98633,12.81738,-28.25928,-0.27197,1.00415,0.03882,,,,0.96697,0.18253,0.02420,-0.17623,
30.61719,-11.23047,12.51221,-28.19824,-0.26440,0.99707,0.03857,962.293,27.1,,0.96675,0.18193,0.02551,-0.17791,
30.62500,-11.16943,12.93945,-28.50342,-0.26929,0.99707,0.04517,,,,0.96651,0.18133,0.02686,-0.17961,
30.63281,-10.92529,12.75635,-28.44238,-0.28125,0.99585,0.04468,962.302,27.1,,0.96626,0.18074,0.02818,-0.18131,
30.64063,-10.68115,12.39014,-28.38135,-0.29199,0.99463,0.04541,,,,0.96601,0.18017,0.02948,-0.18300,
