Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1132

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
28.03125,1.03760,-5.00488,-2.99072,-0.05054,1.03247,-0.04395,,,,0.97715,0.20716,0.02469,-0.04067,
28.03906,1.03760,-6.10352,-2.86865,-0.04883,1.03271,-0.04199,962.285,27.1,,0.97713,0.20724,0.02432,-0.04095,
28.04688,1.28174,-6.65283,-2.50244,-0.03149,1.03589,-0.03979,,,,0.97711,0.20733,0.02390,-0.04121,
28.05469,1.15967,-6.65283,-2.25830,-0.02441,1.03882,-0.03979,962.308,27.1,,0.97709,0.20742,0.02349,-0.04145,
28.06250,1.09863,-5.61523,-2.38037,-0.03003,1.03833,-0.04004,,,,0.97707,0.20750,0.02314,-0.04169,
28.07031,0.73242,-4.63867,-2.80762,-0.03955,1.03442,-0.04346,962.276,27.1,,0.97706,0.20756,0.02287,-0.04194,
28.07813,0.18311,-4.27246,-2.86865,-0.04346,1.03784,-0.04883,,,,0.97704,0.20758,0.02263,-0.04220,
28.08594,-0.42725,-3.60107,-2.68555,-0.04199,1.04126,-0.04907,962.283,27.1,,0.97704,0.20757,0.02243,-0.04242,
28.09375,-0.36621,-5.18799,-3.29590,-0.05566,1.03564,-0.05103,,,,0.97704,0.20756,0.02213,-0.04272,
28.10156,-0.12207,-5.85938,-3.35693,-0.05347,1.03027,-0.05200,962.305,27.1,,0.97703,0.20756,0.02179,-0.04302,
28.10938,0.30518,-6.53076,-2.62451,-0.04004,1.02539,-0.05298,,,,0.97703,0.20758,0.02139,-0.04329,
28.11719,0.54932,-6.65283,-2.38037,-0.02441,1.03223,-0.05151,962.308,27.1,,0.97701,0.20762,0.02098,-0.04354,
28.12500,0.67139,-6.16455,-2.38037,-0.02490,1.03027,-0.04883,,,,0.97700,0.20768,0.02060,-0.04379,
28.13281,0.79346,-5.55420,-2.07520,-0.02490,1.02515,-0.04004,962.278,27.1,,0.97698,0.20774,0.02025,-0.04400,
28.14063,0.73242,-5.00488,-2.38037,-0.02734,1.03516,-0.03516,,,,0.97697,0.20780,0.01995,-0.04423,
28.14844,0.73242,-4.45557,-2.44141,-0.03247,1.03906,-0.03516,962.294,27.1,,0.97695,0.20786,0.01968,-0.04446,
28.15625,-0.06104,-3.35693,-2.80762,-0.03784,1.04443,-0.03784,,,,0.97694,0.20787,0.01950,-0.04469,
28.16406,-0.42725,-3.96729,-2.99072,-0.04492,1.04370,-0.04028,962.294,27.1,,0.97694,0.20786,0.01928,-0.04494,
28.17188,-0.36621,-4.08936,-3.05176,-0.04297,1.04590,-0.04883,,,,0.97693,0.20785,0.01905,-0.04520,
28.17969,-0.18311,-3.96729,-2.99072,-0.03955,1.04224,-0.04932,962.275,27.1,,0.97692,0.20785,0.01883,-0.04546,
28.18750,-0.24414,-4.21143,-2.25830,-0.03931,1.04028,-0.05127,,,,0.97692,0.20784,0.01858,-0.04567,
28.19531,-0.24414,-4.88281,-2.07520,-0.04126,1.03809,-0.05298,962.269,27.1,,0.97692,0.20784,0.01829,-0.04587,
28.20313,0.12207,-5.67627,-1.89209,-0.03760,1.03320,-0.05054,,,,0.97691,0.20786,0.01793,-0.04608,
28.21094,0.36621,-5.12695,-1.83105,-0.02930,1.03906,-0.04443,962.283,27.1,,0.97690,0.20789,0.01762,-0.04627,
28.21875,0.18311,-4.63867,-1.83105,-0.03467,1.03613,-0.04175,,,,0.97689,0.20792,0.01733,-0.04646,
28.22656,0.24414,-3.78418,-2.01416,-0.04468,1.03247,-0.04297,962.303,27.1,,0.97688,0.20795,0.01711,-0.04665,
28.23438,-0.18311,-3.05176,-2.44141,-0.04395,1.03369,-0.05176,,,,0.97687,0.20795,0.01694,-0.04685,
28.24219,-0.36621,-3.05176,-2.56348,-0.04370,1.02930,-0.04736,962.265,27.1,,0.97686,0.20795,0.01677,-0.04707,
28.25000,-0.12207,-2.86865,-2.92969,-0.04077,1.02393,-0.04492,,,,0.97685,0.20795,0.01662,-0.04730,
28.25781,0.12207,-3.17383,-2.68555,-0.05347,1.03296,-0.04614,962.292,27.1,,0.97684,0.20798,0.01645,-0.04752,
28.26563,0.24414,-3.35693,-2.38037,-0.05615,1.03638,-0.04468,,,,0.97683,0.20801,0.01626,-0.04773,
28.27344,0.73242,-3.78418,-2.31934,-0.05225,1.04492,-0.04492,962.284,27.1,,0.97681,0.20807,0.01604,-0.04794,
28.28125,0.97656,-4.69971,-2.19727,-0.05273,1.04443,-0.04492,,,,0.97678,0.20815,0.01575,-0.04815,
28.28906,0.73242,-5.18799,-1.70898,-0.04834,1.04443,-0.04688,962.311,27.1,,0.97677,0.20821,0.01543,-0.04834,
28.29688,0.85449,-5.18799,-1.64795,-0.04517,1.04639,-0.04712,,,,0.97675,0.20828,0.01510,-0.04852,
28.30469,0.54932,-5.12695,-1.77002,-0.04956,1.04590,-0.04712,962.305,27.1,,0.97673,0.20833,0.01478,-0.04871,
28.31250,0.36621,-5.24902,-1.83105,-0.05054,1.03564,-0.04688,,,,0.97672,0.20836,0.01446,-0.04891,
28.32031,0.42725,-5.24902,-1.83105,-0.04663,1.03101,-0.04858,962.284,27.1,,0.97671,0.20840,0.01413,-0.04910,
28.32813,0.36621,-5.37109,-1.70898,-0.04736,1.03198,-0.04614,,,,0.97670,0.20843,0.01380,-0.04929,
28.33594,0.18311,-5.43213,-1.89209,-0.04883,1.03516,-0.05200,962.282,27.1,,0.97669,0.20846,0.01346,-0.04950,
28.34375,0.30518,-5.12695,-1.89209,-0.04883,1.03467,-0.04785,,,,0.97667,0.20849,0.01315,-0.04969,
28.35156,0.91553,-5.49316,-1.70898,-0.04492,1.03735,-0.05127,962.310,27.1,,0.97665,0.20856,0.01280,-0.04989,
28.35938,0.85449,-5.79834,-1.77002,-0.04761,1.03906,-0.05225,,,,0.97663,0.20862,0.01244,-0.05009,
28.36719,0.61035,-5.73730,-1.77002,-0.05371,1.03931,-0.05200,962.329,27.1,,0.97662,0.20867,0.01208,-0.05029,
28.37500,0.67139,-6.10352,-2.01416,-0.05396,1.02930,-0.04614,,,,0.97660,0.20872,0.01170,-0.05051,
28.38281,0.73242,-6.89697,-2.19727,-0.04858,1.03223,-0.03833,962.267,27.1,,0.97658,0.20877,0.01127,-0.05075,
28.39063,0.97656,-6.77490,-2.07520,-0.04590,1.03198,-0.03564,,,,0.97656,0.20884,0.01084,-0.05099,
28.39844,0.97656,-6.77490,-2.07520,-0.03931,1.03589,-0.03711,962.285,27.1,,0.97654,0.20891,0.01042,-0.05122,
28.40625,1.03760,-5.92041,-1.83105,-0.02979,1.04443,-0.03442,,,,0.97651,0.20899,0.01005,-0.05143,
28.41406,1.03760,-5.31006,-1.70898,-0.02832,1.04736,-0.03882,962.299,27.1,,0.97649,0.20907,0.00971,-0.05162,
28.42188,0.97656,-4.82178,-1.89209,-0.03540,1.04517,-0.04150,,,,0.97647,0.20914,0.00941,-0.05181,
28.42969,0.61035,-3.41797,-2.01416,-0.03613,1.03516,-0.04272,962.299,27.1,,0.97645,0.20920,0.00921,-0.05199,
28.43750,0.42725,-2.86865,-1.95313,-0.03906,1.03589,-0.04810,,,,0.97643,0.20925,0.00905,-0.05216,
28.44531,0.61035,-2.86865,-1.83105,-0.04565,1.03052,-0.05054,962.321,27.1,,0.97641,0.20931,0.00888,-0.05233,
28.45313,0.91553,-3.41797,-2.07520,-0.04443,1.02417,-0.05444,,,,0.97638,0.20938,0.00868,-0.05251,
28.46094,0.91553,-3.84521,-2.07520,-0.04761,1.02954,-0.05640,962.306,27.1,,0.97636,0.20946,0.00845,-0.05270,
28.46875,1.15967,-4.39453,-1.89209,-0.04785,1.02954,-0.04932,,,,0.97633,0.20955,0.00818,-0.05289,
28.47656,1.15967,-4.76074,-1.89209,-0.04541,1.02783,-0.04370,962.307,27.1,,0.97631,0.20964,0.00788,-0.05309,
28.48438,1.22070,-4.69971,-1.83105,-0.04492,1.02490,-0.04028,,,,0.97628,0.20973,0.00759,-0.05328,
28.49219,1.09863,-4.33350,-1.95313,-0.04980,1.03003,-0.03931,962.324,27.1,,0.97625,0.20981,0.00733,-0.05347,
28.50000,0.97656,-4.02832,-1.89209,-0.04248,1.03540,-0.04102,,,,0.97623,0.20989,0.00708,-0.05365,
28.50781,1.03760,-3.84521,-1.77002,-0.04761,1.03662,-0.04541,962.287,27.1,,0.97620,0.20998,0.00685,-0.05382,
28.51563,0.30518,-3.78418,-2.07520,-0.04883,1.04102,-0.04932,,,,0.97618,0.21001,0.00662,-0.05402,
28.52344,-0.06104,-4.15039,-2.31934,-0.05664,1.03442,-0.05005,962.318,27.1,,0.97617,0.21002,0.00638,-0.05423,
28.53125,0.12207,-4.57764,-2.25830,-0.05176,1.03442,-0.05322,,,,0.97616,0.21004,0.00611,-0.05444,
28.53906,0.54932,-4.88281,-1.95313,-0.04688,1.04028,-0.05347,962.281,27.1,,0.97614,0.21009,0.00581,-0.05464,
28.54688,0.73242,-5.00488,-1.58691,-0.05127,1.03809,-0.05249,,,,0.97612,0.21015,0.00549,-0.05482,
28.55469,0.85449,-5.18799,-1.52588,-0.04834,1.03564,-0.04761,962.272,27.1,,0.97609,0.21021,0.00517,-0.05500,
28.56250,0.97656,-5.43213,-1.64795,-0.04736,1.03076,-0.04590,,,,0.97607,0.21029,0.00483,-0.05518,
28.57031,1.15967,-5.24902,-1.58691,-0.04468,1.03931,-0.04346,962.280,27.1,,0.97604,0.21037,0.00449,-0.05536,
28.57813,1.09863,-5.00488,-1.46484,-0.04443,1.04272,-0.04443,,,,0.97602,0.21046,0.00418,-0.05553,
28.58594,0.79346,-4.15039,-1.77002,-0.04297,1.03931,-0.03882,962.273,27.1,,0.97599,0.21052,0.00392,-0.05571,
28.59375,0.18311,-4.15039,-1.89209,-0.05103,1.04370,-0.04736,,,,0.97598,0.21055,0.00367,-0.05590,
28.60156,0.12207,-3.96729,-1.77002,-0.05396,1.04150,-0.04614,962.292,27.1,,0.97596,0.21057,0.00343,-0.05607,
28.60938,0.54932,-4.63867,-1.89209,-0.04785,1.03760,-0.04565,,,,0.97594,0.21062,0.00315,-0.05626,
28.61719,0.79346,-4.27246,-1.46484,-0.04590,1.03931,-0.04492,962.277,27.1,,0.97592,0.21068,0.00288,-0.05642,
28.62500,0.79346,-4.21143,-1.34277,-0.05127,1.03760,-0.04321,,,,0.97590,0.21075,0.00262,-0.05657,
28.63281,0.79346,-4.51660,-1.58691,-0.05298,1.03442,-0.04370,962.298,27.1,,0.97588,0.21081,0.00234,-0.05674,
28.64063,0.79346,-5.00488,-1.40381,-0.04126,1.03174,-0.04102,,,,0.97585,0.21087,0.00202,-0.05690,
28.64844,1.03760,-4.82178,-1.28174,-0.03809,1.03101,-0.04224,962.308,27.1,,0.97583,0.21095,0.00171,-0.05706,
28.65625,1.22070,-4.51660,-1.15967,-0.04321,1.03101,-0.04639,,,,0.97580,0.21105,0.00143,-0.05720,
28.66406,0.97656,-4.69971,-1.77002,-0.04883,1.03174,-0.04272,962.261,27.1,,0.97577,0.21112,0.00113,-0.05739,
28.67188,0.73242,-4.94385,-2.01416,-0.05273,1.03027,-0.04639,,,,0.97575,0.21118,0.00083,-0.05759,
28.67969,0.24414,-5.24902,-2.07520,-0.05078,1.03271,-0.05322,962.308,27.1,,0.97573,0.21121,0.00051,-0.05780,
28.68750,0.06104,-5.24902,-1.95313,-0.05811,1.03979,-0.05420,,,,0.97572,0.21122,0.00019,-0.05801,
28.69531,0.36621,-6.04248,-1.89209,-0.06787,1.03467,-0.05371,962.281,27.1,,0.97570,0.21125,-0.00019,-0.05822,
28.70313,0.30518,-6.16455,-1.83105,-0.06763,1.02881,-0.05029,,,,0.97568,0.21127,-0.00057,-0.05843,
28.71094,0.30518,-6.59180,-1.58691,-0.06519,1.03101,-0.05151,962.283,27.1,,0.97566,0.21130,-0.00099,-0.05863,
28.71875,0.36621,-7.20215,-2.25830,-0.06128,1.03149,-0.04468,,,,0.97564,0.21132,-0.00144,-0.05889,
28.72656,0.36621,-7.56836,-2.44141,-0.06396,1.03003,-0.04370,962.288,27.1,,0.97562,0.21135,-0.00191,-0.05916,
28.73438,0.36621,-7.81250,-2.38037,-0.05322,1.02979,-0.04590,,,,0.97560,0.21137,-0.00239,-0.05943,
28.74219,0.06104,-7.50732,-2.56348,-0.04248,1.03955,-0.04663,962.297,27.1,,0.97558,0.21137,-0.00286,-0.05970,
28.75000,0.06104,-6.77490,-2.62451,-0.05005,1.03931,-0.04126,,,,0.97556,0.21138,-0.00327,-0.05998,
28.75781,0.54932,-6.10352,-2.80762,-0.05786,1.03589,-0.04419,962.302,27.1,,0.97553,0.21142,-0.00364,-0.06025,
28.76563,1.09863,-5.73730,-2.50244,-0.05371,1.03638,-0.04150,,,,0.97550,0.21150,-0.00399,-0.06050,
28.77344,1.15967,-6.04248,-2.50244,-0.05420,1.04175,-0.03662,962.286,27.1,,0.97546,0.21158,-0.00436,-0.06075,
28.78125,0.97656,-6.53076,-2.44141,-0.06006,1.04517,-0.04248,,,,0.97543,0.21165,-0.00476,-0.06101,
28.78906,1.28174,-7.26318,-2.50244,-0.05469,1.03735,-0.04028,962.262,27.1,,0.97539,0.21173,-0.00521,-0.06128,
28.79688,1.34277,-7.81250,-2.62451,-0.04761,1.03198,-0.03906,,,,0.97535,0.21182,-0.00570,-0.06157,
28.80469,1.22070,-7.26318,-2.44141,-0.03125,1.03687,-0.04492,962.300,27.1,,0.97531,0.21190,-0.00616,-0.06183,
28.81250,0.97656,-7.08008,-2.68555,-0.03394,1.03833,-0.04248,,,,0.97528,0.21197,-0.00659,-0.06211,
28.82031,0.79346,-6.53076,-2.92969,-0.03345,1.03638,-0.04248,962.283,27.1,,0.97525,0.21202,-0.00699,-0.06240,
28.82813,0.85449,-5.43213,-2.62451,-0.03687,1.03345,-0.03955,,,,0.97521,0.21209,-0.00732,-0.06265,
28.83594,0.36621,-4.57764,-2.38037,-0.04248,1.04077,-0.04883,962.312,27.1,,0.97519,0.21212,-0.00759,-0.06288,
28.84375,0.67139,-4.21143,-2.25830,-0.04907,1.04028,-0.05176,,,,0.97516,0.21218,-0.00784,-0.06309,
28.85156,0.79346,-4.82178,-1.70898,-0.05518,1.03540,-0.05884,962.288,27.1,,0.97513,0.21224,-0.00814,-0.06327,
28.85938,1.09863,-5.67627,-1.58691,-0.04443,1.02344,-0.05103,,,,0.97510,0.21232,-0.00850,-0.06346,
28.86719,1.09863,-5.73730,-1.64795,-0.04028,1.02441,-0.05078,962.317,27.1,,0.97507,0.21240,-0.00886,-0.06365,
28.87500,1.15967,-5.49316,-1.52588,-0.04639,1.03149,-0.04858,,,,0.97503,0.21248,-0.00921,-0.06383,
28.88281,1.09863,-5.49316,-1.46484,-0.04736,1.03320,-0.04663,962.300,27.1,,0.97500,0.21256,-0.00956,-0.06400,
28.89063,0.91553,-5.37109,-1.58691,-0.04102,1.03467,-0.04810,,,,0.97497,0.21263,-0.00990,-0.06419,
28.89844,0.30518,-5.06592,-1.83105,-0.03955,1.03589,-0.04028,962.328,27.1,,0.97495,0.21266,-0.01021,-0.06438,
28.90625,0.24414,-4.63867,-1.83105,-0.05005,1.03760,-0.04419,,,,0.97493,0.21268,-0.01049,-0.06457,
28.91406,0.12207,-4.45557,-1.89209,-0.05054,1.03760,-0.03638,962.331,27.1,,0.97491,0.21270,-0.01076,-0.06476,
28.92188,0.18311,-4.27246,-1.70898,-0.05493,1.03955,-0.04590,,,,0.97489,0.21273,-0.01102,-0.06493,
28.92969,-0.06104,-4.63867,-1.95313,-0.05688,1.03931,-0.04224,962.313,27.1,,0.97487,0.21273,-0.01130,-0.06513,
28.93750,0.06104,-4.94385,-2.01416,-0.05713,1.04004,-0.04468,,,,0.97485,0.21275,-0.01160,-0.06534,
28.94531,0.06104,-5.67627,-1.89209,-0.06836,1.03882,-0.04395,962.299,27.1,,0.97483,0.21276,-0.01195,-0.06555,
28.95313,0.24414,-6.10352,-1.83105,-0.06689,1.03809,-0.04810,,,,0.97481,0.21278,-0.01233,-0.06576,
28.96094,0.12207,-6.22559,-1.83105,-0.06177,1.03979,-0.04614,962.317,27.1,,0.97479,0.21279,-0.01272,-0.06597,
28.96875,0.00000,-7.26318,-1.40381,-0.06299,1.03906,-0.04980,,,,0.97477,0.21279,-0.01318,-0.06617,
28.97656,-0.12207,-8.05664,-1.64795,-0.06177,1.03687,-0.04688,962.282,27.1,,0.97475,0.21277,-0.01370,-0.06639,
28.98438,0.12207,-8.36182,-1.83105,-0.05884,1.04126,-0.04639,,,,0.97472,0.21277,-0.01423,-0.06663,
28.99219,0.54932,-8.48389,-1.64795,-0.06567,1.03589,-0.04590,962.301,27.1,,0.97469,0.21280,-0.01477,-0.06687,
29.00000,0.48828,-8.60596,-1.77002,-0.05518,1.03491,-0.04663,,,,0.97466,0.21283,-0.01532,-0.06711,
29.00781,0.61035,-8.72803,-2.01416,-0.05298,1.03516,-0.04150,962.299,27.1,,0.97463,0.21286,-0.01587,-0.06737,
29.01563,0.97656,-8.42285,-1.64795,-0.05225,1.03149,-0.04077,,,,0.97459,0.21292,-0.01641,-0.06760,
29.02344,0.67139,-8.11768,-1.77002,-0.04370,1.03418,-0.04443,962.292,27.1,,0.97456,0.21295,-0.01693,-0.06783,
29.03125,0.61035,-7.32422,-1.64795,-0.03638,1.03711,-0.04565,,,,0.97453,0.21299,-0.01739,-0.06805,
29.03906,0.73242,-6.34766,-1.70898,-0.03760,1.03906,-0.04443,962.261,27.1,,0.97449,0.21304,-0.01780,-0.06825,
29.04688,0.61035,-5.98145,-1.95313,-0.04419,1.03955,-0.05151,,,,0.97446,0.21309,-0.01817,-0.06847,
