Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1033

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Pressure,Temperature,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[mBar],[degree C],[],[],[],[],[],
54.66406,1.15967,-6.40869,-0.73242,-0.05835,1.02661,-0.02759,962.308,27.6,,0.90483,-0.26576,-0.23405,-0.23638,
54.67188,1.52588,-7.20215,-1.15967,-0.05591,1.02881,-0.02686,,,,0.90473,-0.26572,-0.23455,-0.23631,
54.67969,1.52588,-7.75146,-1.22070,-0.05762,1.03125,-0.02661,962.300,27.6,,0.90462,-0.26568,-0.23510,-0.23624,
54.68750,1.83105,-9.52148,-0.61035,-0.06543,1.03271,-0.02612,,,,0.90449,-0.26567,-0.23574,-0.23609,
54.69531,1.89209,-10.86426,-1.15967,-0.07080,1.03271,-0.02759,962.294,27.6,,0.90434,-0.26567,-0.23648,-0.23595,
54.70313,2.25830,-11.10840,-1.46484,-0.06641,1.02930,-0.02661,,,,0.90418,-0.26564,-0.23724,-0.23582,
54.71094,2.01416,-11.47461,-1.77002,-0.06836,1.03076,-0.02783,962.285,27.6,,0.90401,-0.26562,-0.23803,-0.23571,
54.71875,2.31934,-11.90186,-1.70898,-0.07397,1.03394,-0.02637,,,,0.90383,-0.26560,-0.23885,-0.23558,
54.72656,2.31934,-11.96289,-2.01416,-0.07056,1.03271,-0.02954,962.307,27.6,,0.90365,-0.26557,-0.23967,-0.23546,
54.73438,2.74658,-12.14600,-2.25830,-0.06152,1.03735,-0.03052,,,,0.90347,-0.26551,-0.24052,-0.23535,
54.74219,2.50244,-11.84082,-2.38037,-0.05225,1.03979,-0.03198,962.292,27.6,,0.90329,-0.26547,-0.24135,-0.23526,
54.75000,2.13623,-11.10840,-2.38037,-0.04761,1.03882,-0.03296,,,,0.90311,-0.26543,-0.24213,-0.23519,
54.75781,1.70898,-9.52148,-2.01416,-0.05298,1.04688,-0.03394,962.310,27.6,,0.90295,-0.26540,-0.24280,-0.23513,
54.76563,1.83105,-9.33838,-2.07520,-0.04907,1.03516,-0.03613,,,,0.90280,-0.26536,-0.24346,-0.23508,
54.77344,1.83105,-9.15527,-1.89209,-0.04126,1.03052,-0.03540,962.332,27.6,,0.90266,-0.26532,-0.24410,-0.23502,
54.78125,1.64795,-8.48389,-2.13623,-0.03809,1.03320,-0.02710,,,,0.90252,-0.26527,-0.24470,-0.23499,
54.78906,1.70898,-8.17871,-2.25830,-0.04272,1.04492,-0.02710,962.296,27.6,,0.90238,-0.26521,-0.24529,-0.23497,
54.79688,1.58691,-7.87354,-2.19727,-0.04175,1.04590,-0.02783,,,,0.90224,-0.26516,-0.24586,-0.23495,
54.80469,1.03760,-6.95801,-2.38037,-0.04443,1.04150,-0.02490,962.312,27.6,,0.90211,-0.26512,-0.24636,-0.23497,
54.81250,0.67139,-5.55420,-2.31934,-0.04565,1.05127,-0.02417,,,,0.90200,-0.26509,-0.24678,-0.23502,
54.82031,0.97656,-5.49316,-1.77002,-0.04907,1.04834,-0.02856,962.312,27.6,,0.90190,-0.26504,-0.24718,-0.23503,
54.82813,0.48828,-5.31006,-1.58691,-0.05322,1.04517,-0.02075,,,,0.90179,-0.26502,-0.24756,-0.23504,
54.83594,0.24414,-5.67627,-1.70898,-0.06250,1.03516,-0.02026,962.286,27.6,,0.90168,-0.26502,-0.24796,-0.23506,
54.84375,0.36621,-5.37109,-1.70898,-0.06152,1.03882,-0.01636,,,,0.90157,-0.26501,-0.24834,-0.23508,
54.85156,0.24414,-5.00488,-1.52588,-0.06323,1.04517,-0.01880,962.310,27.6,,0.90147,-0.26501,-0.24870,-0.23510,
54.85938,-0.06104,-4.88281,-2.07520,-0.06250,1.03540,-0.01392,,,,0.90136,-0.26501,-0.24905,-0.23515,
54.86719,-0.67139,-5.00488,-2.38037,-0.06030,1.03076,-0.01611,962.321,27.6,,0.90123,-0.26504,-0.24940,-0.23524,
54.87500,-1.15967,-4.51660,-2.31934,-0.06934,1.02783,-0.02148,,,,0.90110,-0.26510,-0.24972,-0.23534,
54.88281,-1.95313,-4.15039,-2.01416,-0.07813,1.02979,-0.02148,962.265,27.6,,0.90096,-0.26521,-0.25000,-0.23544,
54.89063,-1.77002,-5.06592,-2.25830,-0.07056,1.02002,-0.02271,,,,0.90081,-0.26532,-0.25034,-0.23553,
54.89844,-1.40381,-5.43213,-2.74658,-0.04736,1.01538,-0.02393,962.286,27.6,,0.90065,-0.26540,-0.25071,-0.23565,
54.90625,-1.77002,-4.39453,-2.68555,-0.05249,1.02808,-0.02710,,,,0.90051,-0.26549,-0.25102,-0.23578,
54.91406,-0.97656,-3.90625,-2.99072,-0.06177,1.02539,-0.02856,962.274,27.6,,0.90038,-0.26552,-0.25131,-0.23593,
54.92188,-0.85449,-4.02832,-3.35693,-0.05811,1.01929,-0.03076,,,,0.90024,-0.26553,-0.25163,-0.23609,
54.92969,-0.61035,-3.29590,-3.72314,-0.04883,1.01611,-0.02197,962.300,27.6,,0.90012,-0.26552,-0.25190,-0.23629,
54.93750,-0.24414,-2.99072,-3.41797,-0.06812,1.02515,-0.02100,,,,0.90001,-0.26548,-0.25216,-0.23647,
54.94531,-0.30518,-3.35693,-3.60107,-0.07495,1.02808,-0.02002,962.290,27.6,,0.89989,-0.26544,-0.25244,-0.23665,
54.95313,-1.15967,-5.31006,-4.02832,-0.08936,1.02148,-0.01733,,,,0.89972,-0.26549,-0.25284,-0.23684,
54.96094,-1.15967,-7.20215,-4.27246,-0.10254,1.03198,-0.01831,962.306,27.6,,0.89951,-0.26556,-0.25335,-0.23701,
54.96875,-0.97656,-8.17871,-4.33350,-0.11279,1.03662,-0.01392,,,,0.89929,-0.26563,-0.25393,-0.23716,
54.97656,-0.97656,-11.23047,-5.31006,-0.12036,1.03711,-0.00830,962.310,27.6,,0.89899,-0.26573,-0.25471,-0.23732,
54.98438,-1.09863,-13.42773,-5.49316,-0.12988,1.04712,-0.00879,,,,0.89866,-0.26588,-0.25563,-0.23745,
54.99219,-1.58691,-15.50293,-5.43213,-0.12842,1.05078,-0.00732,962.273,27.6,,0.89827,-0.26608,-0.25667,-0.23755,
55.00000,-1.70898,-17.94434,-5.55420,-0.11255,1.04541,-0.00195,,,,0.89784,-0.26633,-0.25785,-0.23761,
55.00781,-2.74658,-19.89746,-4.57764,-0.07300,1.04346,-0.00806,962.330,27.6,,0.89737,-0.26670,-0.25912,-0.23759,
55.01563,-2.80762,-19.83643,-4.33350,-0.05884,1.04590,-0.01172,,,,0.89690,-0.26707,-0.26039,-0.23757,
55.02344,-2.74658,-19.65332,-4.39453,-0.04688,1.03076,-0.01587,962.327,27.6,,0.89644,-0.26743,-0.26164,-0.23754,
55.03125,-3.11279,-17.08984,-5.31006,-0.03271,1.03003,-0.01831,,,,0.89599,-0.26776,-0.26275,-0.23763,
55.03906,-3.66211,-15.50293,-5.61523,-0.03613,1.03467,-0.02734,962.271,27.6,,0.89556,-0.26809,-0.26376,-0.23778,
55.04688,-3.90625,-13.12256,-6.16455,-0.04785,1.03491,-0.03223,,,,0.89515,-0.26839,-0.26463,-0.23800,
55.05469,-3.54004,-9.82666,-7.08008,-0.05127,1.03467,-0.02222,962.323,27.6,,0.89480,-0.26859,-0.26531,-0.23834,
55.06250,-3.66211,-9.21631,-7.32422,-0.05542,1.03516,-0.02441,,,,0.89445,-0.26879,-0.26597,-0.23870,
55.07031,-3.35693,-7.38525,-7.50732,-0.06665,1.04077,-0.01514,962.307,27.6,,0.89413,-0.26893,-0.26652,-0.23910,
55.07813,-4.08936,-5.00488,-7.81250,-0.07153,1.03613,-0.00562,,,,0.89384,-0.26907,-0.26692,-0.23958,
55.08594,-3.96729,-4.21143,-7.81250,-0.07349,1.03955,-0.00952,962.316,27.6,,0.89357,-0.26920,-0.26727,-0.24007,
55.09375,-3.41797,-4.21143,-7.69043,-0.09326,1.04102,-0.00415,,,,0.89331,-0.26929,-0.26762,-0.24054,
55.10156,-3.78418,-4.63867,-8.05664,-0.08496,1.03906,-0.00146,962.306,27.6,,0.89303,-0.26940,-0.26801,-0.24103,
55.10938,-3.90625,-4.27246,-7.99561,-0.08252,1.04126,0.00269,,,,0.89275,-0.26952,-0.26837,-0.24153,
55.11719,-4.21143,-3.17383,-7.87354,-0.09033,1.05005,0.00757,962.331,27.6,,0.89249,-0.26964,-0.26865,-0.24205,
55.12500,-4.27246,-2.62451,-7.81250,-0.10034,1.05200,0.00439,,,,0.89224,-0.26975,-0.26890,-0.24257,
55.13281,-4.57764,-2.56348,-7.99561,-0.09277,1.04663,0.00586,962.277,27.6,,0.89198,-0.26988,-0.26914,-0.24312,
55.14063,-5.37109,-2.07520,-8.60596,-0.08521,1.04590,0.00854,,,,0.89170,-0.27004,-0.26935,-0.24372,
55.14844,-5.85938,0.18311,-9.39941,-0.07471,1.05322,0.01001,962.302,27.6,,0.89144,-0.27017,-0.26943,-0.24442,
55.15625,-6.10352,0.85449,-9.46045,-0.08643,1.05469,0.00757,,,,0.89119,-0.27031,-0.26947,-0.24514,
55.16406,-6.46973,0.79346,-10.98633,-0.12280,1.05176,0.00366,962.343,27.6,,0.89091,-0.27044,-0.26953,-0.24596,
55.17188,-6.65283,0.24414,-12.20703,-0.12524,1.04492,0.01245,,,,0.89059,-0.27057,-0.26964,-0.24685,
55.17969,-6.95801,-0.36621,-12.08496,-0.12476,1.04468,0.01123,962.310,27.6,,0.89025,-0.27073,-0.26978,-0.24773,
55.18750,-7.14111,-1.03760,-12.26807,-0.11621,1.04224,0.01733,,,,0.88990,-0.27091,-0.26997,-0.24860,
55.19531,-7.50732,-0.48828,-13.48877,-0.10889,1.03882,0.02222,962.307,27.6,,0.88953,-0.27108,-0.27013,-0.24957,
55.20313,-7.69043,0.06104,-13.85498,-0.10669,1.04199,0.02344,,,,0.88915,-0.27125,-0.27027,-0.25057,
55.21094,-8.05664,1.58691,-14.40430,-0.11304,1.04639,0.01685,962.281,27.6,,0.88879,-0.27140,-0.27032,-0.25164,
55.21875,-7.99561,2.25830,-14.64844,-0.11279,1.03979,0.01709,,,,0.88844,-0.27153,-0.27033,-0.25274,
55.22656,-7.81250,2.86865,-14.89258,-0.11157,1.04150,0.02026,962.283,27.6,,0.88809,-0.27163,-0.27031,-0.25385,
55.23438,-8.72803,3.60107,-14.64844,-0.11353,1.04663,0.02148,,,,0.88775,-0.27178,-0.27023,-0.25499,
55.24219,-9.64355,4.27246,-15.50293,-0.13818,1.04663,0.01880,962.296,27.6,,0.88738,-0.27196,-0.27010,-0.25620,
55.25000,-9.94873,4.63867,-16.54053,-0.14868,1.04126,0.02612,,,,0.88700,-0.27213,-0.26997,-0.25749,
55.25781,-10.49805,4.57764,-18.06641,-0.15137,1.03564,0.02734,962.314,27.6,,0.88657,-0.27230,-0.26985,-0.25888,
55.26563,-10.68115,4.27246,-18.31055,-0.14087,1.03784,0.02417,,,,0.88613,-0.27249,-0.26976,-0.26028,
55.27344,-10.68115,4.33350,-18.61572,-0.13770,1.04126,0.03174,962.312,27.6,,0.88569,-0.27267,-0.26967,-0.26170,
55.28125,-11.29150,4.27246,-18.98193,-0.14160,1.04370,0.03467,,,,0.88522,-0.27288,-0.26958,-0.26315,
55.28906,-13.12256,4.63867,-20.26367,-0.13794,1.04297,0.03979,962.286,27.6,,0.88470,-0.27317,-0.26945,-0.26472,
55.29688,-13.91602,5.12695,-20.75195,-0.13403,1.04224,0.05103,,,,0.88416,-0.27349,-0.26929,-0.26635,
55.30469,-16.05225,6.46973,-20.81299,-0.14307,1.05225,0.05933,962.287,27.6,,0.88361,-0.27391,-0.26901,-0.26804,
55.31250,-16.29639,6.46973,-22.21680,-0.14600,1.05493,0.05371,,,,0.88302,-0.27431,-0.26875,-0.26981,
55.32031,-16.47949,7.32422,-23.07129,-0.14771,1.05762,0.05908,962.308,27.6,,0.88243,-0.27470,-0.26845,-0.27166,
55.32813,-17.70020,10.13184,-23.92578,-0.15820,1.07251,0.06421,,,,0.88184,-0.27509,-0.26797,-0.27363,
55.33594,-18.00537,11.53564,-25.32959,-0.18506,1.07422,0.07080,962.262,27.6,,0.88124,-0.27545,-0.26743,-0.27572,
55.34375,-17.51709,11.35254,-26.42822,-0.21460,1.06030,0.07471,,,,0.88063,-0.27575,-0.26693,-0.27786,
55.35156,-17.33398,10.74219,-26.67236,-0.21997,1.05176,0.07935,962.277,27.6,,0.87999,-0.27606,-0.26647,-0.28000,
55.35938,-17.15088,9.58252,-26.55029,-0.20288,1.04834,0.08643,,,,0.87934,-0.27637,-0.26607,-0.28210,
55.36719,-17.63916,9.46045,-26.42822,-0.19824,1.05396,0.08496,962.302,27.6,,0.87868,-0.27672,-0.26568,-0.28420,
55.37500,-18.18848,9.33838,-26.85547,-0.20020,1.05347,0.08350,,,,0.87798,-0.27709,-0.26528,-0.28634,
55.38281,-19.16504,9.88770,-28.13721,-0.19604,1.04199,0.08447,962.300,27.6,,0.87725,-0.27749,-0.26486,-0.28857,
55.39063,-20.01953,10.25391,-29.47998,-0.20581,1.04419,0.07153,,,,0.87648,-0.27790,-0.26442,-0.29091,
55.39844,-20.62988,10.55908,-30.02930,-0.20605,1.04443,0.06470,962.295,27.6,,0.87569,-0.27834,-0.26396,-0.29329,
55.40625,-20.44678,11.29150,-30.63965,-0.19531,1.03369,0.06104,,,,0.87489,-0.27873,-0.26347,-0.29572,
55.41406,-20.62988,12.81738,-30.76172,-0.18921,1.02344,0.07153,962.302,27.6,,0.87411,-0.27910,-0.26289,-0.29819,
55.42188,-20.93506,12.87842,-30.94482,-0.20117,1.02295,0.06885,,,,0.87332,-0.27949,-0.26229,-0.30067,
55.42969,-20.99609,13.54980,-32.71484,-0.23584,1.02222,0.07300,962.259,27.6,,0.87249,-0.27983,-0.26169,-0.30327,
55.43750,-20.93506,13.06152,-33.93555,-0.23706,1.02222,0.08228,,,,0.87162,-0.28015,-0.26114,-0.30593,
55.44531,-20.81299,12.63428,-34.05762,-0.23438,1.02100,0.08472,962.307,27.6,,0.87074,-0.28047,-0.26061,-0.30859,
55.45313,-20.93506,12.02393,-34.05762,-0.23315,1.02539,0.08765,,,,0.86984,-0.28080,-0.26012,-0.31123,
55.46094,-21.17920,12.87842,-34.72900,-0.21924,1.03418,0.09668,962.321,27.6,,0.86893,-0.28112,-0.25958,-0.31393,
55.46875,-21.36230,13.36670,-34.66797,-0.21753,1.03735,0.08960,,,,0.86802,-0.28144,-0.25901,-0.31663,
55.47656,-22.58301,13.30566,-35.09521,-0.26196,1.03467,0.08618,962.292,27.6,,0.86706,-0.28182,-0.25842,-0.31938,
55.48438,-22.46094,13.67188,-37.53662,-0.28638,1.02344,0.10278,,,,0.86605,-0.28214,-0.25785,-0.32228,
55.49219,-22.21680,12.93945,-37.84180,-0.27612,1.02222,0.09888,962.281,27.6,,0.86502,-0.28245,-0.25733,-0.32517,
55.50000,-21.11816,10.55908,-36.80420,-0.26807,1.02783,0.09668,,,,0.86399,-0.28277,-0.25696,-0.32793,
55.50781,-20.99609,10.37598,-36.49902,-0.26636,1.03198,0.10889,962.300,27.6,,0.86295,-0.28308,-0.25659,-0.33067,
55.51563,-20.99609,10.43701,-36.25488,-0.26880,1.03296,0.11426,,,,0.86191,-0.28340,-0.25621,-0.33339,
55.52344,-20.62988,9.52148,-36.68213,-0.25513,1.02783,0.11035,962.300,27.6,,0.86085,-0.28370,-0.25590,-0.33611,
55.53125,-20.69092,9.88770,-37.17041,-0.24048,1.02100,0.10596,,,,0.85977,-0.28399,-0.25558,-0.33886,
55.53906,-21.24023,11.04736,-37.04834,-0.23950,1.01978,0.10840,962.292,27.6,,0.85869,-0.28429,-0.25517,-0.34163,
55.54688,-22.39990,13.18359,-37.10938,-0.25073,1.01392,0.11182,,,,0.85763,-0.28460,-0.25461,-0.34447,
55.55469,-22.27783,14.22119,-37.65869,-0.26587,1.01440,0.11108,962.277,27.6,,0.85656,-0.28486,-0.25399,-0.34735,
55.56250,-22.39990,14.70947,-37.90283,-0.28516,1.01050,0.11450,,,,0.85548,-0.28512,-0.25335,-0.35025,
55.57031,-22.15576,13.91602,-38.45215,-0.31006,0.99634,0.11792,962.269,27.6,,0.85437,-0.28536,-0.25276,-0.35317,
55.57813,-21.48438,13.00049,-38.33008,-0.30420,0.99390,0.12109,,,,0.85326,-0.28559,-0.25224,-0.35604,
55.58594,-21.48438,12.69531,-37.65869,-0.30103,0.99609,0.11816,962.278,27.6,,0.85214,-0.28584,-0.25172,-0.35887,
55.59375,-21.78955,13.18359,-37.10938,-0.29980,0.99707,0.11792,,,,0.85104,-0.28609,-0.25115,-0.36167,
55.60156,-22.52197,15.01465,-37.47559,-0.29663,0.99048,0.12183,962.322,27.6,,0.84993,-0.28634,-0.25047,-0.36454,
55.60938,-22.52197,15.68604,-37.71973,-0.29932,0.98853,0.12402,,,,0.84882,-0.28656,-0.24974,-0.36743,
55.61719,-22.88818,16.90674,-38.39111,-0.31348,0.98633,0.13550,962.326,27.6,,0.84770,-0.28676,-0.24895,-0.37039,
55.62500,-22.76611,17.33398,-39.18457,-0.32251,0.99683,0.12134,,,,0.84656,-0.28692,-0.24815,-0.37340,
55.63281,-22.46094,18.18848,-38.94043,-0.32129,1.00146,0.12329,962.298,27.6,,0.84544,-0.28705,-0.24730,-0.37640,
55.64063,-22.21680,19.83643,-38.02490,-0.33960,0.99268,0.13013,,,,0.84437,-0.28713,-0.24633,-0.37937,
55.64844,-22.46094,20.99609,-38.87939,-0.39111,0.97607,0.13135,962.302,27.6,,0.84327,-0.28717,-0.24531,-0.38242,
55.65625,-22.58301,20.08057,-39.73389,-0.40967,0.96851,0.13232,,,,0.84213,-0.28723,-0.24435,-0.38549,
55.66406,-21.78955,16.90674,-40.28320,-0.40698,0.96631,0.13013,962.288,27.6,,0.84093,-0.28732,-0.24360,-0.38851,
55.67188,-20.62988,15.56396,-39.00146,-0.37549,0.96167,0.13647,,,,0.83975,-0.28739,-0.24293,-0.39141,
55.67969,-19.95850,14.95361,-38.63525,-0.37305,0.96338,0.13574,962.322,27.6,,0.83858,-0.28745,-0.24231,-0.39426,
55.68750,-19.34814,15.19775,-38.39111,-0.36401,0.96313,0.13794,,,,0.83742,-0.28746,-0.24168,-0.39709,
55.69531,-19.59229,16.11328,-37.41455,-0.35400,0.96826,0.13794,962.275,27.6,,0.83629,-0.28748,-0.24097,-0.39988,
55.70313,-19.34814,16.11328,-37.10938,-0.34839,0.97144,0.13330,,,,0.83517,-0.28748,-0.24026,-0.40265,
55.71094,-19.04297,16.78467,-37.29248,-0.36621,0.96899,0.11768,962.291,27.6,,0.83405,-0.28745,-0.23952,-0.40543,
55.71875,-18.85986,17.57813,-38.02490,-0.41724,0.94189,0.12329,,,,0.83291,-0.28736,-0.23875,-0.40826,
55.72656,-18.43262,16.84570,-38.81836,-0.43823,0.93042,0.12402,962.300,27.6,,0.83175,-0.28726,-0.23804,-0.41111,
55.73438,-17.33398,14.95361,-39.12354,-0.43481,0.92847,0.11719,,,,0.83056,-0.28714,-0.23748,-0.41392,
55.74219,-16.96777,13.12256,-38.20801,-0.42017,0.93262,0.12476,962.276,27.6,,0.82936,-0.28706,-0.23701,-0.41663,
55.75000,-17.21191,11.65771,-37.71973,-0.41138,0.93872,0.13330,,,,0.82814,-0.28705,-0.23661,-0.41929,
55.75781,-17.27295,11.59668,-37.47559,-0.40527,0.94067,0.13892,962.285,27.6,,0.82692,-0.28704,-0.23620,-0.42193,
55.76563,-17.51709,12.57324,-36.68213,-0.39209,0.93164,0.14307,,,,0.82573,-0.28702,-0.23571,-0.42454,
55.77344,-16.84570,14.70947,-36.68213,-0.38770,0.92114,0.14697,962.273,27.6,,0.82457,-0.28691,-0.23512,-0.42718,
55.78125,-17.33398,16.72363,-37.04834,-0.38672,0.92017,0.15601,,,,0.82342,-0.28675,-0.23440,-0.42988,
55.78906,-17.57813,19.71436,-37.84180,-0.42041,0.92188,0.15283,962.287,27.6,,0.82229,-0.28651,-0.23353,-0.43269,
55.79688,-17.63916,21.54541,-39.48975,-0.45947,0.91992,0.15088,,,,0.82112,-0.28618,-0.23257,-0.43562,
55.80469,-17.57813,21.60645,-39.79492,-0.46094,0.91016,0.15576,962.282,27.6,,0.81994,-0.28585,-0.23162,-0.43856,
55.81250,-17.08984,20.75195,-39.42871,-0.47314,0.90845,0.15649,,,,0.81876,-0.28551,-0.23072,-0.44146,
55.82031,-16.54053,19.34814,-39.06250,-0.48169,0.90527,0.15723,962.302,27.6,,0.81757,-0.28518,-0.22991,-0.44429,
55.82813,-16.23535,19.10400,-38.81836,-0.48291,0.90015,0.16284,,,,0.81638,-0.28485,-0.22911,-0.44710,
55.83594,-15.93018,19.04297,-38.08594,-0.47168,0.90137,0.16846,962.266,27.6,,0.81521,-0.28451,-0.22830,-0.44985,
55.84375,-15.56396,19.59229,-37.04834,-0.44604,0.90820,0.16284,,,,0.81408,-0.28415,-0.22746,-0.45255,
55.85156,-15.86914,20.50781,-36.43799,-0.44824,0.90479,0.16650,962.304,27.6,,0.81296,-0.28378,-0.22654,-0.45523,
55.85938,-16.35742,22.27783,-36.74316,-0.46753,0.89380,0.17212,,,,0.81185,-0.28338,-0.22552,-0.45797,
55.86719,-16.47949,23.37646,-37.71973,-0.52832,0.88110,0.16406,962.296,27.6,,0.81072,-0.28293,-0.22444,-0.46077,
55.87500,-16.54053,22.94922,-38.87939,-0.57178,0.87744,0.16772,,,,0.80953,-0.28248,-0.22340,-0.46363,
55.88281,-15.19775,20.69092,-40.34424,-0.58325,0.86768,0.16919,962.304,27.6,,0.80828,-0.28200,-0.22255,-0.46651,
55.89063,-14.28223,17.39502,-38.51318,-0.54102,0.86987,0.16577,,,,0.80705,-0.28160,-0.22188,-0.46919,
55.89844,-13.91602,16.66260,-37.78076,-0.52393,0.88110,0.16040,962.280,27.6,,0.80583,-0.28121,-0.22125,-0.47182,
55.90625,-13.97705,17.21191,-37.04834,-0.50732,0.88477,0.15674,,,,0.80463,-0.28082,-0.22056,-0.47441,
55.91406,-14.09912,18.98193,-37.29248,-0.50024,0.86865,0.16187,962.262,27.6,,0.80344,-0.28037,-0.21978,-0.47705,
55.92188,-14.22119,19.71436,-37.65869,-0.49634,0.86060,0.15552,,,,0.80224,-0.27989,-0.21896,-0.47972,
55.92969,-14.28223,22.03369,-37.84180,-0.50366,0.86035,0.14160,962.267,27.6,,0.80106,-0.27934,-0.21802,-0.48243,
55.93750,-14.46533,25.45166,-37.96387,-0.51880,0.84619,0.13892,,,,0.79992,-0.27868,-0.21687,-0.48522,
55.94531,-14.16016,26.12305,-37.96387,-0.52466,0.83862,0.13892,962.283,27.6,,0.79878,-0.27798,-0.21570,-0.48801,
55.95313,-13.42773,25.63477,-38.33008,-0.55908,0.83325,0.12866,,,,0.79763,-0.27724,-0.21459,-0.49080,
55.96094,-12.81738,24.23096,-39.42871,-0.63330,0.83203,0.11914,962.308,27.6,,0.79642,-0.27650,-0.21359,-0.49360,
55.96875,-11.96289,22.88818,-39.55078,-0.64307,0.82080,0.12744,,,,0.79520,-0.27575,-0.21268,-0.49637,
55.97656,-9.82666,17.88330,-38.14697,-0.60645,0.81299,0.12671,962.313,27.6,,0.79399,-0.27508,-0.21210,-0.49893,
55.98438,-9.21631,15.50293,-36.62109,-0.56421,0.82739,0.12817,,,,0.79280,-0.27447,-0.21163,-0.50135,
55.99219,-8.91113,15.44189,-36.13281,-0.56006,0.83350,0.13550,962.315,27.6,,0.79162,-0.27386,-0.21117,-0.50373,
56.00000,-9.03320,16.96777,-36.31592,-0.57422,0.82910,0.14502,,,,0.79045,-0.27319,-0.21062,-0.50615,
56.00781,-9.21631,18.06641,-36.92627,-0.60010,0.82397,0.14966,962.298,27.6,,0.78927,-0.27248,-0.21002,-0.50863,
56.01563,-9.33838,18.24951,-37.17041,-0.59985,0.81689,0.13745,,,,0.78807,-0.27177,-0.20940,-0.51112,
56.02344,-9.15527,18.37158,-37.90283,-0.60620,0.80566,0.14136,962.302,27.6,,0.78684,-0.27103,-0.20880,-0.51364,
56.03125,-8.85010,18.43262,-39.24561,-0.63916,0.79907,0.13379,,,,0.78557,-0.27025,-0.20822,-0.51622,
56.03906,-8.54492,18.06641,-39.55078,-0.65039,0.79346,0.13623,962.303,27.6,,0.78428,-0.26946,-0.20768,-0.51881,
56.04688,-8.42285,16.35742,-38.87939,-0.65234,0.77881,0.14478,,,,0.78298,-0.26874,-0.20722,-0.52132,
56.05469,-8.42285,14.70947,-38.14697,-0.63354,0.78345,0.14282,962.286,27.6,,0.78169,-0.26807,-0.20683,-0.52376,
56.06250,-8.17871,14.64844,-37.90283,-0.62378,0.78906,0.14478,,,,0.78039,-0.26740,-0.20645,-0.52618,
56.07031,-8.17871,15.07568,-37.35352,-0.62695,0.79150,0.15308,962.277,27.6,,0.77912,-0.26672,-0.20603,-0.52857,
56.07813,-8.85010,16.05225,-38.69629,-0.64819,0.79517,0.13721,,,,0.77779,-0.26602,-0.20556,-0.53105,
56.08594,-8.91113,16.66260,-39.30664,-0.64502,0.78979,0.13452,962.313,27.6,,0.77644,-0.26529,-0.20507,-0.53358,
56.09375,-8.11768,18.31055,-39.06250,-0.63867,0.77368,0.12207,,,,0.77513,-0.26446,-0.20451,-0.53611,
56.10156,-6.83594,19.22607,-38.81836,-0.63843,0.76514,0.10327,962.332,27.6,,0.77386,-0.26353,-0.20394,-0.53861,
56.10938,-6.53076,19.89746,-39.06250,-0.64795,0.76318,0.09644,,,,0.77259,-0.26255,-0.20335,-0.54113,
56.11719,-5.92041,21.54541,-39.85596,-0.66553,0.75757,0.09229,962.292,27.6,,0.77131,-0.26146,-0.20271,-0.54371,
56.12500,-5.18799,22.52197,-39.79492,-0.70142,0.73462,0.10132,,,,0.77006,-0.26030,-0.20204,-0.54629,
56.13281,-4.57764,22.46094,-40.40527,-0.71484,0.73022,0.11060,962.269,27.6,,0.76878,-0.25910,-0.20140,-0.54889,
56.14063,-4.45557,22.15576,-41.07666,-0.72461,0.74512,0.12842,,,,0.76747,-0.25789,-0.20079,-0.55151,
56.14844,-4.21143,21.30127,-41.25977,-0.71729,0.76611,0.13940,962.273,27.6,,0.76614,-0.25669,-0.20024,-0.55411,
56.15625,-3.90625,20.62988,-41.50391,-0.70728,0.76831,0.13647,,,,0.76479,-0.25550,-0.19974,-0.55671,
56.16406,-4.15039,21.17920,-41.93115,-0.70068,0.76074,0.14111,962.290,27.6,,0.76342,-0.25429,-0.19920,-0.55933,
56.17188,-4.88281,22.39990,-43.21289,-0.73438,0.74927,0.12280,,,,0.76199,-0.25305,-0.19859,-0.56205,
56.17969,-5.49316,22.70508,-44.00635,-0.78613,0.73315,0.11011,962.296,27.6,,0.76052,-0.25182,-0.19796,-0.56481,
56.18750,-5.37109,21.78955,-44.12842,-0.80151,0.72461,0.11182,,,,0.75902,-0.25061,-0.19737,-0.56756,
56.19531,-4.76074,18.79883,-44.06738,-0.80615,0.71045,0.12183,962.300,27.6,,0.75749,-0.24948,-0.19696,-0.57024,
56.20313,-4.39453,14.89258,-44.06738,-0.78931,0.71777,0.10913,,,,0.75591,-0.24849,-0.19676,-0.57284,
56.21094,-4.08936,13.36670,-44.12842,-0.76587,0.72046,0.10449,962.294,27.6,,0.75429,-0.24753,-0.19665,-0.57541,
56.21875,-3.84521,12.45117,-44.00635,-0.72974,0.70239,0.10303,,,,0.75267,-0.24660,-0.19660,-0.57795,
56.22656,-4.15039,15.25879,-44.61670,-0.71826,0.68848,0.10791,962.258,27.6,,0.75105,-0.24557,-0.19640,-0.58056,
