Gait Up - Physilog data export
Created on: 0000-00-04 06:47:04
Total data points: 797

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
12.91406,1.25885,-6.46591,-4.25339,0.05933,1.01776,0.13153,,0.55110,0.71967,-0.21027,-0.36625,
12.92188,1.46484,-6.09207,-4.30679,0.05829,1.01862,0.12982,,0.55084,0.71964,-0.21033,-0.36669,
12.92969,1.35040,-5.94711,-4.24957,0.05627,1.01727,0.12872,,0.55058,0.71960,-0.21038,-0.36712,
12.93750,1.51443,-5.70297,-4.16565,0.05298,1.01691,0.12677,,0.55033,0.71957,-0.21043,-0.36754,
12.94531,1.50299,-5.64957,-3.99017,0.05054,1.01593,0.12384,,0.55008,0.71954,-0.21049,-0.36794,
12.95313,1.61362,-5.24902,-3.95203,0.05170,1.01404,0.12640,,0.54983,0.71952,-0.21053,-0.36832,
12.96094,1.48773,-5.11169,-3.87955,0.05121,1.00989,0.12903,,0.54959,0.71950,-0.21057,-0.36869,
12.96875,1.47247,-5.13077,-3.67355,0.04590,1.00769,0.13470,,0.54935,0.71948,-0.21062,-0.36906,
12.97656,1.43051,-5.25665,-3.32260,0.04156,1.00488,0.13727,,0.54913,0.71944,-0.21069,-0.36942,
12.98438,1.54114,-5.43976,-3.23486,0.03876,1.00317,0.13483,,0.54889,0.71941,-0.21078,-0.36979,
12.99219,1.63651,-5.51987,-2.97928,0.03619,1.00250,0.12836,,0.54866,0.71937,-0.21088,-0.37014,
13.00000,1.83487,-5.58090,-3.18146,0.04102,1.00616,0.12720,,0.54842,0.71934,-0.21099,-0.37051,
13.00781,1.86539,-5.54276,-3.18909,0.04248,1.00781,0.12720,,0.54817,0.71931,-0.21109,-0.37087,
13.01563,1.81961,-5.08881,-2.94876,0.04114,1.00769,0.12726,,0.54793,0.71929,-0.21118,-0.37120,
13.02344,2.02942,-4.87137,-2.91061,0.04022,1.00818,0.13153,,0.54769,0.71928,-0.21127,-0.37152,
13.03125,2.03323,-4.98962,-2.80380,0.04071,1.00745,0.13361,,0.54746,0.71927,-0.21137,-0.37184,
13.03906,2.04849,-5.29480,-2.67029,0.04224,1.00421,0.13483,,0.54721,0.71925,-0.21150,-0.37217,
13.04688,2.23541,-5.46646,-2.41470,0.03900,1.00391,0.13623,,0.54697,0.71922,-0.21164,-0.37249,
13.05469,2.33078,-5.54657,-2.38037,0.03961,1.00470,0.13226,,0.54672,0.71920,-0.21179,-0.37282,
13.06250,2.49481,-5.40543,-2.49863,0.04553,1.00806,0.12683,,0.54646,0.71919,-0.21194,-0.37314,
13.07031,2.65503,-4.90952,-2.61307,0.04608,1.01111,0.12256,,0.54619,0.71920,-0.21206,-0.37344,
13.07813,2.65121,-4.77982,-2.64359,0.04468,1.01227,0.12134,,0.54593,0.71921,-0.21218,-0.37373,
13.08594,2.77328,-4.45938,-2.64359,0.04895,1.01379,0.12683,,0.54567,0.71924,-0.21229,-0.37400,
13.09375,2.75040,-4.26865,-2.61688,0.04810,1.01605,0.13013,,0.54541,0.71927,-0.21239,-0.37427,
13.10156,2.75421,-4.57382,-2.43378,0.04504,1.01550,0.13000,,0.54515,0.71928,-0.21251,-0.37454,
13.10938,2.69318,-4.61197,-2.42996,0.04553,1.01404,0.12866,,0.54489,0.71930,-0.21264,-0.37482,
13.11719,2.69699,-5.25284,-2.48337,0.04681,1.01544,0.12695,,0.54462,0.71930,-0.21278,-0.37513,
13.12500,2.74658,-5.48172,-2.34985,0.04797,1.01837,0.12616,,0.54435,0.71929,-0.21294,-0.37544,
13.13281,2.75803,-5.49316,-2.43378,0.04810,1.01892,0.12415,,0.54408,0.71929,-0.21310,-0.37576,
13.14063,2.86102,-5.66101,-2.47192,0.05127,1.02075,0.12427,,0.54379,0.71928,-0.21326,-0.37609,
13.14844,2.70081,-5.69534,-2.56348,0.05304,1.02191,0.12677,,0.54352,0.71927,-0.21342,-0.37642,
13.15625,2.63596,-5.71823,-2.56729,0.05200,1.02069,0.12695,,0.54324,0.71925,-0.21358,-0.37676,
13.16406,2.78854,-5.65338,-2.39182,0.04883,1.01904,0.12415,,0.54297,0.71924,-0.21374,-0.37708,
13.17188,2.73895,-5.78690,-2.29263,0.04773,1.01764,0.12195,,0.54269,0.71923,-0.21392,-0.37741,
13.17969,2.84958,-5.76401,-2.29263,0.04840,1.01941,0.12085,,0.54241,0.71922,-0.21409,-0.37773,
13.18750,2.83432,-5.43594,-2.35748,0.05066,1.02057,0.11768,,0.54214,0.71921,-0.21425,-0.37804,
13.19531,2.80380,-5.28717,-2.38419,0.04907,1.02289,0.11377,,0.54187,0.71921,-0.21441,-0.37835,
13.20313,2.91824,-5.11169,-2.35748,0.04828,1.02344,0.11304,,0.54159,0.71922,-0.21456,-0.37864,
13.21094,3.07083,-4.86755,-2.26593,0.04431,1.02362,0.11273,,0.54131,0.71924,-0.21471,-0.37892,
13.21875,2.97165,-4.84085,-2.19727,0.04340,1.02228,0.11383,,0.54104,0.71925,-0.21486,-0.37919,
13.22656,2.84958,-4.84848,-2.12860,0.04407,1.02185,0.11475,,0.54078,0.71926,-0.21501,-0.37946,
13.23438,2.93732,-5.01251,-1.97983,0.04468,1.01904,0.12152,,0.54052,0.71926,-0.21517,-0.37974,
13.24219,2.76947,-5.11551,-1.93405,0.04071,1.01593,0.12030,,0.54026,0.71926,-0.21534,-0.38002,
13.25000,2.76566,-5.27573,-1.80435,0.03650,1.01282,0.11835,,0.54000,0.71925,-0.21552,-0.38030,
13.25781,2.71988,-5.57327,-1.70517,0.03638,1.00940,0.11310,,0.53975,0.71923,-0.21572,-0.38060,
13.26563,2.68173,-5.65720,-1.60980,0.04083,1.01129,0.10809,,0.53949,0.71920,-0.21592,-0.38089,
13.27344,2.57492,-5.43976,-1.52206,0.04169,1.01141,0.10901,,0.53925,0.71917,-0.21611,-0.38117,
13.28125,2.52533,-4.96674,-1.56021,0.04358,1.01355,0.11017,,0.53902,0.71916,-0.21628,-0.38144,
13.28906,2.44522,-4.44412,-1.43433,0.04340,1.01227,0.11188,,0.53880,0.71915,-0.21644,-0.38167,
13.29688,2.11334,-4.59290,-1.28555,0.04132,1.01068,0.11591,,0.53860,0.71912,-0.21661,-0.38191,
13.30469,2.02179,-4.92096,-1.14822,0.04077,1.00891,0.11853,,0.53840,0.71908,-0.21679,-0.38216,
13.31250,1.93405,-5.46265,-1.31226,0.04199,1.00739,0.12134,,0.53819,0.71903,-0.21697,-0.38245,
13.32031,1.81961,-5.87845,-1.44577,0.04187,1.00653,0.11792,,0.53798,0.71896,-0.21717,-0.38276,
13.32813,1.76620,-6.03104,-1.47629,0.04510,1.00842,0.11426,,0.53777,0.71889,-0.21737,-0.38308,
13.33594,1.64413,-5.94711,-1.57547,0.04883,1.01190,0.10864,,0.53757,0.71881,-0.21755,-0.38341,
13.34375,1.58691,-5.56946,-1.66702,0.05127,1.01392,0.10748,,0.53737,0.71875,-0.21772,-0.38371,
13.35156,1.62888,-5.33676,-1.63651,0.05103,1.01617,0.10754,,0.53717,0.71869,-0.21788,-0.38401,
13.35938,1.54495,-5.04303,-1.63269,0.04980,1.01556,0.11249,,0.53698,0.71864,-0.21803,-0.38429,
13.36719,1.60599,-4.77600,-1.57928,0.04889,1.01605,0.11432,,0.53679,0.71859,-0.21817,-0.38456,
13.37500,1.60599,-4.82941,-1.58691,0.04791,1.01434,0.11353,,0.53660,0.71854,-0.21831,-0.38483,
13.38281,1.61362,-5.00488,-1.62888,0.04498,1.01343,0.11572,,0.53641,0.71849,-0.21846,-0.38511,
13.39063,1.74332,-5.12695,-1.73950,0.04913,1.01605,0.11292,,0.53621,0.71845,-0.21861,-0.38539,
13.39844,1.66321,-5.22995,-1.77765,0.04993,1.01746,0.11102,,0.53600,0.71839,-0.21876,-0.38569,
13.40625,1.54877,-5.18799,-1.79672,0.05035,1.01599,0.11115,,0.53581,0.71834,-0.21890,-0.38598,
13.41406,1.36185,-4.94766,-1.81961,0.04932,1.01581,0.11218,,0.53562,0.71828,-0.21903,-0.38627,
13.42188,1.39618,-5.02014,-2.01416,0.05133,1.01587,0.11426,,0.53543,0.71823,-0.21916,-0.38657,
13.42969,1.26266,-5.19943,-1.99890,0.05298,1.01752,0.11334,,0.53524,0.71816,-0.21929,-0.38688,
13.43750,1.38092,-5.19562,-1.84631,0.04724,1.01477,0.11011,,0.53505,0.71810,-0.21942,-0.38718,
13.44531,1.17111,-5.34821,-1.76620,0.04449,1.01404,0.11249,,0.53487,0.71803,-0.21957,-0.38748,
13.45313,0.96893,-5.50461,-1.81961,0.04901,1.01276,0.11566,,0.53470,0.71794,-0.21970,-0.38780,
13.46094,0.94223,-5.31387,-1.94168,0.05426,1.01221,0.11749,,0.53452,0.71786,-0.21983,-0.38812,
13.46875,0.81253,-5.03159,-1.90353,0.05072,1.01306,0.11578,,0.53436,0.71778,-0.21994,-0.38842,
13.47656,1.00708,-5.10025,-1.75476,0.04663,1.01331,0.11194,,0.53419,0.71771,-0.22007,-0.38872,
13.48438,0.87738,-5.10788,-1.88446,0.04895,1.01154,0.11133,,0.53403,0.71763,-0.22019,-0.38902,
13.49219,0.94223,-5.19943,-1.91116,0.04785,1.01434,0.11438,,0.53386,0.71755,-0.22032,-0.38933,
13.50000,1.04141,-5.22232,-1.99127,0.05048,1.01550,0.11365,,0.53368,0.71748,-0.22044,-0.38964,
13.50781,1.00708,-5.24902,-2.10190,0.04749,1.01636,0.11700,,0.53350,0.71741,-0.22056,-0.38996,
13.51563,0.96893,-5.11551,-2.19345,0.04712,1.01520,0.11700,,0.53332,0.71733,-0.22066,-0.39027,
13.52344,0.91934,-5.06592,-2.29645,0.04596,1.01398,0.11664,,0.53314,0.71727,-0.22076,-0.39059,
13.53125,0.82779,-4.96292,-2.38419,0.04456,1.01263,0.11377,,0.53296,0.71720,-0.22085,-0.39090,
13.53906,0.68665,-4.97818,-2.51007,0.04498,1.01288,0.11688,,0.53279,0.71712,-0.22093,-0.39122,
13.54688,0.54169,-5.18799,-2.52533,0.04413,1.01233,0.12036,,0.53262,0.71704,-0.22101,-0.39156,
13.55469,0.43488,-5.62286,-2.58255,0.04449,1.01068,0.12354,,0.53245,0.71694,-0.22110,-0.39192,
13.56250,0.31662,-6.22177,-2.35748,0.04071,1.01111,0.12366,,0.53229,0.71682,-0.22122,-0.39230,
13.57031,0.47684,-6.49643,-2.28119,0.03864,1.01044,0.12177,,0.53211,0.71669,-0.22136,-0.39269,
