Gait Up - Physilog data export
Created on: 0000-00-03 22:52:12
Total data points: 876

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
18.32813,1.10245,-4.77219,-1.63651,-0.01538,1.02173,0.03430,,0.79679,0.44277,-0.08916,-0.40141,
18.33594,1.23215,-4.20380,-1.77383,-0.01233,1.02417,0.03784,,0.79668,0.44275,-0.08938,-0.40162,
18.34375,1.28937,-3.88718,-2.01797,-0.01178,1.02228,0.04242,,0.79655,0.44273,-0.08957,-0.40183,
18.35156,1.11771,-3.76129,-2.07901,-0.01349,1.02356,0.04352,,0.79644,0.44271,-0.08975,-0.40205,
18.35938,0.75150,-3.49426,-2.22397,-0.02222,1.02667,0.04285,,0.79633,0.44268,-0.08990,-0.40227,
18.36719,0.57220,-3.04413,-2.66266,-0.02063,1.02509,0.04669,,0.79622,0.44265,-0.09000,-0.40249,
18.37500,0.37384,-3.28827,-2.94495,-0.02753,1.02295,0.04272,,0.79610,0.44260,-0.09011,-0.40275,
18.38281,0.35858,-3.98254,-3.06320,-0.02948,1.02130,0.03546,,0.79598,0.44254,-0.09025,-0.40303,
18.39063,0.05341,-4.53568,-3.09372,-0.02307,1.02008,0.03882,,0.79586,0.44245,-0.09041,-0.40333,
18.39844,0.20599,-5.00870,-2.70462,-0.01624,1.01581,0.03552,,0.79575,0.44235,-0.09061,-0.40362,
18.40625,0.12589,-5.17273,-2.47955,-0.01514,1.01440,0.03528,,0.79564,0.44223,-0.09082,-0.40391,
18.41406,0.12970,-5.13840,-2.36130,-0.01721,1.01685,0.03479,,0.79553,0.44212,-0.09104,-0.40418,
18.42188,0.01907,-5.04303,-2.22397,-0.01404,1.01801,0.02759,,0.79544,0.44201,-0.09126,-0.40445,
18.42969,-0.09537,-4.86755,-2.17819,-0.00867,1.01849,0.02960,,0.79535,0.44189,-0.09146,-0.40471,
18.43750,0.12207,-5.63049,-2.17819,-0.00415,1.01947,0.02863,,0.79525,0.44176,-0.09171,-0.40500,
18.44531,-0.24796,-4.25339,-2.20490,-0.00604,1.03455,0.01776,,0.79516,0.44165,-0.09187,-0.40524,
18.45313,-0.14496,-4.05502,-2.10953,-0.00836,1.03583,0.01819,,0.79508,0.44155,-0.09203,-0.40547,
18.46094,0.24796,-4.08173,-2.18964,-0.00189,1.02191,0.02539,,0.79498,0.44148,-0.09220,-0.40571,
18.46875,0.42725,-3.43704,-1.96457,0.00177,1.02417,0.02893,,0.79489,0.44143,-0.09234,-0.40591,
18.47656,0.65613,-3.14713,-1.67465,-0.00269,1.02576,0.03125,,0.79480,0.44139,-0.09249,-0.40609,
18.48438,0.99564,-2.81143,-1.55640,-0.01343,1.02454,0.03442,,0.79471,0.44139,-0.09263,-0.40625,
18.49219,0.91934,-2.94113,-1.34659,-0.01538,1.02283,0.03998,,0.79462,0.44137,-0.09278,-0.40640,
18.50000,0.82016,-3.18909,-1.06430,-0.02271,1.02191,0.04126,,0.79454,0.44134,-0.09295,-0.40654,
18.50781,0.98038,-4.01306,-0.78201,-0.02979,1.01721,0.03943,,0.79446,0.44130,-0.09317,-0.40670,
18.51563,0.69046,-4.36020,-1.09100,-0.02350,1.02222,0.03790,,0.79438,0.44123,-0.09340,-0.40688,
18.52344,0.86594,-4.46701,-0.92697,-0.02478,1.02185,0.03229,,0.79430,0.44117,-0.09365,-0.40705,
18.53125,0.80872,-5.26428,-0.87357,-0.02625,1.01160,0.03406,,0.79421,0.44108,-0.09393,-0.40725,
18.53906,0.90790,-5.70679,-0.86212,-0.01807,1.01215,0.03296,,0.79412,0.44098,-0.09425,-0.40746,
18.54688,0.89264,-5.18036,-0.90408,-0.01453,1.01892,0.02985,,0.79403,0.44090,-0.09453,-0.40765,
18.55469,1.12534,-4.07791,-0.80490,-0.01306,1.02350,0.03485,,0.79395,0.44086,-0.09477,-0.40781,
18.56250,0.99182,-3.93295,-0.93842,-0.01239,1.02057,0.03625,,0.79386,0.44082,-0.09498,-0.40797,
18.57031,0.97656,-4.60815,-1.41525,-0.01166,1.02319,0.02881,,0.79376,0.44076,-0.09522,-0.40817,
18.57813,0.64850,-4.18091,-1.44196,-0.01324,1.02356,0.03131,,0.79367,0.44070,-0.09543,-0.40837,
18.58594,0.80490,-4.00925,-1.47247,-0.01605,1.01965,0.03723,,0.79357,0.44065,-0.09563,-0.40856,
18.59375,0.95749,-4.27628,-1.57547,-0.02167,1.01880,0.03528,,0.79347,0.44060,-0.09585,-0.40876,
18.60156,1.12152,-4.23813,-1.62506,-0.02563,1.01941,0.03638,,0.79336,0.44056,-0.09607,-0.40897,
18.60938,1.42670,-4.29916,-1.76239,-0.02380,1.01978,0.03174,,0.79324,0.44054,-0.09629,-0.40918,
18.61719,1.14441,-4.42505,-1.77002,-0.01599,1.02106,0.03339,,0.79312,0.44050,-0.09652,-0.40939,
18.62500,0.95367,-4.46701,-1.87302,-0.01337,1.02130,0.03430,,0.79301,0.44045,-0.09673,-0.40962,
18.63281,0.80109,-4.69589,-1.79672,-0.01666,1.02124,0.03668,,0.79290,0.44038,-0.09696,-0.40985,
18.64063,0.64850,-4.80652,-1.72043,-0.01514,1.02307,0.03857,,0.79280,0.44030,-0.09720,-0.41008,
18.64844,0.62561,-5.24521,-1.69373,-0.01324,1.02289,0.03497,,0.79269,0.44021,-0.09745,-0.41032,
18.65625,0.74387,-6.28281,-1.92642,-0.01263,1.01910,0.03381,,0.79257,0.44009,-0.09776,-0.41060,
18.66406,1.03760,-6.21796,-1.95694,-0.00635,1.01532,0.03131,,0.79244,0.44000,-0.09807,-0.41088,
18.67188,1.11008,-5.45120,-1.84250,-0.00555,1.01935,0.03113,,0.79232,0.43992,-0.09835,-0.41113,
18.67969,1.26266,-4.83704,-1.47629,-0.01154,1.02026,0.03180,,0.79220,0.43987,-0.09861,-0.41135,
18.68750,1.52206,-5.12314,-1.91498,-0.00745,1.01831,0.03223,,0.79206,0.43983,-0.09888,-0.41159,
18.69531,1.32370,-4.70734,-1.92261,-0.00616,1.02179,0.03375,,0.79194,0.43979,-0.09912,-0.41182,
18.70313,1.08337,-4.23431,-1.58310,-0.01398,1.02539,0.03625,,0.79183,0.43975,-0.09933,-0.41202,
18.71094,1.03760,-4.28391,-1.63269,-0.02020,1.02753,0.03979,,0.79172,0.43971,-0.09955,-0.41223,
18.71875,0.94604,-4.10843,-1.66321,-0.01892,1.03009,0.03876,,0.79161,0.43966,-0.09976,-0.41243,
18.72656,0.56076,-4.56619,-1.63651,-0.01825,1.02594,0.04120,,0.79151,0.43958,-0.09998,-0.41265,
18.73438,0.78964,-4.66919,-1.41907,-0.01550,1.02185,0.03918,,0.79141,0.43951,-0.10021,-0.41285,
18.74219,1.20544,-4.63867,-1.37711,-0.01929,1.02094,0.03802,,0.79130,0.43947,-0.10046,-0.41305,
18.75000,1.07193,-5.14603,-1.44196,-0.01947,1.01727,0.03687,,0.79119,0.43940,-0.10073,-0.41328,
18.75781,1.25504,-5.21469,-1.68228,-0.01257,1.01807,0.03320,,0.79107,0.43934,-0.10101,-0.41351,
18.76563,1.02615,-5.39780,-1.65176,-0.01129,1.01660,0.03198,,0.79095,0.43926,-0.10128,-0.41375,
18.77344,0.99182,-5.41306,-1.71280,-0.01031,1.01825,0.03308,,0.79083,0.43918,-0.10156,-0.41399,
18.78125,0.83923,-4.85229,-1.76620,-0.01172,1.02472,0.03107,,0.79072,0.43911,-0.10180,-0.41422,
18.78906,0.73624,-4.10843,-1.66321,-0.01807,1.02618,0.03119,,0.79062,0.43905,-0.10199,-0.41443,
18.79688,0.70190,-4.06647,-1.52588,-0.02155,1.02301,0.03461,,0.79052,0.43900,-0.10219,-0.41462,
18.80469,0.55695,-4.44031,-1.32751,-0.01770,1.02161,0.03552,,0.79044,0.43892,-0.10241,-0.41482,
18.81250,0.60272,-4.68826,-1.14822,-0.01636,1.02557,0.03204,,0.79035,0.43883,-0.10266,-0.41501,
18.82031,0.68283,-5.22232,-1.21689,-0.01752,1.02313,0.03162,,0.79025,0.43874,-0.10293,-0.41522,
18.82813,0.86594,-5.45120,-1.75476,-0.01660,1.01941,0.03149,,0.79014,0.43865,-0.10320,-0.41547,
18.83594,0.99564,-5.42831,-1.67847,-0.01428,1.01947,0.03143,,0.79002,0.43857,-0.10347,-0.41571,
18.84375,1.08719,-5.19180,-1.60980,-0.01404,1.02020,0.03461,,0.78990,0.43850,-0.10374,-0.41594,
18.85156,1.27792,-5.16129,-1.45340,-0.01648,1.02020,0.03400,,0.78978,0.43844,-0.10402,-0.41616,
18.85938,1.02997,-5.15747,-1.59073,-0.01819,1.01923,0.04053,,0.78967,0.43837,-0.10429,-0.41639,
18.86719,1.04523,-5.43976,-1.71280,-0.01953,1.02136,0.03882,,0.78954,0.43830,-0.10456,-0.41664,
18.87500,1.01852,-5.71823,-1.59836,-0.01984,1.01630,0.03638,,0.78942,0.43821,-0.10486,-0.41688,
18.88281,0.90790,-5.31006,-1.75476,-0.01135,1.01587,0.03448,,0.78930,0.43813,-0.10512,-0.41712,
18.89063,0.71335,-5.18799,-1.59836,-0.01294,1.01825,0.03430,,0.78920,0.43804,-0.10538,-0.41736,
18.89844,1.11389,-5.29099,-1.65939,-0.01447,1.02112,0.03430,,0.78908,0.43797,-0.10565,-0.41759,
18.90625,0.70190,-5.25284,-2.05612,-0.00916,1.02411,0.02997,,0.78896,0.43788,-0.10590,-0.41785,
18.91406,0.75912,-4.77982,-2.03705,-0.00635,1.02301,0.03070,,0.78884,0.43781,-0.10613,-0.41809,
18.92188,0.90027,-4.51279,-1.83487,-0.01013,1.01813,0.03510,,0.78872,0.43775,-0.10635,-0.41831,
18.92969,0.96893,-4.42505,-1.61362,-0.01471,1.02191,0.03540,,0.78861,0.43769,-0.10657,-0.41852,
18.93750,1.06049,-5.08499,-1.57547,-0.01880,1.02588,0.03265,,0.78849,0.43762,-0.10683,-0.41875,
18.94531,1.13678,-5.70297,-1.43051,-0.01971,1.02289,0.03571,,0.78837,0.43754,-0.10713,-0.41898,
18.95313,1.39618,-6.25229,-1.33896,-0.01105,1.01660,0.03302,,0.78825,0.43746,-0.10748,-0.41923,
18.96094,1.01471,-5.77164,-1.37711,-0.01245,1.02429,0.03406,,0.78813,0.43736,-0.10778,-0.41946,
18.96875,0.75531,-5.58090,-1.51825,-0.01526,1.02142,0.03503,,0.78802,0.43726,-0.10806,-0.41970,
18.97656,0.80109,-5.63431,-2.06757,-0.01166,1.01782,0.03485,,0.78789,0.43717,-0.10833,-0.41997,
