Gait Up - Physilog data export
Created on: 0000-00-03 22:52:12
Total data points: 900

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
55.07813,0.83923,-4.84467,-2.36130,-0.01196,1.02509,0.04681,,-0.14508,-0.52263,-0.48270,-0.68761,
55.08594,0.83923,-3.92914,-2.65121,-0.02045,1.02911,0.04895,,-0.14533,-0.52272,-0.48281,-0.68741,
55.09375,1.30463,-4.54712,-2.81143,-0.02313,1.02911,0.04449,,-0.14558,-0.52284,-0.48294,-0.68718,
55.10156,1.48773,-4.56238,-2.84958,-0.02386,1.02698,0.04797,,-0.14583,-0.52296,-0.48308,-0.68694,
55.10938,1.44196,-5.11169,-2.94495,-0.02264,1.02472,0.05127,,-0.14611,-0.52310,-0.48322,-0.68667,
55.11719,1.49918,-5.78308,-2.79236,-0.01550,1.02490,0.05414,,-0.14640,-0.52327,-0.48334,-0.68639,
55.12500,1.48010,-5.60760,-2.78091,-0.00751,1.02667,0.05353,,-0.14668,-0.52344,-0.48347,-0.68611,
55.13281,1.21689,-5.36346,-2.87628,-0.00690,1.02350,0.05347,,-0.14697,-0.52360,-0.48359,-0.68585,
55.14063,1.14822,-4.67682,-2.91443,-0.01245,1.01526,0.05463,,-0.14724,-0.52371,-0.48371,-0.68561,
55.14844,0.85831,-4.42886,-3.01361,-0.01990,1.01331,0.06384,,-0.14752,-0.52382,-0.48383,-0.68539,
55.15625,0.47684,-4.52423,-3.12042,-0.02130,1.01367,0.06244,,-0.14782,-0.52391,-0.48393,-0.68518,
55.16406,-0.00381,-3.09372,-3.24249,-0.02271,1.02612,0.05457,,-0.14809,-0.52393,-0.48403,-0.68504,
55.17188,0.11826,-3.48282,-2.86865,-0.02209,1.02661,0.04468,,-0.14836,-0.52399,-0.48412,-0.68488,
55.17969,0.09155,-3.80325,-2.76184,-0.02020,1.02271,0.04529,,-0.14863,-0.52406,-0.48420,-0.68471,
55.18750,0.09918,-4.60815,-2.88010,-0.00940,1.01843,0.04468,,-0.14893,-0.52416,-0.48427,-0.68451,
55.19531,-0.06866,-4.61960,-2.88391,-0.00861,1.01794,0.04486,,-0.14924,-0.52427,-0.48434,-0.68432,
55.20313,-0.10681,-4.53568,-2.62451,-0.01385,1.01672,0.04156,,-0.14954,-0.52438,-0.48439,-0.68413,
55.21094,-0.07629,-4.32968,-2.47955,-0.00891,1.01544,0.04211,,-0.14982,-0.52448,-0.48445,-0.68395,
55.21875,0.04578,-5.54276,-2.52151,-0.01245,1.01141,0.04095,,-0.15014,-0.52464,-0.48450,-0.68372,
55.22656,0.16785,-5.69534,-2.43378,-0.01459,1.00812,0.04315,,-0.15046,-0.52481,-0.48455,-0.68348,
55.23438,0.25940,-5.90515,-2.08282,-0.01685,1.00665,0.04895,,-0.15076,-0.52501,-0.48459,-0.68324,
55.24219,0.09155,-6.23322,-2.14386,-0.01746,1.00482,0.05383,,-0.15108,-0.52521,-0.48462,-0.68299,
55.25000,-0.01526,-6.48117,-2.31552,-0.01892,1.00409,0.05530,,-0.15143,-0.52542,-0.48465,-0.68273,
55.25781,-0.17548,-6.90842,-2.46048,-0.01709,1.00787,0.05530,,-0.15180,-0.52564,-0.48467,-0.68246,
55.26563,-0.12207,-6.52695,-2.76184,-0.01172,1.02637,0.04700,,-0.15216,-0.52584,-0.48471,-0.68220,
55.27344,-0.33569,-6.12259,-2.73514,-0.01215,1.03271,0.03931,,-0.15253,-0.52601,-0.48474,-0.68196,
55.28125,-0.57220,-5.82886,-2.90680,-0.01929,1.02466,0.03998,,-0.15290,-0.52617,-0.48477,-0.68174,
55.28906,-0.28992,-6.23322,-2.75803,-0.01636,1.01648,0.03796,,-0.15326,-0.52635,-0.48480,-0.68149,
55.29688,-0.17166,-6.30188,-2.43759,-0.01343,1.01947,0.03448,,-0.15361,-0.52654,-0.48483,-0.68125,
55.30469,0.40817,-6.34766,-1.85394,-0.01544,1.02094,0.03076,,-0.15391,-0.52677,-0.48486,-0.68098,
55.31250,0.88501,-7.62177,-1.36948,-0.01904,1.01355,0.03711,,-0.15422,-0.52707,-0.48489,-0.68066,
55.32031,0.89645,-8.14438,-1.27411,-0.01050,1.01471,0.03912,,-0.15453,-0.52740,-0.48490,-0.68032,
55.32813,0.96512,-7.86591,-1.27792,-0.00629,1.01764,0.04315,,-0.15484,-0.52772,-0.48492,-0.67999,
55.33594,0.85068,-7.06482,-1.25885,0.00226,1.02338,0.04645,,-0.15512,-0.52800,-0.48495,-0.67970,
55.34375,0.63705,-5.32150,-1.04141,0.00311,1.02667,0.05042,,-0.15534,-0.52820,-0.48497,-0.67947,
55.35156,0.49591,-4.61578,-1.16730,-0.00128,1.02869,0.05011,,-0.15555,-0.52837,-0.48500,-0.67927,
55.35938,0.30518,-3.85284,-1.52206,-0.01074,1.02423,0.05066,,-0.15576,-0.52848,-0.48504,-0.67910,
55.36719,0.14877,-3.32260,-1.65939,-0.01416,1.02087,0.04883,,-0.15596,-0.52857,-0.48509,-0.67896,
55.37500,0.24033,-2.96783,-1.61362,-0.01526,1.02161,0.04236,,-0.15614,-0.52864,-0.48514,-0.67883,
55.38281,0.75912,-2.69699,-1.31607,-0.02075,1.02191,0.04553,,-0.15629,-0.52871,-0.48520,-0.67869,
55.39063,0.74005,-3.57437,-1.23978,-0.03119,1.01923,0.04279,,-0.15646,-0.52883,-0.48526,-0.67852,
55.39844,0.80109,-4.01306,-1.33514,-0.02771,1.01410,0.04193,,-0.15664,-0.52896,-0.48531,-0.67833,
55.40625,1.18256,-4.65012,-1.21689,-0.01746,1.00934,0.04803,,-0.15683,-0.52913,-0.48538,-0.67811,
55.41406,1.07956,-5.23758,-0.98419,-0.01880,1.01202,0.05267,,-0.15703,-0.52934,-0.48542,-0.67787,
55.42188,1.14059,-5.53513,-1.01089,-0.01825,1.01227,0.05591,,-0.15724,-0.52956,-0.48546,-0.67762,
55.42969,1.15585,-5.57709,-1.33514,-0.01263,1.01300,0.05963,,-0.15747,-0.52977,-0.48552,-0.67737,
55.43750,1.08337,-5.50461,-1.54114,-0.01410,1.01361,0.06171,,-0.15770,-0.52997,-0.48558,-0.67711,
55.44531,0.99182,-5.50461,-1.66321,-0.01440,1.01495,0.06165,,-0.15795,-0.53016,-0.48563,-0.67686,
55.45313,0.76675,-5.26047,-1.93024,-0.00690,1.01721,0.05206,,-0.15820,-0.53033,-0.48570,-0.67662,
55.46094,0.69427,-4.54712,-1.99890,-0.00818,1.01801,0.05212,,-0.15844,-0.53047,-0.48576,-0.67641,
55.46875,0.62943,-4.12369,-2.13242,-0.00836,1.01923,0.04700,,-0.15867,-0.53058,-0.48584,-0.67622,
55.47656,0.54932,-2.81525,-2.26593,-0.01227,1.02722,0.04364,,-0.15887,-0.53062,-0.48593,-0.67607,
55.48438,0.87357,-2.00272,-2.07520,-0.01801,1.01953,0.04614,,-0.15902,-0.53064,-0.48603,-0.67594,
55.49219,1.09100,-3.00980,-1.88065,-0.02026,1.01727,0.04559,,-0.15919,-0.53072,-0.48613,-0.67578,
55.50000,1.20544,-3.44849,-1.86920,-0.02209,1.01575,0.04767,,-0.15937,-0.53081,-0.48623,-0.67559,
55.50781,1.43814,-4.10843,-1.64795,-0.01654,1.01825,0.04865,,-0.15955,-0.53094,-0.48633,-0.67537,
55.51563,1.34277,-4.87900,-1.40381,-0.01740,1.02087,0.05591,,-0.15975,-0.53112,-0.48640,-0.67514,
55.52344,1.18637,-5.25284,-1.38855,-0.01782,1.02240,0.05737,,-0.15996,-0.53131,-0.48646,-0.67489,
55.53125,0.99945,-5.45502,-1.62125,-0.01141,1.02521,0.05847,,-0.16020,-0.53151,-0.48652,-0.67464,
55.53906,0.91171,-5.27191,-1.84250,-0.00916,1.03052,0.05829,,-0.16045,-0.53168,-0.48658,-0.67440,
55.54688,0.64850,-5.18036,-1.83868,-0.01123,1.02997,0.05536,,-0.16070,-0.53185,-0.48663,-0.67416,
55.55469,0.25940,-4.65393,-1.95313,-0.01050,1.02148,0.05243,,-0.16096,-0.53199,-0.48668,-0.67396,
55.56250,0.50735,-3.68500,-2.03705,-0.01086,1.02075,0.05328,,-0.16118,-0.53208,-0.48675,-0.67379,
55.57031,0.59509,-3.70407,-1.85394,-0.01251,1.02362,0.04828,,-0.16138,-0.53218,-0.48681,-0.67361,
55.57813,0.70190,-3.47519,-1.33133,-0.02240,1.01935,0.04736,,-0.16156,-0.53229,-0.48687,-0.67345,
55.58594,0.59509,-3.96729,-1.13297,-0.02209,1.01001,0.05505,,-0.16174,-0.53242,-0.48691,-0.67327,
55.59375,0.50354,-4.41360,-1.12534,-0.02411,1.00830,0.05725,,-0.16194,-0.53258,-0.48693,-0.67308,
55.60156,0.32806,-4.74167,-1.09100,-0.02368,1.01849,0.05530,,-0.16216,-0.53275,-0.48695,-0.67288,
55.60938,0.30136,-4.92096,-1.06812,-0.01965,1.01929,0.05432,,-0.16238,-0.53292,-0.48696,-0.67268,
55.61719,0.26321,-5.23758,-1.06812,-0.01794,1.01575,0.05530,,-0.16261,-0.53312,-0.48696,-0.67247,
55.62500,0.39673,-5.77927,-1.11008,-0.01599,1.00983,0.05634,,-0.16286,-0.53333,-0.48697,-0.67223,
55.63281,0.28229,-5.87463,-1.20926,-0.01422,1.01306,0.05255,,-0.16312,-0.53355,-0.48698,-0.67199,
55.64063,0.22125,-5.84793,-1.36566,-0.01135,1.01593,0.04944,,-0.16339,-0.53376,-0.48698,-0.67175,
55.64844,0.22125,-4.69589,-1.39236,-0.00360,1.02100,0.04333,,-0.16362,-0.53392,-0.48700,-0.67156,
55.65625,0.12207,-3.73077,-1.47629,-0.00281,1.01611,0.04437,,-0.16383,-0.53402,-0.48703,-0.67140,
55.66406,0.12207,-3.46375,-1.53351,-0.00562,1.01251,0.04651,,-0.16403,-0.53412,-0.48707,-0.67125,
55.67188,0.04196,-2.06375,-1.56403,-0.01172,1.01709,0.04797,,-0.16419,-0.53415,-0.48712,-0.67115,
55.67969,0.41199,-2.93350,-1.47247,-0.01917,1.02136,0.04272,,-0.16436,-0.53422,-0.48717,-0.67102,
55.68750,1.06812,-4.26483,-1.81198,-0.01440,1.02295,0.04474,,-0.16457,-0.53435,-0.48725,-0.67080,
55.69531,0.99945,-4.65012,-1.75095,-0.01447,1.02399,0.04517,,-0.16478,-0.53450,-0.48732,-0.67058,
55.70313,0.76675,-4.70734,-1.44958,-0.00525,1.02271,0.04364,,-0.16500,-0.53466,-0.48737,-0.67036,
