Gait Up - Physilog data export
Created on: 0000-00-00 01:30:25
Total data points: 3516

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.00781,1.12534,-5.57709,-1.77002,0.04010,1.02118,0.00073,,0.00000,0.00000,0.00000,0.00000,
0.01563,1.19781,-5.52750,-1.79291,0.03918,1.02112,0.00110,,0.00000,0.00000,0.00000,0.00000,
0.02344,1.22070,-5.62286,-1.78909,0.03876,1.02087,0.00122,,0.00000,0.00000,0.00000,0.00000,
0.03125,1.22452,-5.61142,-1.80435,0.03943,1.02136,0.00110,,0.00000,0.00000,0.00000,0.00000,
0.03906,1.19781,-5.77927,-1.84631,0.04053,1.02173,0.00122,,0.70748,0.70620,-0.02738,0.00000,
0.04688,1.24741,-5.58472,-1.81198,0.04034,1.02173,0.00122,,0.70741,0.70627,-0.02757,-0.00035,
0.05469,1.15204,-5.55801,-1.76620,0.03992,1.02185,0.00128,,0.70734,0.70633,-0.02775,-0.00070,
0.06250,1.19019,-5.54276,-1.81580,0.03912,1.02142,0.00177,,0.70727,0.70639,-0.02793,-0.00106,
0.07031,1.20926,-5.69153,-1.82724,0.04004,1.02173,0.00189,,0.70720,0.70645,-0.02812,-0.00142,
0.07813,1.06812,-5.50461,-1.85776,0.03967,1.02081,0.00244,,0.70714,0.70650,-0.02829,-0.00177,
0.08594,1.17111,-5.80215,-1.78146,0.03821,1.02216,0.00262,,0.70707,0.70656,-0.02849,-0.00213,
0.09375,1.19019,-5.63812,-1.79291,0.03931,1.02319,0.00226,,0.70701,0.70662,-0.02867,-0.00249,
0.10156,1.10245,-5.72586,-1.78528,0.03888,1.02142,0.00293,,0.70694,0.70668,-0.02886,-0.00285,
0.10938,1.08337,-5.54657,-1.80435,0.03961,1.02203,0.00201,,0.70688,0.70673,-0.02904,-0.00320,
0.11719,1.20926,-5.50461,-1.71280,0.03986,1.02118,0.00232,,0.70681,0.70679,-0.02922,-0.00355,
0.12500,1.19019,-5.49316,-1.75476,0.03937,1.02222,0.00366,,0.70674,0.70685,-0.02940,-0.00389,
0.13281,1.15967,-5.48172,-1.87302,0.03918,1.02246,0.00214,,0.70667,0.70691,-0.02958,-0.00424,
0.14063,1.30081,-5.49698,-1.80435,0.03870,1.02252,0.00262,,0.70660,0.70697,-0.02976,-0.00459,
0.14844,1.28174,-5.45883,-1.86157,0.03894,1.02173,0.00336,,0.70652,0.70704,-0.02993,-0.00494,
0.15625,1.22833,-5.58472,-1.81580,0.03967,1.02179,0.00287,,0.70645,0.70710,-0.03011,-0.00530,
0.16406,1.08719,-5.74875,-1.82343,0.03827,1.02228,0.00220,,0.70639,0.70715,-0.03030,-0.00566,
0.17188,1.06430,-5.63049,-1.88828,0.03986,1.02130,0.00287,,0.70632,0.70721,-0.03048,-0.00602,
0.17969,1.19781,-5.58853,-1.74713,0.03894,1.02222,0.00470,,0.70625,0.70727,-0.03067,-0.00637,
0.18750,1.03760,-5.63812,-1.89590,0.03876,1.02179,0.00372,,0.70619,0.70732,-0.03085,-0.00673,
0.19531,1.14441,-5.65720,-1.78909,0.03992,1.02283,0.00439,,0.70612,0.70737,-0.03104,-0.00709,
0.20313,1.22452,-5.67245,-1.80435,0.03894,1.02130,0.00354,,0.70605,0.70743,-0.03122,-0.00745,
0.21094,1.22452,-5.45883,-1.83487,0.03845,1.02197,0.00348,,0.70598,0.70749,-0.03140,-0.00780,
0.21875,1.17493,-5.48553,-1.82343,0.03906,1.02173,0.00378,,0.70591,0.70755,-0.03157,-0.00815,
0.22656,1.08719,-5.39780,-1.90353,0.03821,1.02234,0.00354,,0.70584,0.70760,-0.03174,-0.00850,
0.23438,1.17111,-5.53894,-1.84631,0.03851,1.02148,0.00311,,0.70578,0.70766,-0.03192,-0.00885,
0.24219,1.08719,-5.53131,-1.75858,0.03827,1.02313,0.00403,,0.70571,0.70771,-0.03210,-0.00920,
0.25000,1.09863,-5.49316,-1.79672,0.03998,1.02191,0.00323,,0.70564,0.70777,-0.03228,-0.00955,
0.25781,1.16348,-5.62668,-1.84250,0.03833,1.02264,0.00452,,0.70557,0.70782,-0.03246,-0.00991,
0.26563,1.12915,-5.45502,-1.87302,0.03912,1.02380,0.00305,,0.70551,0.70788,-0.03264,-0.01026,
0.27344,1.09100,-5.50842,-1.87302,0.04004,1.02209,0.00391,,0.70544,0.70793,-0.03281,-0.01061,
0.28125,1.22070,-5.56183,-1.85776,0.03973,1.02155,0.00464,,0.70537,0.70799,-0.03299,-0.01096,
0.28906,1.09863,-5.38635,-1.78146,0.03992,1.02228,0.00464,,0.70530,0.70804,-0.03316,-0.01131,
0.29688,1.06049,-5.39017,-1.82343,0.04077,1.02344,0.00500,,0.70524,0.70809,-0.03334,-0.01165,
0.30469,1.14059,-5.43213,-1.85013,0.03809,1.02234,0.00488,,0.70517,0.70815,-0.03351,-0.01200,
0.31250,1.11008,-5.47028,-1.70517,0.03918,1.02087,0.00525,,0.70510,0.70820,-0.03369,-0.01235,
0.32031,1.19781,-5.45502,-1.75858,0.03766,1.02197,0.00562,,0.70503,0.70826,-0.03387,-0.01269,
0.32813,1.17874,-5.60760,-1.82343,0.03882,1.02185,0.00549,,0.70496,0.70831,-0.03405,-0.01305,
0.33594,1.13678,-5.56946,-1.81961,0.03900,1.02234,0.00470,,0.70489,0.70837,-0.03423,-0.01340,
0.34375,1.09482,-5.53513,-1.80435,0.03979,1.02417,0.00385,,0.70482,0.70842,-0.03441,-0.01375,
0.35156,1.19781,-5.72586,-1.78528,0.03790,1.02191,0.00446,,0.70475,0.70848,-0.03460,-0.01411,
0.35938,0.96512,-5.68390,-1.79291,0.03888,1.02228,0.00470,,0.70468,0.70852,-0.03479,-0.01447,
0.36719,1.09100,-5.46265,-1.75095,0.03912,1.02234,0.00336,,0.70462,0.70857,-0.03497,-0.01481,
0.37500,1.06049,-5.59616,-1.78528,0.03949,1.02246,0.00354,,0.70455,0.70862,-0.03515,-0.01517,
0.38281,1.01471,-5.43594,-1.92261,0.03925,1.02252,0.00500,,0.70449,0.70867,-0.03532,-0.01552,
0.39063,1.04523,-5.50461,-1.77383,0.03931,1.02142,0.00372,,0.70442,0.70872,-0.03550,-0.01587,
0.39844,1.11771,-5.61905,-1.83487,0.03918,1.02277,0.00537,,0.70435,0.70877,-0.03568,-0.01623,
0.40625,1.10626,-5.56564,-1.85394,0.04022,1.02289,0.00494,,0.70428,0.70882,-0.03586,-0.01658,
0.41406,1.12534,-5.61905,-1.86157,0.03937,1.02197,0.00470,,0.70421,0.70887,-0.03604,-0.01694,
0.42188,1.00327,-5.49316,-1.84631,0.03851,1.02362,0.00391,,0.70415,0.70892,-0.03622,-0.01729,
0.42969,1.21307,-5.55420,-1.80817,0.03967,1.02295,0.00446,,0.70407,0.70898,-0.03640,-0.01764,
0.43750,1.11771,-5.50461,-1.82724,0.03900,1.02222,0.00470,,0.70400,0.70903,-0.03658,-0.01799,
0.44531,1.17493,-5.59616,-1.85013,0.04004,1.02203,0.00464,,0.70393,0.70908,-0.03676,-0.01835,
0.45313,1.17111,-5.60379,-1.91879,0.03894,1.02368,0.00494,,0.70386,0.70913,-0.03693,-0.01871,
0.46094,1.13297,-5.59616,-1.78528,0.03906,1.02240,0.00574,,0.70378,0.70919,-0.03712,-0.01906,
0.46875,1.19400,-5.65720,-1.81961,0.03949,1.02362,0.00598,,0.70371,0.70924,-0.03730,-0.01942,
0.47656,1.13678,-5.73730,-1.83105,0.03864,1.02252,0.00354,,0.70364,0.70929,-0.03749,-0.01978,
0.48438,1.11008,-5.67245,-1.85394,0.04004,1.02252,0.00507,,0.70357,0.70934,-0.03768,-0.02015,
0.49219,1.17111,-5.65338,-1.81961,0.03906,1.02258,0.00592,,0.70349,0.70940,-0.03786,-0.02050,
0.50000,1.22070,-5.59998,-1.80817,0.04065,1.02185,0.00372,,0.70342,0.70945,-0.03804,-0.02086,
0.50781,1.10626,-5.61142,-1.73187,0.04059,1.02094,0.00653,,0.70335,0.70950,-0.03823,-0.02121,
0.51563,1.20163,-5.63049,-1.87683,0.03870,1.02191,0.00543,,0.70327,0.70956,-0.03841,-0.02157,
0.52344,1.19781,-5.48553,-1.77002,0.03857,1.02136,0.00488,,0.70320,0.70961,-0.03859,-0.02192,
0.53125,1.23978,-5.56564,-1.95694,0.03931,1.02234,0.00403,,0.70312,0.70967,-0.03876,-0.02227,
0.53906,1.28937,-5.52368,-1.92642,0.03864,1.02191,0.00500,,0.70304,0.70972,-0.03894,-0.02263,
0.54688,1.21689,-5.55420,-1.80054,0.03882,1.02191,0.00555,,0.70296,0.70978,-0.03912,-0.02298,
0.55469,1.20163,-5.48935,-1.76620,0.03967,1.02246,0.00543,,0.70289,0.70983,-0.03930,-0.02333,
0.56250,1.23596,-5.56183,-1.92642,0.03912,1.02173,0.00623,,0.70281,0.70989,-0.03947,-0.02369,
0.57031,1.17874,-5.64194,-1.81198,0.04010,1.02118,0.00598,,0.70273,0.70994,-0.03966,-0.02404,
0.57813,1.19019,-5.57327,-1.79672,0.03949,1.02228,0.00610,,0.70266,0.70999,-0.03984,-0.02440,
0.58594,1.14822,-5.55801,-1.88828,0.03894,1.02234,0.00555,,0.70258,0.71004,-0.04002,-0.02475,
0.59375,1.07193,-5.54657,-1.83105,0.03949,1.02332,0.00574,,0.70251,0.71009,-0.04020,-0.02511,
0.60156,1.12152,-5.63431,-1.86157,0.03925,1.02301,0.00610,,0.70244,0.71014,-0.04038,-0.02547,
0.60938,1.14441,-5.55420,-1.85394,0.03955,1.02161,0.00592,,0.70237,0.71019,-0.04056,-0.02582,
0.61719,1.19400,-5.64575,-1.89972,0.03986,1.02155,0.00580,,0.70229,0.71024,-0.04074,-0.02618,
0.62500,1.14441,-5.66101,-1.75095,0.03906,1.02271,0.00568,,0.70222,0.71029,-0.04092,-0.02654,
0.63281,1.17111,-5.65338,-1.89209,0.03845,1.02222,0.00592,,0.70214,0.71034,-0.04111,-0.02690,
0.64063,1.21307,-5.62286,-1.90353,0.03967,1.02246,0.00525,,0.70206,0.71040,-0.04128,-0.02726,
0.64844,1.25504,-5.64957,-1.88446,0.03882,1.02246,0.00500,,0.70198,0.71045,-0.04147,-0.02762,
0.65625,1.19781,-5.56946,-1.88065,0.03821,1.02228,0.00488,,0.70190,0.71050,-0.04164,-0.02797,
0.66406,1.12152,-5.56183,-1.80054,0.03888,1.02228,0.00446,,0.70183,0.71055,-0.04183,-0.02833,
0.67188,1.18256,-5.57709,-1.80435,0.03961,1.02216,0.00647,,0.70175,0.71060,-0.04201,-0.02868,
