Gait Up - Physilog data export
Created on: 0000-00-04 06:47:04
Total data points: 941

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
29.96094,-1.14822,-4.37546,-0.20218,0.04358,0.99768,0.20081,,0.04576,0.44026,-0.17772,-0.87892,
29.96875,-1.24741,-4.63104,-0.40817,0.04254,0.99542,0.20056,,0.04573,0.43998,-0.17767,-0.87907,
29.97656,-1.38474,-5.02777,-0.45013,0.04181,0.99396,0.20447,,0.04570,0.43967,-0.17761,-0.87924,
29.98438,-1.31226,-5.43594,-0.70190,0.04633,0.99451,0.20404,,0.04564,0.43934,-0.17755,-0.87942,
29.99219,-1.28937,-5.63049,-0.81253,0.04498,0.99365,0.20367,,0.04557,0.43900,-0.17748,-0.87960,
30.00000,-1.36566,-5.56564,-0.82779,0.04651,0.99164,0.20404,,0.04551,0.43866,-0.17742,-0.87979,
30.00781,-1.38474,-5.59998,-1.02615,0.04779,0.98859,0.20654,,0.04543,0.43833,-0.17734,-0.87997,
30.01563,-1.29700,-5.33295,-1.17493,0.04779,0.99170,0.20343,,0.04535,0.43801,-0.17726,-0.88015,
30.02344,-1.22452,-5.32913,-1.15204,0.04749,0.99261,0.20276,,0.04526,0.43769,-0.17719,-0.88033,
30.03125,-1.20544,-5.67245,-1.23596,0.04315,0.98981,0.20160,,0.04517,0.43736,-0.17712,-0.88051,
30.03906,-1.07574,-5.61142,-1.36185,0.04584,0.98950,0.20563,,0.04506,0.43703,-0.17705,-0.88070,
30.04688,-1.04904,-5.41687,-1.53351,0.04779,0.99109,0.20593,,0.04495,0.43671,-0.17698,-0.88088,
30.05469,-1.23596,-5.07736,-1.66321,0.04852,0.99359,0.20819,,0.04484,0.43641,-0.17690,-0.88105,
30.06250,-1.43433,-5.00870,-1.76239,0.04407,0.99359,0.21234,,0.04472,0.43612,-0.17679,-0.88122,
30.07031,-1.35803,-5.20325,-1.77002,0.04224,0.99402,0.21539,,0.04461,0.43582,-0.17670,-0.88139,
30.07813,-1.22833,-5.58472,-1.88828,0.04584,0.99774,0.21436,,0.04447,0.43550,-0.17660,-0.88158,
30.08594,-1.13678,-5.88989,-2.04086,0.04449,0.99976,0.20807,,0.04433,0.43516,-0.17651,-0.88177,
30.09375,-1.23978,-5.71442,-2.28119,0.05054,1.00153,0.20129,,0.04417,0.43483,-0.17641,-0.88196,
30.10156,-1.17493,-5.59235,-2.42233,0.05060,1.00287,0.20032,,0.04400,0.43451,-0.17630,-0.88215,
30.10938,-1.52206,-4.92477,-2.51770,0.04706,1.00348,0.20111,,0.04385,0.43423,-0.17617,-0.88232,
30.11719,-1.79291,-4.19235,-2.55203,0.04694,1.00006,0.20557,,0.04371,0.43400,-0.17602,-0.88247,
30.12500,-1.93787,-4.17328,-2.63214,0.04523,0.99884,0.21118,,0.04357,0.43376,-0.17586,-0.88262,
30.13281,-2.02942,-4.34494,-2.52914,0.03650,0.99847,0.21716,,0.04344,0.43352,-0.17570,-0.88278,
30.14063,-1.81198,-4.97818,-2.49481,0.03137,0.99890,0.21539,,0.04329,0.43324,-0.17555,-0.88296,
30.14844,-1.90353,-5.41306,-2.63214,0.03217,1.00043,0.21167,,0.04314,0.43293,-0.17540,-0.88315,
30.15625,-1.89590,-5.82886,-2.59399,0.04163,1.00470,0.20795,,0.04298,0.43260,-0.17524,-0.88335,
30.16406,-1.84250,-5.52368,-2.68173,0.04675,1.00732,0.21069,,0.04282,0.43228,-0.17509,-0.88354,
30.17188,-1.82724,-5.13840,-2.63596,0.04498,1.00757,0.21179,,0.04266,0.43199,-0.17494,-0.88372,
30.17969,-1.96457,-4.52423,-2.45667,0.04144,1.00610,0.21259,,0.04253,0.43174,-0.17478,-0.88388,
30.18750,-2.03323,-4.18091,-2.32315,0.03937,1.00385,0.21362,,0.04241,0.43150,-0.17462,-0.88403,
30.19531,-1.99127,-4.31824,-2.18582,0.03601,1.00244,0.21497,,0.04230,0.43125,-0.17447,-0.88419,
30.20313,-2.06757,-4.43649,-1.97983,0.03351,1.00098,0.21045,,0.04220,0.43099,-0.17432,-0.88435,
30.21094,-2.01797,-4.41742,-2.21252,0.03442,1.00360,0.20880,,0.04208,0.43074,-0.17417,-0.88451,
30.21875,-2.12097,-4.52042,-2.21252,0.03540,1.00470,0.21246,,0.04197,0.43048,-0.17401,-0.88467,
30.22656,-2.30408,-4.56238,-2.30408,0.03552,1.00800,0.21796,,0.04186,0.43022,-0.17384,-0.88484,
30.23438,-2.34222,-4.76074,-2.25449,0.03558,1.01270,0.21948,,0.04174,0.42995,-0.17367,-0.88501,
30.24219,-2.39944,-4.92859,-2.18964,0.03284,1.01251,0.21899,,0.04164,0.42966,-0.17349,-0.88519,
30.25000,-2.35748,-5.48172,-2.02942,0.03082,1.01001,0.21887,,0.04153,0.42934,-0.17333,-0.88538,
30.25781,-2.44141,-5.84030,-1.98746,0.03375,1.01093,0.22064,,0.04142,0.42900,-0.17316,-0.88559,
30.26563,-2.57492,-5.92422,-1.93024,0.03430,1.01019,0.22083,,0.04132,0.42865,-0.17299,-0.88579,
30.27344,-2.74277,-5.87463,-1.81580,0.03271,1.01013,0.22296,,0.04124,0.42830,-0.17280,-0.88600,
30.28125,-2.87628,-5.86319,-1.81580,0.03082,1.00806,0.22601,,0.04115,0.42795,-0.17262,-0.88621,
30.28906,-2.85339,-5.67245,-1.64032,0.02362,1.00397,0.22974,,0.04108,0.42761,-0.17243,-0.88641,
30.29688,-2.82288,-5.56564,-1.57928,0.02277,1.00275,0.23273,,0.04102,0.42728,-0.17225,-0.88661,
30.30469,-2.53677,-6.04248,-1.40381,0.02283,0.99982,0.23541,,0.04094,0.42691,-0.17209,-0.88682,
30.31250,-2.38419,-6.38580,-1.33514,0.02576,0.99847,0.23761,,0.04087,0.42653,-0.17195,-0.88704,
30.32031,-2.12860,-6.45065,-1.11008,0.02673,0.99542,0.23663,,0.04080,0.42614,-0.17183,-0.88725,
30.32813,-2.04086,-6.99997,-0.88120,0.03015,0.99860,0.23883,,0.04074,0.42571,-0.17172,-0.88748,
30.33594,-1.39236,-6.78253,-0.54169,0.03314,0.99475,0.23322,,0.04068,0.42530,-0.17166,-0.88769,
30.34375,-1.16730,-6.11877,-0.81253,0.04175,0.99866,0.23309,,0.04060,0.42493,-0.17160,-0.88789,
30.35156,-1.08719,-5.45502,-0.32806,0.03204,0.99756,0.23279,,0.04056,0.42459,-0.17156,-0.88806,
30.35938,-0.90408,-4.96674,-0.31281,0.03345,0.99457,0.23706,,0.04052,0.42428,-0.17153,-0.88821,
30.36719,-0.94223,-4.81796,-0.35477,0.03741,0.99268,0.23804,,0.04048,0.42398,-0.17150,-0.88836,
30.37500,-0.78964,-4.82941,-0.14877,0.03625,0.99121,0.23657,,0.04045,0.42368,-0.17148,-0.88851,
30.38281,-0.67902,-5.37109,-0.12589,0.03406,0.99115,0.23651,,0.04041,0.42335,-0.17147,-0.88867,
30.39063,-0.66757,-5.73349,-0.14877,0.03619,0.99194,0.23615,,0.04036,0.42299,-0.17146,-0.88885,
30.39844,-0.74005,-6.44302,-0.17548,0.03748,0.99359,0.23596,,0.04031,0.42260,-0.17145,-0.88904,
30.40625,-0.50735,-6.89697,-0.16022,0.04291,0.99518,0.23492,,0.04025,0.42217,-0.17146,-0.88924,
30.41406,-0.34714,-6.97708,-0.22125,0.04175,0.99512,0.23346,,0.04017,0.42174,-0.17147,-0.88945,
30.42188,-0.39291,-6.60706,-0.16785,0.04449,0.99286,0.22772,,0.04011,0.42133,-0.17148,-0.88964,
30.42969,-0.31281,-6.09207,-0.30518,0.04443,0.99176,0.22638,,0.04004,0.42096,-0.17149,-0.88982,
30.43750,-0.40436,-5.89371,-0.38528,0.04449,0.99274,0.22400,,0.03997,0.42060,-0.17149,-0.88999,
30.44531,-0.14496,-5.50842,-0.53406,0.04651,0.99469,0.22974,,0.03989,0.42026,-0.17150,-0.89015,
30.45313,-0.26321,-5.39398,-0.58365,0.04785,0.99475,0.23053,,0.03981,0.41993,-0.17151,-0.89031,
30.46094,-0.14114,-5.48172,-0.66376,0.04669,0.99646,0.22632,,0.03972,0.41960,-0.17151,-0.89047,
30.46875,-0.08774,-5.55801,-0.56458,0.04547,0.99530,0.22607,,0.03963,0.41926,-0.17153,-0.89063,
30.47656,-0.06866,-5.55801,-0.73624,0.04608,0.99390,0.22137,,0.03954,0.41893,-0.17154,-0.89079,
30.48438,-0.18692,-5.37872,-0.99945,0.05133,0.99597,0.22430,,0.03943,0.41860,-0.17153,-0.89095,
30.49219,-0.35858,-5.15366,-1.05286,0.05127,0.99622,0.22479,,0.03933,0.41829,-0.17152,-0.89110,
30.50000,-0.36621,-4.80270,-1.22452,0.04913,0.99579,0.22736,,0.03922,0.41801,-0.17149,-0.89125,
30.50781,-0.52643,-4.95148,-1.33896,0.04840,0.99799,0.22729,,0.03910,0.41771,-0.17146,-0.89140,
30.51563,-0.49591,-5.01251,-1.37329,0.04846,0.99817,0.22546,,0.03899,0.41742,-0.17142,-0.89155,
30.52344,-0.57602,-5.29480,-1.56021,0.04810,0.99866,0.22644,,0.03886,0.41710,-0.17138,-0.89171,
30.53125,-0.59509,-5.66101,-1.60980,0.05127,0.99786,0.23047,,0.03872,0.41677,-0.17133,-0.89188,
30.53906,-0.67520,-5.47028,-1.67847,0.05072,0.99640,0.22827,,0.03859,0.41645,-0.17128,-0.89205,
30.54688,-0.65613,-5.32913,-1.92642,0.04828,0.99719,0.22913,,0.03844,0.41613,-0.17122,-0.89221,
30.55469,-0.66757,-5.10025,-1.90353,0.04895,0.99640,0.23157,,0.03829,0.41584,-0.17116,-0.89237,
30.56250,-0.56839,-5.24139,-2.04468,0.04810,0.99695,0.23145,,0.03813,0.41553,-0.17110,-0.89253,
30.57031,-0.45013,-4.87137,-2.15912,0.04932,0.99945,0.23083,,0.03797,0.41525,-0.17105,-0.89267,
30.57813,-0.42343,-4.85611,-2.18582,0.04767,1.00238,0.23425,,0.03780,0.41497,-0.17099,-0.89282,
30.58594,-0.51498,-4.88281,-2.20871,0.04700,1.00336,0.23505,,0.03764,0.41469,-0.17093,-0.89297,
30.59375,-0.54169,-4.68445,-2.34222,0.04419,1.00391,0.23547,,0.03747,0.41443,-0.17087,-0.89311,
30.60156,-0.47684,-5.04303,-2.22397,0.04065,1.00360,0.23621,,0.03730,0.41414,-0.17081,-0.89327,
30.60938,-0.49591,-5.24521,-2.14767,0.04211,1.00403,0.23700,,0.03713,0.41383,-0.17075,-0.89342,
