Gait Up - Physilog data export
Created on: 0000-00-00 03:00:01
Total data points: 816

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.06250,0.86594,-4.95148,-1.72043,0.01312,1.01031,-0.10382,,0.67099,0.74140,-0.00038,0.00963,
0.07031,0.87357,-5.28336,-1.66702,0.01245,1.01245,-0.10803,,0.67095,0.74144,-0.00053,0.00929,
0.07813,1.22833,-5.56183,-1.89590,0.01758,1.01556,-0.10419,,0.67089,0.74150,-0.00069,0.00892,
0.08594,1.89590,-5.42450,-1.66321,0.02112,1.01990,-0.10107,,0.67079,0.74159,-0.00085,0.00857,
0.09375,2.14767,-5.76019,-1.39618,0.02014,1.01868,-0.10071,,0.67069,0.74169,-0.00105,0.00822,
0.10156,2.18201,-6.27518,-1.33514,0.02161,1.01758,-0.10217,,0.67058,0.74180,-0.00126,0.00784,
0.10938,2.05231,-5.87845,-1.43433,0.02216,1.01874,-0.10291,,0.67047,0.74190,-0.00146,0.00747,
0.11719,1.86920,-5.71442,-1.20926,0.02203,1.01898,-0.09802,,0.67038,0.74198,-0.00166,0.00713,
0.12500,1.05667,-5.58472,-1.24741,0.02301,1.01599,-0.10809,,0.67032,0.74203,-0.00185,0.00679,
0.13281,0.98801,-4.78745,-1.17874,0.02344,1.00861,-0.10400,,0.67027,0.74208,-0.00201,0.00650,
0.14063,1.05286,-4.63104,-1.48010,0.02240,1.00604,-0.10217,,0.67022,0.74213,-0.00214,0.00619,
0.14844,1.18637,-4.23431,-1.93405,0.01898,1.01062,-0.10144,,0.67016,0.74219,-0.00224,0.00589,
0.15625,1.47629,-4.28391,-1.90353,0.01672,1.01630,-0.10187,,0.67009,0.74226,-0.00234,0.00559,
0.16406,1.67847,-4.20380,-1.87302,0.01575,1.01599,-0.10303,,0.67000,0.74234,-0.00244,0.00529,
0.17188,1.88446,-4.24576,-1.70898,0.01471,1.01917,-0.09930,,0.66991,0.74242,-0.00254,0.00500,
0.17969,2.04086,-4.95529,-1.46484,0.01379,1.02588,-0.10217,,0.66980,0.74252,-0.00269,0.00468,
0.18750,1.78146,-5.15747,-1.31226,0.01202,1.02667,-0.10480,,0.66971,0.74260,-0.00286,0.00436,
0.19531,1.72424,-5.55801,-1.06049,0.01294,1.02332,-0.10510,,0.66962,0.74268,-0.00306,0.00403,
0.20313,1.79672,-6.28281,-0.81635,0.01550,1.02307,-0.09912,,0.66953,0.74277,-0.00331,0.00367,
0.21094,1.86157,-7.33566,-0.89264,0.02045,1.02246,-0.10156,,0.66944,0.74285,-0.00360,0.00326,
0.21875,1.73187,-7.62939,-0.97275,0.02319,1.02246,-0.10162,,0.66935,0.74294,-0.00389,0.00283,
0.22656,1.51443,-7.62177,-1.09100,0.02643,1.01526,-0.09698,,0.66927,0.74301,-0.00419,0.00240,
0.23438,1.09863,-7.05719,-1.31607,0.03369,1.01227,-0.10352,,0.66921,0.74306,-0.00444,0.00198,
0.24219,1.53732,-6.08444,-1.26648,0.03455,1.00964,-0.10138,,0.66913,0.74313,-0.00466,0.00161,
0.25000,1.84631,-5.60379,-1.47247,0.02954,1.00653,-0.09625,,0.66904,0.74321,-0.00484,0.00126,
0.25781,1.44577,-5.19943,-1.79291,0.02856,1.00739,-0.10217,,0.66896,0.74328,-0.00498,0.00092,
0.26563,1.72043,-5.14221,-1.76620,0.02655,1.00702,-0.10205,,0.66887,0.74336,-0.00513,0.00058,
0.27344,1.48773,-4.69589,-1.71661,0.02216,1.00647,-0.09888,,0.66879,0.74343,-0.00525,0.00026,
0.28125,1.41907,-5.09644,-1.78909,0.01923,1.00916,-0.10272,,0.66872,0.74349,-0.00540,-0.00008,
0.28906,1.48010,-5.23758,-2.00272,0.01819,1.01135,-0.10468,,0.66864,0.74356,-0.00553,-0.00043,
0.29688,1.51062,-5.17273,-1.97983,0.01392,1.01385,-0.09943,,0.66857,0.74363,-0.00567,-0.00079,
0.30469,1.46866,-5.51224,-1.64413,0.00909,1.01880,-0.09833,,0.66849,0.74370,-0.00584,-0.00114,
0.31250,1.52969,-5.65338,-1.53351,0.01245,1.02002,-0.09729,,0.66841,0.74377,-0.00602,-0.00149,
0.32031,1.66702,-5.71823,-1.28174,0.02069,1.01984,-0.10229,,0.66832,0.74384,-0.00621,-0.00184,
0.32813,1.84250,-5.69153,-0.80490,0.02344,1.01630,-0.10309,,0.66823,0.74393,-0.00643,-0.00217,
0.33594,1.91498,-5.55801,-0.94604,0.02539,1.01599,-0.10114,,0.66813,0.74401,-0.00664,-0.00249,
0.34375,2.12097,-5.49316,-1.02997,0.02661,1.01593,-0.10327,,0.66802,0.74411,-0.00683,-0.00282,
0.35156,1.34659,-5.68390,-1.16730,0.02966,1.01428,-0.09845,,0.66794,0.74417,-0.00703,-0.00316,
0.35938,1.20544,-5.95474,-1.40381,0.02759,1.01190,-0.10260,,0.66788,0.74423,-0.00723,-0.00352,
0.36719,1.32751,-5.59235,-1.98746,0.02185,1.00861,-0.10663,,0.66781,0.74429,-0.00739,-0.00390,
0.37500,1.24741,-5.51987,-2.02560,0.02307,1.01038,-0.10455,,0.66774,0.74434,-0.00754,-0.00427,
0.38281,1.46103,-5.50461,-1.94931,0.02496,1.01001,-0.10333,,0.66766,0.74441,-0.00769,-0.00463,
0.39063,1.41525,-5.35965,-1.94931,0.02338,1.01318,-0.10706,,0.66759,0.74447,-0.00784,-0.00499,
0.39844,1.29700,-4.03595,-1.79672,0.02588,1.01611,-0.10577,,0.66752,0.74453,-0.00793,-0.00528,
0.40625,1.30081,-4.01306,-1.74713,0.01892,1.01813,-0.10693,,0.66745,0.74459,-0.00802,-0.00556,
0.41406,1.51062,-4.13895,-1.64795,0.01868,1.02161,-0.10834,,0.66737,0.74466,-0.00813,-0.00585,
0.42188,1.35040,-4.30679,-1.31607,0.02283,1.02155,-0.10681,,0.66730,0.74472,-0.00826,-0.00613,
0.42969,1.01852,-4.52805,-1.31989,0.02203,1.02197,-0.10626,,0.66725,0.74476,-0.00840,-0.00641,
0.43750,0.83923,-4.94003,-1.55258,0.02069,1.01837,-0.10602,,0.66720,0.74480,-0.00854,-0.00674,
0.44531,0.63324,-5.03922,-1.83487,0.02222,1.01563,-0.10699,,0.66716,0.74483,-0.00868,-0.00707,
0.45313,1.17111,-5.22614,-1.98364,0.02112,1.01489,-0.10223,,0.66710,0.74488,-0.00882,-0.00743,
0.46094,1.36185,-4.99344,-2.03705,0.02399,1.01526,-0.10193,,0.66703,0.74494,-0.00894,-0.00777,
0.46875,1.69373,-4.70352,-1.78528,0.02844,1.01495,-0.10065,,0.66694,0.74501,-0.00907,-0.00809,
0.47656,1.97601,-4.47083,-2.01035,0.02515,1.01312,-0.09619,,0.66683,0.74510,-0.00917,-0.00841,
0.48438,1.88828,-4.35257,-2.10571,0.02429,1.01361,-0.09503,,0.66673,0.74519,-0.00926,-0.00873,
0.49219,1.95313,-3.99780,-1.89209,0.02118,1.01300,-0.09595,,0.66663,0.74528,-0.00935,-0.00901,
0.50000,1.90353,-4.08173,-1.60980,0.02087,1.01489,-0.08923,,0.66653,0.74536,-0.00945,-0.00929,
0.50781,1.48010,-4.40216,-1.41525,0.02081,1.01593,-0.09454,,0.66645,0.74543,-0.00958,-0.00958,
0.51563,0.85068,-4.85229,-1.38855,0.02124,1.01312,-0.09772,,0.66640,0.74546,-0.00973,-0.00989,
0.52344,0.98038,-4.92859,-1.42288,0.01617,1.00989,-0.09436,,0.66635,0.74550,-0.00988,-0.01020,
0.53125,1.12915,-5.16510,-1.61362,0.01385,1.01288,-0.09259,,0.66629,0.74555,-0.01004,-0.01054,
0.53906,1.05667,-5.45120,-1.49918,0.01575,1.01569,-0.09650,,0.66623,0.74560,-0.01021,-0.01088,
0.54688,1.22833,-5.41306,-1.45340,0.01624,1.01276,-0.09595,,0.66616,0.74565,-0.01038,-0.01122,
0.55469,1.32751,-5.61523,-1.62888,0.01538,1.01318,-0.09692,,0.66609,0.74571,-0.01056,-0.01158,
0.56250,1.28937,-6.19125,-1.67084,0.01801,1.01740,-0.09589,,0.66602,0.74576,-0.01075,-0.01197,
0.57031,1.47629,-6.24466,-1.41525,0.02496,1.01666,-0.10126,,0.66594,0.74583,-0.01097,-0.01235,
0.57813,1.44196,-6.16455,-1.38855,0.02448,1.01611,-0.09692,,0.66586,0.74589,-0.01118,-0.01273,
0.58594,1.37329,-6.14548,-1.52588,0.02673,1.01556,-0.10101,,0.66578,0.74594,-0.01138,-0.01311,
0.59375,1.53732,-5.80978,-1.56784,0.02448,1.01709,-0.09955,,0.66570,0.74601,-0.01156,-0.01348,
0.60156,1.35040,-6.12640,-1.58310,0.01978,1.01642,-0.09735,,0.66562,0.74607,-0.01176,-0.01386,
0.60938,1.19400,-6.69098,-1.59454,0.02197,1.01825,-0.10254,,0.66555,0.74612,-0.01199,-0.01427,
0.61719,1.55640,-5.94330,-1.49918,0.02393,1.01428,-0.10413,,0.66547,0.74618,-0.01218,-0.01464,
0.62500,1.46484,-5.85938,-1.33514,0.02411,1.01483,-0.10022,,0.66539,0.74624,-0.01238,-0.01500,
0.63281,1.43433,-5.89371,-1.47247,0.02441,1.01764,-0.09503,,0.66531,0.74630,-0.01257,-0.01536,
0.64063,1.05286,-6.38199,-1.41907,0.02722,1.01971,-0.10333,,0.66525,0.74635,-0.01279,-0.01575,
0.64844,1.30844,-5.90515,-1.31989,0.02618,1.01575,-0.10461,,0.66517,0.74640,-0.01299,-0.01611,
0.65625,1.37711,-5.72968,-1.35040,0.02716,1.01538,-0.10144,,0.66510,0.74646,-0.01319,-0.01646,
0.66406,1.06430,-5.74112,-1.15204,0.02826,1.01575,-0.10535,,0.66504,0.74650,-0.01339,-0.01680,
0.67188,1.12152,-5.50079,-1.23215,0.02472,1.01593,-0.10132,,0.66497,0.74655,-0.01358,-0.01714,
0.67969,0.95367,-5.35202,-1.26266,0.02332,1.01544,-0.09686,,0.66492,0.74658,-0.01376,-0.01747,
0.68750,0.54932,-5.21088,-1.12534,0.02234,1.01379,-0.10138,,0.66488,0.74660,-0.01394,-0.01778,
0.69531,1.26266,-5.75256,-1.35803,0.02197,1.01569,-0.10388,,0.66481,0.74666,-0.01413,-0.01814,
0.70313,1.31989,-5.79834,-1.32370,0.02332,1.01526,-0.10437,,0.66474,0.74671,-0.01433,-0.01849,
0.71094,1.32370,-5.03922,-1.11389,0.02515,1.01776,-0.10083,,0.66466,0.74676,-0.01450,-0.01880,
