Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1033

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
42.17188,0.18311,-2.68555,-2.38037,-0.06030,1.03955,0.01123,,,,0.97032,-0.06194,-0.16481,-0.16578,
42.17969,0.24414,-2.01416,-2.56348,-0.06787,1.03711,0.01172,962.292,27.4,,0.97027,-0.06187,-0.16496,-0.16595,
42.18750,0.36621,-1.89209,-2.68555,-0.07007,1.03613,0.01099,,,,0.97022,-0.06179,-0.16510,-0.16612,
42.19531,0.36621,-1.70898,-2.56348,-0.06812,1.03760,0.01343,962.321,27.4,,0.97017,-0.06171,-0.16524,-0.16629,
42.20313,0.12207,-1.28174,-2.44141,-0.07251,1.03540,0.01196,,,,0.97013,-0.06164,-0.16534,-0.16645,
42.21094,0.30518,-1.03760,-2.25830,-0.08008,1.03345,0.01514,962.281,27.4,,0.97010,-0.06156,-0.16542,-0.16660,
42.21875,0.24414,-1.28174,-2.31934,-0.08276,1.03149,0.01514,,,,0.97006,-0.06149,-0.16553,-0.16675,
42.22656,-0.06104,-1.83105,-2.19727,-0.08252,1.03491,0.01440,962.332,27.4,,0.97001,-0.06144,-0.16566,-0.16690,
42.23438,0.00000,-2.01416,-1.70898,-0.08374,1.03906,0.01099,,,,0.96997,-0.06140,-0.16581,-0.16701,
42.24219,0.06104,-2.50244,-1.77002,-0.08325,1.03784,0.00659,962.294,27.4,,0.96992,-0.06136,-0.16598,-0.16713,
42.25000,0.48828,-3.23486,-1.28174,-0.07593,1.03491,0.01392,,,,0.96988,-0.06131,-0.16621,-0.16720,
42.25781,1.09863,-3.90625,-1.09863,-0.06152,1.02368,0.01416,962.287,27.4,,0.96982,-0.06122,-0.16649,-0.16725,
42.26563,1.09863,-3.96729,-1.15967,-0.05762,1.02441,0.01465,,,,0.96977,-0.06113,-0.16678,-0.16731,
42.27344,0.97656,-3.72314,-1.52588,-0.05957,1.02856,0.01587,962.320,27.4,,0.96972,-0.06105,-0.16705,-0.16739,
42.28125,0.85449,-2.99072,-1.95313,-0.06104,1.02612,0.01831,,,,0.96966,-0.06096,-0.16727,-0.16751,
42.28906,0.91553,-2.68555,-2.01416,-0.06201,1.02637,0.02026,962.303,27.4,,0.96961,-0.06086,-0.16747,-0.16763,
42.29688,0.73242,-2.31934,-2.62451,-0.06714,1.02417,0.02393,,,,0.96956,-0.06076,-0.16765,-0.16779,
42.30469,0.67139,-2.38037,-2.80762,-0.06812,1.02734,0.02197,962.287,27.4,,0.96950,-0.06067,-0.16783,-0.16797,
42.31250,0.73242,-2.31934,-2.86865,-0.06787,1.02832,0.02319,,,,0.96945,-0.06057,-0.16801,-0.16815,
42.32031,0.61035,-2.19727,-2.99072,-0.05957,1.03735,0.02075,962.320,27.4,,0.96939,-0.06047,-0.16818,-0.16833,
42.32813,0.85449,-1.09863,-2.86865,-0.06152,1.03687,0.01929,,,,0.96935,-0.06035,-0.16828,-0.16852,
42.33594,0.73242,-0.91553,-2.62451,-0.06372,1.03589,0.01782,962.297,27.4,,0.96931,-0.06024,-0.16837,-0.16869,
42.34375,0.61035,-0.79346,-2.13623,-0.06934,1.04468,0.01636,,,,0.96928,-0.06014,-0.16844,-0.16883,
42.35156,0.91553,-1.09863,-1.83105,-0.07739,1.04199,0.01758,962.309,27.4,,0.96925,-0.06002,-0.16853,-0.16894,
42.35938,1.03760,-1.46484,-1.77002,-0.07690,1.04248,0.01855,,,,0.96922,-0.05990,-0.16866,-0.16905,
42.36719,1.03760,-1.83105,-1.89209,-0.07593,1.04468,0.01611,962.306,27.4,,0.96918,-0.05979,-0.16880,-0.16916,
42.37500,0.97656,-1.83105,-1.46484,-0.07251,1.04736,0.01440,,,,0.96915,-0.05968,-0.16894,-0.16925,
42.38281,0.79346,-1.83105,-1.46484,-0.06934,1.04907,0.01489,962.296,27.4,,0.96911,-0.05959,-0.16909,-0.16934,
42.39063,0.61035,-1.46484,-2.01416,-0.07446,1.04419,0.01611,,,,0.96908,-0.05950,-0.16920,-0.16947,
42.39844,0.67139,-1.22070,-2.25830,-0.08228,1.04053,0.02271,962.296,27.4,,0.96904,-0.05939,-0.16931,-0.16961,
42.40625,0.54932,-1.28174,-2.25830,-0.08228,1.03882,0.01978,,,,0.96900,-0.05930,-0.16941,-0.16976,
42.41406,0.73242,-1.28174,-2.44141,-0.08325,1.04175,0.01855,962.316,27.4,,0.96896,-0.05919,-0.16952,-0.16991,
42.42188,0.85449,-2.19727,-2.31934,-0.07666,1.03857,0.01563,,,,0.96891,-0.05909,-0.16969,-0.17006,
42.42969,1.03760,-2.44141,-2.07520,-0.07300,1.03369,0.01392,962.266,27.4,,0.96887,-0.05898,-0.16987,-0.17018,
42.43750,0.91553,-2.38037,-2.19727,-0.06860,1.02759,0.01416,,,,0.96882,-0.05887,-0.17006,-0.17031,
42.44531,0.67139,-2.19727,-2.44141,-0.07324,1.02808,0.01733,962.328,27.4,,0.96877,-0.05878,-0.17022,-0.17047,
42.45313,0.61035,-2.25830,-2.44141,-0.07104,1.02710,0.01733,,,,0.96872,-0.05869,-0.17040,-0.17062,
42.46094,0.67139,-1.95313,-2.86865,-0.06543,1.02710,0.01514,962.302,27.4,,0.96866,-0.05859,-0.17055,-0.17080,
42.46875,0.48828,-1.52588,-2.80762,-0.07324,1.02563,0.01978,,,,0.96861,-0.05850,-0.17067,-0.17098,
42.47656,0.36621,-1.40381,-2.80762,-0.06982,1.02637,0.01563,962.304,27.4,,0.96857,-0.05842,-0.17079,-0.17117,
42.48438,0.00000,-0.30518,-2.56348,-0.07080,1.03076,0.01660,,,,0.96853,-0.05835,-0.17082,-0.17134,
42.49219,0.30518,-0.48828,-2.07520,-0.06885,1.02979,0.01343,962.314,27.4,,0.96851,-0.05826,-0.17087,-0.17148,
42.50000,0.30518,-0.67139,-1.89209,-0.06934,1.02954,0.01123,,,,0.96848,-0.05818,-0.17093,-0.17161,
42.50781,0.12207,-0.73242,-1.83105,-0.07251,1.02539,0.00903,962.297,27.4,,0.96845,-0.05812,-0.17099,-0.17174,
42.51563,0.24414,-0.73242,-1.70898,-0.07397,1.03857,0.00830,,,,0.96842,-0.05804,-0.17106,-0.17185,
42.52344,0.36621,-0.79346,-1.64795,-0.06982,1.04053,0.01196,962.289,27.4,,0.96839,-0.05796,-0.17113,-0.17196,
42.53125,0.24414,-0.85449,-1.64795,-0.07275,1.04614,0.00684,,,,0.96837,-0.05789,-0.17120,-0.17207,
42.53906,-0.12207,-1.03760,-1.15967,-0.08008,1.04370,0.00244,962.317,27.4,,0.96834,-0.05785,-0.17127,-0.17215,
42.54688,-0.12207,-0.91553,-1.15967,-0.08179,1.04077,0.00293,,,,0.96832,-0.05781,-0.17134,-0.17224,
42.55469,0.42725,-1.22070,-0.30518,-0.08276,1.03711,0.00684,962.325,27.4,,0.96830,-0.05775,-0.17143,-0.17226,
42.56250,0.73242,-2.38037,0.00000,-0.08008,1.03125,0.01001,,,,0.96827,-0.05768,-0.17161,-0.17225,
42.57031,0.73242,-2.50244,-0.18311,-0.08179,1.02954,0.01367,962.304,27.4,,0.96825,-0.05762,-0.17178,-0.17225,
42.57813,-0.30518,-2.80762,-0.79346,-0.07861,1.04419,0.00342,,,,0.96820,-0.05761,-0.17197,-0.17230,
42.58594,-1.15967,-0.61035,-0.79346,-0.07520,1.04639,0.01001,962.293,27.4,,0.96818,-0.05764,-0.17201,-0.17237,
42.59375,-1.22070,-0.61035,-0.61035,-0.07886,1.03931,0.01587,,,,0.96816,-0.05768,-0.17204,-0.17243,
42.60156,-2.07520,-1.58691,-0.24414,-0.09375,1.05151,0.01074,962.316,27.4,,0.96813,-0.05778,-0.17213,-0.17248,
42.60938,-1.77002,-2.99072,0.36621,-0.11377,1.05249,0.01172,,,,0.96810,-0.05789,-0.17231,-0.17247,
42.61719,-1.03760,-4.88281,0.67139,-0.10962,1.04150,0.00635,962.332,27.4,,0.96804,-0.05798,-0.17262,-0.17243,
42.62500,-0.54932,-6.95801,0.79346,-0.10083,1.02026,0.00854,,,,0.96797,-0.05806,-0.17307,-0.17236,
42.63281,0.06104,-7.87354,0.54932,-0.09375,1.01733,0.01831,962.310,27.4,,0.96788,-0.05811,-0.17360,-0.17230,
42.64063,0.18311,-8.85010,-0.48828,-0.10840,1.03320,0.01782,,,,0.96777,-0.05815,-0.17419,-0.17231,
42.64844,-0.06104,-9.15527,-1.22070,-0.10962,1.03491,0.01611,962.305,27.4,,0.96765,-0.05821,-0.17480,-0.17236,
42.65625,-0.06104,-10.80322,-1.95313,-0.10596,1.04028,0.02686,,,,0.96750,-0.05827,-0.17552,-0.17245,
42.66406,-0.24414,-11.35254,-1.89209,-0.08667,1.03687,0.03174,962.315,27.4,,0.96734,-0.05835,-0.17628,-0.17255,
42.67188,-0.30518,-11.23047,-2.07520,-0.07837,1.03735,0.02710,,,,0.96718,-0.05843,-0.17703,-0.17265,
42.67969,0.30518,-9.15527,-2.56348,-0.06958,1.03369,0.02734,962.332,27.4,,0.96704,-0.05844,-0.17765,-0.17279,
42.68750,0.12207,-8.36182,-2.92969,-0.07178,1.03906,0.02417,,,,0.96691,-0.05845,-0.17822,-0.17295,
42.69531,-0.42725,-8.48389,-3.05176,-0.06494,1.03979,0.01294,962.310,27.4,,0.96677,-0.05850,-0.17879,-0.17314,
42.70313,-0.85449,-7.81250,-3.05176,-0.05347,1.02808,0.00830,,,,0.96663,-0.05856,-0.17932,-0.17332,
42.71094,-0.79346,-5.85938,-3.23486,-0.04565,1.02539,0.00806,962.280,27.4,,0.96652,-0.05860,-0.17971,-0.17353,
42.71875,-1.52588,-4.69971,-3.29590,-0.04639,1.03882,0.00220,,,,0.96641,-0.05867,-0.18003,-0.17376,
42.72656,-1.28174,-4.33350,-3.05176,-0.06885,1.04565,-0.00195,962.320,27.4,,0.96632,-0.05872,-0.18031,-0.17397,
42.73438,-0.36621,-4.21143,-3.54004,-0.06079,1.02710,-0.00195,,,,0.96622,-0.05871,-0.18061,-0.17420,
42.74219,0.00000,-3.54004,-3.11279,-0.05396,1.02466,0.00464,962.319,27.4,,0.96614,-0.05867,-0.18086,-0.17440,
42.75000,0.18311,-2.99072,-2.74658,-0.06348,1.02954,0.01953,,,,0.96608,-0.05861,-0.18107,-0.17457,
42.75781,-0.24414,-2.99072,-2.86865,-0.07813,1.04004,0.02856,962.321,27.4,,0.96600,-0.05858,-0.18129,-0.17476,
42.76563,-0.79346,-2.99072,-2.86865,-0.07959,1.03540,0.02490,,,,0.96593,-0.05859,-0.18149,-0.17496,
42.77344,-2.50244,-2.44141,-3.11279,-0.07495,1.03101,0.03906,962.288,27.4,,0.96585,-0.05870,-0.18164,-0.17519,
42.78125,-3.11279,-1.58691,-3.41797,-0.06958,1.03687,0.02881,,,,0.96578,-0.05884,-0.18172,-0.17546,
42.78906,-3.05176,-0.91553,-3.60107,-0.07422,1.03198,0.03076,962.284,27.4,,0.96571,-0.05896,-0.18177,-0.17574,
42.79688,-2.31934,0.48828,-3.78418,-0.08716,1.01929,0.02759,,,,0.96566,-0.05901,-0.18173,-0.17603,
42.80469,-1.46484,1.95313,-4.51660,-0.10376,1.02905,0.03076,962.298,27.4,,0.96563,-0.05898,-0.18160,-0.17636,
42.81250,-1.46484,2.44141,-4.33350,-0.11792,1.03027,0.02563,,,,0.96560,-0.05895,-0.18145,-0.17668,
42.82031,-1.34277,1.15967,-4.15039,-0.12012,1.03125,0.02026,962.280,27.4,,0.96556,-0.05893,-0.18137,-0.17698,
42.82813,-1.03760,0.54932,-4.27246,-0.10938,1.03857,0.02808,,,,0.96551,-0.05889,-0.18135,-0.17729,
42.83594,-1.15967,0.48828,-4.39453,-0.10840,1.04175,0.03296,962.324,27.4,,0.96546,-0.05886,-0.18132,-0.17760,
42.84375,-1.22070,-0.06104,-5.18799,-0.10864,1.05542,0.03418,,,,0.96539,-0.05883,-0.18133,-0.17797,
42.85156,-2.74658,0.67139,-6.16455,-0.10205,1.05396,0.04272,962.307,27.4,,0.96532,-0.05888,-0.18129,-0.17842,
42.85938,-3.60107,0.91553,-6.53076,-0.09741,1.05542,0.04858,,,,0.96523,-0.05898,-0.18121,-0.17891,
42.86719,-3.78418,0.97656,-7.44629,-0.09277,1.05029,0.04810,962.300,27.4,,0.96514,-0.05908,-0.18114,-0.17946,
42.87500,-4.15039,1.58691,-8.66699,-0.09497,1.04810,0.06177,,,,0.96504,-0.05918,-0.18102,-0.18009,
42.88281,-4.08936,2.74658,-8.85010,-0.09814,1.05005,0.06738,962.292,27.4,,0.96495,-0.05926,-0.18083,-0.18075,
42.89063,-3.84521,3.60107,-9.27734,-0.11377,1.05103,0.06494,,,,0.96486,-0.05931,-0.18059,-0.18143,
42.89844,-4.69971,5.24902,-10.37598,-0.11865,1.04443,0.07178,962.308,27.4,,0.96478,-0.05938,-0.18023,-0.18220,
42.90625,-5.06592,5.67627,-10.68115,-0.11499,1.04370,0.07666,,,,0.96469,-0.05946,-0.17984,-0.18299,
42.91406,-6.10352,5.79834,-11.47461,-0.12817,1.04883,0.07446,962.309,27.4,,0.96460,-0.05960,-0.17943,-0.18386,
42.92188,-8.17871,5.92041,-12.63428,-0.12720,1.05981,0.07300,,,,0.96448,-0.05987,-0.17899,-0.18482,
42.92969,-8.66699,6.10352,-13.12256,-0.11646,1.05933,0.06616,962.309,27.4,,0.96435,-0.06015,-0.17854,-0.18582,
42.93750,-9.03320,7.93457,-13.73291,-0.09448,1.05444,0.06445,,,,0.96424,-0.06043,-0.17796,-0.18688,
42.94531,-9.52148,9.09424,-13.73291,-0.10254,1.05542,0.05151,962.321,27.4,,0.96413,-0.06073,-0.17730,-0.18794,
42.95313,-9.64355,9.64355,-13.97705,-0.11670,1.05615,0.05127,,,,0.96403,-0.06102,-0.17661,-0.18902,
42.96094,-9.33838,11.71875,-14.09912,-0.11743,1.05396,0.05249,962.306,27.4,,0.96395,-0.06127,-0.17578,-0.19012,
42.96875,-9.64355,12.81738,-14.22119,-0.10547,1.05298,0.05151,,,,0.96388,-0.06152,-0.17488,-0.19123,
42.97656,-10.00977,13.79395,-14.64844,-0.10449,1.05249,0.05249,962.320,27.4,,0.96381,-0.06178,-0.17390,-0.19238,
42.98438,-11.04736,15.44189,-16.17432,-0.12524,1.05371,0.04663,,,,0.96373,-0.06206,-0.17282,-0.19365,
42.99219,-11.47461,17.45605,-17.88330,-0.14331,1.04297,0.05493,962.318,27.4,,0.96365,-0.06233,-0.17160,-0.19504,
43.00000,-11.84082,17.88330,-18.43262,-0.14136,1.03687,0.05981,,,,0.96357,-0.06261,-0.17035,-0.19647,
43.00781,-12.63428,18.85986,-19.47021,-0.14868,1.03467,0.07642,962.302,27.4,,0.96347,-0.06291,-0.16902,-0.19799,
43.01563,-12.57324,17.88330,-20.38574,-0.16431,1.04102,0.07422,,,,0.96335,-0.06321,-0.16777,-0.19956,
43.02344,-12.81738,17.39502,-20.99609,-0.16675,1.04395,0.07788,962.308,27.4,,0.96320,-0.06353,-0.16654,-0.20117,
43.03125,-12.57324,16.84570,-21.30127,-0.17725,1.04224,0.07129,,,,0.96305,-0.06384,-0.16536,-0.20279,
43.03906,-12.39014,15.74707,-21.91162,-0.17773,1.03027,0.05542,962.329,27.4,,0.96287,-0.06414,-0.16425,-0.20444,
43.04688,-12.75635,15.50293,-22.39990,-0.17017,1.02930,0.05859,,,,0.96267,-0.06446,-0.16315,-0.20613,
43.05469,-12.81738,15.07568,-22.82715,-0.18018,1.02686,0.05908,962.316,27.4,,0.96246,-0.06479,-0.16209,-0.20785,
43.06250,-13.24463,14.70947,-23.68164,-0.20361,1.03027,0.05762,,,,0.96223,-0.06514,-0.16104,-0.20962,
43.07031,-12.87842,13.61084,-24.16992,-0.19922,1.02344,0.06641,962.307,27.4,,0.96197,-0.06548,-0.16007,-0.21141,
43.07813,-12.69531,13.00049,-24.35303,-0.18970,1.02271,0.07080,,,,0.96171,-0.06581,-0.15914,-0.21322,
43.08594,-12.57324,11.96289,-25.26855,-0.16479,1.02417,0.06982,962.318,27.4,,0.96141,-0.06614,-0.15829,-0.21507,
43.09375,-12.20703,12.87842,-25.93994,-0.15430,1.03564,0.07422,,,,0.96111,-0.06643,-0.15739,-0.21697,
43.10156,-11.96289,13.30566,-26.55029,-0.15332,1.04150,0.06836,962.305,27.4,,0.96081,-0.06668,-0.15646,-0.21890,
43.10938,-11.96289,15.50293,-26.97754,-0.15405,1.03809,0.06616,,,,0.96052,-0.06690,-0.15540,-0.22088,
43.11719,-11.59668,17.33398,-27.16064,-0.18115,1.03467,0.07080,962.318,27.4,,0.96024,-0.06707,-0.15421,-0.22286,
43.12500,-12.02393,17.76123,-27.64893,-0.18945,1.03662,0.06934,,,,0.95995,-0.06724,-0.15299,-0.22489,
43.13281,-12.08496,16.35742,-27.77100,-0.22461,1.03857,0.06543,962.281,27.4,,0.95963,-0.06745,-0.15187,-0.22691,
43.14063,-12.32910,13.79395,-27.70996,-0.23950,1.02393,0.06982,,,,0.95929,-0.06771,-0.15090,-0.22893,
43.14844,-11.96289,12.02393,-27.64893,-0.22388,1.01245,0.07080,962.300,27.4,,0.95893,-0.06797,-0.15006,-0.23092,
43.15625,-11.77979,10.25391,-27.52686,-0.19482,1.01685,0.07275,,,,0.95854,-0.06825,-0.14933,-0.23289,
43.16406,-12.32910,10.98633,-27.70996,-0.18066,1.02026,0.06787,962.268,27.4,,0.95816,-0.06855,-0.14855,-0.23489,
43.17188,-11.90186,12.14600,-28.32031,-0.17969,1.02100,0.06616,,,,0.95777,-0.06880,-0.14770,-0.23692,
43.17969,-12.51221,14.58740,-28.50342,-0.19141,1.02539,0.06543,962.316,27.4,,0.95739,-0.06905,-0.14668,-0.23899,
43.18750,-12.57324,15.80811,-28.32031,-0.20703,1.01660,0.06665,,,,0.95703,-0.06928,-0.14558,-0.24104,
43.19531,-12.57324,15.99121,-28.01514,-0.19995,1.00952,0.07080,962.296,27.4,,0.95667,-0.06952,-0.14446,-0.24308,
43.20313,-12.45117,16.29639,-27.22168,-0.19678,0.99731,0.07886,,,,0.95632,-0.06974,-0.14332,-0.24506,
43.21094,-12.26807,16.78467,-27.34375,-0.21436,0.99390,0.08398,962.345,27.4,,0.95596,-0.06995,-0.14216,-0.24705,
43.21875,-12.51221,16.84570,-28.01514,-0.23560,0.99194,0.08789,,,,0.95559,-0.07016,-0.14098,-0.24908,
43.22656,-13.18359,16.72363,-29.66309,-0.25781,0.99194,0.09155,962.297,27.4,,0.95519,-0.07041,-0.13981,-0.25123,
43.23438,-12.75635,14.95361,-30.51758,-0.26465,0.98755,0.09009,,,,0.95474,-0.07065,-0.13876,-0.25341,
43.24219,-12.75635,14.64844,-30.88379,-0.25757,0.98755,0.08789,962.271,27.4,,0.95429,-0.07088,-0.13774,-0.25562,
43.25000,-12.87842,14.83154,-30.45654,-0.24585,0.99829,0.09692,,,,0.95383,-0.07113,-0.13669,-0.25780,
43.25781,-13.42773,15.13672,-29.54102,-0.24829,1.00708,0.10596,962.301,27.4,,0.95339,-0.07142,-0.13562,-0.25993,
43.26563,-13.24463,14.83154,-29.17480,-0.24780,1.00488,0.10962,,,,0.95294,-0.07170,-0.13456,-0.26202,
43.27344,-14.09912,15.25879,-29.66309,-0.22314,1.00903,0.11035,962.313,27.4,,0.95248,-0.07202,-0.13347,-0.26416,
43.28125,-14.03809,16.23535,-29.41895,-0.22119,1.02100,0.08887,,,,0.95203,-0.07233,-0.13230,-0.26629,
43.28906,-13.67188,17.33398,-29.23584,-0.22925,1.02368,0.08447,962.317,27.4,,0.95158,-0.07259,-0.13108,-0.26840,
43.29688,-14.16016,19.53125,-28.50342,-0.27100,1.01831,0.08398,,,,0.95117,-0.07285,-0.12969,-0.27048,
43.30469,-14.03809,18.55469,-29.17480,-0.31128,0.98926,0.08472,962.313,27.4,,0.95072,-0.07311,-0.12837,-0.27259,
43.31250,-13.79395,17.76123,-29.90723,-0.30884,0.98340,0.08838,,,,0.95025,-0.07336,-0.12711,-0.27474,
43.32031,-13.24463,14.77051,-29.54102,-0.29590,0.99341,0.09497,962.322,27.4,,0.94976,-0.07364,-0.12606,-0.27685,
43.32813,-12.87842,13.91602,-28.62549,-0.26685,0.99927,0.10620,,,,0.94927,-0.07392,-0.12506,-0.27889,
43.33594,-13.30566,14.34326,-28.38135,-0.25171,0.99927,0.11792,962.327,27.4,,0.94879,-0.07422,-0.12402,-0.28092,
43.34375,-13.42773,15.56396,-28.19824,-0.25659,1.00513,0.10693,,,,0.94831,-0.07450,-0.12290,-0.28294,
43.35156,-13.79395,17.08984,-28.25928,-0.29834,0.99658,0.10742,962.301,27.4,,0.94784,-0.07478,-0.12167,-0.28498,
43.35938,-14.03809,17.02881,-28.50342,-0.32129,0.99194,0.11475,,,,0.94735,-0.07507,-0.12044,-0.28703,
43.36719,-13.79395,15.93018,-28.80859,-0.33252,0.98706,0.10864,962.312,27.4,,0.94685,-0.07537,-0.11929,-0.28909,
43.37500,-13.61084,13.85498,-28.62549,-0.33887,0.98315,0.11035,,,,0.94632,-0.07569,-0.11827,-0.29113,
43.38281,-13.54980,12.87842,-28.56445,-0.34131,0.97998,0.11597,962.291,27.4,,0.94579,-0.07603,-0.11732,-0.29315,
43.39063,-14.09912,11.41357,-28.62549,-0.34814,0.97778,0.12402,,,,0.94524,-0.07644,-0.11644,-0.29517,
43.39844,-13.61084,9.09424,-28.44238,-0.36694,0.97925,0.12134,962.294,27.4,,0.94466,-0.07686,-0.11573,-0.29717,
43.40625,-13.36670,8.42285,-28.44238,-0.36816,0.97681,0.12378,,,,0.94408,-0.07728,-0.11506,-0.29915,
43.41406,-13.18359,6.95801,-27.89307,-0.34863,0.97583,0.12939,962.311,27.4,,0.94350,-0.07772,-0.11449,-0.30109,
43.42188,-13.00049,7.08008,-27.40479,-0.31519,0.96973,0.11987,,,,0.94292,-0.07815,-0.11391,-0.30300,
43.42969,-13.00049,8.30078,-27.46582,-0.30298,0.97217,0.12207,962.302,27.4,,0.94235,-0.07855,-0.11325,-0.30492,
43.43750,-13.97705,11.16943,-27.52686,-0.31714,0.97852,0.13037,,,,0.94179,-0.07896,-0.11239,-0.30686,
43.44531,-14.70947,12.51221,-29.66309,-0.39844,0.96509,0.13696,962.290,27.4,,0.94119,-0.07936,-0.11144,-0.30895,
43.45313,-15.13672,12.57324,-31.31104,-0.41650,0.96216,0.13721,,,,0.94054,-0.07979,-0.11048,-0.31115,
43.46094,-14.46533,10.31494,-31.61621,-0.40674,0.97534,0.12646,962.301,27.4,,0.93987,-0.08021,-0.10968,-0.31334,
43.46875,-13.67188,8.30078,-30.15137,-0.37598,0.97534,0.11865,,,,0.93921,-0.08063,-0.10901,-0.31543,
43.47656,-13.24463,8.72803,-29.54102,-0.37329,0.97217,0.12183,962.309,27.4,,0.93857,-0.08103,-0.10833,-0.31747,
43.48438,-13.36670,9.09424,-29.41895,-0.38135,0.95898,0.13159,,,,0.93792,-0.08142,-0.10762,-0.31951,
43.49219,-13.54980,9.09424,-29.54102,-0.37964,0.96875,0.12305,962.309,27.4,,0.93727,-0.08182,-0.10690,-0.32155,
43.50000,-13.85498,9.82666,-29.35791,-0.36719,0.96899,0.12842,,,,0.93662,-0.08223,-0.10613,-0.32359,
43.50781,-14.28223,10.68115,-29.47998,-0.36108,0.96411,0.13257,962.322,27.4,,0.93597,-0.08265,-0.10530,-0.32564,
43.51563,-14.77051,12.69531,-29.90723,-0.35376,0.95288,0.11963,,,,0.93531,-0.08305,-0.10433,-0.32773,
43.52344,-15.38086,15.74707,-31.06689,-0.38110,0.95410,0.12061,962.281,27.4,,0.93464,-0.08341,-0.10315,-0.32992,
43.53125,-15.50293,16.47949,-31.49414,-0.40601,0.94946,0.13477,,,,0.93396,-0.08375,-0.10193,-0.33213,
43.53906,-14.58740,15.56396,-32.34863,-0.44312,0.93945,0.13184,962.260,27.4,,0.93325,-0.08406,-0.10079,-0.33438,
43.54688,-14.16016,12.75635,-32.71484,-0.47388,0.93823,0.13037,,,,0.93251,-0.08439,-0.09984,-0.33664,
43.55469,-13.85498,11.10840,-32.34863,-0.47412,0.93677,0.13062,962.292,27.4,,0.93177,-0.08475,-0.09899,-0.33886,
43.56250,-13.12256,7.75146,-30.82275,-0.45850,0.92822,0.14185,,,,0.93103,-0.08515,-0.09837,-0.34096,
43.57031,-13.12256,7.14111,-30.45654,-0.43164,0.93433,0.14600,962.292,27.4,,0.93030,-0.08557,-0.09778,-0.34302,
43.57813,-13.36670,7.20215,-30.51758,-0.42236,0.94214,0.14648,,,,0.92955,-0.08599,-0.09719,-0.34510,
43.58594,-14.16016,8.23975,-31.49414,-0.40405,0.94946,0.14624,962.319,27.4,,0.92878,-0.08644,-0.09651,-0.34724,
43.59375,-14.46533,9.46045,-32.22656,-0.40112,0.94507,0.13745,,,,0.92800,-0.08687,-0.09576,-0.34943,
43.60156,-14.34326,10.43701,-32.10449,-0.41235,0.93848,0.13354,962.296,27.4,,0.92722,-0.08727,-0.09494,-0.35162,
43.60938,-14.09912,12.02393,-32.22656,-0.43262,0.92676,0.14307,,,,0.92644,-0.08762,-0.09403,-0.35383,
43.61719,-13.24463,12.63428,-32.40967,-0.44482,0.91943,0.13013,962.294,27.4,,0.92566,-0.08790,-0.09311,-0.35604,
43.62500,-13.12256,12.87842,-32.22656,-0.45264,0.91797,0.13135,,,,0.92488,-0.08816,-0.09216,-0.35824,
43.63281,-13.06152,12.57324,-31.55518,-0.45679,0.91016,0.14502,962.336,27.4,,0.92411,-0.08843,-0.09124,-0.36039,
43.64063,-12.69531,11.65771,-31.49414,-0.45239,0.90869,0.14282,,,,0.92333,-0.08870,-0.09037,-0.36253,
43.64844,-12.93945,11.71875,-31.79932,-0.44775,0.90601,0.14404,962.299,27.4,,0.92254,-0.08898,-0.08950,-0.36468,
43.65625,-12.57324,12.51221,-31.73828,-0.45288,0.91064,0.14795,,,,0.92175,-0.08922,-0.08859,-0.36684,
43.66406,-11.90186,13.54980,-31.92139,-0.45410,0.91431,0.14038,962.294,27.4,,0.92096,-0.08939,-0.08763,-0.36900,
43.67188,-11.47461,14.40430,-31.73828,-0.44263,0.90918,0.13354,,,,0.92018,-0.08951,-0.08663,-0.37115,
43.67969,-11.35254,16.72363,-31.25000,-0.43677,0.90796,0.13013,962.311,27.4,,0.91942,-0.08957,-0.08548,-0.37329,
43.68750,-11.90186,18.49365,-31.12793,-0.50000,0.91724,0.13037,,,,0.91866,-0.08962,-0.08420,-0.37543,
43.69531,-12.32910,18.55469,-31.25000,-0.53442,0.91064,0.13599,962.295,27.4,,0.91789,-0.08969,-0.08291,-0.37757,
43.70313,-11.59668,16.29639,-31.12793,-0.54346,0.88501,0.14453,,,,0.91711,-0.08977,-0.08177,-0.37969,
43.71094,-10.86426,13.36670,-30.82275,-0.50879,0.87720,0.14893,962.290,27.4,,0.91632,-0.08988,-0.08084,-0.38176,
43.71875,-10.74219,13.18359,-30.70068,-0.50293,0.88354,0.14990,,,,0.91553,-0.08999,-0.07992,-0.38382,
43.72656,-11.10840,14.46533,-30.94482,-0.50684,0.88062,0.15552,962.280,27.4,,0.91473,-0.09009,-0.07891,-0.38591,
43.73438,-10.74219,15.68604,-31.73828,-0.51221,0.86377,0.15796,,,,0.91391,-0.09013,-0.07783,-0.38804,
43.74219,-10.74219,15.93018,-31.92139,-0.50562,0.85815,0.14746,962.276,27.4,,0.91309,-0.09016,-0.07675,-0.39019,
43.75000,-11.41357,16.90674,-32.28760,-0.51782,0.85571,0.13940,,,,0.91225,-0.09021,-0.07558,-0.39237,
43.75781,-10.68115,16.54053,-32.65381,-0.55542,0.85278,0.14575,962.289,27.4,,0.91139,-0.09022,-0.07446,-0.39456,
