Gait Up - Physilog data export
Created on: 1990-01-05 00:10:01
Total data points: 1033

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Baro [64 hz],,Event [128 hz],Quaternion [128 hz],,,,
41.15625,-0.85449,-9.33838,-2.62451,-0.04150,1.03271,0.00122,,,,0.97690,-0.06854,-0.14634,-0.13985,
41.16406,-0.97656,-9.15527,-2.31934,-0.03467,1.04590,0.00098,962.340,27.3,,0.97678,-0.06862,-0.14696,-0.13998,
41.17188,-0.48828,-9.88770,-1.95313,-0.02051,1.04028,-0.00684,,,,0.97666,-0.06869,-0.14763,-0.14007,
41.17969,-0.36621,-9.03320,-2.25830,-0.00635,1.02515,0.00244,962.313,27.3,,0.97655,-0.06873,-0.14824,-0.14019,
41.18750,-0.36621,-8.36182,-2.19727,-0.00415,1.02295,0.00562,,,,0.97644,-0.06877,-0.14881,-0.14031,
41.19531,-0.48828,-6.46973,-2.62451,-0.02002,1.03027,0.01611,962.279,27.3,,0.97635,-0.06879,-0.14926,-0.14047,
41.20313,-0.61035,-5.79834,-3.11279,-0.04004,1.03467,0.02319,,,,0.97626,-0.06881,-0.14966,-0.14066,
41.21094,-0.67139,-5.55420,-3.35693,-0.04468,1.03516,0.03223,962.308,27.3,,0.97617,-0.06882,-0.15004,-0.14087,
41.21875,-0.48828,-5.92041,-3.47900,-0.04590,1.03369,0.03857,,,,0.97607,-0.06883,-0.15045,-0.14109,
41.22656,-0.73242,-7.56836,-4.02832,-0.04541,1.03906,0.03638,962.299,27.3,,0.97596,-0.06887,-0.15097,-0.14134,
41.23438,-1.40381,-8.05664,-4.51660,-0.03955,1.04053,0.02979,,,,0.97582,-0.06894,-0.15152,-0.14162,
41.24219,-1.52588,-8.23975,-4.94385,-0.03442,1.03491,0.03394,962.286,27.3,,0.97568,-0.06903,-0.15208,-0.14194,
41.25000,-1.77002,-7.56836,-5.00488,-0.03369,1.03638,0.03223,,,,0.97555,-0.06912,-0.15260,-0.14226,
41.25781,-1.89209,-6.95801,-5.31006,-0.03662,1.04541,0.02905,962.300,27.3,,0.97542,-0.06921,-0.15307,-0.14261,
41.26563,-2.92969,-3.60107,-5.85938,-0.02271,1.05933,0.00854,,,,0.97531,-0.06933,-0.15332,-0.14302,
41.27344,-3.47900,-0.42725,-5.49316,-0.02051,1.06055,0.00464,962.289,27.3,,0.97524,-0.06947,-0.15335,-0.14343,
41.28125,-3.54004,-0.42725,-5.49316,-0.02441,1.05005,0.00464,,,,0.97516,-0.06960,-0.15337,-0.14383,
41.28906,-3.54004,0.67139,-6.04248,-0.02563,1.03418,0.01099,962.305,27.3,,0.97510,-0.06972,-0.15333,-0.14428,
41.29688,-3.35693,1.46484,-5.18799,-0.03906,1.04150,0.01855,,,,0.97505,-0.06983,-0.15323,-0.14468,
41.30469,-3.29590,1.70898,-5.00488,-0.04541,1.04639,0.01367,962.290,27.3,,0.97500,-0.06993,-0.15311,-0.14506,
41.31250,-3.23486,0.42725,-4.88281,-0.04980,1.04419,0.02246,,,,0.97494,-0.07005,-0.15308,-0.14543,
41.32031,-2.92969,-0.30518,-4.45557,-0.04590,1.03369,0.02588,962.301,27.3,,0.97488,-0.07015,-0.15310,-0.14576,
41.32813,-3.05176,-0.36621,-4.33350,-0.04272,1.03052,0.02588,,,,0.97482,-0.07027,-0.15312,-0.14609,
41.33594,-2.80762,-0.54932,-4.88281,-0.04248,1.03345,0.02759,962.293,27.3,,0.97475,-0.07036,-0.15315,-0.14645,
41.34375,-3.05176,0.12207,-5.31006,-0.04126,1.03979,0.03784,,,,0.97469,-0.07046,-0.15315,-0.14684,
41.35156,-3.78418,0.79346,-5.37109,-0.04688,1.04639,0.01831,962.301,27.4,,0.97463,-0.07061,-0.15309,-0.14725,
41.35938,-4.02832,1.89209,-5.24902,-0.04858,1.05444,0.01123,,,,0.97458,-0.07075,-0.15295,-0.14766,
41.36719,-3.05176,-0.97656,-5.00488,-0.06567,1.03638,-0.00024,962.317,27.3,,0.97450,-0.07087,-0.15302,-0.14802,
41.37500,-2.01416,-1.58691,-4.39453,-0.05347,1.01611,0.00806,,,,0.97443,-0.07093,-0.15313,-0.14834,
41.38281,-1.77002,-1.95313,-3.66211,-0.05493,1.01465,0.01001,962.303,27.3,,0.97437,-0.07098,-0.15326,-0.14860,
41.39063,-1.46484,-2.31934,-3.47900,-0.05957,1.02417,0.02051,,,,0.97430,-0.07102,-0.15342,-0.14884,
41.39844,-1.28174,-2.99072,-4.27246,-0.05908,1.02734,0.02661,962.286,27.3,,0.97422,-0.07104,-0.15363,-0.14913,
41.40625,-1.15967,-3.11279,-4.88281,-0.05249,1.02734,0.03223,,,,0.97414,-0.07106,-0.15386,-0.14946,
41.41406,-1.15967,-2.44141,-5.85938,-0.04468,1.02979,0.03857,962.290,27.3,,0.97405,-0.07105,-0.15404,-0.14986,
41.42188,-1.15967,-1.46484,-6.53076,-0.04614,1.03345,0.04272,,,,0.97396,-0.07103,-0.15416,-0.15030,
41.42969,-1.28174,-1.09863,-6.59180,-0.05054,1.03467,0.04492,962.290,27.3,,0.97388,-0.07101,-0.15426,-0.15076,
41.43750,-1.46484,0.00000,-7.08008,-0.05029,1.04297,0.04712,,,,0.97380,-0.07099,-0.15428,-0.15125,
41.44531,-2.86865,2.92969,-7.20215,-0.06226,1.05420,0.03320,962.309,27.3,,0.97374,-0.07102,-0.15410,-0.15178,
41.45313,-2.99072,3.60107,-7.26318,-0.06274,1.05054,0.02783,,,,0.97369,-0.07106,-0.15387,-0.15232,
41.46094,-2.13623,4.88281,-7.38525,-0.06177,1.04248,0.01978,962.302,27.4,,0.97366,-0.07103,-0.15356,-0.15286,
41.46875,-1.77002,5.12695,-5.98145,-0.06079,1.04736,0.00830,,,,0.97364,-0.07099,-0.15324,-0.15331,
41.47656,-1.64795,4.33350,-4.82178,-0.06787,1.04248,0.00928,962.278,27.4,,0.97363,-0.07095,-0.15296,-0.15368,
41.48438,-1.09863,2.68555,-3.96729,-0.06934,1.02661,0.00806,,,,0.97361,-0.07091,-0.15280,-0.15397,
41.49219,-0.61035,1.40381,-3.60107,-0.05737,1.02246,0.01611,962.334,27.4,,0.97359,-0.07085,-0.15272,-0.15423,
41.50000,-0.48828,0.79346,-3.60107,-0.05151,1.02124,0.01318,,,,0.97355,-0.07080,-0.15269,-0.15449,
41.50781,-0.36621,0.85449,-4.21143,-0.04272,1.02563,0.00879,962.305,27.4,,0.97352,-0.07072,-0.15265,-0.15478,
41.51563,-0.36621,2.19727,-5.12695,-0.03540,1.02539,0.01465,,,,0.97349,-0.07062,-0.15253,-0.15514,
41.52344,-0.30518,3.17383,-5.43213,-0.03784,1.02808,0.01953,962.302,27.4,,0.97346,-0.07051,-0.15235,-0.15553,
41.53125,-0.48828,5.31006,-5.92041,-0.04468,1.02881,0.01440,,,,0.97345,-0.07038,-0.15203,-0.15596,
41.53906,-0.48828,7.08008,-5.92041,-0.05786,1.04102,0.00659,962.301,27.4,,0.97346,-0.07023,-0.15159,-0.15640,
41.54688,-1.40381,8.30078,-5.85938,-0.06763,1.04468,0.00903,,,,0.97348,-0.07013,-0.15105,-0.15685,
41.55469,-0.91553,7.56836,-5.85938,-0.07666,1.03833,0.00244,962.297,27.3,,0.97349,-0.07000,-0.15057,-0.15729,
41.56250,-0.67139,7.01904,-5.24902,-0.07764,1.04175,-0.00977,,,,0.97351,-0.06987,-0.15013,-0.15769,
41.57031,-0.79346,6.04248,-4.57764,-0.07642,1.03882,-0.00391,962.294,27.3,,0.97352,-0.06976,-0.14975,-0.15804,
41.57813,0.12207,2.25830,-3.78418,-0.07983,1.03027,-0.00977,,,,0.97350,-0.06965,-0.14962,-0.15831,
41.58594,0.79346,0.36621,-3.60107,-0.07617,1.03320,-0.00342,962.290,27.4,,0.97347,-0.06951,-0.14963,-0.15855,
41.59375,0.85449,-0.48828,-3.23486,-0.07251,1.03687,-0.00122,,,,0.97343,-0.06938,-0.14969,-0.15876,
41.60156,1.15967,-1.52588,-2.74658,-0.06787,1.04297,0.00073,962.307,27.4,,0.97340,-0.06924,-0.14982,-0.15893,
41.60938,0.79346,-1.03760,-2.68555,-0.06030,1.04590,-0.00073,,,,0.97336,-0.06913,-0.14992,-0.15910,
41.61719,0.73242,-0.54932,-2.68555,-0.05591,1.04321,0.00146,962.311,27.3,,0.97333,-0.06901,-0.14998,-0.15928,
41.62500,1.09863,-1.64795,-2.31934,-0.05469,1.04297,-0.00269,,,,0.97330,-0.06889,-0.15012,-0.15942,
41.63281,0.67139,-0.97656,-1.89209,-0.05518,1.04370,0.00586,962.307,27.3,,0.97327,-0.06879,-0.15021,-0.15954,
41.64063,0.79346,-1.03760,-1.52588,-0.06445,1.04150,0.00684,,,,0.97325,-0.06868,-0.15030,-0.15964,
41.64844,1.58691,-1.89209,-0.91553,-0.06860,1.03784,0.01074,962.309,27.3,,0.97323,-0.06854,-0.15045,-0.15968,
41.65625,1.58691,-2.80762,-0.67139,-0.07056,1.03271,0.01245,,,,0.97320,-0.06842,-0.15066,-0.15970,
41.66406,1.64795,-2.92969,-0.54932,-0.07275,1.03784,0.00708,962.294,27.3,,0.97317,-0.06829,-0.15088,-0.15972,
41.67188,1.52588,-3.05176,-0.24414,-0.07568,1.04175,0.01196,,,,0.97315,-0.06817,-0.15111,-0.15971,
41.67969,1.89209,-3.84521,-0.24414,-0.06982,1.03589,0.01611,962.300,27.3,,0.97311,-0.06804,-0.15139,-0.15970,
41.68750,1.89209,-3.60107,-0.24414,-0.06396,1.03662,0.02051,,,,0.97308,-0.06790,-0.15165,-0.15969,
41.69531,1.89209,-3.72314,-0.24414,-0.06982,1.03198,0.03027,962.282,27.3,,0.97305,-0.06777,-0.15193,-0.15967,
41.70313,1.58691,-3.84521,-0.30518,-0.07397,1.03491,0.03174,,,,0.97302,-0.06766,-0.15220,-0.15967,
41.71094,1.58691,-4.02832,-0.42725,-0.07617,1.03491,0.03296,962.295,27.4,,0.97298,-0.06755,-0.15250,-0.15967,
41.71875,1.46484,-3.78418,-0.54932,-0.06982,1.03247,0.02954,,,,0.97294,-0.06744,-0.15277,-0.15968,
41.72656,1.58691,-3.66211,-0.91553,-0.07593,1.02979,0.02759,962.275,27.4,,0.97290,-0.06732,-0.15304,-0.15971,
41.73438,1.52588,-3.66211,-1.28174,-0.07446,1.03174,0.02539,,,,0.97286,-0.06720,-0.15331,-0.15977,
41.74219,1.46484,-3.96729,-1.46484,-0.08252,1.03687,0.02930,962.301,27.4,,0.97281,-0.06708,-0.15360,-0.15985,
41.75000,0.97656,-4.69971,-1.22070,-0.08521,1.03955,0.02417,,,,0.97275,-0.06701,-0.15393,-0.15990,
41.75781,1.03760,-4.69971,-1.28174,-0.07983,1.04150,0.02148,962.278,27.4,,0.97269,-0.06693,-0.15426,-0.15996,
41.76563,1.22070,-5.73730,-1.40381,-0.06641,1.03784,0.01514,,,,0.97263,-0.06685,-0.15467,-0.16002,
41.77344,1.22070,-5.12695,-1.46484,-0.05664,1.03442,0.01660,962.301,27.4,,0.97256,-0.06677,-0.15503,-0.16009,
41.78125,1.15967,-4.88281,-1.52588,-0.06323,1.03467,0.01611,,,,0.97250,-0.06668,-0.15538,-0.16017,
41.78906,0.79346,-3.72314,-1.58691,-0.06543,1.03394,0.01587,962.297,27.4,,0.97245,-0.06661,-0.15565,-0.16026,
41.79688,0.91553,-3.05176,-1.83105,-0.06250,1.03296,0.01953,,,,0.97240,-0.06652,-0.15588,-0.16036,
41.80469,0.85449,-3.05176,-1.83105,-0.05933,1.04077,0.01807,962.311,27.4,,0.97235,-0.06643,-0.15610,-0.16047,
41.81250,0.73242,-2.56348,-1.58691,-0.06226,1.04199,0.01587,,,,0.97231,-0.06634,-0.15629,-0.16056,
41.82031,0.97656,-2.38037,-1.70898,-0.06885,1.03467,0.01489,962.311,27.4,,0.97227,-0.06624,-0.15647,-0.16066,
41.82813,1.34277,-2.99072,-1.83105,-0.06934,1.02808,0.01782,,,,0.97223,-0.06612,-0.15670,-0.16076,
41.83594,1.40381,-3.17383,-1.64795,-0.07495,1.03198,0.02002,962.284,27.4,,0.97218,-0.06600,-0.15694,-0.16085,
41.84375,1.40381,-3.72314,-1.58691,-0.06812,1.03589,0.02612,,,,0.97213,-0.06588,-0.15721,-0.16093,
41.85156,1.09863,-3.84521,-1.64795,-0.06396,1.03735,0.02515,962.300,27.4,,0.97208,-0.06579,-0.15749,-0.16102,
41.85938,0.97656,-3.90625,-1.58691,-0.06030,1.03979,0.02051,,,,0.97203,-0.06570,-0.15777,-0.16110,
41.86719,1.40381,-4.33350,-1.89209,-0.06079,1.03003,0.01880,962.330,27.4,,0.97197,-0.06559,-0.15809,-0.16120,
41.87500,1.40381,-4.08936,-1.83105,-0.06226,1.03394,0.01831,,,,0.97191,-0.06548,-0.15839,-0.16130,
41.88281,1.22070,-3.78418,-1.77002,-0.06372,1.03491,0.01880,962.335,27.4,,0.97186,-0.06538,-0.15867,-0.16139,
41.89063,0.85449,-3.41797,-1.64795,-0.06592,1.03442,0.01758,,,,0.97181,-0.06529,-0.15892,-0.16149,
41.89844,0.91553,-2.56348,-2.13623,-0.06445,1.03369,0.02051,962.333,27.4,,0.97176,-0.06519,-0.15911,-0.16161,
41.90625,1.03760,-2.50244,-1.89209,-0.06396,1.03247,0.02173,,,,0.97172,-0.06508,-0.15930,-0.16173,
41.91406,0.85449,-2.44141,-1.77002,-0.06958,1.03198,0.02490,962.316,27.4,,0.97167,-0.06499,-0.15948,-0.16183,
41.92188,0.91553,-2.01416,-2.13623,-0.07153,1.03101,0.02368,,,,0.97163,-0.06488,-0.15964,-0.16196,
41.92969,0.97656,-1.95313,-2.19727,-0.07275,1.03467,0.02148,962.285,27.4,,0.97159,-0.06477,-0.15980,-0.16210,
41.93750,0.79346,-1.64795,-2.31934,-0.07104,1.03491,0.02051,,,,0.97155,-0.06466,-0.15993,-0.16224,
41.94531,1.03760,-1.83105,-2.44141,-0.06934,1.03345,0.02344,962.287,27.4,,0.97151,-0.06454,-0.16008,-0.16239,
41.95313,0.61035,-1.95313,-2.68555,-0.06934,1.03857,0.02002,,,,0.97147,-0.06445,-0.16023,-0.16256,
41.96094,-0.12207,-1.40381,-2.19727,-0.07056,1.04492,0.00952,962.317,27.4,,0.97143,-0.06440,-0.16034,-0.16271,
41.96875,-0.06104,-2.07520,-1.52588,-0.07227,1.03589,0.01270,,,,0.97139,-0.06437,-0.16049,-0.16281,
41.97656,0.18311,-2.62451,-1.22070,-0.07202,1.02661,0.01172,962.315,27.4,,0.97135,-0.06433,-0.16067,-0.16289,
41.98438,0.67139,-3.23486,-0.97656,-0.06372,1.02637,0.01343,,,,0.97130,-0.06426,-0.16090,-0.16294,
41.99219,0.79346,-3.41797,-1.09863,-0.06128,1.03174,0.00903,962.330,27.4,,0.97126,-0.06419,-0.16115,-0.16299,
42.00000,0.79346,-3.29590,-1.28174,-0.05542,1.03052,0.01489,,,,0.97121,-0.06411,-0.16139,-0.16306,
42.00781,0.91553,-2.86865,-1.58691,-0.05103,1.03564,0.01709,962.274,27.4,,0.97117,-0.06402,-0.16160,-0.16315,
42.01563,0.54932,-1.34277,-2.01416,-0.04907,1.03760,0.01270,,,,0.97113,-0.06393,-0.16171,-0.16328,
42.02344,0.85449,-0.67139,-2.01416,-0.05444,1.04102,0.01392,962.272,27.4,,0.97111,-0.06382,-0.16178,-0.16341,
42.03125,1.22070,-0.67139,-2.01416,-0.06763,1.03174,0.01733,,,,0.97108,-0.06367,-0.16185,-0.16354,
42.03906,1.34277,-0.91553,-1.70898,-0.07007,1.02832,0.02466,962.274,27.4,,0.97106,-0.06353,-0.16194,-0.16364,
42.04688,1.40381,-1.22070,-1.46484,-0.07349,1.02832,0.02246,,,,0.97104,-0.06339,-0.16205,-0.16372,
42.05469,1.58691,-2.31934,-1.70898,-0.07275,1.03174,0.01904,962.343,27.4,,0.97100,-0.06325,-0.16223,-0.16382,
42.06250,1.52588,-2.62451,-1.83105,-0.07251,1.02979,0.02563,,,,0.97096,-0.06311,-0.16243,-0.16392,
42.07031,1.46484,-2.74658,-1.77002,-0.06885,1.03149,0.02539,962.321,27.4,,0.97092,-0.06298,-0.16264,-0.16402,
42.07813,1.34277,-2.80762,-1.77002,-0.07080,1.03052,0.02563,,,,0.97087,-0.06285,-0.16286,-0.16411,
42.08594,1.09863,-2.56348,-2.13623,-0.06543,1.03345,0.02393,962.296,27.4,,0.97083,-0.06274,-0.16305,-0.16424,
42.09375,0.79346,-2.19727,-2.31934,-0.06567,1.03735,0.02490,,,,0.97078,-0.06264,-0.16322,-0.16438,
42.10156,0.67139,-1.58691,-2.38037,-0.06714,1.03979,0.02148,962.339,27.4,,0.97074,-0.06254,-0.16335,-0.16454,
42.10938,0.54932,-0.73242,-2.25830,-0.07544,1.03784,0.01904,,,,0.97071,-0.06244,-0.16342,-0.16468,
42.11719,0.24414,-0.85449,-2.38037,-0.07349,1.03711,0.01880,962.300,27.4,,0.97067,-0.06236,-0.16349,-0.16484,
42.12500,0.00000,-1.58691,-2.13623,-0.07813,1.03882,0.01855,,,,0.97063,-0.06231,-0.16361,-0.16499,
42.13281,0.30518,-2.19727,-2.13623,-0.07422,1.03076,0.01440,962.320,27.4,,0.97059,-0.06225,-0.16378,-0.16512,
42.14063,0.36621,-2.31934,-1.95313,-0.07349,1.03247,0.01343,,,,0.97054,-0.06218,-0.16395,-0.16525,
42.14844,0.42725,-2.99072,-1.89209,-0.07617,1.03784,0.01440,962.304,27.4,,0.97049,-0.06212,-0.16416,-0.16536,
42.15625,0.48828,-3.17383,-2.13623,-0.06934,1.03857,0.01025,,,,0.97043,-0.06205,-0.16439,-0.16549,
42.16406,0.42725,-2.99072,-2.19727,-0.06689,1.04102,0.00854,962.296,27.4,,0.97038,-0.06199,-0.16461,-0.16563,
