Gait Up - Physilog data export
Created on: 0000-00-00 01:14:36
Total data points: 3489

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
0.00781,28.24402,-38.19656,-18.04352,0.05304,1.02112,0.00250,,0.00000,0.00000,0.00000,0.00000,
0.01563,2.87247,-7.88879,-2.66266,0.05139,1.02112,0.00238,,0.00000,0.00000,0.00000,0.00000,
0.02344,1.25122,-6.00433,-1.80435,0.05164,1.02069,0.00177,,0.00000,0.00000,0.00000,0.00000,
0.03125,1.29700,-6.01578,-1.84631,0.05322,1.02100,0.00153,,0.00000,0.00000,0.00000,0.00000,
0.03906,1.22452,-5.93948,-1.69373,0.05432,1.02087,0.00165,,0.00000,0.00000,0.00000,0.00000,
0.04688,1.33133,-5.90897,-1.77002,0.05542,1.02002,0.00299,,0.70782,0.70544,-0.03677,0.00000,
0.05469,1.22070,-5.94711,-1.82343,0.05634,1.02039,0.00183,,0.70775,0.70550,-0.03696,-0.00037,
0.06250,1.25504,-5.99670,-1.79291,0.05469,1.02057,0.00116,,0.70767,0.70556,-0.03717,-0.00074,
0.07031,1.30844,-5.93948,-1.75095,0.05432,1.02142,0.00067,,0.70759,0.70563,-0.03737,-0.00111,
0.07813,1.33896,-5.97763,-1.76239,0.05090,1.01929,-0.00012,,0.70751,0.70570,-0.03757,-0.00148,
0.08594,1.29700,-5.97382,-1.80435,0.05005,1.02002,-0.00067,,0.70743,0.70577,-0.03778,-0.00185,
0.09375,1.26648,-5.95093,-1.76620,0.05054,1.02124,0.00067,,0.70736,0.70583,-0.03798,-0.00222,
0.10156,1.22070,-5.95856,-1.83105,0.05029,1.01971,0.00085,,0.70728,0.70589,-0.03818,-0.00259,
0.10938,1.20544,-5.95474,-1.84250,0.05548,1.02142,0.00110,,0.70721,0.70596,-0.03838,-0.00296,
0.11719,1.21689,-5.88989,-1.81961,0.05579,1.02008,0.00134,,0.70714,0.70602,-0.03857,-0.00333,
0.12500,1.33514,-5.81741,-1.78528,0.05591,1.02032,0.00153,,0.70706,0.70609,-0.03877,-0.00369,
0.13281,1.20163,-5.92422,-1.78146,0.05566,1.02039,0.00201,,0.70698,0.70615,-0.03897,-0.00406,
0.14063,1.38092,-5.96237,-1.80817,0.05566,1.02057,0.00122,,0.70690,0.70622,-0.03917,-0.00443,
0.14844,1.33133,-5.92422,-1.82343,0.05408,1.02100,0.00134,,0.70682,0.70628,-0.03937,-0.00480,
0.15625,1.32370,-5.88989,-1.81198,0.05060,1.02051,0.00061,,0.70674,0.70635,-0.03956,-0.00517,
0.16406,1.23978,-5.94711,-1.90735,0.05121,1.01984,0.00122,,0.70666,0.70641,-0.03976,-0.00554,
0.17188,1.22070,-5.85938,-1.79672,0.05164,1.01990,-0.00024,,0.70659,0.70647,-0.03995,-0.00591,
0.17969,1.26266,-5.80597,-1.73569,0.05255,1.02045,0.00092,,0.70651,0.70654,-0.04015,-0.00627,
0.18750,1.22833,-5.92422,-1.76239,0.05414,1.02142,0.00134,,0.70643,0.70660,-0.04035,-0.00664,
0.19531,1.33896,-5.89371,-1.84631,0.05463,1.02100,0.00153,,0.70635,0.70667,-0.04055,-0.00700,
0.20313,1.17111,-5.92804,-1.74713,0.05426,1.02063,0.00104,,0.70628,0.70672,-0.04075,-0.00737,
0.21094,1.20163,-5.82504,-1.78909,0.05389,1.02069,0.00171,,0.70620,0.70678,-0.04094,-0.00773,
0.21875,1.35803,-5.88226,-1.80435,0.05267,1.02130,0.00122,,0.70612,0.70685,-0.04114,-0.00810,
0.22656,1.28555,-5.79834,-1.79291,0.05219,1.02026,0.00116,,0.70604,0.70691,-0.04133,-0.00846,
0.23438,1.30463,-5.88989,-1.77765,0.05341,1.02087,0.00134,,0.70596,0.70698,-0.04153,-0.00883,
0.24219,1.22452,-5.84030,-1.82724,0.05316,1.02112,0.00177,,0.70588,0.70704,-0.04173,-0.00919,
0.25000,1.23596,-5.89752,-1.73950,0.05621,1.02026,0.00079,,0.70580,0.70710,-0.04193,-0.00956,
0.25781,1.31989,-5.92804,-1.78909,0.05609,1.02203,0.00134,,0.70572,0.70716,-0.04213,-0.00993,
0.26563,1.38092,-5.97382,-1.81580,0.05579,1.02124,0.00134,,0.70564,0.70723,-0.04233,-0.01030,
0.27344,1.33133,-5.80978,-1.81198,0.05493,1.02222,0.00122,,0.70556,0.70730,-0.04252,-0.01066,
0.28125,1.26648,-5.81360,-1.80054,0.05359,1.02081,0.00110,,0.70548,0.70736,-0.04272,-0.01103,
0.28906,1.33514,-5.80597,-1.82343,0.05133,1.02155,0.00092,,0.70539,0.70742,-0.04291,-0.01139,
0.29688,1.24359,-5.84793,-1.78528,0.05109,1.02112,0.00067,,0.70532,0.70748,-0.04310,-0.01175,
0.30469,1.25122,-5.82886,-1.84250,0.05048,1.02045,0.00061,,0.70524,0.70755,-0.04330,-0.01212,
0.31250,1.26648,-5.82123,-1.86539,0.05103,1.01996,0.00116,,0.70516,0.70761,-0.04349,-0.01249,
0.32031,1.37711,-5.84793,-1.83105,0.05029,1.01917,0.00140,,0.70507,0.70767,-0.04368,-0.01285,
0.32813,1.43051,-5.88608,-1.77383,0.05090,1.02313,-0.00073,,0.70498,0.70774,-0.04388,-0.01322,
0.33594,1.38474,-5.88989,-1.78146,0.05414,1.02112,0.00134,,0.70490,0.70781,-0.04408,-0.01358,
0.34375,1.17874,-5.88226,-1.82343,0.05627,1.02051,0.00256,,0.70482,0.70787,-0.04427,-0.01395,
0.35156,1.32370,-5.75256,-1.76239,0.05011,1.05005,0.00653,,0.70474,0.70793,-0.04447,-0.01431,
0.35938,1.34659,-5.80215,-1.75095,0.06000,1.00952,-0.00177,,0.70465,0.70799,-0.04466,-0.01467,
0.36719,1.39618,-5.88226,-1.80435,0.06213,1.01434,0.00128,,0.70457,0.70806,-0.04486,-0.01504,
0.37500,1.28937,-5.79834,-1.85394,0.05243,1.02338,0.00403,,0.70448,0.70812,-0.04505,-0.01540,
0.38281,1.35040,-5.77927,-1.83487,0.05457,1.02197,0.00293,,0.70440,0.70819,-0.04524,-0.01576,
0.39063,1.34277,-5.91278,-1.76239,0.05176,1.02332,0.00873,,0.70431,0.70825,-0.04544,-0.01613,
0.39844,1.39618,-5.82123,-1.80435,0.05505,1.01978,0.00464,,0.70423,0.70832,-0.04563,-0.01649,
0.40625,1.44196,-5.65720,-1.82724,0.05481,1.01489,0.00580,,0.70414,0.70838,-0.04582,-0.01685,
0.41406,1.41907,-5.76401,-1.87683,0.05426,1.02142,0.00287,,0.70405,0.70845,-0.04601,-0.01721,
0.42188,1.46866,-5.68390,-1.86920,0.05255,1.02142,-0.00031,,0.70396,0.70852,-0.04619,-0.01757,
0.42969,1.42288,-5.76019,-1.83487,0.04968,1.02252,-0.00256,,0.70387,0.70859,-0.04638,-0.01794,
0.43750,1.32751,-5.80978,-1.82343,0.04883,1.02020,-0.00592,,0.70378,0.70865,-0.04657,-0.01830,
0.44531,1.38474,-5.79453,-1.81198,0.04126,1.02118,-0.00745,,0.70370,0.70872,-0.04676,-0.01866,
0.45313,1.15585,-5.68008,-1.74332,0.03906,1.02222,-0.00922,,0.70362,0.70877,-0.04695,-0.01902,
0.46094,1.19781,-5.85175,-1.70517,0.04150,1.02332,-0.00903,,0.70354,0.70882,-0.04715,-0.01938,
0.46875,1.14441,-6.03867,-1.67465,0.04852,1.02075,-0.00409,,0.70346,0.70888,-0.04736,-0.01975,
0.47656,0.99564,-5.98526,-1.57928,0.06042,1.02155,0.00134,,0.70339,0.70892,-0.04758,-0.02011,
0.48438,1.02615,-5.92804,-1.60217,0.06287,1.02087,0.00531,,0.70332,0.70897,-0.04779,-0.02047,
0.49219,1.14059,-5.90515,-1.65939,0.06311,1.02075,0.00867,,0.70325,0.70902,-0.04799,-0.02083,
0.50000,1.11389,-5.66101,-1.74332,0.05750,1.02124,0.01129,,0.70317,0.70907,-0.04818,-0.02118,
0.50781,1.25122,-5.81360,-1.83105,0.05804,1.01941,0.01202,,0.70309,0.70913,-0.04837,-0.02155,
0.51563,1.30844,-5.67245,-1.79291,0.04767,1.02020,0.00928,,0.70300,0.70919,-0.04856,-0.02190,
0.52344,1.28555,-5.83267,-1.83105,0.04547,1.02026,0.00580,,0.70292,0.70925,-0.04875,-0.02227,
0.53125,1.35422,-5.87463,-1.77765,0.04572,1.01917,0.00549,,0.70283,0.70931,-0.04895,-0.02263,
0.53906,1.40381,-5.83267,-1.73569,0.05212,1.02173,0.00385,,0.70274,0.70937,-0.04915,-0.02299,
0.54688,1.41525,-5.74112,-1.75858,0.05878,1.02032,0.00134,,0.70265,0.70944,-0.04934,-0.02335,
0.55469,1.39618,-5.83649,-1.83868,0.06012,1.02118,-0.00116,,0.70256,0.70950,-0.04953,-0.02372,
0.56250,1.38092,-5.72586,-1.72424,0.05994,1.02228,-0.00519,,0.70247,0.70956,-0.04972,-0.02407,
0.57031,1.37329,-5.78308,-1.83868,0.05121,1.02203,-0.00696,,0.70238,0.70963,-0.04991,-0.02443,
0.57813,1.27411,-5.75638,-1.79291,0.04626,1.02106,-0.00732,,0.70230,0.70968,-0.05011,-0.02479,
0.58594,1.15967,-5.81360,-1.76239,0.04504,1.02057,-0.00641,,0.70222,0.70974,-0.05030,-0.02516,
0.59375,1.11771,-5.79834,-1.75858,0.04608,1.02209,-0.00006,,0.70214,0.70978,-0.05049,-0.02552,
0.60156,1.11771,-5.83649,-1.76620,0.05280,1.02118,0.00476,,0.70207,0.70983,-0.05069,-0.02588,
0.60938,1.13297,-5.91278,-1.72424,0.05640,1.01996,0.00885,,0.70199,0.70988,-0.05089,-0.02624,
0.61719,1.26648,-5.82504,-1.67847,0.06012,1.02118,0.01257,,0.70190,0.70994,-0.05109,-0.02660,
0.62500,1.22070,-5.81741,-1.77383,0.06354,1.01990,0.01245,,0.70182,0.70999,-0.05129,-0.02696,
0.63281,1.30081,-5.77164,-1.78909,0.06226,1.02051,0.01093,,0.70173,0.71005,-0.05148,-0.02733,
0.64063,1.43051,-5.65720,-1.91116,0.05682,1.02148,0.00702,,0.70164,0.71012,-0.05166,-0.02769,
0.64844,1.46484,-5.62668,-1.98746,0.05164,1.02130,0.00085,,0.70155,0.71018,-0.05184,-0.02805,
0.65625,1.37711,-5.71442,-1.81198,0.04852,1.02240,-0.00128,,0.70146,0.71024,-0.05202,-0.02841,
0.66406,1.30844,-5.68390,-1.86920,0.04413,1.02142,-0.00702,,0.70137,0.71030,-0.05221,-0.02877,
