Gait Up - Physilog data export
Created on: 0000-00-03 22:52:12
Total data points: 864

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
28.05469,1.06430,-5.97000,-1.67084,-0.03735,1.01752,0.02502,,0.67838,0.20930,-0.29961,-0.63736,
28.06250,1.25885,-6.19888,-1.39618,-0.03186,1.02112,0.02606,,0.67817,0.20913,-0.29994,-0.63748,
28.07031,1.38474,-6.28662,-1.50299,-0.03125,1.02191,0.02856,,0.67795,0.20897,-0.30028,-0.63761,
28.07813,1.38474,-5.42068,-1.56403,-0.03204,1.02106,0.02612,,0.67774,0.20885,-0.30058,-0.63773,
28.08594,1.13678,-4.19235,-1.60599,-0.03735,1.02399,0.02917,,0.67757,0.20877,-0.30081,-0.63783,
28.09375,1.12915,-3.62015,-1.69754,-0.04120,1.02563,0.02966,,0.67739,0.20871,-0.30102,-0.63794,
28.10156,1.37711,-3.65448,-1.93405,-0.04706,1.02936,0.02423,,0.67721,0.20867,-0.30123,-0.63805,
28.10938,1.50681,-3.93295,-2.14005,-0.04865,1.02942,0.02051,,0.67701,0.20863,-0.30146,-0.63817,
28.11719,1.23596,-4.12750,-2.26974,-0.04675,1.02863,0.01813,,0.67680,0.20857,-0.30168,-0.63830,
28.12500,1.31226,-4.05884,-2.49481,-0.04218,1.03009,0.01752,,0.67658,0.20852,-0.30190,-0.63845,
28.13281,0.93460,-4.04358,-2.64359,-0.04602,1.02380,0.01520,,0.67636,0.20846,-0.30210,-0.63860,
28.14063,0.87738,-4.26865,-2.84576,-0.04602,1.02112,0.01501,,0.67613,0.20839,-0.30231,-0.63877,
28.14844,0.96512,-4.42505,-3.00598,-0.03503,1.01843,0.01794,,0.67589,0.20832,-0.30252,-0.63895,
28.15625,0.82016,-4.76456,-2.76566,-0.03857,1.01721,0.02252,,0.67565,0.20822,-0.30275,-0.63913,
28.16406,0.90408,-5.16510,-2.68555,-0.04095,1.01520,0.02344,,0.67540,0.20811,-0.30300,-0.63930,
28.17188,0.96512,-5.63049,-2.59399,-0.03760,1.01477,0.02277,,0.67515,0.20798,-0.30328,-0.63948,
28.17969,1.06049,-6.24466,-2.46811,-0.02625,1.01691,0.02539,,0.67490,0.20782,-0.30359,-0.63966,
28.18750,1.00327,-6.47736,-2.55203,-0.02551,1.01813,0.02374,,0.67463,0.20766,-0.30391,-0.63984,
28.19531,0.79727,-6.09970,-2.51770,-0.02179,1.01862,0.02252,,0.67437,0.20750,-0.30420,-0.64002,
28.20313,0.63324,-6.58798,-2.27737,-0.01880,1.01910,0.02307,,0.67412,0.20730,-0.30451,-0.64020,
28.21094,0.47302,-6.50024,-2.41470,-0.01794,1.01978,0.02002,,0.67387,0.20710,-0.30480,-0.64039,
28.21875,0.12589,-5.66483,-2.67410,-0.01526,1.02216,0.01648,,0.67362,0.20693,-0.30504,-0.64059,
28.22656,-0.10681,-4.00543,-2.50244,-0.02094,1.01874,0.01935,,0.67343,0.20682,-0.30520,-0.64076,
28.23438,-0.10300,-3.84903,-2.28882,-0.02979,1.02051,0.01715,,0.67324,0.20671,-0.30535,-0.64092,
28.24219,-0.49591,-3.44467,-2.15530,-0.03088,1.02454,0.01306,,0.67307,0.20660,-0.30547,-0.64107,
28.25000,-0.39673,-4.17328,-1.62506,-0.03424,1.01776,0.01477,,0.67291,0.20645,-0.30563,-0.64121,
28.25781,0.02670,-5.25665,-1.83105,-0.02954,1.01263,0.01581,,0.67272,0.20627,-0.30586,-0.64137,
28.26563,0.18692,-5.33676,-1.67847,-0.03064,1.01709,0.01550,,0.67252,0.20610,-0.30610,-0.64151,
28.27344,0.34332,-5.43594,-1.27411,-0.03009,1.02069,0.01074,,0.67234,0.20592,-0.30636,-0.64164,
28.28125,0.17929,-5.14603,-1.81198,-0.02472,1.02045,0.01105,,0.67215,0.20576,-0.30659,-0.64178,
28.28906,0.41199,-4.95529,-1.66702,-0.02472,1.01727,0.01508,,0.67196,0.20561,-0.30683,-0.64192,
28.29688,0.54932,-3.82614,-1.74332,-0.03082,1.02209,0.01678,,0.67178,0.20552,-0.30701,-0.64204,
28.30469,0.55695,-3.61633,-1.99127,-0.03961,1.02911,0.01978,,0.67161,0.20544,-0.30719,-0.64216,
28.31250,0.48447,-3.42941,-1.88828,-0.04620,1.02710,0.02002,,0.67144,0.20537,-0.30735,-0.64228,
28.32031,0.88501,-3.54385,-1.87683,-0.04407,1.02185,0.02191,,0.67126,0.20531,-0.30754,-0.64240,
28.32813,1.11389,-3.84903,-1.43814,-0.04193,1.02313,0.02441,,0.67110,0.20524,-0.30775,-0.64249,
28.33594,1.28937,-4.15039,-1.09482,-0.04535,1.02130,0.02777,,0.67093,0.20516,-0.30799,-0.64257,
28.34375,1.76620,-5.04684,-1.37329,-0.05206,1.02136,0.02161,,0.67074,0.20506,-0.30830,-0.64266,
28.35156,1.43051,-5.86700,-1.60217,-0.04834,1.01459,0.01953,,0.67052,0.20492,-0.30862,-0.64279,
28.35938,1.06049,-6.01959,-1.70517,-0.04041,1.01337,0.02179,,0.67029,0.20476,-0.30892,-0.64292,
28.36719,1.17874,-6.48880,-1.72043,-0.03400,1.01624,0.02325,,0.67006,0.20458,-0.30926,-0.64306,
28.37500,0.81253,-6.34766,-1.89972,-0.03455,1.01788,0.02570,,0.66982,0.20439,-0.30957,-0.64322,
28.38281,0.64087,-6.06537,-2.07520,-0.03357,1.01807,0.02478,,0.66959,0.20422,-0.30986,-0.64338,
28.39063,0.49591,-4.66156,-1.75858,-0.03021,1.01636,0.02502,,0.66940,0.20409,-0.31008,-0.64351,
28.39844,0.49973,-4.48990,-1.37329,-0.02808,1.01282,0.02631,,0.66923,0.20396,-0.31030,-0.64362,
28.40625,0.80109,-4.43649,-1.60217,-0.03027,1.01538,0.02216,,0.66904,0.20385,-0.31053,-0.64374,
28.41406,0.78201,-4.72641,-1.48010,-0.03033,1.01843,0.02161,,0.66886,0.20373,-0.31077,-0.64385,
28.42188,0.91934,-4.93240,-1.88065,-0.02808,1.02234,0.01923,,0.66865,0.20361,-0.31102,-0.64398,
28.42969,0.77057,-5.08499,-1.68991,-0.03461,1.02649,0.01776,,0.66845,0.20347,-0.31127,-0.64411,
28.43750,1.00327,-5.56946,-1.60217,-0.03607,1.02502,0.01617,,0.66824,0.20332,-0.31156,-0.64424,
28.44531,1.06430,-5.66483,-1.95313,-0.02991,1.02191,0.02161,,0.66802,0.20318,-0.31185,-0.64438,
28.45313,1.13678,-5.80215,-1.88446,-0.03821,1.02283,0.02240,,0.66779,0.20303,-0.31215,-0.64452,
28.46094,1.04523,-5.76401,-1.71280,-0.04114,1.02386,0.02045,,0.66757,0.20288,-0.31245,-0.64465,
28.46875,0.78201,-5.43213,-1.72424,-0.04285,1.02051,0.01904,,0.66736,0.20273,-0.31271,-0.64478,
28.47656,0.93460,-5.87845,-1.83105,-0.03961,1.01538,0.02179,,0.66713,0.20257,-0.31301,-0.64492,
28.48438,1.11008,-5.89752,-1.80054,-0.03760,1.01685,0.02167,,0.66690,0.20241,-0.31331,-0.64506,
28.49219,1.16730,-5.61905,-1.96457,-0.04169,1.01971,0.02502,,0.66667,0.20228,-0.31360,-0.64520,
28.50000,1.09482,-5.95474,-2.30026,-0.04364,1.02032,0.02643,,0.66642,0.20213,-0.31390,-0.64536,
28.50781,0.97656,-6.18362,-2.42996,-0.04529,1.01935,0.02557,,0.66616,0.20197,-0.31420,-0.64553,
28.51563,1.06812,-6.72531,-2.53677,-0.04120,1.01953,0.02740,,0.66588,0.20179,-0.31453,-0.64571,
28.52344,0.86975,-6.51550,-2.57492,-0.03699,1.02338,0.02405,,0.66561,0.20162,-0.31484,-0.64590,
28.53125,0.99945,-6.39725,-2.58636,-0.03302,1.02765,0.01978,,0.66534,0.20145,-0.31515,-0.64608,
28.53906,1.02997,-6.35529,-2.49100,-0.02930,1.01917,0.02356,,0.66507,0.20129,-0.31547,-0.64625,
28.54688,0.92316,-6.02722,-2.88773,-0.02930,1.01685,0.02075,,0.66480,0.20114,-0.31575,-0.64644,
28.55469,0.67902,-5.79453,-2.84958,-0.02997,1.02051,0.01917,,0.66453,0.20099,-0.31602,-0.64664,
28.56250,0.79727,-5.98145,-2.70844,-0.03479,1.02551,0.02020,,0.66426,0.20084,-0.31630,-0.64682,
28.57031,0.73242,-5.94711,-2.68555,-0.02802,1.02411,0.02228,,0.66400,0.20068,-0.31657,-0.64700,
28.57813,0.93842,-6.32858,-2.43378,-0.02618,1.02094,0.02167,,0.66373,0.20052,-0.31688,-0.64718,
28.58594,0.75531,-6.46973,-2.31934,-0.03009,1.01807,0.02789,,0.66347,0.20033,-0.31719,-0.64735,
28.59375,0.56458,-6.43539,-2.34604,-0.02631,1.02258,0.02448,,0.66322,0.20014,-0.31748,-0.64753,
28.60156,0.46921,-5.82504,-2.15530,-0.02704,1.01929,0.02710,,0.66298,0.19996,-0.31775,-0.64769,
28.60938,0.53787,-5.91660,-2.04086,-0.02875,1.01514,0.02673,,0.66275,0.19979,-0.31802,-0.64785,
28.61719,0.60272,-5.56564,-2.29645,-0.02588,1.02161,0.02008,,0.66251,0.19963,-0.31828,-0.64801,
28.62500,0.20981,-4.52805,-1.87302,-0.02783,1.02728,0.01208,,0.66232,0.19950,-0.31848,-0.64815,
28.63281,0.10681,-4.32205,-1.86157,-0.03107,1.02582,0.01385,,0.66213,0.19937,-0.31867,-0.64829,
28.64063,0.34332,-4.62341,-2.01797,-0.03589,1.01605,0.01685,,0.66193,0.19924,-0.31888,-0.64843,
28.64844,0.67139,-5.18036,-1.68610,-0.03345,1.01697,0.01831,,0.66173,0.19909,-0.31913,-0.64856,
28.65625,0.53787,-5.36346,-1.49536,-0.03082,1.02179,0.02014,,0.66153,0.19893,-0.31939,-0.64869,
28.66406,0.35095,-5.40924,-1.16348,-0.03674,1.02753,0.01917,,0.66135,0.19875,-0.31964,-0.64880,
28.67188,0.51117,-5.98526,-1.25885,-0.04480,1.02051,0.02496,,0.66115,0.19855,-0.31993,-0.64893,
28.67969,0.47302,-6.32095,-1.33133,-0.04645,1.01715,0.02423,,0.66094,0.19834,-0.32023,-0.64906,
28.68750,0.48828,-6.66809,-1.14822,-0.04150,1.01691,0.02466,,0.66073,0.19810,-0.32054,-0.64919,
28.69531,0.72098,-6.06155,-1.41144,-0.03473,1.02295,0.01630,,0.66052,0.19791,-0.32084,-0.64931,
28.70313,0.69427,-5.52368,-1.43814,-0.03473,1.02325,0.01666,,0.66032,0.19775,-0.32111,-0.64943,
